Date,mining_profitability90var
2010/11/05,1560080111
2010/11/06,1452648527
2010/11/07,1379052836
2010/11/08,1248584499
2010/11/09,1128023113
2010/11/10,1013731400
2010/11/11,927224627
2010/11/12,725528070
2010/11/13,711782067
2010/11/14,691081394
2010/11/15,677906775
2010/11/16,646011439
2010/11/17,621747294
2010/11/18,564348438
2010/11/19,564715759
2010/11/20,533748959
2010/11/21,512166135
2010/11/22,487976819
2010/11/23,469285025
2010/11/24,446723853
2010/11/25,446900365
2010/11/26,447369426
2010/11/27,445048380
2010/11/28,440771560
2010/11/29,431972589
2010/11/30,441963638
2010/12/01,446105181
2010/12/02,447512156
2010/12/03,443290712
2010/12/04,444815155
2010/12/05,448170519
2010/12/06,444874845
2010/12/07,447692702
2010/12/08,456481861
2010/12/09,457902519
2010/12/10,474353685
2010/12/11,482104808
2010/12/12,492976756
2010/12/13,495846179
2010/12/14,503279925
2010/12/15,496208471
2010/12/16,504046086
2010/12/17,504131734
2010/12/18,515350081
2010/12/19,524463243
2010/12/20,536388243
2010/12/21,543547280
2010/12/22,549549744
2010/12/23,559653942
2010/12/24,570024182
2010/12/25,577019556
2010/12/26,583625798
2010/12/27,591854676
2010/12/28,601240425
2010/12/29,610467691
2010/12/30,618308827
2010/12/31,625486130
2011/01/01,632812627
2011/01/02,640676614
2011/01/03,650547203
2011/01/04,658843985
2011/01/05,666974991
2011/01/06,675137403
2011/01/07,675545595
2011/01/08,671350718
2011/01/09,671699970
2011/01/10,672149555
2011/01/11,665135971
2011/01/12,652816211
2011/01/13,649630015
2011/01/14,629254190
2011/01/15,622734972
2011/01/16,615125113
2011/01/17,602820019
2011/01/18,593584471
2011/01/19,598030486
2011/01/20,600460105
2011/01/21,601667300
2011/01/22,598075141
2011/01/23,598039106
2011/01/24,586608692
2011/01/25,573576696
2011/01/26,546298187
2011/01/27,521689795
2011/01/28,482463469
2011/01/29,480049176
2011/01/30,471378637
2011/01/31,461804829
2011/02/01,451156419
2011/02/02,432828266
2011/02/03,406690498
2011/02/04,336726425
2011/02/05,219578441
2011/02/06,158493356
2011/02/07,153485200
2011/02/08,147041900
2011/02/09,144230529
2011/02/10,140748331
2011/02/11,120771968
2011/02/12,106952477
2011/02/13,100634209
2011/02/14,93353730
2011/02/15,88602007
2011/02/16,85502325
2011/02/17,86791528
2011/02/18,85194161
2011/02/19,82671671
2011/02/20,79287634
2011/02/21,77639781
2011/02/22,73811151
2011/02/23,68856352
2011/02/24,66313860
2011/02/25,64286667
2011/02/26,61502510
2011/02/27,59407451
2011/02/28,60659766
2011/03/01,61574155
2011/03/02,61769203
2011/03/03,61665567
2011/03/04,61601204
2011/03/05,61870284
2011/03/06,62474378
2011/03/07,63548379
2011/03/08,63967482
2011/03/09,65173299
2011/03/10,66306502
2011/03/11,67464548
2011/03/12,68264822
2011/03/13,69434378
2011/03/14,70838406
2011/03/15,72141092
2011/03/16,73361334
2011/03/17,74507840
2011/03/18,76396671
2011/03/19,78092983
2011/03/20,79428938
2011/03/21,81073307
2011/03/22,82451462
2011/03/23,83245719
2011/03/24,84471081
2011/03/25,84988502
2011/03/26,85990591
2011/03/27,87107449
2011/03/28,87856789
2011/03/29,88995311
2011/03/30,90139766
2011/03/31,91077056
2011/04/01,92374398
2011/04/02,93496870
2011/04/03,94341696
2011/04/04,95527395
2011/04/05,96788422
2011/04/06,98433212
2011/04/07,100047907
2011/04/08,101342793
2011/04/09,102974713
2011/04/10,104309732
2011/04/11,105704956
2011/04/12,106942304
2011/04/13,107877622
2011/04/14,108756805
2011/04/15,109613420
2011/04/16,110028868
2011/04/17,110423846
2011/04/18,110945408
2011/04/19,111306583
2011/04/20,111943610
2011/04/21,112558854
2011/04/22,112512347
2011/04/23,112387172
2011/04/24,112013293
2011/04/25,111962544
2011/04/26,111881183
2011/04/27,111880095
2011/04/28,111989504
2011/04/29,112950026
2011/04/30,114106816
2011/05/01,114754833
2011/05/02,115361782
2011/05/03,114893757
2011/05/04,114577797
2011/05/05,112478615
2011/05/06,110514832
2011/05/07,106864776
2011/05/08,103187699
2011/05/09,103624120
2011/05/10,98668262
2011/05/11,97546183
2011/05/12,96154114
2011/05/13,102202619
2011/05/14,108167950
2011/05/15,109141293
2011/05/16,113799126
2011/05/17,117988055
2011/05/18,121883694
2011/05/19,121230555
2011/05/20,121810382
2011/05/21,121626400
2011/05/22,122093918
2011/05/23,123409958
2011/05/24,124203854
2011/05/25,125967830
2011/05/26,126499053
2011/05/27,125888013
2011/05/28,125875289
2011/05/29,125459631
2011/05/30,125196035
2011/05/31,125169918
2011/06/01,125327854
2011/06/02,125402261
2011/06/03,126344585
2011/06/04,130894720
2011/06/05,134813507
2011/06/06,137055155
2011/06/07,138481633
2011/06/08,145505725
2011/06/09,157475767
2011/06/10,163431537
2011/06/11,164504126
2011/06/12,163518706
2011/06/13,163451847
2011/06/14,163901796
2011/06/15,162771623
2011/06/16,161078249
2011/06/17,159337489
2011/06/18,157689041
2011/06/19,155745499
2011/06/20,153474473
2011/06/21,152107259
2011/06/22,150315536
2011/06/23,149515600
2011/06/24,148865220
2011/06/25,149042255
2011/06/26,149239834
2011/06/27,148798747
2011/06/28,148538152
2011/06/29,148511585
2011/06/30,147941478
2011/07/01,148136062
2011/07/02,148315283
2011/07/03,148093656
2011/07/04,147849210
2011/07/05,147663515
2011/07/06,147239996
2011/07/07,147660165
2011/07/08,146927718
2011/07/09,147258238
2011/07/10,147383519
2011/07/11,147407368
2011/07/12,148135991
2011/07/13,148382742
2011/07/14,149485218
2011/07/15,150712711
2011/07/16,152306119
2011/07/17,153084482
2011/07/18,154479322
2011/07/19,155956652
2011/07/20,156973494
2011/07/21,158964320
2011/07/22,161150105
2011/07/23,163538440
2011/07/24,165850135
2011/07/25,168056611
2011/07/26,170224752
2011/07/27,172852082
2011/07/28,175175227
2011/07/29,177013969
2011/07/30,178905309
2011/07/31,180502273
2011/08/01,182368030
2011/08/02,183801600
2011/08/03,185331421
2011/08/04,187105080
2011/08/05,188387043
2011/08/06,188831709
2011/08/07,189872482
2011/08/08,192131964
2011/08/09,191236830
2011/08/10,190418916
2011/08/11,181193517
2011/08/12,171458763
2011/08/13,166688465
2011/08/14,155391982
2011/08/15,145267418
2011/08/16,136882228
2011/08/17,137634477
2011/08/18,137442285
2011/08/19,137504278
2011/08/20,136914777
2011/08/21,134879903
2011/08/22,133011003
2011/08/23,130176947
2011/08/24,128605903
2011/08/25,129409603
2011/08/26,130162659
2011/08/27,130624807
2011/08/28,131256717
2011/08/29,131593040
2011/08/30,131220202
2011/08/31,130973671
2011/09/01,128921598
2011/09/02,120855709
2011/09/03,112689157
2011/09/04,106900425
2011/09/05,101518755
2011/09/06,86325532
2011/09/07,64210814
2011/09/08,49458749
2011/09/09,41042325
2011/09/10,37590173
2011/09/11,31415270
2011/09/12,23181902
2011/09/13,18830012
2011/09/14,18284666
2011/09/15,17233404
2011/09/16,16018417
2011/09/17,14382528
2011/09/18,12898675
2011/09/19,11121329
2011/09/20,9581434
2011/09/21,8027040
2011/09/22,7595441
2011/09/23,7539905
2011/09/24,7306187
2011/09/25,6943387
2011/09/26,6635060
2011/09/27,6337371
2011/09/28,5943758
2011/09/29,5832988
2011/09/30,5667622
2011/10/01,5418684
2011/10/02,5202507
2011/10/03,5167296
2011/10/04,5034975
2011/10/05,4979323
2011/10/06,4739751
2011/10/07,4692843
2011/10/08,4653234
2011/10/09,4503717
2011/10/10,4435928
2011/10/11,4247217
2011/10/12,4219188
2011/10/13,4078479
2011/10/14,3978789
2011/10/15,3809929
2011/10/16,3676694
2011/10/17,3663520
2011/10/18,3562761
2011/10/19,3509647
2011/10/20,3445019
2011/10/21,3385681
2011/10/22,3252218
2011/10/23,3103615
2011/10/24,2904112
2011/10/25,2801171
2011/10/26,2717493
2011/10/27,2559522
2011/10/28,2401790
2011/10/29,2197652
2011/10/30,2103814
2011/10/31,2016784
2011/11/01,1974730
2011/11/02,1968715
2011/11/03,1934348
2011/11/04,1937623
2011/11/05,1951162
2011/11/06,1957580
2011/11/07,1944591
2011/11/08,1924037
2011/11/09,1902279
2011/11/10,1892727
2011/11/11,1879549
2011/11/12,1808859
2011/11/13,1767933
2011/11/14,1640892
2011/11/15,1578951
2011/11/16,1516373
2011/11/17,1444414
2011/11/18,1299297
2011/11/19,1168448
2011/11/20,1076146
2011/11/21,1016862
2011/11/22,940247
2011/11/23,855205
2011/11/24,814832
2011/11/25,790610
2011/11/26,750954
2011/11/27,674320
2011/11/28,618123
2011/11/29,567788
2011/11/30,536828
2011/12/01,472200
2011/12/02,423056
2011/12/03,376057
2011/12/04,323123
2011/12/05,296336
2011/12/06,285363
2011/12/07,265001
2011/12/08,254836
2011/12/09,255084
2011/12/10,254465
2011/12/11,246097
2011/12/12,236831
2011/12/13,231898
2011/12/14,228419
2011/12/15,228614
2011/12/16,226540
2011/12/17,229732
2011/12/18,229301
2011/12/19,220554
2011/12/20,215357
2011/12/21,220372
2011/12/22,230408
2011/12/23,230172
2011/12/24,239602
2011/12/25,260332
2011/12/26,270560
2011/12/27,270442
2011/12/28,286748
2011/12/29,292652
2011/12/30,309478
2011/12/31,326705
2012/01/01,359800
2012/01/02,403458
2012/01/03,430373
2012/01/04,460039
2012/01/05,561929
2012/01/06,685327
2012/01/07,810245
2012/01/08,907415
2012/01/09,977481
2012/01/10,1017514
2012/01/11,1097898
2012/01/12,1156409
2012/01/13,1227494
2012/01/14,1287624
2012/01/15,1329120
2012/01/16,1431708
2012/01/17,1439615
2012/01/18,1422254
2012/01/19,1459672
2012/01/20,1493136
2012/01/21,1521340
2012/01/22,1524511
2012/01/23,1543969
2012/01/24,1541805
2012/01/25,1531024
2012/01/26,1528745
2012/01/27,1520377
2012/01/28,1518290
2012/01/29,1530458
2012/01/30,1534695
2012/01/31,1530908
2012/02/01,1526722
2012/02/02,1550001
2012/02/03,1544316
2012/02/04,1541899
2012/02/05,1532137
2012/02/06,1526425
2012/02/07,1515896
2012/02/08,1499771
2012/02/09,1485763
2012/02/10,1478711
2012/02/11,1471746
2012/02/12,1449066
2012/02/13,1417532
2012/02/14,1381667
2012/02/15,1352366
2012/02/16,1316067
2012/02/17,1263979
2012/02/18,1239206
2012/02/19,1194609
2012/02/20,1169273
2012/02/21,1133966
2012/02/22,1093796
2012/02/23,1067635
2012/02/24,1028978
2012/02/25,990256
2012/02/26,962981
2012/02/27,937123
2012/02/28,927606
2012/02/29,916628
2012/03/01,893229
2012/03/02,890091
2012/03/03,872634
2012/03/04,859123
2012/03/05,848621
2012/03/06,831253
2012/03/07,824100
2012/03/08,810497
2012/03/09,789350
2012/03/10,792030
2012/03/11,779208
2012/03/12,768846
2012/03/13,760100
2012/03/14,734849
2012/03/15,719542
2012/03/16,710866
2012/03/17,690647
2012/03/18,686135
2012/03/19,685022
2012/03/20,685668
2012/03/21,692065
2012/03/22,692484
2012/03/23,702905
2012/03/24,704798
2012/03/25,719149
2012/03/26,720008
2012/03/27,725756
2012/03/28,728681
2012/03/29,742448
2012/03/30,750270
2012/03/31,756266
2012/04/01,766951
2012/04/02,785840
2012/04/03,790841
2012/04/04,766516
2012/04/05,726214
2012/04/06,674896
2012/04/07,644966
2012/04/08,620412
2012/04/09,619772
2012/04/10,588339
2012/04/11,573472
2012/04/12,548110
2012/04/13,522195
2012/04/14,499991
2012/04/15,426455
2012/04/16,413695
2012/04/17,414574
2012/04/18,373735
2012/04/19,337025
2012/04/20,312421
2012/04/21,303756
2012/04/22,271684
2012/04/23,258148
2012/04/24,245644
2012/04/25,236759
2012/04/26,232279
2012/04/27,226927
2012/04/28,209943
2012/04/29,202630
2012/04/30,200467
2012/05/01,190205
2012/05/02,159560
2012/05/03,149299
2012/05/04,133647
2012/05/05,128937
2012/05/06,123441
2012/05/07,119397
2012/05/08,108568
2012/05/09,97606
2012/05/10,100233
2012/05/11,83288
2012/05/12,81280
2012/05/13,81132
2012/05/14,79695
2012/05/15,81957
2012/05/16,82047
2012/05/17,83226
2012/05/18,83205
2012/05/19,82415
2012/05/20,82573
2012/05/21,85446
2012/05/22,86461
2012/05/23,85430
2012/05/24,83079
2012/05/25,81845
2012/05/26,82408
2012/05/27,80449
2012/05/28,77275
2012/05/29,75522
2012/05/30,75427
2012/05/31,75334
2012/06/01,77700
2012/06/02,77599
2012/06/03,76712
2012/06/04,77021
2012/06/05,76796
2012/06/06,76922
2012/06/07,77056
2012/06/08,78032
2012/06/09,81880
2012/06/10,82384
2012/06/11,82369
2012/06/12,89757
2012/06/13,89778
2012/06/14,91164
2012/06/15,93901
2012/06/16,103025
2012/06/17,110036
2012/06/18,125322
2012/06/19,125219
2012/06/20,139830
2012/06/21,143597
2012/06/22,149248
2012/06/23,150525
2012/06/24,149882
2012/06/25,154093
2012/06/26,156113
2012/06/27,158862
2012/06/28,160196
2012/06/29,164929
2012/06/30,163966
2012/07/01,162776
2012/07/02,166154
2012/07/03,170743
2012/07/04,168814
2012/07/05,170289
2012/07/06,171530
2012/07/07,174610
2012/07/08,172083
2012/07/09,174806
2012/07/10,175659
2012/07/11,172721
2012/07/12,185165
2012/07/13,199608
2012/07/14,202475
2012/07/15,204657
2012/07/16,220706
2012/07/17,247842
2012/07/18,263087
2012/07/19,269008
2012/07/20,291170
2012/07/21,300576
2012/07/22,314712
2012/07/23,320039
2012/07/24,331695
2012/07/25,344058
2012/07/26,355404
2012/07/27,379146
2012/07/28,381946
2012/07/29,411866
2012/07/30,413324
2012/07/31,410125
2012/08/01,419038
2012/08/02,447464
2012/08/03,467606
2012/08/04,492843
2012/08/05,506612
2012/08/06,525994
2012/08/07,569760
2012/08/08,580301
2012/08/09,606174
2012/08/10,605132
2012/08/11,628656
2012/08/12,634036
2012/08/13,641432
2012/08/14,648868
2012/08/15,668985
2012/08/16,691075
2012/08/17,696792
2012/08/18,701836
2012/08/19,686864
2012/08/20,667239
2012/08/21,654161
2012/08/22,635936
2012/08/23,624813
2012/08/24,616705
2012/08/25,605361
2012/08/26,592208
2012/08/27,574522
2012/08/28,564617
2012/08/29,547794
2012/08/30,541950
2012/08/31,530820
2012/09/01,513361
2012/09/02,500735
2012/09/03,494355
2012/09/04,481227
2012/09/05,471092
2012/09/06,461420
2012/09/07,457676
2012/09/08,452141
2012/09/09,427308
2012/09/10,426729
2012/09/11,419232
2012/09/12,416975
2012/09/13,418109
2012/09/14,416630
2012/09/15,414317
2012/09/16,414506
2012/09/17,395724
2012/09/18,395870
2012/09/19,392771
2012/09/20,390545
2012/09/21,385555
2012/09/22,369305
2012/09/23,364556
2012/09/24,358048
2012/09/25,359815
2012/09/26,351525
2012/09/27,348509
2012/09/28,342191
2012/09/29,338178
2012/09/30,334215
2012/10/01,337130
2012/10/02,324829
2012/10/03,320746
2012/10/04,317566
2012/10/05,314559
2012/10/06,304415
2012/10/07,312484
2012/10/08,309040
2012/10/09,312789
2012/10/10,317598
2012/10/11,326056
2012/10/12,328930
2012/10/13,328077
2012/10/14,339895
2012/10/15,337577
2012/10/16,342950
2012/10/17,350687
2012/10/18,350627
2012/10/19,366819
2012/10/20,365963
2012/10/21,371725
2012/10/22,375412
2012/10/23,390678
2012/10/24,391231
2012/10/25,393983
2012/10/26,399594
2012/10/27,406464
2012/10/28,415829
2012/10/29,428134
2012/10/30,446942
2012/10/31,446485
2012/11/01,452987
2012/11/02,455541
2012/11/03,463316
2012/11/04,465095
2012/11/05,440913
2012/11/06,434555
2012/11/07,419980
2012/11/08,418168
2012/11/09,397619
2012/11/10,395912
2012/11/11,378965
2012/11/12,372799
2012/11/13,337403
2012/11/14,309323
2012/11/15,293489
2012/11/16,264213
2012/11/17,251019
2012/11/18,255655
2012/11/19,254364
2012/11/20,252311
2012/11/21,249080
2012/11/22,251119
2012/11/23,249325
2012/11/24,243133
2012/11/25,243580
2012/11/26,238031
2012/11/27,233051
2012/11/28,236737
2012/11/29,283765
2012/11/30,333981
2012/12/01,363123
2012/12/02,410256
2012/12/03,440419
2012/12/04,479919
2012/12/05,505780
2012/12/06,533037
2012/12/07,563611
2012/12/08,586386
2012/12/09,615686
2012/12/10,638202
2012/12/11,649146
2012/12/12,678303
2012/12/13,690663
2012/12/14,710748
2012/12/15,711545
2012/12/16,724077
2012/12/17,728498
2012/12/18,743228
2012/12/19,740918
2012/12/20,746495
2012/12/21,757150
2012/12/22,750106
2012/12/23,767205
2012/12/24,776217
2012/12/25,777348
2012/12/26,750955
2012/12/27,749287
2012/12/28,732247
2012/12/29,726305
2012/12/30,722523
2012/12/31,703556
2013/01/01,700110
2013/01/02,688794
2013/01/03,677249
2013/01/04,651675
2013/01/05,655544
2013/01/06,631928
2013/01/07,628216
2013/01/08,627655
2013/01/09,625257
2013/01/10,612944
2013/01/11,605192
2013/01/12,601909
2013/01/13,577835
2013/01/14,565908
2013/01/15,562991
2013/01/16,541776
2013/01/17,542956
2013/01/18,514945
2013/01/19,501149
2013/01/20,485671
2013/01/21,481823
2013/01/22,455252
2013/01/23,443618
2013/01/24,433260
2013/01/25,428559
2013/01/26,423766
2013/01/27,419002
2013/01/28,417449
2013/01/29,415646
2013/01/30,414521
2013/01/31,424402
2013/02/01,421369
2013/02/02,421363
2013/02/03,434946
2013/02/04,435447
2013/02/05,429121
2013/02/06,427096
2013/02/07,427879
2013/02/08,432952
2013/02/09,434363
2013/02/10,446820
2013/02/11,447920
2013/02/12,454622
2013/02/13,479559
2013/02/14,478920
2013/02/15,507344
2013/02/16,529247
2013/02/17,534465
2013/02/18,533631
2013/02/19,539762
2013/02/20,573084
2013/02/21,561285
2013/02/22,580220
2013/02/23,586793
2013/02/24,590222
2013/02/25,618885
2013/02/26,633725
2013/02/27,650903
2013/02/28,660558
2013/03/01,676068
2013/03/02,674845
2013/03/03,681105
2013/03/04,682504
2013/03/05,685153
2013/03/06,713169
2013/03/07,753694
2013/03/08,781985
2013/03/09,823576
2013/03/10,871977
2013/03/11,897672
2013/03/12,933777
2013/03/13,963525
2013/03/14,981634
2013/03/15,990238
2013/03/16,998637
2013/03/17,1020527
2013/03/18,1022675
2013/03/19,1033991
2013/03/20,1148625
2013/03/21,1251894
2013/03/22,1376640
2013/03/23,1449439
2013/03/24,1455591
2013/03/25,1443703
2013/03/26,1467864
2013/03/27,1497007
2013/03/28,1633370
2013/03/29,1688883
2013/03/30,1759671
2013/03/31,1836118
2013/04/01,1929846
2013/04/02,2079147
2013/04/03,2305788
2013/04/04,2513253
2013/04/05,2836428
2013/04/06,3037954
2013/04/07,3286874
2013/04/08,3575871
2013/04/09,4379283
2013/04/10,4971618
2013/04/11,4949018
2013/04/12,4908464
2013/04/13,4872858
2013/04/14,4813521
2013/04/15,4725580
2013/04/16,4652684
2013/04/17,4554470
2013/04/18,4484198
2013/04/19,4439211
2013/04/20,4391660
2013/04/21,4328140
2013/04/22,4274100
2013/04/23,4231763
2013/04/24,4236623
2013/04/25,4276867
2013/04/26,4266292
2013/04/27,4208232
2013/04/28,4196867
2013/04/29,4177618
2013/04/30,4125867
2013/05/01,4093997
2013/05/02,4020034
2013/05/03,3961598
2013/05/04,3930504
2013/05/05,3862396
2013/05/06,3793160
2013/05/07,3709636
2013/05/08,3651704
2013/05/09,3590576
2013/05/10,3531119
2013/05/11,3483286
2013/05/12,3428456
2013/05/13,3376029
2013/05/14,3362092
2013/05/15,3321548
2013/05/16,3305980
2013/05/17,3278548
2013/05/18,3245988
2013/05/19,3182065
2013/05/20,3151167
2013/05/21,3129653
2013/05/22,3082705
2013/05/23,3047789
2013/05/24,3001186
2013/05/25,2948196
2013/05/26,2927624
2013/05/27,2882157
2013/05/28,2853046
2013/05/29,2817033
2013/05/30,2776751
2013/05/31,2728493
2013/06/01,2679556
2013/06/02,2646484
2013/06/03,2592966
2013/06/04,2579406
2013/06/05,2615635
2013/06/06,2655368
2013/06/07,2709208
2013/06/08,2759202
2013/06/09,2839202
2013/06/10,2913581
2013/06/11,2964502
2013/06/12,3013406
2013/06/13,3073614
2013/06/14,3131936
2013/06/15,3208378
2013/06/16,3275642
2013/06/17,3408944
2013/06/18,3526271
2013/06/19,3613391
2013/06/20,3695565
2013/06/21,3776390
2013/06/22,3873814
2013/06/23,3980339
2013/06/24,4090986
2013/06/25,4196752
2013/06/26,4265107
2013/06/27,4351972
2013/06/28,4450223
2013/06/29,4539005
2013/06/30,4636222
2013/07/01,4683383
2013/07/02,4668912
2013/07/03,4636110
2013/07/04,4506754
2013/07/05,4455758
2013/07/06,4359722
2013/07/07,4175640
2013/07/08,3455815
2013/07/09,2903252
2013/07/10,2910685
2013/07/11,2973298
2013/07/12,3021643
2013/07/13,3073421
2013/07/14,3124098
2013/07/15,3195466
2013/07/16,3263398
2013/07/17,3319420
2013/07/18,3352989
2013/07/19,3338398
2013/07/20,3333220
2013/07/21,3346226
2013/07/22,3318195
2013/07/23,3255586
2013/07/24,3067846
2013/07/25,2997200
2013/07/26,2970960
2013/07/27,2830036
2013/07/28,2735027
2013/07/29,2683602
2013/07/30,2630283
2013/07/31,2628043
2013/08/01,2638479
2013/08/02,2611134
2013/08/03,2557171
2013/08/04,2541280
2013/08/05,2518203
2013/08/06,2498414
2013/08/07,2472762
2013/08/08,2420708
2013/08/09,2361803
2013/08/10,2334005
2013/08/11,2306142
2013/08/12,2299233
2013/08/13,2296480
2013/08/14,2280146
2013/08/15,2244856
2013/08/16,2207909
2013/08/17,2179777
2013/08/18,2160093
2013/08/19,2083641
2013/08/20,2026128
2013/08/21,1925763
2013/08/22,1830892
2013/08/23,1734593
2013/08/24,1655442
2013/08/25,1565635
2013/08/26,1484043
2013/08/27,1389424
2013/08/28,1270299
2013/08/29,1184507
2013/08/30,1031384
2013/08/31,944957
2013/09/01,834955
2013/09/02,725202
2013/09/03,679518
2013/09/04,647412
2013/09/05,615640
2013/09/06,577990
2013/09/07,568093
2013/09/08,546403
2013/09/09,507543
2013/09/10,468477
2013/09/11,444966
2013/09/12,413577
2013/09/13,389742
2013/09/14,363755
2013/09/15,365390
2013/09/16,361478
2013/09/17,341188
2013/09/18,322431
2013/09/19,300862
2013/09/20,285590
2013/09/21,276166
2013/09/22,264786
2013/09/23,251325
2013/09/24,237434
2013/09/25,220844
2013/09/26,213190
2013/09/27,205434
2013/09/28,203717
2013/09/29,200793
2013/09/30,199048
2013/10/01,192969
2013/10/02,193217
2013/10/03,192367
2013/10/04,193642
2013/10/05,194432
2013/10/06,193588
2013/10/07,194449
2013/10/08,190487
2013/10/09,192434
2013/10/10,194155
2013/10/11,189975
2013/10/12,186637
2013/10/13,183857
2013/10/14,180337
2013/10/15,172048
2013/10/16,171113
2013/10/17,168571
2013/10/18,164865
2013/10/19,158969
2013/10/20,159117
2013/10/21,159548
2013/10/22,155317
2013/10/23,153543
2013/10/24,150365
2013/10/25,145486
2013/10/26,145064
2013/10/27,139312
2013/10/28,133304
2013/10/29,127988
2013/10/30,123634
2013/10/31,115758
2013/11/01,113300
2013/11/02,109649
2013/11/03,106633
2013/11/04,101924
2013/11/05,97958
2013/11/06,92436
2013/11/07,89864
2013/11/08,84312
2013/11/09,79341
2013/11/10,74941
2013/11/11,71791
2013/11/12,70375
2013/11/13,68556
2013/11/14,66648
2013/11/15,64280
2013/11/16,61905
2013/11/17,59875
2013/11/18,56719
2013/11/19,53600
2013/11/20,48954
2013/11/21,46330
2013/11/22,44321
2013/11/23,43397
2013/11/24,41835
2013/11/25,40214
2013/11/26,37526
2013/11/27,36843
2013/11/28,35420
2013/11/29,32908
2013/11/30,32039
2013/12/01,29866
2013/12/02,27179
2013/12/03,27946
2013/12/04,27717
2013/12/05,27868
2013/12/06,28414
2013/12/07,27796
2013/12/08,26837
2013/12/09,26304
2013/12/10,25607
2013/12/11,24741
2013/12/12,23925
2013/12/13,22973
2013/12/14,22998
2013/12/15,22959
2013/12/16,22537
2013/12/17,22219
2013/12/18,22225
2013/12/19,22065
2013/12/20,22053
2013/12/21,22073
2013/12/22,22127
2013/12/23,22140
2013/12/24,22273
2013/12/25,22445
2013/12/26,22512
2013/12/27,22576
2013/12/28,22754
2013/12/29,22812
2013/12/30,22895
2013/12/31,22957
2014/01/01,22973
2014/01/02,23325
2014/01/03,23403
2014/01/04,23517
2014/01/05,23452
2014/01/06,23436
2014/01/07,23467
2014/01/08,23527
2014/01/09,23525
2014/01/10,23680
2014/01/11,23685
2014/01/12,23714
2014/01/13,24118
2014/01/14,24235
2014/01/15,24173
2014/01/16,24363
2014/01/17,24668
2014/01/18,24751
2014/01/19,24981
2014/01/20,25129
2014/01/21,25454
2014/01/22,25638
2014/01/23,25903
2014/01/24,25843
2014/01/25,26036
2014/01/26,26213
2014/01/27,26329
2014/01/28,26720
2014/01/29,27001
2014/01/30,27194
2014/01/31,27387
2014/02/01,27626
2014/02/02,27885
2014/02/03,28239
2014/02/04,28460
2014/02/05,28800
2014/02/06,29210
2014/02/07,29894
2014/02/08,30453
2014/02/09,31182
2014/02/10,31775
2014/02/11,32412
2014/02/12,32988
2014/02/13,33682
2014/02/14,34335
2014/02/15,34948
2014/02/16,35489
2014/02/17,35889
2014/02/18,36478
2014/02/19,36865
2014/02/20,36752
2014/02/21,36587
2014/02/22,36370
2014/02/23,36093
2014/02/24,35699
2014/02/25,33582
2014/02/26,31362
2014/02/27,29634
2014/02/28,26829
2014/03/01,25755
2014/03/02,25072
2014/03/03,22411
2014/03/04,20686
2014/03/05,18673
2014/03/06,16438
2014/03/07,15941
2014/03/08,15077
2014/03/09,14173
2014/03/10,12865
2014/03/11,12240
2014/03/12,11716
2014/03/13,11001
2014/03/14,10100
2014/03/15,9692
2014/03/16,9009
2014/03/17,8791
2014/03/18,8804
2014/03/19,8620
