Date,mediantransactionvalue90momUSD
2010/11/07,16.68
2010/11/08,28.613
2010/11/09,8.675
2010/11/10,19.05
2010/11/11,15.639
2010/11/12,24.463
2010/11/13,10.768
2010/11/14,2.613
2010/11/15,3.811
2010/11/16,8.833
2010/11/17,15.317
2010/11/18,-3.29
2010/11/19,-3.295
2010/11/20,-3.272
2010/11/21,-3.27
2010/11/22,11.662
2010/11/23,11.334
2010/11/24,-0.314
2010/11/25,-3.141
2010/11/26,0.763
2010/11/27,2.079
2010/11/28,3.917
2010/11/29,0.238
2010/11/30,1.504
2010/12/01,0.83
2010/12/02,-2.425
2010/12/03,-3.335
2010/12/04,-1.09
2010/12/05,-1.754
2010/12/06,-2.363
2010/12/07,1.913
2010/12/08,-1.918
2010/12/09,6.083
2010/12/10,4.97
2010/12/11,4.642
2010/12/12,1.773
2010/12/13,7.9
2010/12/14,34.714
2010/12/15,57.395
2010/12/16,39.69
2010/12/17,9.225
2010/12/18,19.471
2010/12/19,2.623
2010/12/20,5.126
2010/12/21,12.464
2010/12/22,9.623
2010/12/23,11.251
2010/12/24,11.65
2010/12/25,63.581
2010/12/26,39.729
2010/12/27,10.459
2010/12/28,2.056
2010/12/29,13.072
2010/12/30,14.006
2010/12/31,12.675
2011/01/01,8.809
2011/01/02,-2.604
2011/01/03,-14.783
2011/01/04,-2.91
2011/01/05,-12.599
2011/01/06,-11.149
2011/01/07,-7.828
2011/01/08,-8.676
2011/01/09,-4.747
2011/01/10,-3.742
2011/01/11,-3.062
2011/01/12,-92.583
2011/01/13,-59.865
2011/01/14,-117.948
2011/01/15,-8.986
2011/01/16,-4.166
2011/01/17,12.071
2011/01/18,-0.563
2011/01/19,3.357
2011/01/20,4.847
2011/01/21,1.074
2011/01/22,-0.39
2011/01/23,-70.016
2011/01/24,-92.56
2011/01/25,-86.796
2011/01/26,-79.415
2011/01/27,5.726
2011/01/28,-9.98
2011/01/29,-4.665
2011/01/30,107.37
2011/01/31,-28.047
2011/02/01,19.475
2011/02/02,-2.068
2011/02/03,23.079
2011/02/04,17.095
2011/02/05,19.504
2011/02/06,8.98
2011/02/07,28.892
2011/02/08,17.647
2011/02/09,25.166
2011/02/10,22.362
2011/02/11,67.7
2011/02/12,44.447
2011/02/13,35.79
2011/02/14,14.784
2011/02/15,3.294
2011/02/16,17.122
2011/02/17,22.463
2011/02/18,16.044
2011/02/19,40.307
2011/02/20,26.638
2011/02/21,24.97
2011/02/22,40.577
2011/02/23,38.93
2011/02/24,38.651
2011/02/25,39.896
2011/02/26,42.562
2011/02/27,17.329
2011/02/28,15.363
2011/03/01,8.424
2011/03/02,5.061
2011/03/03,10.742
2011/03/04,9.886
2011/03/05,34.298
2011/03/06,36.722
2011/03/07,21.144
2011/03/08,18.238
2011/03/09,30.337
2011/03/10,9.749
2011/03/11,9.966
2011/03/12,-1.969
2011/03/13,-10.287
2011/03/14,-36.849
2011/03/15,-58.84
2011/03/16,-42.679
2011/03/17,-12.171
2011/03/18,-18.253
2011/03/19,-2.894
2011/03/20,1.895
2011/03/21,-12.492
2011/03/22,20.609
2011/03/23,6.52
2011/03/24,6.203
2011/03/25,-32.701
2011/03/26,-25.305
2011/03/27,-4.704
2011/03/28,5.762
2011/03/29,-7.75
2011/03/30,-1.014
2011/03/31,3.976
2011/04/01,2.307
2011/04/02,-1.423
2011/04/03,15.646
2011/04/04,26.232
2011/04/05,18.028
2011/04/06,10.96
2011/04/07,8.511
2011/04/08,14.089
2011/04/09,13.263
2011/04/10,8.548
2011/04/11,10.177
2011/04/12,17.032
2011/04/13,11.316
2011/04/14,9.539
2011/04/15,5.644
2011/04/16,16.841
2011/04/17,-2.336
2011/04/18,-0.271
2011/04/19,22.621
2011/04/20,20.888
2011/04/21,18.38
2011/04/22,19.189
2011/04/23,13.518
2011/04/24,12.912
2011/04/25,12.293
2011/04/26,26.724
2011/04/27,21.119
2011/04/28,16.083
2011/04/29,44.627
2011/04/30,-69.734
2011/05/01,8.668
2011/05/02,20.141
2011/05/03,39.273
2011/05/04,66.981
2011/05/05,33.645
2011/05/06,24.178
2011/05/07,12.203
2011/05/08,-3.057
2011/05/09,13.388
2011/05/10,41.706
2011/05/11,53.596
2011/05/12,-17.166
2011/05/13,26.372
2011/05/14,43.595
2011/05/15,79.322
2011/05/16,90.702
2011/05/17,101.278
2011/05/18,59.147
2011/05/19,58.166
2011/05/20,108.684
2011/05/21,145.071
2011/05/22,88.814
2011/05/23,62.32
2011/05/24,104.41
2011/05/25,99.927
2011/05/26,106.08
2011/05/27,100.207
2011/05/28,130.981
2011/05/29,138.843
2011/05/30,150.537
2011/05/31,136.621
2011/06/01,151.318
2011/06/02,144.732
2011/06/03,186.494
2011/06/04,264.337
2011/06/05,358.068
2011/06/06,297.874
2011/06/07,384.795
2011/06/08,431.926
2011/06/09,523.142
2011/06/10,528.14
2011/06/11,588.918
2011/06/12,372.753
2011/06/13,450.259
2011/06/14,530.502
2011/06/15,436.85
2011/06/16,504.594
2011/06/17,323.024
2011/06/18,197.729
2011/06/19,343.575
2011/06/20,324.793
2011/06/21,249.077
2011/06/22,309.352
2011/06/23,241.026
2011/06/24,340.085
2011/06/25,221.72
2011/06/26,221.108
2011/06/27,165.618
2011/06/28,200.91
2011/06/29,250.791
2011/06/30,247.016
2011/07/01,131.311
2011/07/02,268.57
2011/07/03,173.423
2011/07/04,202.314
2011/07/05,198.867
2011/07/06,152.421
2011/07/07,170.344
2011/07/08,157.21
2011/07/09,191.937
2011/07/10,185.515
2011/07/11,131.071
2011/07/12,157.592
2011/07/13,175.652
2011/07/14,162.153
2011/07/15,193.556
2011/07/16,134.087
2011/07/17,156.185
2011/07/18,199.263
2011/07/19,176.37
2011/07/20,171.388
2011/07/21,169.081
2011/07/22,178.116
2011/07/23,190.429
2011/07/24,178.581
2011/07/25,162.759
2011/07/26,175.465
2011/07/27,263.776
2011/07/28,285.959
2011/07/29,173.314
2011/07/30,236.82
2011/07/31,160.195
2011/08/01,152.058
2011/08/02,77.032
2011/08/03,146.227
2011/08/04,44.12
2011/08/05,91.143
2011/08/06,80.214
2011/08/07,68.72
2011/08/08,54.233
2011/08/09,23.1
2011/08/10,74.317
2011/08/11,49.827
2011/08/12,41.207
2011/08/13,-8.282
2011/08/14,10.471
2011/08/15,-41.384
2011/08/16,-8.002
2011/08/17,41.367
2011/08/18,-9.967
2011/08/19,-64.44
2011/08/20,14.926
2011/08/21,13.908
2011/08/22,19.685
2011/08/23,13.296
2011/08/24,-6.35
2011/08/25,-3.381
2011/08/26,-4.08
2011/08/27,-8.333
2011/08/28,-26.189
2011/08/29,-55.133
2011/08/30,-49.071
2011/08/31,-2.945
2011/09/01,-77.383
2011/09/02,-160.543
2011/09/03,-221.409
2011/09/04,-225.733
2011/09/05,-275.247
2011/09/06,-266.26
2011/09/07,-432.338
2011/09/08,-421.96
2011/09/09,-474.593
2011/09/10,-288.368
2011/09/11,-372.125
2011/09/12,-434.577
2011/09/13,-330.26
2011/09/14,-388.8
2011/09/15,-218.852
2011/09/16,-108.206
2011/09/17,-241.097
2011/09/18,-256.574
2011/09/19,-199.28
2011/09/20,-286.75
2011/09/21,-213.397
2011/09/22,-271.615
2011/09/23,-109.528
2011/09/24,-120.433
2011/09/25,-92.856
2011/09/26,-133.526
2011/09/27,-169.713
2011/09/28,-190.68
2011/09/29,-46.596
2011/09/30,-187.421
2011/10/01,-104.284
2011/10/02,-117.829
2011/10/03,-138.393
2011/10/04,-55.819
2011/10/05,-74.883
2011/10/06,-74.458
2011/10/07,-89.298
2011/10/08,-109
2011/10/09,-63.247
2011/10/10,-102.038
2011/10/11,-127.814
2011/10/12,-110.461
2011/10/13,-156.763
2011/10/14,-65.055
2011/10/15,-82.737
2011/10/16,-154.548
2011/10/17,-142.232
2011/10/18,-143.382
2011/10/19,-147.939
2011/10/20,-160.664
2011/10/21,-156.637
2011/10/22,-143.054
2011/10/23,-144.267
2011/10/24,-149.172
2011/10/25,-236.266
2011/10/26,-289.658
2011/10/27,-157.354
2011/10/28,-208.004
2011/10/29,-141.972
2011/10/30,-168.568
2011/10/31,-125.311
2011/11/01,-152.661
2011/11/02,-44.007
2011/11/03,-87.517
2011/11/04,-56.684
2011/11/05,-63.033
2011/11/06,-80.689
2011/11/07,-67.172
2011/11/08,-77.444
2011/11/09,-76.894
2011/11/10,-82.333
2011/11/11,-38.908
2011/11/12,-57.621
2011/11/13,-33.477
2011/11/14,-21.392
2011/11/15,-67.863
2011/11/16,-88.596
2011/11/17,-54.763
2011/11/18,-100.14
2011/11/19,-72.05
2011/11/20,-118.971
2011/11/21,-104.429
2011/11/22,-95.147
2011/11/23,-104.913
2011/11/24,-105.735
2011/11/25,-100.252
2011/11/26,-82.623
2011/11/27,-45.61
2011/11/28,-75.275
2011/11/29,-120.182
2011/11/30,-99.143
2011/12/01,-93.202
2011/12/02,-107.516
2011/12/03,-41.143
2011/12/04,-105.476
2011/12/05,-146.763
2011/12/06,-83.113
2011/12/07,-57.228
2011/12/08,-61.439
2011/12/09,-24.434
2011/12/10,-4.643
2011/12/11,-32.823
2011/12/12,-42.784
2011/12/13,-65.272
2011/12/14,-37.135
2011/12/15,-33.275
2011/12/16,-37.151
2011/12/17,-42.703
2011/12/18,-18.545
2011/12/19,22.791
2011/12/20,15.997
2011/12/21,-16.427
2011/12/22,-54.236
2011/12/23,-65.881
2011/12/24,-26.779
2011/12/25,-23.72
2011/12/26,-37.131
2011/12/27,-15.875
2011/12/28,-23.904
2011/12/29,-34.101
2011/12/30,-28.214
2011/12/31,-34.062
2012/01/01,4.357
2012/01/02,-44.692
2012/01/03,-41.771
2012/01/04,-18.127
2012/01/05,-21.868
2012/01/06,28.788
2012/01/07,18.827
2012/01/08,29.681
2012/01/09,36.528
2012/01/10,-3.745
2012/01/11,8.092
2012/01/12,-11.44
2012/01/13,-5.041
2012/01/14,-4.3
2012/01/15,4.164
2012/01/16,19.074
2012/01/17,35.95
2012/01/18,48.009
2012/01/19,39.864
2012/01/20,24.897
2012/01/21,34.43
2012/01/22,37.411
2012/01/23,40.253
2012/01/24,30.081
2012/01/25,16.783
2012/01/26,12.738
2012/01/27,3.126
2012/01/28,17.541
2012/01/29,14.068
2012/01/30,37.994
2012/01/31,24.343
2012/02/01,26.73
2012/02/02,10.459
2012/02/03,40.537
2012/02/04,17.644
2012/02/05,12.275
2012/02/06,10.782
2012/02/07,15.046
2012/02/08,26.233
2012/02/09,-2.105
2012/02/10,-24.541
2012/02/11,4.894
2012/02/12,5.395
2012/02/13,7.713
2012/02/14,-7.913
2012/02/15,-43.205
2012/02/16,-20.926
2012/02/17,30.341
2012/02/18,22.89
2012/02/19,4.557
2012/02/20,3.16
2012/02/21,25.805
2012/02/22,27.736
2012/02/23,2.565
2012/02/24,18.268
2012/02/25,35.655
2012/02/26,34.292
2012/02/27,34.744
2012/02/28,30.75
2012/02/29,22.862
2012/03/01,23.743
2012/03/02,21.179
2012/03/03,28.173
2012/03/04,34.179
2012/03/05,40.184
2012/03/06,16.557
2012/03/07,19.626
2012/03/08,13.13
2012/03/09,0.264
2012/03/10,4.749
2012/03/11,-0.451
2012/03/12,25.24
2012/03/13,2.764
2012/03/14,24.431
2012/03/15,8.362
2012/03/16,25.781
2012/03/17,3.789
2012/03/18,-0.558
2012/03/19,-5.939
2012/03/20,5.436
2012/03/21,11.952
2012/03/22,27.925
2012/03/23,11.58
2012/03/24,17.484
2012/03/25,-0.109
2012/03/26,4.924
2012/03/27,-10.143
2012/03/28,5.917
2012/03/29,7.938
2012/03/30,24.789
2012/03/31,6.856
2012/04/01,9.833
2012/04/02,-6.474
2012/04/03,-9.749
2012/04/04,-19.861
2012/04/05,-48.535
2012/04/06,-26.682
2012/04/07,-36.653
2012/04/08,-36.239
2012/04/09,-0.228
2012/04/10,-33.863
2012/04/11,-8.091
2012/04/12,3.169
2012/04/13,18.628
2012/04/14,-5.463
2012/04/15,-20
2012/04/16,-4.664
2012/04/17,0.347
2012/04/18,-18.204
2012/04/19,-9.067
2012/04/20,11.982
2012/04/21,-24.873
2012/04/22,-34.18
2012/04/23,-18.368
2012/04/24,4.856
2012/04/25,-27.61
2012/04/26,-33.039
2012/04/27,-4.427
2012/04/28,-10.714
2012/04/29,-67.593
2012/04/30,-55.295
2012/05/01,-59.196
2012/05/02,-38.697
2012/05/03,-84.864
2012/05/04,-66.609
2012/05/05,-61.175
2012/05/06,-57.178
2012/05/07,-55.852
2012/05/08,-61.713
2012/05/09,-44.78
2012/05/10,-26.125
2012/05/11,-42.485
2012/05/12,-51.449
2012/05/13,-47.631
2012/05/14,-35.815
2012/05/15,-16.865
2012/05/16,-14.877
2012/05/17,-69.376
2012/05/18,-63.854
2012/05/19,-50.723
2012/05/20,-45.784
2012/05/21,-61.377
2012/05/22,-64.042
2012/05/23,-45.304
2012/05/24,-67.662
2012/05/25,-75.2
2012/05/26,-70.659
2012/05/27,-63.129
2012/05/28,-72.251
2012/05/29,-63.594
2012/05/30,-69.857
2012/05/31,-61.186
2012/06/01,-63.596
2012/06/02,-53.082
2012/06/03,-58.36
2012/06/04,-63.897
2012/06/05,-69.998
2012/06/06,-54.21
2012/06/07,-69.153
2012/06/08,-62.337
2012/06/09,-59.479
2012/06/10,-79.355
2012/06/11,-67.299
2012/06/12,-82.128
2012/06/13,-70.786
2012/06/14,-81.402
2012/06/15,-51.575
2012/06/16,-58.823
2012/06/17,-65.779
2012/06/18,-68.44
2012/06/19,-73.163
2012/06/20,-72.568
2012/06/21,-59.171
2012/06/22,-69.155
2012/06/23,-54.529
2012/06/24,-56.416
2012/06/25,-59.369
2012/06/26,-63.603
2012/06/27,-67.821
2012/06/28,-85.933
2012/06/29,-76.672
2012/06/30,-67.875
2012/07/01,-55.597
2012/07/02,-61.154
2012/07/03,-50.56
2012/07/04,-52.732
2012/07/05,-68.75
2012/07/06,-52.993
2012/07/07,-48.984
2012/07/08,-61.802
2012/07/09,-23.789
2012/07/10,-54.29
2012/07/11,-68.016
2012/07/12,-75.069
2012/07/13,-44.554
2012/07/14,-24.822
2012/07/15,-59.495
2012/07/16,-77.328
2012/07/17,-61.534
2012/07/18,-68.951
2012/07/19,-96.657
2012/07/20,-66.23
2012/07/21,-49.694
2012/07/22,-51.656
2012/07/23,-61.338
2012/07/24,-35.888
2012/07/25,-20.074
2012/07/26,-53.405
2012/07/27,-21.906
2012/07/28,-16.143
2012/07/29,-16.16
2012/07/30,-4.714
2012/07/31,-7.55
2012/08/01,7.715
2012/08/02,9.842
2012/08/03,54.137
2012/08/04,26.542
2012/08/05,21.869
2012/08/06,13.005
2012/08/07,34.459
2012/08/08,2.943
2012/08/09,15.416
2012/08/10,22.773
2012/08/11,9.615
2012/08/12,6.571
2012/08/13,1.48
2012/08/14,11.957
2012/08/15,6.99
2012/08/16,40.98
2012/08/17,47.442
2012/08/18,36.115
2012/08/19,22.921
2012/08/20,30.661
2012/08/21,37.67
2012/08/22,43.07
2012/08/23,62.303
2012/08/24,39.723
2012/08/25,21.083
2012/08/26,27.985
2012/08/27,19.11
2012/08/28,11.38
2012/08/29,11.284
2012/08/30,7.558
2012/08/31,0.829
2012/09/01,7.41
2012/09/02,18.039
2012/09/03,7.144
2012/09/04,-5.994
2012/09/05,7.114
2012/09/06,7.71
2012/09/07,20.481
2012/09/08,40.815
2012/09/09,40.8
2012/09/10,6.315
2012/09/11,6.087
2012/09/12,10.159
2012/09/13,7.493
2012/09/14,7.495
2012/09/15,7.688
2012/09/16,5.852
2012/09/17,9.86
2012/09/18,12.124
2012/09/19,19.887
2012/09/20,19.183
2012/09/21,7.372
2012/09/22,13.738
2012/09/23,7.457
2012/09/24,7.062
2012/09/25,22.274
2012/09/26,5.31
2012/09/27,8.465
2012/09/28,5.586
2012/09/29,10.848
2012/09/30,9.178
2012/10/01,-4.7
2012/10/02,9.256
2012/10/03,24.734
2012/10/04,11.257
2012/10/05,3.087
2012/10/06,-0.065
2012/10/07,-4.565
2012/10/08,0.044
2012/10/09,4.213
2012/10/10,-2.93
2012/10/11,-2.571
2012/10/12,-8.121
2012/10/13,-1.202
2012/10/14,-2.642
2012/10/15,7.24
2012/10/16,1.856
2012/10/17,12.179
2012/10/18,15.089
2012/10/19,13.207
2012/10/20,5.875
2012/10/21,-7.207
2012/10/22,-2.504
2012/10/23,-5.111
2012/10/24,7.399
2012/10/25,-1.299
2012/10/26,35.659
2012/10/27,41.176
2012/10/28,13.367
2012/10/29,-2.936
2012/10/30,-8.289
2012/10/31,1.895
2012/11/01,-36.515
2012/11/02,-26.322
2012/11/03,-10.923
2012/11/04,-6.939
2012/11/05,-34.913
2012/11/06,-5.791
2012/11/07,-7.757
2012/11/08,-7.633
2012/11/09,11.284
2012/11/10,-2.433
2012/11/11,11.98
2012/11/12,-4.709
2012/11/13,-0.707
2012/11/14,-33.19
2012/11/15,-38.626
2012/11/16,-28.331
2012/11/17,-12.5
2012/11/18,-23.508
2012/11/19,-31.273
2012/11/20,-35.167
2012/11/21,-57.557
2012/11/22,-30.752
2012/11/23,-15.016
2012/11/24,-10.867
2012/11/25,-13.955
2012/11/26,-4.684
2012/11/27,6.218
2012/11/28,4.733
2012/11/29,-4.948
2012/11/30,3.466
2012/12/01,-6.637
2012/12/02,10.853
2012/12/03,17.199
2012/12/04,6.091
2012/12/05,7.019
2012/12/06,18.849
2012/12/07,-24.323
2012/12/08,-26.291
2012/12/09,1.332
2012/12/10,10.566
2012/12/11,7.518
2012/12/12,11.474
2012/12/13,5.487
2012/12/14,3.937
2012/12/15,5.425
2012/12/16,-4.808
2012/12/17,-4.195
2012/12/18,-11.542
2012/12/19,-11.476
2012/12/20,0.134
2012/12/21,-6.689
2012/12/22,-0.676
2012/12/23,-1.34
2012/12/24,-4.35
2012/12/25,5.022
2012/12/26,-2.636
2012/12/27,-1.882
2012/12/28,-5.993
2012/12/29,-5.501
2012/12/30,-5.514
2012/12/31,-11.545
2013/01/01,-18.811
2013/01/02,-6.066
2013/01/03,7.372
2013/01/04,3.375
2013/01/05,3.198
2013/01/06,8.689
2013/01/07,4.123
2013/01/08,6.384
2013/01/09,7.903
2013/01/10,-2.814
2013/01/11,1.667
2013/01/12,0.379
2013/01/13,-8.673
2013/01/14,-1.059
2013/01/15,-7.11
2013/01/16,-9.093
2013/01/17,-5.659
2013/01/18,5.792
2013/01/19,5.681
2013/01/20,10.653
2013/01/21,9.098
2013/01/22,13.297
2013/01/23,2.184
2013/01/24,-24.86
2013/01/25,-35.992
2013/01/26,-14.298
2013/01/27,-5.225
2013/01/28,9.354
2013/01/29,3.035
2013/01/30,5.748
2013/01/31,4.393
2013/02/01,-4.952
2013/02/02,3.96
2013/02/03,4.061
2013/02/04,8.163
2013/02/05,17.224
2013/02/06,12.036
2013/02/07,-11.686
2013/02/08,10.657
2013/02/09,1.989
2013/02/10,3.97
2013/02/11,9.218
2013/02/12,12.038
2013/02/13,6.375
2013/02/14,13.185
2013/02/15,7.575
2013/02/16,5.041
2013/02/17,6.887
2013/02/18,8.601
2013/02/19,9.052
2013/02/20,5.344
2013/02/21,7.553
2013/02/22,-2.995
2013/02/23,6.12
2013/02/24,2.031
2013/02/25,-13.497
2013/02/26,0.98
2013/02/27,7.094
2013/02/28,4.332
2013/03/01,6.491
2013/03/02,-4.756
2013/03/03,-15.529
2013/03/04,-0.799
2013/03/05,8.382
2013/03/06,-16.431
2013/03/07,6.502
2013/03/08,10.109
2013/03/09,12.206
2013/03/10,2.16
2013/03/11,7.089
2013/03/12,12.292
2013/03/13,13.884
2013/03/14,13.886
2013/03/15,11.302
2013/03/16,33.426
2013/03/17,27.328
2013/03/18,42.227
2013/03/19,47.676
2013/03/20,44.104
2013/03/21,37.189
2013/03/22,41.514
2013/03/23,30.867
2013/03/24,14.571
2013/03/25,30.325
2013/03/26,54.797
2013/03/27,52.353
2013/03/28,48.405
2013/03/29,52.463
2013/03/30,37.462
2013/03/31,37.282
2013/04/01,50.469
2013/04/02,80.441
2013/04/03,82.801
2013/04/04,111.93
2013/04/05,111.238
2013/04/06,72.548
2013/04/07,48.258
2013/04/08,112.106
2013/04/09,172.672
2013/04/10,326.204
2013/04/11,101.523
2013/04/12,84.708
2013/04/13,61.073
2013/04/14,38.223
2013/04/15,53.775
2013/04/16,40.13
2013/04/17,54.006
2013/04/18,72.079
2013/04/19,78.453
2013/04/20,43.32
2013/04/21,52.109
2013/04/22,52.158
2013/04/23,42.774
2013/04/24,52.124
2013/04/25,69.134
2013/04/26,72.524
2013/04/27,68.565
2013/04/28,48.908
2013/04/29,66.125
2013/04/30,41.54
2013/05/01,68.401
2013/05/02,54.998
2013/05/03,51.186
2013/05/04,30.538
2013/05/05,39.2
2013/05/06,33.461
2013/05/07,36.667
2013/05/08,59.046
2013/05/09,38.477
2013/05/10,37.178
2013/05/11,27.656
2013/05/12,31.683
2013/05/13,43.579
2013/05/14,38.998
2013/05/15,36.569
2013/05/16,46.257
2013/05/17,50.544
2013/05/18,61.68
2013/05/19,35.836
2013/05/20,56.852
2013/05/21,70.342
2013/05/22,73.317
2013/05/23,71.803
2013/05/24,81.192
2013/05/25,60.486
2013/05/26,69.951
2013/05/27,54.652
2013/05/28,72.46
2013/05/29,80.477
2013/05/30,71.499
2013/05/31,88.5
2013/06/01,58.014
2013/06/02,59.563
2013/06/03,58.728
2013/06/04,70.489
2013/06/05,56.422
2013/06/06,51.178
2013/06/07,73.153
2013/06/08,56.26
2013/06/09,45.739
2013/06/10,46.457
2013/06/11,51.146
2013/06/12,59.318
2013/06/13,80.657
2013/06/14,53.359
2013/06/15,51.479
2013/06/16,1.194
2013/06/17,4.523
2013/06/18,24.871
2013/06/19,25.799
2013/06/20,11.744
2013/06/21,55.854
2013/06/22,33.078
2013/06/23,17.457
2013/06/24,12.002
2013/06/25,14.542
2013/06/26,23.968
2013/06/27,16.365
2013/06/28,32.637
2013/06/29,24.666
2013/06/30,-0.63
2013/07/01,10.162
2013/07/02,-3.444
2013/07/03,5.681
2013/07/04,-40.404
2013/07/05,-16.31
2013/07/06,-11.363
2013/07/07,-74.216
2013/07/08,-118.97
2013/07/09,-246.22
2013/07/10,-6.299
2013/07/11,48.753
2013/07/12,30.659
2013/07/13,41.323
2013/07/14,-10.102
2013/07/15,24.695
2013/07/16,31.945
2013/07/17,-2.234
2013/07/18,6.914
2013/07/19,20.807
2013/07/20,-22.776
2013/07/21,-22.193
2013/07/22,6.824
2013/07/23,9.618
2013/07/24,-4.388
2013/07/25,-5.345
2013/07/26,5.481
2013/07/27,-17.994
2013/07/28,-39.97
2013/07/29,15.569
2013/07/30,8.384
2013/07/31,10.044
2013/08/01,4.215
2013/08/02,26.797
2013/08/03,-10.636
2013/08/04,-20.227
2013/08/05,6.312
2013/08/06,-24.21
2013/08/07,-11.123
2013/08/08,-22.435
2013/08/09,5.063
2013/08/10,-6.264
2013/08/11,-18.193
2013/08/12,-2.289
2013/08/13,0.021
2013/08/14,13.136
2013/08/15,-16.604
2013/08/16,-52.955
2013/08/17,-37.652
2013/08/18,-50.199
2013/08/19,-61.715
2013/08/20,-53.442
2013/08/21,-35.091
2013/08/22,-55.406
2013/08/23,-25.026
2013/08/24,-48.778
2013/08/25,-29.918
2013/08/26,-36.132
2013/08/27,-26.474
2013/08/28,-43.135
2013/08/29,-65.234
2013/08/30,-11.093
2013/08/31,-7.008
2013/09/01,-45.144
2013/09/02,-45.402
2013/09/03,-17.421
2013/09/04,-8.814
2013/09/05,-68.212
2013/09/06,-38.626
2013/09/07,-44.081
2013/09/08,-57.389
2013/09/09,-58.374
2013/09/10,-51.849
2013/09/11,-37.606
2013/09/12,-30.675
2013/09/13,2.897
2013/09/14,-13.071
2013/09/15,-47.118
2013/09/16,-31.857
2013/09/17,-46.825
2013/09/18,-25.899
2013/09/19,-48.178
2013/09/20,-12.552
2013/09/21,-24.95
2013/09/22,-47.462
2013/09/23,-25.274
2013/09/24,-22.308
2013/09/25,-11.344
2013/09/26,-18.889
2013/09/27,24.856
2013/09/28,20.573
2013/09/29,-24.036
2013/09/30,23.899
2013/10/01,-41.088
2013/10/02,5.873
2013/10/03,-11.483
2013/10/04,10.525
2013/10/05,-9.166
2013/10/06,-31.112
2013/10/07,-20.698
2013/10/08,-50.891
2013/10/09,-82.539
2013/10/10,-48.493
2013/10/11,-29.087
2013/10/12,-18.693
2013/10/13,-33.334
2013/10/14,-50.245
2013/10/15,-13.125
2013/10/16,4.661
2013/10/17,-7.619
2013/10/18,6.501
2013/10/19,24.406
2013/10/20,-19.493
2013/10/21,-3.376
2013/10/22,27.885
2013/10/23,48.975
2013/10/24,8.075
2013/10/25,17.316
2013/10/26,-1.994
2013/10/27,-37.73
2013/10/28,-20.07
2013/10/29,7.629
2013/10/30,45.001
2013/10/31,-13.473
2013/11/01,103.391
2013/11/02,58.598
2013/11/03,43.931
2013/11/04,145.42
2013/11/05,182.528
2013/11/06,179.769
2013/11/07,223.547
2013/11/08,262.171
2013/11/09,296.773
2013/11/10,72.492
2013/11/11,38.543
2013/11/12,90.529
2013/11/13,116.707
2013/11/14,173.377
2013/11/15,191.203
2013/11/16,265.63
2013/11/17,219.112
2013/11/18,508.119
2013/11/19,546.934
2013/11/20,365.106
2013/11/21,309.045
2013/11/22,341.658
2013/11/23,331.7
2013/11/24,170.477
2013/11/25,146.041
2013/11/26,389.68
2013/11/27,645.716
2013/11/28,661.827
2013/11/29,605.725
2013/11/30,498.834
2013/12/01,461.104
2013/12/02,419.832
2013/12/03,356.004
2013/12/04,438.936
2013/12/05,588.016
2013/12/06,430.432
2013/12/07,496.267
2013/12/08,280.298
