Date,price30trxUSD
2010/11/07,2.257
2010/11/08,2.436
2010/11/09,2.582
2010/11/10,2.694
2010/11/11,2.775
2010/11/12,2.836
2010/11/13,2.888
2010/11/14,2.928
2010/11/15,2.955
2010/11/16,2.962
2010/11/17,2.947
2010/11/18,2.918
2010/11/19,2.886
2010/11/20,2.852
2010/11/21,2.813
2010/11/22,2.772
2010/11/23,2.728
2010/11/24,2.681
2010/11/25,2.632
2010/11/26,2.58
2010/11/27,2.526
2010/11/28,2.47
2010/11/29,2.406
2010/11/30,2.332
2010/12/01,2.249
2010/12/02,2.165
2010/12/03,2.082
2010/12/04,1.996
2010/12/05,1.906
2010/12/06,1.815
2010/12/07,1.723
2010/12/08,1.636
2010/12/09,1.55
2010/12/10,1.463
2010/12/11,1.379
2010/12/12,1.298
2010/12/13,1.22
2010/12/14,1.148
2010/12/15,1.083
2010/12/16,1.023
2010/12/17,0.969
2010/12/18,0.919
2010/12/19,0.873
2010/12/20,0.831
2010/12/21,0.794
2010/12/22,0.759
2010/12/23,0.727
2010/12/24,0.697
2010/12/25,0.669
2010/12/26,0.644
2010/12/27,0.622
2010/12/28,0.603
2010/12/29,0.59
2010/12/30,0.581
2010/12/31,0.578
2011/01/01,0.577
2011/01/02,0.579
2011/01/03,0.581
2011/01/04,0.586
2011/01/05,0.59
2011/01/06,0.595
2011/01/07,0.601
2011/01/08,0.609
2011/01/09,0.619
2011/01/10,0.63
2011/01/11,0.642
2011/01/12,0.654
2011/01/13,0.665
2011/01/14,0.679
2011/01/15,0.699
2011/01/16,0.723
2011/01/17,0.748
2011/01/18,0.768
2011/01/19,0.781
2011/01/20,0.793
2011/01/21,0.809
2011/01/22,0.83
2011/01/23,0.856
2011/01/24,0.884
2011/01/25,0.912
2011/01/26,0.938
2011/01/27,0.961
2011/01/28,0.985
2011/01/29,1.008
2011/01/30,1.031
2011/01/31,1.059
2011/02/01,1.101
2011/02/02,1.161
2011/02/03,1.233
2011/02/04,1.318
2011/02/05,1.422
2011/02/06,1.54
2011/02/07,1.664
2011/02/08,1.789
2011/02/09,1.921
2011/02/10,2.055
2011/02/11,2.185
2011/02/12,2.31
2011/02/13,2.426
2011/02/14,2.531
2011/02/15,2.623
2011/02/16,2.7
2011/02/17,2.761
2011/02/18,2.802
2011/02/19,2.82
2011/02/20,2.818
2011/02/21,2.796
2011/02/22,2.759
2011/02/23,2.713
2011/02/24,2.663
2011/02/25,2.609
2011/02/26,2.551
2011/02/27,2.489
2011/02/28,2.421
2011/03/01,2.35
2011/03/02,2.279
2011/03/03,2.208
2011/03/04,2.136
2011/03/05,2.065
2011/03/06,1.994
2011/03/07,1.922
2011/03/08,1.85
2011/03/09,1.777
2011/03/10,1.707
2011/03/11,1.638
2011/03/12,1.572
2011/03/13,1.508
2011/03/14,1.446
2011/03/15,1.385
2011/03/16,1.325
2011/03/17,1.266
2011/03/18,1.207
2011/03/19,1.146
2011/03/20,1.085
2011/03/21,1.022
2011/03/22,0.962
2011/03/23,0.904
2011/03/24,0.851
2011/03/25,0.802
2011/03/26,0.757
2011/03/27,0.713
2011/03/28,0.671
2011/03/29,0.63
2011/03/30,0.59
2011/03/31,0.551
2011/04/01,0.512
2011/04/02,0.475
2011/04/03,0.438
2011/04/04,0.402
2011/04/05,0.364
2011/04/06,0.328
2011/04/07,0.293
2011/04/08,0.259
2011/04/09,0.227
2011/04/10,0.196
2011/04/11,0.167
2011/04/12,0.143
2011/04/13,0.124
2011/04/14,0.112
2011/04/15,0.108
2011/04/16,0.111
2011/04/17,0.121
2011/04/18,0.139
2011/04/19,0.164
2011/04/20,0.195
2011/04/21,0.23
2011/04/22,0.272
2011/04/23,0.327
2011/04/24,0.397
2011/04/25,0.474
2011/04/26,0.558
2011/04/27,0.652
2011/04/28,0.758
2011/04/29,0.888
2011/04/30,1.054
2011/05/01,1.248
2011/05/02,1.454
2011/05/03,1.669
2011/05/04,1.888
2011/05/05,2.102
2011/05/06,2.305
2011/05/07,2.496
2011/05/08,2.677
2011/05/09,2.845
2011/05/10,3.021
2011/05/11,3.216
2011/05/12,3.422
2011/05/13,3.657
2011/05/14,3.909
2011/05/15,4.144
2011/05/16,4.365
2011/05/17,4.562
2011/05/18,4.718
2011/05/19,4.827
2011/05/20,4.884
2011/05/21,4.892
2011/05/22,4.868
2011/05/23,4.825
2011/05/24,4.771
2011/05/25,4.714
2011/05/26,4.66
2011/05/27,4.606
2011/05/28,4.546
2011/05/29,4.478
2011/05/30,4.406
2011/05/31,4.331
2011/06/01,4.254
2011/06/02,4.186
2011/06/03,4.142
2011/06/04,4.15
2011/06/05,4.201
2011/06/06,4.273
2011/06/07,4.38
2011/06/08,4.545
2011/06/09,4.758
2011/06/10,4.965
2011/06/11,5.106
2011/06/12,5.171
2011/06/13,5.191
2011/06/14,5.173
2011/06/15,5.125
2011/06/16,5.045
2011/06/17,4.931
2011/06/18,4.794
2011/06/19,4.644
2011/06/20,4.485
2011/06/21,4.321
2011/06/22,4.154
2011/06/23,3.988
2011/06/24,3.824
2011/06/25,3.663
2011/06/26,3.505
2011/06/27,3.351
2011/06/28,3.202
2011/06/29,3.058
2011/06/30,2.919
2011/07/01,2.782
2011/07/02,2.647
2011/07/03,2.516
2011/07/04,2.386
2011/07/05,2.257
2011/07/06,2.13
2011/07/07,2.009
2011/07/08,1.892
2011/07/09,1.781
2011/07/10,1.675
2011/07/11,1.575
2011/07/12,1.478
2011/07/13,1.386
2011/07/14,1.297
2011/07/15,1.213
2011/07/16,1.132
2011/07/17,1.054
2011/07/18,0.979
2011/07/19,0.907
2011/07/20,0.84
2011/07/21,0.776
2011/07/22,0.716
2011/07/23,0.659
2011/07/24,0.606
2011/07/25,0.557
2011/07/26,0.51
2011/07/27,0.467
2011/07/28,0.427
2011/07/29,0.388
2011/07/30,0.352
2011/07/31,0.317
2011/08/01,0.284
2011/08/02,0.251
2011/08/03,0.215
2011/08/04,0.175
2011/08/05,0.134
2011/08/06,0.087
2011/08/07,0.035
2011/08/08,-0.02
2011/08/09,-0.075
2011/08/10,-0.126
2011/08/11,-0.175
2011/08/12,-0.222
2011/08/13,-0.266
2011/08/14,-0.305
2011/08/15,-0.34
2011/08/16,-0.37
2011/08/17,-0.397
2011/08/18,-0.42
2011/08/19,-0.438
2011/08/20,-0.453
2011/08/21,-0.464
2011/08/22,-0.473
2011/08/23,-0.48
2011/08/24,-0.486
2011/08/25,-0.491
2011/08/26,-0.498
2011/08/27,-0.509
2011/08/28,-0.52
2011/08/29,-0.532
2011/08/30,-0.545
2011/08/31,-0.558
2011/09/01,-0.573
2011/09/02,-0.588
2011/09/03,-0.603
2011/09/04,-0.617
2011/09/05,-0.633
2011/09/06,-0.65
2011/09/07,-0.668
2011/09/08,-0.689
2011/09/09,-0.712
2011/09/10,-0.74
2011/09/11,-0.77
2011/09/12,-0.801
2011/09/13,-0.831
2011/09/14,-0.862
2011/09/15,-0.893
2011/09/16,-0.925
2011/09/17,-0.958
2011/09/18,-0.991
2011/09/19,-1.023
2011/09/20,-1.051
2011/09/21,-1.078
2011/09/22,-1.102
2011/09/23,-1.124
2011/09/24,-1.144
2011/09/25,-1.163
2011/09/26,-1.181
2011/09/27,-1.198
2011/09/28,-1.214
2011/09/29,-1.23
2011/09/30,-1.245
2011/10/01,-1.257
2011/10/02,-1.268
2011/10/03,-1.278
2011/10/04,-1.286
2011/10/05,-1.292
2011/10/06,-1.298
2011/10/07,-1.303
2011/10/08,-1.309
2011/10/09,-1.316
2011/10/10,-1.322
2011/10/11,-1.329
2011/10/12,-1.336
2011/10/13,-1.343
2011/10/14,-1.349
2011/10/15,-1.354
2011/10/16,-1.36
2011/10/17,-1.369
2011/10/18,-1.38
2011/10/19,-1.396
2011/10/20,-1.414
2011/10/21,-1.434
2011/10/22,-1.453
2011/10/23,-1.471
2011/10/24,-1.488
2011/10/25,-1.506
2011/10/26,-1.522
2011/10/27,-1.537
2011/10/28,-1.55
2011/10/29,-1.559
2011/10/30,-1.565
2011/10/31,-1.568
2011/11/01,-1.569
2011/11/02,-1.568
2011/11/03,-1.565
2011/11/04,-1.561
2011/11/05,-1.555
2011/11/06,-1.549
2011/11/07,-1.542
2011/11/08,-1.533
2011/11/09,-1.523
2011/11/10,-1.513
2011/11/11,-1.502
2011/11/12,-1.49
2011/11/13,-1.476
2011/11/14,-1.463
2011/11/15,-1.453
2011/11/16,-1.444
2011/11/17,-1.437
2011/11/18,-1.431
2011/11/19,-1.427
2011/11/20,-1.425
2011/11/21,-1.422
2011/11/22,-1.42
2011/11/23,-1.417
2011/11/24,-1.414
2011/11/25,-1.409
2011/11/26,-1.402
2011/11/27,-1.394
2011/11/28,-1.385
2011/11/29,-1.373
2011/11/30,-1.358
2011/12/01,-1.338
2011/12/02,-1.314
2011/12/03,-1.287
2011/12/04,-1.259
2011/12/05,-1.23
2011/12/06,-1.198
2011/12/07,-1.165
2011/12/08,-1.13
2011/12/09,-1.093
2011/12/10,-1.056
2011/12/11,-1.017
2011/12/12,-0.976
2011/12/13,-0.934
2011/12/14,-0.89
2011/12/15,-0.847
2011/12/16,-0.802
2011/12/17,-0.758
2011/12/18,-0.715
2011/12/19,-0.67
2011/12/20,-0.622
2011/12/21,-0.571
2011/12/22,-0.516
2011/12/23,-0.46
2011/12/24,-0.402
2011/12/25,-0.342
2011/12/26,-0.281
2011/12/27,-0.22
2011/12/28,-0.16
2011/12/29,-0.1
2011/12/30,-0.041
2011/12/31,0.018
2012/01/01,0.082
2012/01/02,0.151
2012/01/03,0.22
2012/01/04,0.291
2012/01/05,0.37
2012/01/06,0.46
2012/01/07,0.556
2012/01/08,0.656
2012/01/09,0.756
2012/01/10,0.851
2012/01/11,0.943
2012/01/12,1.031
2012/01/13,1.111
2012/01/14,1.185
2012/01/15,1.252
2012/01/16,1.313
2012/01/17,1.362
2012/01/18,1.396
2012/01/19,1.421
2012/01/20,1.44
2012/01/21,1.452
2012/01/22,1.457
2012/01/23,1.457
2012/01/24,1.452
2012/01/25,1.441
2012/01/26,1.421
2012/01/27,1.393
2012/01/28,1.359
2012/01/29,1.321
2012/01/30,1.279
2012/01/31,1.235
2012/02/01,1.192
2012/02/02,1.151
2012/02/03,1.112
2012/02/04,1.073
2012/02/05,1.035
2012/02/06,0.995
2012/02/07,0.956
2012/02/08,0.916
2012/02/09,0.878
2012/02/10,0.841
2012/02/11,0.806
2012/02/12,0.77
2012/02/13,0.734
2012/02/14,0.695
2012/02/15,0.651
2012/02/16,0.604
2012/02/17,0.554
2012/02/18,0.502
2012/02/19,0.45
2012/02/20,0.398
2012/02/21,0.346
2012/02/22,0.296
2012/02/23,0.249
2012/02/24,0.207
2012/02/25,0.169
2012/02/26,0.133
2012/02/27,0.102
2012/02/28,0.073
2012/02/29,0.046
2012/03/01,0.022
2012/03/02,0
2012/03/03,-0.021
2012/03/04,-0.041
2012/03/05,-0.058
2012/03/06,-0.073
2012/03/07,-0.086
2012/03/08,-0.097
2012/03/09,-0.106
2012/03/10,-0.115
2012/03/11,-0.122
2012/03/12,-0.128
2012/03/13,-0.133
2012/03/14,-0.134
2012/03/15,-0.132
2012/03/16,-0.129
2012/03/17,-0.124
2012/03/18,-0.118
2012/03/19,-0.113
2012/03/20,-0.109
2012/03/21,-0.106
2012/03/22,-0.105
2012/03/23,-0.105
2012/03/24,-0.106
2012/03/25,-0.108
2012/03/26,-0.112
2012/03/27,-0.116
2012/03/28,-0.119
2012/03/29,-0.122
2012/03/30,-0.124
2012/03/31,-0.126
2012/04/01,-0.127
2012/04/02,-0.127
2012/04/03,-0.127
2012/04/04,-0.126
2012/04/05,-0.124
2012/04/06,-0.122
2012/04/07,-0.12
2012/04/08,-0.118
2012/04/09,-0.117
2012/04/10,-0.115
2012/04/11,-0.113
2012/04/12,-0.111
2012/04/13,-0.108
2012/04/14,-0.105
2012/04/15,-0.101
2012/04/16,-0.097
2012/04/17,-0.093
2012/04/18,-0.088
2012/04/19,-0.082
2012/04/20,-0.075
2012/04/21,-0.066
2012/04/22,-0.057
2012/04/23,-0.048
2012/04/24,-0.04
2012/04/25,-0.032
2012/04/26,-0.024
2012/04/27,-0.017
2012/04/28,-0.01
2012/04/29,-0.004
2012/04/30,0
2012/05/01,0.004
2012/05/02,0.007
2012/05/03,0.01
2012/05/04,0.014
2012/05/05,0.017
2012/05/06,0.02
2012/05/07,0.023
2012/05/08,0.025
2012/05/09,0.027
2012/05/10,0.029
2012/05/11,0.029
2012/05/12,0.029
2012/05/13,0.028
2012/05/14,0.027
2012/05/15,0.027
2012/05/16,0.026
2012/05/17,0.026
2012/05/18,0.026
2012/05/19,0.027
2012/05/20,0.028
2012/05/21,0.029
2012/05/22,0.03
2012/05/23,0.031
2012/05/24,0.033
2012/05/25,0.034
2012/05/26,0.036
2012/05/27,0.037
2012/05/28,0.039
2012/05/29,0.04
2012/05/30,0.042
2012/05/31,0.043
2012/06/01,0.045
2012/06/02,0.048
2012/06/03,0.051
2012/06/04,0.053
2012/06/05,0.057
2012/06/06,0.061
2012/06/07,0.067
2012/06/08,0.074
2012/06/09,0.082
2012/06/10,0.09
2012/06/11,0.098
2012/06/12,0.106
2012/06/13,0.116
2012/06/14,0.128
2012/06/15,0.142
2012/06/16,0.159
2012/06/17,0.177
2012/06/18,0.196
2012/06/19,0.216
2012/06/20,0.238
2012/06/21,0.26
2012/06/22,0.283
2012/06/23,0.305
2012/06/24,0.326
2012/06/25,0.345
2012/06/26,0.361
2012/06/27,0.378
2012/06/28,0.393
2012/06/29,0.407
2012/06/30,0.421
2012/07/01,0.434
2012/07/02,0.445
2012/07/03,0.455
2012/07/04,0.463
2012/07/05,0.47
2012/07/06,0.475
2012/07/07,0.48
2012/07/08,0.484
2012/07/09,0.488
2012/07/10,0.492
2012/07/11,0.498
2012/07/12,0.505
2012/07/13,0.514
2012/07/14,0.524
2012/07/15,0.534
2012/07/16,0.547
2012/07/17,0.564
2012/07/18,0.586
2012/07/19,0.61
2012/07/20,0.635
2012/07/21,0.66
2012/07/22,0.683
2012/07/23,0.705
2012/07/24,0.724
2012/07/25,0.741
2012/07/26,0.758
2012/07/27,0.773
2012/07/28,0.787
2012/07/29,0.799
2012/07/30,0.809
2012/07/31,0.819
2012/08/01,0.829
2012/08/02,0.84
2012/08/03,0.857
2012/08/04,0.876
2012/08/05,0.898
2012/08/06,0.92
2012/08/07,0.942
2012/08/08,0.964
2012/08/09,0.985
2012/08/10,1.006
2012/08/11,1.026
2012/08/12,1.045
2012/08/13,1.063
2012/08/14,1.081
2012/08/15,1.101
2012/08/16,1.123
2012/08/17,1.144
2012/08/18,1.159
2012/08/19,1.162
2012/08/20,1.154
2012/08/21,1.138
2012/08/22,1.117
2012/08/23,1.091
2012/08/24,1.063
2012/08/25,1.034
2012/08/26,1.005
2012/08/27,0.976
2012/08/28,0.948
2012/08/29,0.92
2012/08/30,0.893
2012/08/31,0.865
2012/09/01,0.835
2012/09/02,0.804
2012/09/03,0.774
2012/09/04,0.744
2012/09/05,0.715
2012/09/06,0.689
2012/09/07,0.664
2012/09/08,0.642
2012/09/09,0.621
2012/09/10,0.601
2012/09/11,0.583
2012/09/12,0.566
2012/09/13,0.551
2012/09/14,0.538
2012/09/15,0.526
2012/09/16,0.516
2012/09/17,0.508
2012/09/18,0.502
2012/09/19,0.497
2012/09/20,0.495
2012/09/21,0.493
2012/09/22,0.493
2012/09/23,0.492
2012/09/24,0.49
2012/09/25,0.489
2012/09/26,0.487
2012/09/27,0.486
2012/09/28,0.484
2012/09/29,0.482
2012/09/30,0.48
2012/10/01,0.477
2012/10/02,0.475
2012/10/03,0.473
2012/10/04,0.472
2012/10/05,0.471
2012/10/06,0.469
2012/10/07,0.466
2012/10/08,0.46
2012/10/09,0.452
2012/10/10,0.443
2012/10/11,0.434
2012/10/12,0.424
2012/10/13,0.412
2012/10/14,0.4
2012/10/15,0.387
2012/10/16,0.374
2012/10/17,0.36
2012/10/18,0.346
2012/10/19,0.332
2012/10/20,0.318
2012/10/21,0.304
2012/10/22,0.289
2012/10/23,0.275
2012/10/24,0.261
2012/10/25,0.246
2012/10/26,0.228
2012/10/27,0.209
2012/10/28,0.188
2012/10/29,0.167
2012/10/30,0.146
2012/10/31,0.126
2012/11/01,0.107
2012/11/02,0.088
2012/11/03,0.069
2012/11/04,0.05
2012/11/05,0.033
2012/11/06,0.017
2012/11/07,0.002
2012/11/08,-0.012
2012/11/09,-0.024
2012/11/10,-0.036
2012/11/11,-0.047
2012/11/12,-0.056
2012/11/13,-0.065
2012/11/14,-0.072
2012/11/15,-0.078
2012/11/16,-0.082
2012/11/17,-0.084
2012/11/18,-0.084
2012/11/19,-0.082
2012/11/20,-0.079
2012/11/21,-0.075
2012/11/22,-0.07
2012/11/23,-0.062
2012/11/24,-0.053
2012/11/25,-0.042
2012/11/26,-0.03
2012/11/27,-0.019
2012/11/28,-0.007
2012/11/29,0.005
2012/11/30,0.018
2012/12/01,0.031
2012/12/02,0.043
2012/12/03,0.056
2012/12/04,0.069
2012/12/05,0.084
2012/12/06,0.1
2012/12/07,0.115
2012/12/08,0.132
2012/12/09,0.148
2012/12/10,0.164
2012/12/11,0.179
2012/12/12,0.195
2012/12/13,0.21
2012/12/14,0.225
2012/12/15,0.238
2012/12/16,0.25
2012/12/17,0.261
2012/12/18,0.27
2012/12/19,0.277
2012/12/20,0.284
2012/12/21,0.291
2012/12/22,0.296
2012/12/23,0.299
2012/12/24,0.302
2012/12/25,0.304
2012/12/26,0.305
2012/12/27,0.305
2012/12/28,0.304
2012/12/29,0.303
2012/12/30,0.301
2012/12/31,0.298
2013/01/01,0.295
2013/01/02,0.291
2013/01/03,0.287
2013/01/04,0.281
2013/01/05,0.275
2013/01/06,0.268
2013/01/07,0.261
2013/01/08,0.254
2013/01/09,0.248
2013/01/10,0.243
2013/01/11,0.238
2013/01/12,0.235
2013/01/13,0.232
2013/01/14,0.23
2013/01/15,0.228
2013/01/16,0.227
2013/01/17,0.228
2013/01/18,0.231
2013/01/19,0.236
2013/01/20,0.243
2013/01/21,0.252
2013/01/22,0.263
2013/01/23,0.278
2013/01/24,0.295
2013/01/25,0.314
2013/01/26,0.333
2013/01/27,0.353
2013/01/28,0.375
2013/01/29,0.399
2013/01/30,0.425
2013/01/31,0.453
2013/02/01,0.485
2013/02/02,0.517
2013/02/03,0.55
2013/02/04,0.582
2013/02/05,0.614
2013/02/06,0.644
2013/02/07,0.675
2013/02/08,0.706
2013/02/09,0.739
2013/02/10,0.774
2013/02/11,0.809
2013/02/12,0.845
2013/02/13,0.88
2013/02/14,0.916
2013/02/15,0.954
2013/02/16,0.993
2013/02/17,1.03
2013/02/18,1.067
2013/02/19,1.102
2013/02/20,1.139
2013/02/21,1.175
2013/02/22,1.211
2013/02/23,1.243
2013/02/24,1.272
2013/02/25,1.298
2013/02/26,1.319
2013/02/27,1.338
2013/02/28,1.357
2013/03/01,1.376
2013/03/02,1.396
2013/03/03,1.413
2013/03/04,1.43
2013/03/05,1.449
2013/03/06,1.472
2013/03/07,1.499
2013/03/08,1.53
2013/03/09,1.564
2013/03/10,1.602
2013/03/11,1.641
2013/03/12,1.679
2013/03/13,1.712
2013/03/14,1.74
2013/03/15,1.764
2013/03/16,1.783
2013/03/17,1.798
2013/03/18,1.81
2013/03/19,1.825
2013/03/20,1.848
2013/03/21,1.883
2013/03/22,1.928
2013/03/23,1.974
2013/03/24,2.022
2013/03/25,2.072
2013/03/26,2.125
2013/03/27,2.184
2013/03/28,2.252
2013/03/29,2.324
2013/03/30,2.397
2013/03/31,2.467
2013/04/01,2.538
2013/04/02,2.617
2013/04/03,2.707
2013/04/04,2.805
2013/04/05,2.907
2013/04/06,3.011
2013/04/07,3.117
2013/04/08,3.234
2013/04/09,3.375
2013/04/10,3.514
2013/04/11,3.601
2013/04/12,3.629
2013/04/13,3.616
2013/04/14,3.566
2013/04/15,3.486
2013/04/16,3.377
2013/04/17,3.25
2013/04/18,3.119
2013/04/19,2.993
2013/04/20,2.876
2013/04/21,2.766
2013/04/22,2.661
2013/04/23,2.566
2013/04/24,2.483
2013/04/25,2.413
2013/04/26,2.349
2013/04/27,2.287
2013/04/28,2.226
2013/04/29,2.168
2013/04/30,2.114
2013/05/01,2.059
2013/05/02,1.999
2013/05/03,1.932
2013/05/04,1.86
2013/05/05,1.789
2013/05/06,1.719
2013/05/07,1.649
2013/05/08,1.58
2013/05/09,1.51
2013/05/10,1.443
2013/05/11,1.378
2013/05/12,1.315
2013/05/13,1.255
2013/05/14,1.196
2013/05/15,1.137
2013/05/16,1.079
2013/05/17,1.025
2013/05/18,0.973
2013/05/19,0.925
2013/05/20,0.88
2013/05/21,0.837
2013/05/22,0.798
2013/05/23,0.763
2013/05/24,0.732
2013/05/25,0.706
2013/05/26,0.684
2013/05/27,0.666
2013/05/28,0.649
2013/05/29,0.634
2013/05/30,0.621
2013/05/31,0.609
2013/06/01,0.598
2013/06/02,0.587
2013/06/03,0.575
2013/06/04,0.562
2013/06/05,0.548
2013/06/06,0.533
2013/06/07,0.517
2013/06/08,0.499
2013/06/09,0.477
2013/06/10,0.453
2013/06/11,0.427
2013/06/12,0.401
2013/06/13,0.374
2013/06/14,0.346
2013/06/15,0.317
2013/06/16,0.287
2013/06/17,0.257
2013/06/18,0.228
2013/06/19,0.2
2013/06/20,0.174
2013/06/21,0.149
2013/06/22,0.125
2013/06/23,0.102
2013/06/24,0.078
2013/06/25,0.055
2013/06/26,0.032
2013/06/27,0.009
2013/06/28,-0.014
2013/06/29,-0.039
2013/06/30,-0.064
2013/07/01,-0.089
2013/07/02,-0.116
2013/07/03,-0.144
2013/07/04,-0.174
2013/07/05,-0.205
2013/07/06,-0.239
2013/07/07,-0.274
2013/07/08,-0.309
2013/07/09,-0.343
2013/07/10,-0.376
2013/07/11,-0.406
2013/07/12,-0.431
2013/07/13,-0.453
2013/07/14,-0.471
2013/07/15,-0.484
2013/07/16,-0.495
2013/07/17,-0.502
2013/07/18,-0.507
2013/07/19,-0.512
2013/07/20,-0.515
2013/07/21,-0.517
2013/07/22,-0.518
2013/07/23,-0.518
2013/07/24,-0.516
2013/07/25,-0.512
2013/07/26,-0.507
2013/07/27,-0.5
2013/07/28,-0.492
2013/07/29,-0.482
2013/07/30,-0.47
2013/07/31,-0.455
2013/08/01,-0.439
2013/08/02,-0.421
2013/08/03,-0.402
2013/08/04,-0.383
2013/08/05,-0.362
2013/08/06,-0.342
2013/08/07,-0.32
2013/08/08,-0.298
2013/08/09,-0.278
2013/08/10,-0.258
2013/08/11,-0.239
2013/08/12,-0.221
2013/08/13,-0.203
2013/08/14,-0.186
2013/08/15,-0.168
2013/08/16,-0.151
2013/08/17,-0.135
2013/08/18,-0.119
2013/08/19,-0.103
2013/08/20,-0.086
2013/08/21,-0.069
2013/08/22,-0.049
2013/08/23,-0.029
2013/08/24,-0.008
2013/08/25,0.013
2013/08/26,0.034
2013/08/27,0.057
2013/08/28,0.081
2013/08/29,0.106
2013/08/30,0.132
2013/08/31,0.16
2013/09/01,0.19
2013/09/02,0.221
2013/09/03,0.252
2013/09/04,0.281
2013/09/05,0.308
2013/09/06,0.332
2013/09/07,0.353
2013/09/08,0.371
2013/09/09,0.387
2013/09/10,0.402
2013/09/11,0.416
2013/09/12,0.429
2013/09/13,0.441
2013/09/14,0.453
2013/09/15,0.463
2013/09/16,0.473
2013/09/17,0.481
2013/09/18,0.488
2013/09/19,0.494
2013/09/20,0.497
2013/09/21,0.499
2013/09/22,0.499
2013/09/23,0.498
2013/09/24,0.495
2013/09/25,0.492
2013/09/26,0.487
2013/09/27,0.482
2013/09/28,0.477
2013/09/29,0.47
2013/09/30,0.464
2013/10/01,0.457
2013/10/02,0.447
2013/10/03,0.434
2013/10/04,0.42
2013/10/05,0.406
2013/10/06,0.392
2013/10/07,0.379
2013/10/08,0.366
2013/10/09,0.354
2013/10/10,0.344
2013/10/11,0.334
2013/10/12,0.325
2013/10/13,0.317
2013/10/14,0.312
2013/10/15,0.309
2013/10/16,0.308
2013/10/17,0.31
2013/10/18,0.314
2013/10/19,0.324
2013/10/20,0.338
2013/10/21,0.356
2013/10/22,0.383
2013/10/23,0.417
2013/10/24,0.455
2013/10/25,0.493
2013/10/26,0.53
2013/10/27,0.567
2013/10/28,0.606
2013/10/29,0.645
2013/10/30,0.686
2013/10/31,0.727
2013/11/01,0.766
2013/11/02,0.805
2013/11/03,0.843
2013/11/04,0.881
2013/11/05,0.922
2013/11/06,0.968
2013/11/07,1.023
2013/11/08,1.087
2013/11/09,1.165
2013/11/10,1.243
2013/11/11,1.324
2013/11/12,1.408
2013/11/13,1.499
2013/11/14,1.6
2013/11/15,1.706
2013/11/16,1.814
2013/11/17,1.926
2013/11/18,2.056
2013/11/19,2.203
2013/11/20,2.339
2013/11/21,2.479
2013/11/22,2.629
2013/11/23,2.79
2013/11/24,2.947
2013/11/25,3.095
2013/11/26,3.242
2013/11/27,3.392
2013/11/28,3.543
2013/11/29,3.692
2013/11/30,3.839
2013/12/01,3.959
2013/12/02,4.051
2013/12/03,4.123
2013/12/04,4.18
2013/12/05,4.215
2013/12/06,4.221
2013/12/07,4.183
2013/12/08,4.113
2013/12/09,4.03
2013/12/10,3.942
2013/12/11,3.847
2013/12/12,3.744
2013/12/13,3.637
2013/12/14,3.526
2013/12/15,3.412
2013/12/16,3.29
2013/12/17,3.159
2013/12/18,3.013
2013/12/19,2.863
2013/12/20,2.715
2013/12/21,2.567
2013/12/22,2.421
2013/12/23,2.281
2013/12/24,2.148
2013/12/25,2.02
2013/12/26,1.903
2013/12/27,1.795
2013/12/28,1.696
