Date,sentinusd90stdUSD
2010/11/09,34803
2010/11/10,34754
2010/11/11,34713
2010/11/12,34659
2010/11/13,34601
2010/11/14,34576
2010/11/15,36827
2010/11/16,36897
2010/11/17,36835
2010/11/18,36780
2010/11/19,36730
2010/11/20,37288
2010/11/21,37496
2010/11/22,37426
2010/11/23,37340
2010/11/24,37253
2010/11/25,37174
2010/11/26,37160
2010/11/27,37085
2010/11/28,37015
2010/11/29,36952
2010/11/30,36864
2010/12/01,36780
2010/12/02,36688
2010/12/03,36627
2010/12/04,36606
2010/12/05,36610
2010/12/06,36523
2010/12/07,36419
2010/12/08,36356
2010/12/09,36257
2010/12/10,36187
2010/12/11,36070
2010/12/12,36046
2010/12/13,36284
2010/12/14,36262
2010/12/15,36221
2010/12/16,36147
2010/12/17,36030
2010/12/18,35927
2010/12/19,35832
2010/12/20,35697
2010/12/21,35606
2010/12/22,35554
2010/12/23,35387
2010/12/24,35232
2010/12/25,35121
2010/12/26,34955
2010/12/27,34851
2010/12/28,34753
2010/12/29,34690
2010/12/30,34537
2010/12/31,34531
2011/01/01,34401
2011/01/02,34274
2011/01/03,34241
2011/01/04,34188
2011/01/05,34125
2011/01/06,34150
2011/01/07,34147
2011/01/08,34105
2011/01/09,34005
2011/01/10,33944
2011/01/11,34032
2011/01/12,34032
2011/01/13,34232
2011/01/14,34303
2011/01/15,34251
2011/01/16,34266
2011/01/17,34244
2011/01/18,34378
2011/01/19,34378
2011/01/20,34351
2011/01/21,34195
2011/01/22,34193
2011/01/23,34316
2011/01/24,34349
2011/01/25,34241
2011/01/26,34164
2011/01/27,92278
2011/01/28,92237
2011/01/29,92198
2011/01/30,97647
2011/01/31,98585
2011/02/01,99006
2011/02/02,99595
2011/02/03,99562
2011/02/04,99559
2011/02/05,99762
2011/02/06,97051
2011/02/07,99612
2011/02/08,99722
2011/02/09,101585
2011/02/10,109031
2011/02/11,118476
2011/02/12,120135
2011/02/13,120843
2011/02/14,122510
2011/02/15,122918
2011/02/16,122861
2011/02/17,123250
2011/02/18,124137
2011/02/19,126400
2011/02/20,129912
2011/02/21,133097
2011/02/22,142239
2011/02/23,153023
2011/02/24,156312
2011/02/25,157508
2011/02/26,158307
2011/02/27,159668
2011/02/28,159585
2011/03/01,239631
2011/03/02,517729
2011/03/03,517875
2011/03/04,518775
2011/03/05,518341
2011/03/06,518163
2011/03/07,518042
2011/03/08,517702
2011/03/09,517648
2011/03/10,518661
2011/03/11,518662
2011/03/12,518164
2011/03/13,518041
2011/03/14,517816
2011/03/15,517424
2011/03/16,516953
2011/03/17,516421
2011/03/18,515929
2011/03/19,515512
2011/03/20,515027
2011/03/21,514556
2011/03/22,514050
2011/03/23,513698
2011/03/24,513321
2011/03/25,513323
2011/03/26,513463
2011/03/27,512853
2011/03/28,512184
2011/03/29,511767
2011/03/30,511173
2011/03/31,510514
2011/04/01,510092
2011/04/02,509545
2011/04/03,509135
2011/04/04,508395
2011/04/05,507780
2011/04/06,507235
2011/04/07,506658
2011/04/08,506009
2011/04/09,505238
2011/04/10,504887
2011/04/11,504597
2011/04/12,503855
2011/04/13,503237
2011/04/14,502533
2011/04/15,501860
2011/04/16,502616
2011/04/17,565063
2011/04/18,564284
2011/04/19,831094
2011/04/20,1386164
2011/04/21,1385989
2011/04/22,1385064
2011/04/23,1384090
2011/04/24,1383238
2011/04/25,1382390
2011/04/26,1381288
2011/04/27,1381414
2011/04/28,1380220
2011/04/29,1423332
2011/04/30,1437828
2011/05/01,1437583
2011/05/02,1436574
2011/05/03,1436771
2011/05/04,1441218
2011/05/05,1440187
2011/05/06,1444140
2011/05/07,1445365
2011/05/08,1483423
2011/05/09,1482218
2011/05/10,1559213
2011/05/11,1563041
2011/05/12,1571177
2011/05/13,1678346
2011/05/14,3235126
2011/05/15,3249425
2011/05/16,3260928
2011/05/17,3264272
2011/05/18,3263955
2011/05/19,3263237
2011/05/20,3274406
2011/05/21,3338080
2011/05/22,3486767
2011/05/23,3518467
2011/05/24,3534427
2011/05/25,3559243
2011/05/26,3596231
2011/05/27,3671696
2011/05/28,3671751
2011/05/29,3674596
2011/05/30,3683855
2011/05/31,3686797
2011/06/01,3693719
2011/06/02,3725214
2011/06/03,3956996
2011/06/04,4187013
2011/06/05,4542178
2011/06/06,5306436
2011/06/07,5659819
2011/06/08,6961978
2011/06/09,8199465
2011/06/10,9413287
2011/06/11,10865281
2011/06/12,12302235
2011/06/13,13064626
2011/06/14,14189833
2011/06/15,21673859
2011/06/16,39089294
2011/06/17,39272196
2011/06/18,39355695
2011/06/19,42082436
2011/06/20,42165660
2011/06/21,43326957
2011/06/22,43385783
2011/06/23,43522172
2011/06/24,46018257
2011/06/25,58424847
2011/06/26,59555717
2011/06/27,59613495
2011/06/28,63291567
2011/06/29,63578621
2011/06/30,63530365
2011/07/01,63449680
2011/07/02,63367220
2011/07/03,63298702
2011/07/04,63217073
2011/07/05,63166899
2011/07/06,63100605
2011/07/07,63040244
2011/07/08,62997724
2011/07/09,62966950
2011/07/10,62992586
2011/07/11,62893606
2011/07/12,62792637
2011/07/13,62689623
2011/07/14,62610913
2011/07/15,62534628
2011/07/16,62437276
2011/07/17,62362085
2011/07/18,62512553
2011/07/19,62572809
2011/07/20,62498460
2011/07/21,62371381
2011/07/22,62242683
2011/07/23,62154319
2011/07/24,62071600
2011/07/25,61936239
2011/07/26,61804266
2011/07/27,61665120
2011/07/28,61784976
2011/07/29,61695906
2011/07/30,61644874
2011/07/31,61553135
2011/08/01,61472560
2011/08/02,61419897
2011/08/03,61368514
2011/08/04,61337654
2011/08/05,61281150
2011/08/06,61266280
2011/08/07,61237242
2011/08/08,61175272
2011/08/09,61024427
2011/08/10,60911639
2011/08/11,60893149
2011/08/12,60993433
2011/08/13,60982402
2011/08/14,60947992
2011/08/15,60920327
2011/08/16,60883287
2011/08/17,60850999
2011/08/18,60821222
2011/08/19,60792787
2011/08/20,60831915
2011/08/21,60837606
2011/08/22,60831392
2011/08/23,60808466
2011/08/24,60776703
2011/08/25,60786667
2011/08/26,60778391
2011/08/27,60638444
2011/08/28,60648697
2011/08/29,60653254
2011/08/30,60658784
2011/08/31,60677294
2011/09/01,60737307
2011/09/02,60807548
2011/09/03,60898890
2011/09/04,60899502
2011/09/05,60863879
2011/09/06,60864112
2011/09/07,60972192
2011/09/08,61097432
2011/09/09,61207401
2011/09/10,61313086
2011/09/11,61391831
2011/09/12,61457894
2011/09/13,60157600
2011/09/14,52364260
2011/09/15,52443104
2011/09/16,52520626
2011/09/17,50981731
2011/09/18,51057103
2011/09/19,50421195
2011/09/20,50476199
2011/09/21,50478432
2011/09/22,48553829
2011/09/23,33025176
2011/09/24,30836219
2011/09/25,30614916
2011/09/26,21153094
2011/09/27,19680081
2011/09/28,19464415
2011/09/29,19439597
2011/09/30,19474756
2011/10/01,19522278
2011/10/02,19426581
2011/10/03,19462507
2011/10/04,19506007
2011/10/05,19548113
2011/10/06,19568333
2011/10/07,19067516
2011/10/08,18192668
2011/10/09,18174937
2011/10/10,18143370
2011/10/11,17979400
2011/10/12,17511072
2011/10/13,17544335
2011/10/14,17436189
2011/10/15,17464896
2011/10/16,15569402
2011/10/17,14089660
2011/10/18,14115970
2011/10/19,13883858
2011/10/20,13494719
2011/10/21,13496880
2011/10/22,13502603
2011/10/23,13122770
2011/10/24,12900288
2011/10/25,12612232
2011/10/26,8909676
2011/10/27,8843902
2011/10/28,8855293
2011/10/29,8818191
2011/10/30,8805018
2011/10/31,8811582
2011/11/01,8817066
2011/11/02,8828360
2011/11/03,8834024
2011/11/04,8845101
2011/11/05,8859134
2011/11/06,8816820
2011/11/07,7874778
2011/11/08,7672229
2011/11/09,7662476
2011/11/10,7671943
2011/11/11,7683006
2011/11/12,7684591
2011/11/13,7694514
2011/11/14,7699959
2011/11/15,7708566
2011/11/16,7715221
2011/11/17,7756351
2011/11/18,7944962
2011/11/19,8036414
2011/11/20,8036794
2011/11/21,8028367
2011/11/22,8077342
2011/11/23,8076106
2011/11/24,8076688
2011/11/25,6902001
2011/11/26,6902559
2011/11/27,6909895
2011/11/28,7074518
2011/11/29,7247909
2011/11/30,7962220
2011/12/01,7987871
2011/12/02,8482059
2011/12/03,8276285
2011/12/04,7751716
2011/12/05,6635236
2011/12/06,7553082
2011/12/07,8070367
2011/12/08,8347167
2011/12/09,8349528
2011/12/10,8339857
2011/12/11,8341652
2011/12/12,8340738
2011/12/13,8348563
2011/12/14,8355100
2011/12/15,8367260
2011/12/16,8369971
2011/12/17,8375410
2011/12/18,8385247
2011/12/19,8390494
2011/12/20,8394173
2011/12/21,8391065
2011/12/22,8394188
2011/12/23,8398572
2011/12/24,8404217
2011/12/25,8408926
2011/12/26,8405877
2011/12/27,8400435
2011/12/28,8407698
2011/12/29,8403174
2011/12/30,8413987
2011/12/31,8421019
2012/01/01,8425826
2012/01/02,8434482
2012/01/03,8442996
2012/01/04,8447117
2012/01/05,8440930
2012/01/06,8428007
2012/01/07,8424616
2012/01/08,8418376
2012/01/09,8409618
2012/01/10,8402991
2012/01/11,8394963
2012/01/12,8386743
2012/01/13,8380475
2012/01/14,8370765
2012/01/15,8370255
2012/01/16,8354732
2012/01/17,8338902
2012/01/18,8325778
2012/01/19,8320244
2012/01/20,8318352
2012/01/21,8323159
2012/01/22,8321681
2012/01/23,8317708
2012/01/24,8310040
2012/01/25,8304439
2012/01/26,8298904
2012/01/27,8297683
2012/01/28,8293136
2012/01/29,8290192
2012/01/30,8293888
2012/01/31,8292195
2012/02/01,8281783
2012/02/02,8274990
2012/02/03,8263190
2012/02/04,8249344
2012/02/05,8237810
2012/02/06,8249586
2012/02/07,8260519
2012/02/08,8256745
2012/02/09,8253111
2012/02/10,8243447
2012/02/11,8226396
2012/02/12,8219522
2012/02/13,8205593
2012/02/14,8220207
2012/02/15,8181896
2012/02/16,8058907
2012/02/17,7988145
2012/02/18,7989551
2012/02/19,8001136
2012/02/20,7946279
2012/02/21,7956435
2012/02/22,7956466
2012/02/23,7955212
2012/02/24,7956171
2012/02/25,7960920
2012/02/26,7844141
2012/02/27,7703880
2012/02/28,6973145
2012/02/29,6944474
2012/03/01,6285432
2012/03/02,6083003
2012/03/03,5972761
2012/03/04,5847260
2012/03/05,4480587
2012/03/06,3275673
2012/03/07,2209923
2012/03/08,2057237
2012/03/09,2043858
2012/03/10,2040633
2012/03/11,2040513
2012/03/12,2034333
2012/03/13,2025056
2012/03/14,2027128
2012/03/15,2024334
2012/03/16,2014792
2012/03/17,2000453
2012/03/18,1997908
2012/03/19,1997232
2012/03/20,1997273
2012/03/21,1994503
2012/03/22,1997150
2012/03/23,2027105
2012/03/24,2037440
2012/03/25,2036703
2012/03/26,2035201
2012/03/27,2021127
2012/03/28,2031066
2012/03/29,2137541
2012/03/30,2176285
2012/03/31,2201873
2012/04/01,2191470
2012/04/02,2185565
2012/04/03,2208197
2012/04/04,2193045
2012/04/05,2224218
2012/04/06,2218639
2012/04/07,2225491
2012/04/08,2337548
2012/04/09,2590286
2012/04/10,2604582
2012/04/11,2777290
2012/04/12,2873851
2012/04/13,2883782
2012/04/14,2908318
2012/04/15,2999521
2012/04/16,3182194
2012/04/17,3223702
2012/04/18,3251522
2012/04/19,3246511
2012/04/20,4082150
2012/04/21,4123063
2012/04/22,4123194
2012/04/23,4118634
2012/04/24,4114426
2012/04/25,4126320
2012/04/26,4309142
2012/04/27,4366430
2012/04/28,4354663
2012/04/29,4343279
2012/04/30,4340147
2012/05/01,4347007
2012/05/02,4350037
2012/05/03,4366491
2012/05/04,4369483
2012/05/05,4377744
2012/05/06,4356461
2012/05/07,4583570
2012/05/08,5615408
2012/05/09,5806994
2012/05/10,5792959
2012/05/11,5818245
2012/05/12,6266269
2012/05/13,6276139
2012/05/14,6427182
2012/05/15,7075190
2012/05/16,7541183
2012/05/17,7987336
2012/05/18,8030931
2012/05/19,8000938
2012/05/20,8042671
2012/05/21,8538918
2012/05/22,9109810
2012/05/23,9126765
2012/05/24,9106323
2012/05/25,9178818
2012/05/26,9941374
2012/05/27,9936815
2012/05/28,9940006
2012/05/29,10104164
2012/05/30,10152903
2012/05/31,10803719
2012/06/01,10902563
2012/06/02,10895973
2012/06/03,10846738
2012/06/04,11369951
2012/06/05,11845073
2012/06/06,11861253
2012/06/07,12462267
2012/06/08,13263724
2012/06/09,13194323
2012/06/10,13293823
2012/06/11,13341894
2012/06/12,13340815
2012/06/13,13317792
2012/06/14,13873426
2012/06/15,14027391
2012/06/16,14305434
2012/06/17,14217758
2012/06/18,14179935
2012/06/19,14107263
2012/06/20,14040105
2012/06/21,14002355
2012/06/22,13970684
2012/06/23,13985875
2012/06/24,13884998
2012/06/25,13784241
2012/06/26,13695201
2012/06/27,13660119
2012/06/28,13828066
2012/06/29,13799884
2012/06/30,13696738
2012/07/01,13605537
2012/07/02,13541884
2012/07/03,13448874
2012/07/04,13386247
2012/07/05,13262436
2012/07/06,13103297
2012/07/07,13462143
2012/07/08,13505266
2012/07/09,13409852
2012/07/10,13388013
2012/07/11,13356597
2012/07/12,13256010
2012/07/13,13227119
2012/07/14,13224519
2012/07/15,13200142
2012/07/16,13146508
2012/07/17,13178156
2012/07/18,13028827
2012/07/19,13033166
2012/07/20,12963057
2012/07/21,12942068
2012/07/22,12795598
2012/07/23,12672087
2012/07/24,12552053
2012/07/25,12566532
2012/07/26,12569607
2012/07/27,12464002
2012/07/28,12318217
2012/07/29,12219955
2012/07/30,12144162
2012/07/31,12311536
2012/08/01,12265198
2012/08/02,12137133
2012/08/03,12000845
2012/08/04,11753654
2012/08/05,11794034
2012/08/06,11821580
2012/08/07,11868451
2012/08/08,11719360
2012/08/09,11604752
2012/08/10,11621744
2012/08/11,11507155
2012/08/12,11487158
2012/08/13,11533967
2012/08/14,11536106
2012/08/15,11602173
2012/08/16,11765146
2012/08/17,12169561
2012/08/18,12242525
2012/08/19,15002975
2012/08/20,20936907
2012/08/21,22236228
2012/08/22,25195430
2012/08/23,27799126
2012/08/24,34152012
2012/08/25,34503254
2012/08/26,34561098
2012/08/27,35881332
2012/08/28,37454952
2012/08/29,47282401
2012/08/30,51721275
2012/08/31,53582049
2012/09/01,54981075
2012/09/02,55410461
2012/09/03,55452872
2012/09/04,55995905
2012/09/05,57900718
2012/09/06,73139131
2012/09/07,81432800
2012/09/08,82040123
2012/09/09,81977844
2012/09/10,89667279
2012/09/11,98012032
2012/09/12,99544923
2012/09/13,109172495
2012/09/14,114486487
2012/09/15,114487121
2012/09/16,117012581
2012/09/17,118942696
2012/09/18,120787392
2012/09/19,139653706
2012/09/20,142563168
2012/09/21,152649191
2012/09/22,154411712
2012/09/23,154195840
2012/09/24,153977776
2012/09/25,153872663
2012/09/26,153904795
2012/09/27,153910576
2012/09/28,153633468
2012/09/29,153535130
2012/09/30,153395360
2012/10/01,153251441
2012/10/02,153125637
2012/10/03,153091373
2012/10/04,153004890
2012/10/05,152952127
2012/10/06,152680984
2012/10/07,152592682
2012/10/08,152528060
2012/10/09,152417290
2012/10/10,152419245
2012/10/11,152477563
2012/10/12,152332285
2012/10/13,152052130
2012/10/14,152067966
2012/10/15,152244547
2012/10/16,152025280
2012/10/17,151688827
2012/10/18,151398397
2012/10/19,151273294
2012/10/20,151062768
2012/10/21,150951898
2012/10/22,150801493
2012/10/23,150510271
2012/10/24,150489369
2012/10/25,150538291
2012/10/26,150614324
2012/10/27,150501515
2012/10/28,150483119
2012/10/29,150722174
2012/10/30,150491772
2012/10/31,150230840
2012/11/01,150056369
2012/11/02,150154695
2012/11/03,150171289
2012/11/04,150137891
2012/11/05,150096357
2012/11/06,150065579
2012/11/07,150004691
2012/11/08,150070741
2012/11/09,150202347
2012/11/10,150426766
2012/11/11,150702380
2012/11/12,150909191
2012/11/13,151105219
2012/11/14,151282017
2012/11/15,151331014
2012/11/16,151168094
2012/11/17,151343026
2012/11/18,151536613
2012/11/19,151877656
2012/11/20,152177692
2012/11/21,152574811
2012/11/22,152500990
2012/11/23,152808225
2012/11/24,153035483
2012/11/25,153427188
2012/11/26,153729195
2012/11/27,152536434
2012/11/28,152092995
2012/11/29,152170661
2012/11/30,152351674
2012/12/01,152689501
2012/12/02,152913308
2012/12/03,153056907
2012/12/04,152847942
2012/12/05,147588221
2012/12/06,144026053
2012/12/07,143924053
2012/12/08,144113708
2012/12/09,140186690
2012/12/10,135048325
2012/12/11,134110214
2012/12/12,126403512
2012/12/13,121368078
2012/12/14,121045182
2012/12/15,118102571
2012/12/16,115477675
2012/12/17,112644939
2012/12/18,84079486
2012/12/19,76326492
2012/12/20,44877107
2012/12/21,30241600
2012/12/22,26184529
2012/12/23,20849449
2012/12/24,20912029
2012/12/25,21100313
2012/12/26,21254999
2012/12/27,21256626
2012/12/28,21281477
2012/12/29,21329995
2012/12/30,21443974
2012/12/31,21448288
2013/01/01,21426500
2013/01/02,21407684
2013/01/03,21241573
2013/01/04,21317623
2013/01/05,21363478
2013/01/06,21409013
2013/01/07,21385894
2013/01/08,21321741
2013/01/09,21282950
2013/01/10,21181584
2013/01/11,21053769
2013/01/12,21099856
2013/01/13,21050616
2013/01/14,20938432
2013/01/15,20631634
2013/01/16,20351574
2013/01/17,20254804
2013/01/18,20142446
2013/01/19,20096950
2013/01/20,20067209
2013/01/21,19967313
2013/01/22,19971943
2013/01/23,20376390
2013/01/24,20295320
2013/01/25,20305459
2013/01/26,20177823
2013/01/27,20082935
2013/01/28,19519612
2013/01/29,19583973
2013/01/30,19686642
2013/01/31,19622289
2013/02/01,19853928
2013/02/02,19857757
2013/02/03,19864216
2013/02/04,19961229
2013/02/05,20303443
2013/02/06,20502222
2013/02/07,20530458
2013/02/08,20799324
2013/02/09,20661985
2013/02/10,20389853
2013/02/11,20222323
2013/02/12,20150158
2013/02/13,20120329
2013/02/14,19907926
2013/02/15,19935674
2013/02/16,20031488
2013/02/17,19986317
2013/02/18,20005901
2013/02/19,19981155
2013/02/20,19992781
2013/02/21,19896799
2013/02/22,20201149
2013/02/23,19984470
2013/02/24,20346821
2013/02/25,21007719
2013/02/26,21201004
2013/02/27,21385985
2013/02/28,21444056
2013/03/01,21531977
2013/03/02,21701732
2013/03/03,21665845
2013/03/04,21652149
2013/03/05,23179839
2013/03/06,25543706
2013/03/07,26255295
2013/03/08,26360365
2013/03/09,26377988
2013/03/10,26591502
2013/03/11,26660330
2013/03/12,27263992
2013/03/13,27617474
2013/03/14,27702738
2013/03/15,49944012
2013/03/16,51827838
2013/03/17,51789253
2013/03/18,59293014
2013/03/19,60426938
2013/03/20,61835758
2013/03/21,64078134
2013/03/22,64720612
2013/03/23,64973667
2013/03/24,64848078
2013/03/25,65554535
2013/03/26,66881113
2013/03/27,74274858
2013/03/28,76799128
2013/03/29,77891192
2013/03/30,80580576
2013/03/31,82170032
2013/04/01,83568369
2013/04/02,94000481
2013/04/03,102642361
2013/04/04,108586735
2013/04/05,114080731
2013/04/06,115485795
2013/04/07,115946907
2013/04/08,119753751
2013/04/09,131209654
2013/04/10,151433519
2013/04/11,153047169
2013/04/12,153054969
2013/04/13,152519887
2013/04/14,151993415
2013/04/15,151628775
2013/04/16,151606045
2013/04/17,151494365
2013/04/18,180117427
2013/04/19,180948734
2013/04/20,180359331
2013/04/21,179737939
2013/04/22,180049290
2013/04/23,180708997
2013/04/24,182773398
2013/04/25,183960089
2013/04/26,183543928
2013/04/27,182859825
2013/04/28,182389055
2013/04/29,181986009
2013/04/30,181466469
2013/05/01,180824133
2013/05/02,180279510
2013/05/03,179636085
2013/05/04,179336752
2013/05/05,178925624
2013/05/06,178437392
2013/05/07,177863084
2013/05/08,177317549
2013/05/09,177098977
2013/05/10,176588387
2013/05/11,176072548
2013/05/12,175702434
2013/05/13,175029500
2013/05/14,174320979
2013/05/15,173875439
2013/05/16,173370865
2013/05/17,172758945
2013/05/18,172118443
2013/05/19,171863198
2013/05/20,171526335
2013/05/21,170930243
2013/05/22,170197200
2013/05/23,169775157
2013/05/24,168990061
2013/05/25,168535358
2013/05/26,168625960
2013/05/27,168094894
2013/05/28,167594336
2013/05/29,167061793
2013/05/30,166696321
2013/05/31,166276314
2013/06/01,165699439
2013/06/02,165347556
2013/06/03,165175679
2013/06/04,165284403
2013/06/05,165050067
2013/06/06,164558799
2013/06/07,164050397
2013/06/08,164273544
2013/06/09,163837497
2013/06/10,164067193
2013/06/11,164090834
2013/06/12,163872969
2013/06/13,162528462
2013/06/14,162752540
2013/06/15,162681922
2013/06/16,162815063
2013/06/17,163208909
2013/06/18,163529990
2013/06/19,163925924
2013/06/20,164041280
2013/06/21,164131092
2013/06/22,164387009
2013/06/23,165198207
2013/06/24,165578650
2013/06/25,164708255
2013/06/26,164889113
2013/06/27,165311025
2013/06/28,165340002
2013/06/29,165749620
2013/06/30,166307866
2013/07/01,163174711
2013/07/02,160210698
2013/07/03,158046853
2013/07/04,155724878
2013/07/05,155249928
2013/07/06,155432384
2013/07/07,153768883
2013/07/08,145731046
2013/07/09,126105909
2013/07/10,124000582
2013/07/11,123438934
2013/07/12,123388186
2013/07/13,123319485
2013/07/14,123536370
2013/07/15,123301614
2013/07/16,122945227
2013/07/17,72635222
2013/07/18,68371829
2013/07/19,68059668
2013/07/20,68159926
2013/07/21,64994092
2013/07/22,60593512
2013/07/23,48515018
2013/07/24,36608550
2013/07/25,32335198
2013/07/26,31723618
2013/07/27,32233207
2013/07/28,30910679
2013/07/29,30768017
2013/07/30,29820892
2013/07/31,29470208
2013/08/01,30725724
2013/08/02,30536599
2013/08/03,30517201
2013/08/04,30532340
2013/08/05,29923098
2013/08/06,29756619
2013/08/07,29805708
2013/08/08,29679579
2013/08/09,29747880
2013/08/10,29901091
2013/08/11,30345275
2013/08/12,30367292
2013/08/13,32428001
2013/08/14,34727485
2013/08/15,34703675
2013/08/16,35455338
2013/08/17,35491421
2013/08/18,35457379
2013/08/19,36183776
2013/08/20,36508340
2013/08/21,38713737
2013/08/22,38630194
2013/08/23,38659108
2013/08/24,38471325
2013/08/25,38514511
2013/08/26,38429871
2013/08/27,38662453
2013/08/28,38757617
2013/08/29,38754397
2013/08/30,39044133
2013/08/31,38856465
2013/09/01,38707030
2013/09/02,38762501
2013/09/03,39363057
2013/09/04,39667012
2013/09/05,39799807
2013/09/06,39343806
2013/09/07,39343686
2013/09/08,39495964
2013/09/09,39448996
2013/09/10,39357018
2013/09/11,39329698
2013/09/12,39357663
2013/09/13,38840162
2013/09/14,38608143
2013/09/15,38841596
2013/09/16,38840658
2013/09/17,38744034
2013/09/18,38874221
2013/09/19,39244726
2013/09/20,38825881
2013/09/21,38135268
2013/09/22,38164580
2013/09/23,39096518
2013/09/24,39592160
2013/09/25,39459468
2013/09/26,39375903
2013/09/27,38876020
2013/09/28,38068378
2013/09/29,38144720
2013/09/30,38259632
2013/10/01,39786975
2013/10/02,41018210
2013/10/03,41117469
2013/10/04,40635227
2013/10/05,40494031
2013/10/06,40820210
2013/10/07,40814820
2013/10/08,40812751
2013/10/09,41045126
2013/10/10,41029171
2013/10/11,41101536
2013/10/12,40641332
2013/10/13,40476173
2013/10/14,40951008
2013/10/15,41525766
2013/10/16,42928356
2013/10/17,43303706
2013/10/18,43600080
2013/10/19,44927316
2013/10/20,45212192
2013/10/21,48252635
2013/10/22,53902823
2013/10/23,58553620
2013/10/24,61512448
2013/10/25,99975725
2013/10/26,99702357
2013/10/27,99577952
2013/10/28,99642277
2013/10/29,110073318
2013/10/30,110266920
2013/10/31,110327024
2013/11/01,110099848
2013/11/02,109591882
2013/11/03,109509651
2013/11/04,110764822
2013/11/05,113386730
2013/11/06,114979655
2013/11/07,121051114
2013/11/08,125870365
2013/11/09,129227034
2013/11/10,130313285
2013/11/11,131258786
2013/11/12,138123789
2013/11/13,149667081
2013/11/14,159358594
2013/11/15,239795637
2013/11/16,257663281
2013/11/17,267235021
2013/11/18,322263054
2013/11/19,392499710
2013/11/20,413547905
2013/11/21,466955476
2013/11/22,546722334
2013/11/23,575333160
2013/11/24,598505990
2013/11/25,619741859
2013/11/26,864972730
2013/11/27,1018673477
2013/11/28,1166225926
2013/11/29,1246423535
2013/11/30,1285527952
2013/12/01,1298746017
2013/12/02,1309852500
2013/12/03,1316863802
2013/12/04,1328854124
2013/12/05,1342698973
2013/12/06,1345715859
2013/12/07,1366482734
2013/12/08,1366317863
2013/12/09,1367711873
2013/12/10,1365763286
2013/12/11,1365933912
2013/12/12,1363854788
2013/12/13,1361492447
2013/12/14,1357791613
2013/12/15,1354965288
2013/12/16,1369248687
2013/12/17,1369596619
2013/12/18,1370170386
2013/12/19,1367262966
2013/12/20,1362787089
2013/12/21,1358248039
2013/12/22,1354558512
2013/12/23,1351024676
2013/12/24,1346810252
2013/12/25,1342392490
2013/12/26,1338342466
2013/12/27,1333914392
2013/12/28,1329416959
2013/12/29,1324839335
2013/12/30,1320744016
2013/12/31,1317955812
2014/01/01,1314034756
2014/01/02,1309224353
2014/01/03,1303282696
2014/01/04,1297498222
2014/01/05,1292141644
2014/01/06,1287256623
2014/01/07,1281849790
2014/01/08,1275849882
2014/01/09,1270838791
2014/01/10,1265468380
2014/01/11,1261176884
2014/01/12,1257456941
2014/01/13,1253087593
2014/01/14,1247660874
2014/01/15,1242363352
2014/01/16,1237421244
2014/01/17,1234766210
2014/01/18,1231750852
2014/01/19,1227634550
2014/01/20,1222917609
2014/01/21,1218933572
2014/01/22,1215829036
2014/01/23,1216592626
2014/01/24,1210096391
2014/01/25,1205023765
2014/01/26,1201108051
2014/01/27,1197833027
2014/01/28,1192315267
2014/01/29,1187833715
2014/01/30,1182370250
2014/01/31,1178000660
2014/02/01,1172885487
2014/02/02,1169184164
