Date,sentinusd90smaUSD
2010/11/09,10223
2010/11/10,10357
2010/11/11,10436
2010/11/12,10517
2010/11/13,10624
2010/11/14,10685
2010/11/15,11444
2010/11/16,11700
2010/11/17,11841
2010/11/18,11981
2010/11/19,12118
2010/11/20,12600
2010/11/21,12974
2010/11/22,13057
2010/11/23,13179
2010/11/24,13290
2010/11/25,13428
2010/11/26,13695
2010/11/27,13765
2010/11/28,13830
2010/11/29,13900
2010/11/30,14026
2010/12/01,14135
2010/12/02,14280
2010/12/03,14336
2010/12/04,14408
2010/12/05,14404
2010/12/06,14621
2010/12/07,14815
2010/12/08,14870
2010/12/09,14961
2010/12/10,15014
2010/12/11,15192
2010/12/12,15225
2010/12/13,15641
2010/12/14,15921
2010/12/15,16201
2010/12/16,16381
2010/12/17,16523
2010/12/18,16714
2010/12/19,16951
2010/12/20,17166
2010/12/21,17417
2010/12/22,17557
2010/12/23,17717
2010/12/24,17864
2010/12/25,18159
2010/12/26,18336
2010/12/27,18528
2010/12/28,18635
2010/12/29,18958
2010/12/30,19130
2010/12/31,19079
2011/01/01,19209
2011/01/02,18984
2011/01/03,19072
2011/01/04,19121
2011/01/05,19190
2011/01/06,19165
2011/01/07,19177
2011/01/08,19260
2011/01/09,19340
2011/01/10,19555
2011/01/11,19808
2011/01/12,19816
2011/01/13,20073
2011/01/14,20191
2011/01/15,20318
2011/01/16,20352
2011/01/17,20300
2011/01/18,20466
2011/01/19,20462
2011/01/20,20515
2011/01/21,20738
2011/01/22,20939
2011/01/23,21148
2011/01/24,21192
2011/01/25,21064
2011/01/26,20994
2011/01/27,25594
2011/01/28,25691
2011/01/29,25883
2011/01/30,27798
2011/01/31,28716
2011/02/01,29437
2011/02/02,29965
2011/02/03,30371
2011/02/04,30364
2011/02/05,30641
2011/02/06,29794
2011/02/07,31196
2011/02/08,31720
2011/02/09,33026
2011/02/10,35421
2011/02/11,38170
2011/02/12,39590
2011/02/13,40011
2011/02/14,41251
2011/02/15,42169
2011/02/16,42718
2011/02/17,43637
2011/02/18,44410
2011/02/19,45784
2011/02/20,47843
2011/02/21,49831
2011/02/22,52963
2011/02/23,56420
2011/02/24,58499
2011/02/25,60258
2011/02/26,61894
2011/02/27,63744
2011/02/28,64812
2011/03/01,74898
2011/03/02,99906
2011/03/03,102182
2011/03/04,105054
2011/03/05,106302
2011/03/06,107906
2011/03/07,109720
2011/03/08,111457
2011/03/09,113687
2011/03/10,117009
2011/03/11,119253
2011/03/12,120703
2011/03/13,122309
2011/03/14,124064
2011/03/15,124951
2011/03/16,126193
2011/03/17,127511
2011/03/18,128866
2011/03/19,129620
2011/03/20,130548
2011/03/21,131545
2011/03/22,133101
2011/03/23,135274
2011/03/24,137484
2011/03/25,139946
2011/03/26,142826
2011/03/27,143908
2011/03/28,144956
2011/03/29,145577
2011/03/30,146439
2011/03/31,147441
2011/04/01,147935
2011/04/02,148603
2011/04/03,149089
2011/04/04,150122
2011/04/05,150893
2011/04/06,151498
2011/04/07,152214
2011/04/08,153075
2011/04/09,154102
2011/04/10,154506
2011/04/11,154856
2011/04/12,155904
2011/04/13,157242
2011/04/14,158471
2011/04/15,159339
2011/04/16,162940
2011/04/17,178307
2011/04/18,179562
2011/04/19,213758
2011/04/20,274792
2011/04/21,280159
2011/04/22,282123
2011/04/23,284581
2011/04/24,286188
2011/04/25,287672
2011/04/26,290710
2011/04/27,290995
2011/04/28,294154
2011/04/29,315787
2011/04/30,328207
2011/05/01,333048
2011/05/02,336387
2011/05/03,342387
2011/05/04,352569
2011/05/05,358058
2011/05/06,367961
2011/05/07,375893
2011/05/08,396455
2011/05/09,402290
2011/05/10,431216
2011/05/11,439791
2011/05/12,450538
2011/05/13,485527
2011/05/14,636396
2011/05/15,659088
2011/05/16,681229
2011/05/17,698623
2011/05/18,711685
2011/05/19,724044
2011/05/20,746067
2011/05/21,787214
2011/05/22,847721
2011/05/23,879699
2011/05/24,904768
2011/05/25,936109
2011/05/26,973380
2011/05/27,1022903
2011/05/28,1042009
2011/05/29,1065473
2011/05/30,1081040
2011/05/31,1083161
2011/06/01,1108423
2011/06/02,1145088
2011/06/03,1228303
2011/06/04,1313767
2011/06/05,1420669
2011/06/06,1580887
2011/06/07,1701757
2011/06/08,1932898
2011/06/09,2182530
2011/06/10,2451600
2011/06/11,2765798
2011/06/12,3101959
2011/06/13,3371100
2011/06/14,3703238
2011/06/15,4612567
2011/06/16,6387627
2011/06/17,6671119
2011/06/18,6899450
2011/06/19,7769137
2011/06/20,8018955
2011/06/21,8642014
2011/06/22,8889344
2011/06/23,9193105
2011/06/24,10091936
2011/06/25,12115108
2011/06/26,12876875
2011/06/27,13220551
2011/06/28,14504478
2011/06/29,15024658
2011/06/30,15297856
2011/07/01,15490835
2011/07/02,15638248
2011/07/03,15734789
2011/07/04,15954396
2011/07/05,16014340
2011/07/06,16100982
2011/07/07,16176164
2011/07/08,16224248
2011/07/09,16554444
2011/07/10,16948027
2011/07/11,17109274
2011/07/12,17274703
2011/07/13,17494609
2011/07/14,17792483
2011/07/15,17880793
2011/07/16,18056060
2011/07/17,18138410
2011/07/18,18592632
2011/07/19,18946433
2011/07/20,19023988
2011/07/21,19224038
2011/07/22,19456361
2011/07/23,19546280
2011/07/24,19627761
2011/07/25,19847566
2011/07/26,20025417
2011/07/27,20218003
2011/07/28,20712044
2011/07/29,20800998
2011/07/30,20843842
2011/07/31,20928420
2011/08/01,21000972
2011/08/02,21045809
2011/08/03,21088148
2011/08/04,21113023
2011/08/05,21160577
2011/08/06,21172805
2011/08/07,21195519
2011/08/08,21255560
2011/08/09,21489630
2011/08/10,21602383
2011/08/11,21618375
2011/08/12,21501874
2011/08/13,21510760
2011/08/14,21539681
2011/08/15,21561956
2011/08/16,21591691
2011/08/17,21617244
2011/08/18,21641884
2011/08/19,21667947
2011/08/20,21634034
2011/08/21,21629397
2011/08/22,21634418
2011/08/23,21654083
2011/08/24,21682714
2011/08/25,21674041
2011/08/26,21680493
2011/08/27,21907870
2011/08/28,21900072
2011/08/29,21896547
2011/08/30,21892269
2011/08/31,21877476
2011/09/01,21822931
2011/09/02,21759386
2011/09/03,21671748
2011/09/04,21670444
2011/09/05,21745147
2011/09/06,21763754
2011/09/07,21560787
2011/09/08,21319772
2011/09/09,21029241
2011/09/10,20705433
2011/09/11,20495003
2011/09/12,20202824
2011/09/13,19315094
2011/09/14,17557171
2011/09/15,17289559
2011/09/16,17095912
2011/09/17,16243407
2011/09/18,16007856
2011/09/19,15401821
2011/09/20,15174368
2011/09/21,14893153
2011/09/22,14009880
2011/09/23,12005975
2011/09/24,11256757
2011/09/25,10929350
2011/09/26,9660097
2011/09/27,9161698
2011/09/28,8906656
2011/09/29,8730222
2011/09/30,8597815
2011/10/01,8523430
2011/10/02,8320535
2011/10/03,8282272
2011/10/04,8217644
2011/10/05,8163220
2011/10/06,8142061
2011/10/07,7829938
2011/10/08,7448390
2011/10/09,7299251
2011/10/10,7146176
2011/10/11,6939238
2011/10/12,6654372
2011/10/13,6575775
2011/10/14,6396927
2011/10/15,6329234
2011/10/16,5851081
2011/10/17,5452321
2011/10/18,5378389
2011/10/19,5183863
2011/10/20,4956137
2011/10/21,4879593
2011/10/22,4814296
2011/10/23,4610731
2011/10/24,4439238
2011/10/25,4254248
2011/10/26,3751228
2011/10/27,3664085
2011/10/28,3630828
2011/10/29,3558300
2011/10/30,3486672
2011/10/31,3444926
2011/11/01,3415476
2011/11/02,3394200
2011/11/03,3350268
2011/11/04,3329561
2011/11/05,3309862
2011/11/06,3226723
2011/11/07,2990217
2011/11/08,2901157
2011/11/09,2881138
2011/11/10,2857013
2011/11/11,2833750
2011/11/12,2790409
2011/11/13,2758156
2011/11/14,2724411
2011/11/15,2694099
2011/11/16,2700659
2011/11/17,2718923
2011/11/18,2811653
2011/11/19,2876383
2011/11/20,2879122
2011/11/21,2866828
2011/11/22,2889975
2011/11/23,2886863
2011/11/24,2898397
2011/11/25,2674934
2011/11/26,2699543
2011/11/27,2723849
2011/11/28,2811575
2011/11/29,2901742
2011/11/30,3078753
2011/12/01,3124838
2011/12/02,3290240
2011/12/03,3242650
2011/12/04,3135333
2011/12/05,2974657
2011/12/06,3150376
2011/12/07,3306591
2011/12/08,3431277
2011/12/09,3481437
2011/12/10,3457316
2011/12/11,3444602
2011/12/12,3446065
2011/12/13,3438316
2011/12/14,3432095
2011/12/15,3410398
2011/12/16,3407385
2011/12/17,3402196
2011/12/18,3392365
2011/12/19,3385820
2011/12/20,3380143
2011/12/21,3384459
2011/12/22,3380609
2011/12/23,3376639
2011/12/24,3370936
2011/12/25,3366349
2011/12/26,3372644
2011/12/27,3381571
2011/12/28,3374429
2011/12/29,3379976
2011/12/30,3367575
2011/12/31,3360508
2012/01/01,3354270
2012/01/02,3343869
2012/01/03,3333994
2012/01/04,3326391
2012/01/05,3351469
2012/01/06,3375743
2012/01/07,3379288
2012/01/08,3386668
2012/01/09,3398559
2012/01/10,3406388
2012/01/11,3415991
2012/01/12,3424890
2012/01/13,3433148
2012/01/14,3443072
2012/01/15,3443619
2012/01/16,3461513
2012/01/17,3477739
2012/01/18,3489772
2012/01/19,3496059
2012/01/20,3498262
2012/01/21,3493168
2012/01/22,3494445
2012/01/23,3497961
2012/01/24,3506056
2012/01/25,3512708
2012/01/26,3518943
2012/01/27,3520209
2012/01/28,3523757
2012/01/29,3526586
2012/01/30,3522760
2012/01/31,3524373
2012/02/01,3535660
2012/02/02,3542701
2012/02/03,3553837
2012/02/04,3565925
2012/02/05,3576097
2012/02/06,3555069
2012/02/07,3538550
2012/02/08,3541851
2012/02/09,3544822
2012/02/10,3553192
2012/02/11,3570188
2012/02/12,3576088
2012/02/13,3589092
2012/02/14,3603943
2012/02/15,3579287
2012/02/16,3531492
2012/02/17,3479977
2012/02/18,3473969
2012/02/19,3448524
2012/02/20,3376170
2012/02/21,3352822
2012/02/22,3348853
2012/02/23,3353110
2012/02/24,3339220
2012/02/25,3309813
2012/02/26,3213271
2012/02/27,3115206
2012/02/28,2924938
2012/02/29,2869723
2012/03/01,2716769
2012/03/02,2631034
2012/03/03,2558212
2012/03/04,2498502
2012/03/05,2291410
2012/03/06,2122228
2012/03/07,1989140
2012/03/08,1950012
2012/03/09,1942783
2012/03/10,1931703
2012/03/11,1925685
2012/03/12,1942593
2012/03/13,1957600
2012/03/14,1974380
2012/03/15,1984295
2012/03/16,2000046
2012/03/17,2014548
2012/03/18,2017178
2012/03/19,2019475
2012/03/20,2019810
2012/03/21,2027027
2012/03/22,2053865
2012/03/23,2086926
2012/03/24,2115394
2012/03/25,2104498
2012/03/26,2101620
2012/03/27,2118878
2012/03/28,2132070
2012/03/29,2182579
2012/03/30,2222109
2012/03/31,2250469
2012/04/01,2268658
2012/04/02,2292409
2012/04/03,2314907
2012/04/04,2308772
2012/04/05,2320049
2012/04/06,2332295
2012/04/07,2326491
2012/04/08,2363810
2012/04/09,2427476
2012/04/10,2446229
2012/04/11,2504044
2012/04/12,2546638
2012/04/13,2569604
2012/04/14,2604697
2012/04/15,2645445
2012/04/16,2707433
2012/04/17,2747509
2012/04/18,2780779
2012/04/19,2796892
2012/04/20,2945898
2012/04/21,3002947
2012/04/22,3041194
2012/04/23,3061768
2012/04/24,3078445
2012/04/25,3111929
2012/04/26,3197246
2012/04/27,3266305
2012/04/28,3296575
2012/04/29,3332590
2012/04/30,3373670
2012/05/01,3406757
2012/05/02,3443536
2012/05/03,3488170
2012/05/04,3529253
2012/05/05,3574982
2012/05/06,3592380
2012/05/07,3695897
2012/05/08,3896477
2012/05/09,4011547
2012/05/10,4056895
2012/05/11,4112169
2012/05/12,4269074
2012/05/13,4326793
2012/05/14,4381431
2012/05/15,4524415
2012/05/16,4641098
2012/05/17,4788666
2012/05/18,4861612
2012/05/19,4912957
2012/05/20,5006078
2012/05/21,5203241
2012/05/22,5396037
2012/05/23,5463697
2012/05/24,5496474
2012/05/25,5613939
2012/05/26,5870414
2012/05/27,5965242
2012/05/28,6067241
2012/05/29,6230592
2012/05/30,6330220
2012/05/31,6574127
2012/06/01,6725692
2012/06/02,6805557
2012/06/03,6884590
2012/06/04,7135669
2012/06/05,7385188
2012/06/06,7508423
2012/06/07,7774017
2012/06/08,8094028
2012/06/09,8158800
2012/06/10,8329209
2012/06/11,8487200
2012/06/12,8614735
2012/06/13,8743654
2012/06/14,9032994
2012/06/15,9244431
2012/06/16,9501248
2012/06/17,9574545
2012/06/18,9722162
2012/06/19,9845266
2012/06/20,9928980
2012/06/21,9957448
2012/06/22,10080903
2012/06/23,10276373
2012/06/24,10382719
2012/06/25,10479756
2012/06/26,10563735
2012/06/27,10642778
2012/06/28,10844793
2012/06/29,10982596
2012/06/30,11051261
2012/07/01,11111734
2012/07/02,11151054
2012/07/03,11214887
2012/07/04,11327136
2012/07/05,11442068
2012/07/06,11524532
2012/07/07,11765644
2012/07/08,11738134
2012/07/09,11855711
2012/07/10,11944337
2012/07/11,11965519
2012/07/12,12029889
2012/07/13,12181000
2012/07/14,12315959
2012/07/15,12338519
2012/07/16,12463601
2012/07/17,12645574
2012/07/18,12762188
2012/07/19,12711996
2012/07/20,12794685
2012/07/21,12966658
2012/07/22,13081945
2012/07/23,13239999
2012/07/24,13344509
2012/07/25,13334490
2012/07/26,13473033
2012/07/27,13635169
2012/07/28,13750081
2012/07/29,13795757
2012/07/30,13827462
2012/07/31,14069517
2012/08/01,14234218
2012/08/02,14364560
2012/08/03,14462598
2012/08/04,14589077
2012/08/05,14699454
2012/08/06,14714634
2012/08/07,14817102
2012/08/08,14948407
2012/08/09,15035989
2012/08/10,15063872
2012/08/11,15173504
2012/08/12,15244563
2012/08/13,15273871
2012/08/14,15276965
2012/08/15,15324172
2012/08/16,15515392
2012/08/17,15818356
2012/08/18,15979131
2012/08/19,16404062
2012/08/20,17133311
2012/08/21,17631404
2012/08/22,18409787
2012/08/23,19105379
2012/08/24,20099122
2012/08/25,20495489
2012/08/26,20758621
2012/08/27,21325773
2012/08/28,22009444
2012/08/29,23512064
2012/08/30,24719951
2012/08/31,25643610
2012/09/01,26514219
2012/09/02,26907297
2012/09/03,27059234
2012/09/04,27652939
2012/09/05,28446957
2012/09/06,30793599
2012/09/07,32970959
2012/09/08,33695668
2012/09/09,33980743
2012/09/10,36140484
2012/09/11,38502836
2012/09/12,39545170
2012/09/13,42136121
2012/09/14,44168879
2012/09/15,44969331
2012/09/16,46625702
2012/09/17,48192513
2012/09/18,49803279
2012/09/19,54035717
2012/09/20,56059721
2012/09/21,59394811
2012/09/22,61273373
2012/09/23,62195541
2012/09/24,63157418
2012/09/25,63244112
2012/09/26,63214586
2012/09/27,63209855
2012/09/28,63455743
2012/09/29,63529003
2012/09/30,63633155
2012/10/01,63744514
2012/10/02,63852848
2012/10/03,63879231
2012/10/04,63942591
2012/10/05,64002199
2012/10/06,64211678
2012/10/07,64283925
2012/10/08,64336498
2012/10/09,64416420
2012/10/10,64415060
2012/10/11,64368943
2012/10/12,64507517
2012/10/13,64750115
2012/10/14,64737749
2012/10/15,64601956
2012/10/16,64800460
2012/10/17,65115030
2012/10/18,65398877
2012/10/19,65517516
2012/10/20,65701702
2012/10/21,65797594
2012/10/22,65921120
2012/10/23,66153326
2012/10/24,66170542
2012/10/25,66132996
2012/10/26,66079574
2012/10/27,66159230
2012/10/28,66171232
2012/10/29,65982248
2012/10/30,66238199
2012/10/31,66500461
2012/11/01,66644523
2012/11/02,66577685
2012/11/03,66564284
2012/11/04,66592416
2012/11/05,66627605
2012/11/06,66651606
2012/11/07,66697763
2012/11/08,66648988
2012/11/09,66557020
2012/11/10,66405605
2012/11/11,66212811
2012/11/12,66071306
2012/11/13,65926342
2012/11/14,65780724
2012/11/15,65727547
2012/11/16,65914971
2012/11/17,65613082
2012/11/18,64915642
2012/11/19,64486478
2012/11/20,63840381
2012/11/21,63120577
2012/11/22,62039642
2012/11/23,61677791
2012/11/24,61446696
2012/11/25,60799505
2012/11/26,60126302
2012/11/27,58534274
2012/11/28,57398297
2012/11/29,56517006
2012/11/30,55651644
2012/12/01,55068976
2012/12/02,54784406
2012/12/03,54272814
2012/12/04,53535018
2012/12/05,51261801
2012/12/06,49471119
2012/12/07,48848636
2012/12/08,48524669
2012/12/09,46408753
2012/12/10,44036327
2012/12/11,42906684
2012/12/12,40609264
2012/12/13,38875352
2012/12/14,38413103
2012/12/15,36826939
2012/12/16,35371852
2012/12/17,33893158
2012/12/18,29925134
2012/12/19,27895154
2012/12/20,24475179
2012/12/21,22705811
2012/12/22,21854707
2012/12/23,20896635
2012/12/24,20815879
2012/12/25,20675346
2012/12/26,20582525
2012/12/27,20345947
2012/12/28,20324163
2012/12/29,20277995
2012/12/30,20172842
2012/12/31,20076909
2013/01/01,20115763
2013/01/02,20219268
2013/01/03,20087260
2013/01/04,20147755
2013/01/05,20214330
2013/01/06,20144933
2013/01/07,20181655
2013/01/08,20381533
2013/01/09,20469307
2013/01/10,20319392
2013/01/11,20162197
2013/01/12,20123998
2013/01/13,20150314
2013/01/14,19963263
2013/01/15,19842032
2013/01/16,19747840
2013/01/17,19690841
2013/01/18,19617681
2013/01/19,19567605
2013/01/20,19468270
2013/01/21,19329279
2013/01/22,19339059
2013/01/23,19601502
2013/01/24,19753515
2013/01/25,19841972
2013/01/26,19978273
2013/01/27,20135429
2013/01/28,19957698
2013/01/29,19972354
2013/01/30,20023306
2013/01/31,20253689
2013/02/01,20422863
2013/02/02,20428943
2013/02/03,20437292
2013/02/04,20551256
2013/02/05,20762887
2013/02/06,21013039
2013/02/07,21299886
2013/02/08,21757518
2013/02/09,22115922
2013/02/10,22395754
2013/02/11,22627060
2013/02/12,22781083
2013/02/13,22744418
2013/02/14,22676350
2013/02/15,22692941
2013/02/16,22789319
2013/02/17,22919856
2013/02/18,23058842
2013/02/19,23340810
2013/02/20,23501697
2013/02/21,23669876
2013/02/22,24000565
2013/02/23,24239441
2013/02/24,24605426
2013/02/25,24990064
2013/02/26,25182699
2013/02/27,25504033
2013/02/28,25888998
2013/03/01,26336456
2013/03/02,26711808
2013/03/03,26769443
2013/03/04,26750536
2013/03/05,27088887
2013/03/06,27511906
2013/03/07,27838956
2013/03/08,28213223
2013/03/09,28449165
2013/03/10,28871956
2013/03/11,29102917
2013/03/12,29261955
2013/03/13,29353552
2013/03/14,29403236
2013/03/15,31693989
2013/03/16,32528304
2013/03/17,32668853
2013/03/18,34225023
2013/03/19,35108164
2013/03/20,36116246
2013/03/21,37184225
2013/03/22,37934204
2013/03/23,38665500
2013/03/24,39142202
2013/03/25,40120380
2013/03/26,41277147
2013/03/27,43379425
2013/03/28,44806341
2013/03/29,45945907
2013/03/30,47520681
2013/03/31,48804672
2013/04/01,50015639
2013/04/02,52609580
2013/04/03,55179282
2013/04/04,57367531
2013/04/05,59595584
2013/04/06,61196359
2013/04/07,62405013
2013/04/08,64431646
2013/04/09,67789645
2013/04/10,72404772
2013/04/11,74349257
2013/04/12,75753638
2013/04/13,76726062
2013/04/14,77237603
2013/04/15,77785369
2013/04/16,78822824
2013/04/17,79929025
2013/04/18,85757610
2013/04/19,87640254
2013/04/20,88638558
2013/04/21,89601510
2013/04/22,91302536
2013/04/23,92896182
2013/04/24,95318799
2013/04/25,97479225
2013/04/26,98885514
2013/04/27,99679332
2013/04/28,100074880
2013/04/29,100835661
2013/04/30,101352835
2013/05/01,102233390
2013/05/02,102839728
2013/05/03,103356470
2013/05/04,103547827
2013/05/05,103854471
2013/05/06,104362540
2013/05/07,105019804
2013/05/08,105524476
2013/05/09,105710349
2013/05/10,106168936
2013/05/11,106552887
2013/05/12,106797975
2013/05/13,107323460
2013/05/14,107851154
2013/05/15,108187749
2013/05/16,108551251
2013/05/17,109031405
2013/05/18,109474500
2013/05/19,109625214
2013/05/20,109850633
2013/05/21,110276921
2013/05/22,110816057
2013/05/23,111159674
2013/05/24,111788629
2013/05/25,112186721
2013/05/26,112126926
2013/05/27,112533417
2013/05/28,112941060
2013/05/29,113397577
2013/05/30,113683197
2013/05/31,114011780
2013/06/01,114337147
2013/06/02,114528800
2013/06/03,114711010
2013/06/04,114597056
2013/06/05,114792930
2013/06/06,115196936
2013/06/07,115542914
2013/06/08,115412659
2013/06/09,115705828
2013/06/10,115550688
2013/06/11,115533497
2013/06/12,115668754
2013/06/13,113810964
2013/06/14,113499784
2013/06/15,113537355
2013/06/16,112169879
2013/06/17,111742578
2013/06/18,111295241
2013/06/19,110614817
2013/06/20,110467379
2013/06/21,110370342
2013/06/22,110200431
2013/06/23,109484112
2013/06/24,108863702
2013/06/25,107384318
2013/06/26,106436304
2013/06/27,105704736
2013/06/28,104651695
2013/06/29,103669075
2013/06/30,102626684
2013/07/01,100541168
2013/07/02,98377801
2013/07/03,96568468
2013/07/04,94761630
2013/07/05,93765695
2013/07/06,92841474
2013/07/07,90989948
2013/07/08,88042869
2013/07/09,84123089
2013/07/10,82853383
2013/07/11,82226071
2013/07/12,82053797
2013/07/13,82195983
2013/07/14,81863182
2013/07/15,81136796
2013/07/16,80633180
2013/07/17,75509313
2013/07/18,74280927
2013/07/19,73817119
2013/07/20,73098782
2013/07/21,71586906
2013/07/22,70351173
2013/07/23,68528922
2013/07/24,66902101
2013/07/25,66001408
2013/07/26,65661812
2013/07/27,65384225
2013/07/28,64724703
2013/07/29,64573567
2013/07/30,64366119
2013/07/31,64227431
2013/08/01,64624665
2013/08/02,65061448
2013/08/03,65083859
2013/08/04,64651751
2013/08/05,64431408
2013/08/06,64308088
2013/08/07,64429927
2013/08/08,64286834
2013/08/09,64178622
2013/08/10,64107427
2013/08/11,63691648
2013/08/12,63708750
2013/08/13,64291275
2013/08/14,64947817
2013/08/15,64925656
2013/08/16,65289244
2013/08/17,65792889
2013/08/18,65983208
2013/08/19,66329194
2013/08/20,66494390
2013/08/21,67095380
2013/08/22,67050017
2013/08/23,67068079
2013/08/24,67177073
2013/08/25,66946539
2013/08/26,66847032
2013/08/27,66946645
2013/08/28,67037695
2013/08/29,67033901
2013/08/30,67450779
2013/08/31,67786058
2013/09/01,67608399
2013/09/02,67693661
2013/09/03,67991698
2013/09/04,68132381
2013/09/05,68279243
2013/09/06,68672559
2013/09/07,68673929
2013/09/08,68610201
2013/09/09,68671954
2013/09/10,68786082
2013/09/11,68925098
2013/09/12,68989112
2013/09/13,69371036
2013/09/14,69514901
2013/09/15,69399032
2013/09/16,69562393
2013/09/17,69729556
2013/09/18,69876068
2013/09/19,70182040
2013/09/20,70643546
2013/09/21,70866836
2013/09/22,70849092
2013/09/23,71358580
2013/09/24,71898039
2013/09/25,72337836
2013/09/26,72626080
2013/09/27,73019528
2013/09/28,73325379
2013/09/29,73232639
2013/09/30,73646032
2013/10/01,74348069
2013/10/02,74995297
2013/10/03,75244682
2013/10/04,75705368
2013/10/05,75752658
2013/10/06,75609305
2013/10/07,75593646
2013/10/08,75583880
2013/10/09,75753898
2013/10/10,75729182
2013/10/11,75884208
2013/10/12,76201320
2013/10/13,76422790
2013/10/14,76714551
2013/10/15,76977549
2013/10/16,77513110
2013/10/17,77991926
2013/10/18,78949203
2013/10/19,80124208
2013/10/20,80510175
2013/10/21,81434128
2013/10/22,82813182
2013/10/23,84218355
2013/10/24,85456721
2013/10/25,90196382
2013/10/26,90831023
2013/10/27,91002457
2013/10/28,91207228
2013/10/29,93853306
2013/10/30,94088325
2013/10/31,94474728
2013/11/01,94986237
2013/11/02,95542828
2013/11/03,95767774
2013/11/04,97001334
2013/11/05,98585877
2013/11/06,100050244
2013/11/07,102630195
2013/11/08,105218887
2013/11/09,107713025
2013/11/10,109055245
2013/11/11,109794457
2013/11/12,111924168
2013/11/13,115444049
2013/11/14,118528007
2013/11/15,128364147
2013/11/16,134023225
2013/11/17,138175108
2013/11/18,148257304
2013/11/19,160358275
2013/11/20,168187438
2013/11/21,180673514
2013/11/22,197217265
2013/11/23,208446371
2013/11/24,218872520
2013/11/25,228916526
2013/11/26,262599664
2013/11/27,293301814
2013/11/28,325732218
2013/11/29,352003916
2013/11/30,372176334
2013/12/01,385823007
2013/12/02,398596354
2013/12/03,409956168
2013/12/04,423747072
2013/12/05,438590308
2013/12/06,449090730
2013/12/07,467045513
2013/12/08,475962710
2013/12/09,486220677
2013/12/10,493426040
2013/12/11,502940978
2013/12/12,510487156
2013/12/13,518284189
2013/12/14,523400440
2013/12/15,526509255
2013/12/16,543258487
2013/12/17,553809739
2013/12/18,564518435
2013/12/19,572581622
2013/12/20,578562236
2013/12/21,584382684
2013/12/22,589389598
2013/12/23,593167941
2013/12/24,598431581
2013/12/25,603757378
2013/12/26,607569218
2013/12/27,611606344
2013/12/28,615647369
2013/12/29,621137042
2013/12/30,626046950
2013/12/31,628340513
2014/01/01,631638544
2014/01/02,636289026
2014/01/03,643293277
2014/01/04,648340353
2014/01/05,656173223
2014/01/06,665305700
2014/01/07,672995954
2014/01/08,678595927
2014/01/09,682364114
2014/01/10,686313185
2014/01/11,689121551
2014/01/12,691599759
2014/01/13,694698518
2014/01/14,699544320
2014/01/15,703517687
2014/01/16,707218816
2014/01/17,708902181
2014/01/18,710676583
2014/01/19,713736953
2014/01/20,718405822
2014/01/21,721569910
2014/01/22,723659562
2014/01/23,722869566
2014/01/24,727931323
2014/01/25,730904448
2014/01/26,733158667
2014/01/27,737748147
2014/01/28,741444030
2014/01/29,744064130
2014/01/30,747352754
2014/01/31,749708487
2014/02/01,752560647
2014/02/02,754865832
2014/02/03,756469234
2014/02/04,760904451
2014/02/05,763649700
2014/02/06,766109048
2014/02/07,769630915
2014/02/08,771560537
2014/02/09,772927765
2014/02/10,774924316
2014/02/11,775381367
