Date,mining_profitability90ema
2010/11/10,112632
2010/11/11,111228
2010/11/12,109861
2010/11/13,109019
2010/11/14,108050
2010/11/15,106876
2010/11/16,105754
2010/11/17,104609
2010/11/18,103397
2010/11/19,101781
2010/11/20,100393
2010/11/21,99113
2010/11/22,97894
2010/11/23,96589
2010/11/24,95443
2010/11/25,94373
2010/11/26,93189
2010/11/27,91993
2010/11/28,90879
2010/11/29,89767
2010/11/30,88426
2010/12/01,87102
2010/12/02,85824
2010/12/03,84618
2010/12/04,83433
2010/12/05,82177
2010/12/06,80957
2010/12/07,79784
2010/12/08,78679
2010/12/09,77463
2010/12/10,76074
2010/12/11,74820
2010/12/12,73550
2010/12/13,72281
2010/12/14,71165
2010/12/15,70076
2010/12/16,68944
2010/12/17,67846
2010/12/18,66796
2010/12/19,65806
2010/12/20,64768
2010/12/21,63823
2010/12/22,62753
2010/12/23,61755
2010/12/24,60776
2010/12/25,59846
2010/12/26,58908
2010/12/27,58034
2010/12/28,57161
2010/12/29,56330
2010/12/30,55560
2010/12/31,54784
2011/01/01,54051
2011/01/02,53306
2011/01/03,52503
2011/01/04,51740
2011/01/05,51020
2011/01/06,50263
2011/01/07,49628
2011/01/08,48950
2011/01/09,48330
2011/01/10,47684
2011/01/11,47104
2011/01/12,46503
2011/01/13,45938
2011/01/14,45420
2011/01/15,44871
2011/01/16,44366
2011/01/17,43850
2011/01/18,43234
2011/01/19,42680
2011/01/20,42197
2011/01/21,41715
2011/01/22,41328
2011/01/23,40938
2011/01/24,40595
2011/01/25,40174
2011/01/26,39780
2011/01/27,39321
2011/01/28,38891
2011/01/29,38504
2011/01/30,38102
2011/01/31,37823
2011/02/01,37572
2011/02/02,37448
2011/02/03,37351
2011/02/04,37369
2011/02/05,37374
2011/02/06,37460
2011/02/07,37603
2011/02/08,37484
2011/02/09,37571
2011/02/10,37615
2011/02/11,37654
2011/02/12,37722
2011/02/13,37792
2011/02/14,37851
2011/02/15,37988
2011/02/16,38080
2011/02/17,38075
2011/02/18,37847
2011/02/19,37491
2011/02/20,37252
2011/02/21,36941
2011/02/22,36660
2011/02/23,36450
2011/02/24,36189
2011/02/25,35973
2011/02/26,35812
2011/02/27,35419
2011/02/28,34933
2011/03/01,34489
2011/03/02,34130
2011/03/03,33783
2011/03/04,33435
2011/03/05,33108
2011/03/06,32733
2011/03/07,32304
2011/03/08,31925
2011/03/09,31510
2011/03/10,31032
2011/03/11,30619
2011/03/12,30226
2011/03/13,29793
2011/03/14,29397
2011/03/15,29017
2011/03/16,28633
2011/03/17,28267
2011/03/18,27853
2011/03/19,27466
2011/03/20,27101
2011/03/21,26730
2011/03/22,26342
2011/03/23,26037
2011/03/24,25697
2011/03/25,25448
2011/03/26,25139
2011/03/27,24841
2011/03/28,24580
2011/03/29,24291
2011/03/30,24011
2011/03/31,23755
2011/04/01,23469
2011/04/02,23202
2011/04/03,22945
2011/04/04,22669
2011/04/05,22397
2011/04/06,22084
2011/04/07,21795
2011/04/08,21533
2011/04/09,21249
2011/04/10,20992
2011/04/11,20735
2011/04/12,20495
2011/04/13,20288
2011/04/14,20084
2011/04/15,19891
2011/04/16,19751
2011/04/17,19621
2011/04/18,19450
2011/04/19,19326
2011/04/20,19167
2011/04/21,19012
2011/04/22,18933
2011/04/23,18889
2011/04/24,18867
2011/04/25,18875
2011/04/26,18854
2011/04/27,18861
2011/04/28,18939
2011/04/29,19156
2011/04/30,19386
2011/05/01,19601
2011/05/02,19821
2011/05/03,20047
2011/05/04,20308
2011/05/05,20569
2011/05/06,20816
2011/05/07,21056
2011/05/08,21385
2011/05/09,21654
2011/05/10,21759
2011/05/11,22092
2011/05/12,22399
2011/05/13,23025
2011/05/14,23639
2011/05/15,24052
2011/05/16,24653
2011/05/17,25196
2011/05/18,25646
2011/05/19,25576
2011/05/20,25607
2011/05/21,25602
2011/05/22,25631
2011/05/23,25756
2011/05/24,25869
2011/05/25,26030
2011/05/26,26102
2011/05/27,25848
2011/05/28,25683
2011/05/29,25584
2011/05/30,25435
2011/05/31,25311
2011/06/01,25278
2011/06/02,25228
2011/06/03,25315
2011/06/04,25654
2011/06/05,25981
2011/06/06,26199
2011/06/07,26385
2011/06/08,26879
2011/06/09,27516
2011/06/10,27946
2011/06/11,28165
2011/06/12,28168
2011/06/13,28284
2011/06/14,28462
2011/06/15,28469
2011/06/16,28211
2011/06/17,28005
2011/06/18,27820
2011/06/19,27662
2011/06/20,27491
2011/06/21,27341
2011/06/22,27165
2011/06/23,26990
2011/06/24,26703
2011/06/25,26357
2011/06/26,26046
2011/06/27,25760
2011/06/28,25470
2011/06/29,25184
2011/06/30,24912
2011/07/01,24598
2011/07/02,24297
2011/07/03,24007
2011/07/04,23724
2011/07/05,23393
2011/07/06,23104
2011/07/07,22785
2011/07/08,22524
2011/07/09,22217
2011/07/10,21925
2011/07/11,21657
2011/07/12,21375
2011/07/13,21130
2011/07/14,20839
2011/07/15,20584
2011/07/16,20315
2011/07/17,20073
2011/07/18,19827
2011/07/19,19554
2011/07/20,19316
2011/07/21,19069
2011/07/22,18831
2011/07/23,18592
2011/07/24,18371
2011/07/25,18151
2011/07/26,17946
2011/07/27,17724
2011/07/28,17500
2011/07/29,17297
2011/07/30,17093
2011/07/31,16901
2011/08/01,16681
2011/08/02,16461
2011/08/03,16225
2011/08/04,15974
2011/08/05,15750
2011/08/06,15492
2011/08/07,15236
2011/08/08,14998
2011/08/09,14778
2011/08/10,14565
2011/08/11,14358
2011/08/12,14152
2011/08/13,13950
2011/08/14,13774
2011/08/15,13591
2011/08/16,13443
2011/08/17,13278
2011/08/18,13116
2011/08/19,12958
2011/08/20,12826
2011/08/21,12694
2011/08/22,12546
2011/08/23,12395
2011/08/24,12247
2011/08/25,12105
2011/08/26,11949
2011/08/27,11782
2011/08/28,11630
2011/08/29,11494
2011/08/30,11352
2011/08/31,11209
2011/09/01,11058
2011/09/02,10927
2011/09/03,10790
2011/09/04,10656
2011/09/05,10526
2011/09/06,10385
2011/09/07,10236
2011/09/08,10096
2011/09/09,9954
2011/09/10,9790
2011/09/11,9636
2011/09/12,9503
2011/09/13,9370
2011/09/14,9236
2011/09/15,9103
2011/09/16,8957
2011/09/17,8825
2011/09/18,8695
2011/09/19,8564
2011/09/20,8455
2011/09/21,8342
2011/09/22,8228
2011/09/23,8112
2011/09/24,8005
2011/09/25,7895
2011/09/26,7788
2011/09/27,7676
2011/09/28,7575
2011/09/29,7466
2011/09/30,7363
2011/10/01,7277
2011/10/02,7176
2011/10/03,7089
2011/10/04,6988
2011/10/05,6909
2011/10/06,6814
2011/10/07,6728
2011/10/08,6628
2011/10/09,6539
2011/10/10,6449
2011/10/11,6351
2011/10/12,6267
2011/10/13,6184
2011/10/14,6115
2011/10/15,6036
2011/10/16,5956
2011/10/17,5871
2011/10/18,5779
2011/10/19,5689
2011/10/20,5598
2011/10/21,5509
2011/10/22,5428
2011/10/23,5358
2011/10/24,5289
2011/10/25,5212
2011/10/26,5137
2011/10/27,5063
2011/10/28,5000
2011/10/29,4940
2011/10/30,4887
2011/10/31,4840
2011/11/01,4798
2011/11/02,4752
2011/11/03,4700
2011/11/04,4660
2011/11/05,4611
2011/11/06,4563
2011/11/07,4517
2011/11/08,4477
2011/11/09,4435
2011/11/10,4386
2011/11/11,4340
2011/11/12,4306
2011/11/13,4266
2011/11/14,4221
2011/11/15,4172
2011/11/16,4122
2011/11/17,4076
2011/11/18,4027
2011/11/19,3973
2011/11/20,3934
2011/11/21,3883
2011/11/22,3842
2011/11/23,3800
2011/11/24,3758
2011/11/25,3725
2011/11/26,3687
2011/11/27,3650
2011/11/28,3619
2011/11/29,3591
2011/11/30,3577
2011/12/01,3562
2011/12/02,3536
2011/12/03,3523
2011/12/04,3499
2011/12/05,3481
2011/12/06,3468
2011/12/07,3446
2011/12/08,3438
2011/12/09,3421
2011/12/10,3401
2011/12/11,3397
2011/12/12,3380
2011/12/13,3369
2011/12/14,3360
2011/12/15,3338
2011/12/16,3324
2011/12/17,3320
2011/12/18,3306
2011/12/19,3302
2011/12/20,3295
2011/12/21,3299
2011/12/22,3304
2011/12/23,3302
2011/12/24,3308
2011/12/25,3322
2011/12/26,3326
2011/12/27,3320
2011/12/28,3329
2011/12/29,3328
2011/12/30,3345
2011/12/31,3355
2012/01/01,3378
2012/01/02,3404
2012/01/03,3425
2012/01/04,3443
2012/01/05,3492
2012/01/06,3548
2012/01/07,3603
2012/01/08,3650
2012/01/09,3688
2012/01/10,3711
2012/01/11,3752
2012/01/12,3783
2012/01/13,3820
2012/01/14,3853
2012/01/15,3881
2012/01/16,3934
2012/01/17,3950
2012/01/18,3952
2012/01/19,3986
2012/01/20,4017
2012/01/21,4039
2012/01/22,4047
2012/01/23,4073
2012/01/24,4087
2012/01/25,4096
2012/01/26,4103
2012/01/27,4103
2012/01/28,4103
2012/01/29,4115
2012/01/30,4118
2012/01/31,4112
2012/02/01,4117
2012/02/02,4138
2012/02/03,4142
2012/02/04,4150
2012/02/05,4147
2012/02/06,4145
2012/02/07,4140
2012/02/08,4144
2012/02/09,4147
2012/02/10,4143
2012/02/11,4151
2012/02/12,4149
2012/02/13,4135
2012/02/14,4126
2012/02/15,4106
2012/02/16,4083
2012/02/17,4069
2012/02/18,4052
2012/02/19,4027
2012/02/20,4002
2012/02/21,3984
2012/02/22,3971
2012/02/23,3961
2012/02/24,3956
2012/02/25,3946
2012/02/26,3933
2012/02/27,3926
2012/02/28,3922
2012/02/29,3914
2012/03/01,3903
2012/03/02,3885
2012/03/03,3867
2012/03/04,3857
2012/03/05,3848
2012/03/06,3833
2012/03/07,3827
2012/03/08,3814
2012/03/09,3807
2012/03/10,3791
2012/03/11,3777
2012/03/12,3770
2012/03/13,3762
2012/03/14,3752
2012/03/15,3745
2012/03/16,3750
2012/03/17,3749
2012/03/18,3741
2012/03/19,3726
2012/03/20,3719
2012/03/21,3706
2012/03/22,3695
2012/03/23,3678
2012/03/24,3677
2012/03/25,3657
2012/03/26,3643
2012/03/27,3635
2012/03/28,3624
2012/03/29,3608
2012/03/30,3598
2012/03/31,3588
2012/04/01,3571
2012/04/02,3550
2012/04/03,3543
2012/04/04,3531
2012/04/05,3517
2012/04/06,3514
2012/04/07,3500
2012/04/08,3492
2012/04/09,3478
2012/04/10,3470
2012/04/11,3456
2012/04/12,3442
2012/04/13,3433
2012/04/14,3432
2012/04/15,3418
2012/04/16,3423
2012/04/17,3415
2012/04/18,3411
2012/04/19,3414
2012/04/20,3409
2012/04/21,3411
2012/04/22,3405
2012/04/23,3395
2012/04/24,3394
2012/04/25,3387
2012/04/26,3392
2012/04/27,3390
2012/04/28,3390
2012/04/29,3395
2012/04/30,3395
2012/05/01,3391
2012/05/02,3385
2012/05/03,3386
2012/05/04,3385
2012/05/05,3390
2012/05/06,3387
2012/05/07,3388
2012/05/08,3385
2012/05/09,3378
2012/05/10,3358
2012/05/11,3358
2012/05/12,3341
2012/05/13,3333
2012/05/14,3324
2012/05/15,3312
2012/05/16,3305
2012/05/17,3295
2012/05/18,3292
2012/05/19,3288
2012/05/20,3279
2012/05/21,3267
2012/05/22,3258
2012/05/23,3256
2012/05/24,3249
2012/05/25,3249
2012/05/26,3254
2012/05/27,3255
2012/05/28,3253
2012/05/29,3248
2012/05/30,3251
2012/05/31,3248
2012/06/01,3257
2012/06/02,3260
2012/06/03,3257
2012/06/04,3259
2012/06/05,3265
2012/06/06,3266
2012/06/07,3271
2012/06/08,3277
2012/06/09,3288
2012/06/10,3293
2012/06/11,3286
2012/06/12,3303
2012/06/13,3306
2012/06/14,3322
2012/06/15,3335
2012/06/16,3353
2012/06/17,3367
2012/06/18,3390
2012/06/19,3387
2012/06/20,3409
2012/06/21,3419
2012/06/22,3433
2012/06/23,3443
2012/06/24,3437
2012/06/25,3447
2012/06/26,3454
2012/06/27,3464
2012/06/28,3469
2012/06/29,3480
2012/06/30,3485
2012/07/01,3496
2012/07/02,3506
2012/07/03,3518
2012/07/04,3519
2012/07/05,3524
2012/07/06,3534
2012/07/07,3543
2012/07/08,3546
2012/07/09,3556
2012/07/10,3567
2012/07/11,3572
2012/07/12,3594
2012/07/13,3616
2012/07/14,3632
2012/07/15,3640
2012/07/16,3665
2012/07/17,3696
2012/07/18,3718
2012/07/19,3733
2012/07/20,3760
2012/07/21,3778
2012/07/22,3803
2012/07/23,3815
2012/07/24,3837
2012/07/25,3856
2012/07/26,3875
2012/07/27,3903
2012/07/28,3910
2012/07/29,3942
2012/07/30,3951
2012/07/31,3953
2012/08/01,3970
2012/08/02,4001
2012/08/03,4027
2012/08/04,4057
2012/08/05,4078
2012/08/06,4105
2012/08/07,4146
2012/08/08,4180
2012/08/09,4210
2012/08/10,4235
2012/08/11,4268
2012/08/12,4292
2012/08/13,4320
2012/08/14,4344
2012/08/15,4380
2012/08/16,4412
2012/08/17,4436
2012/08/18,4463
2012/08/19,4480
2012/08/20,4466
2012/08/21,4463
2012/08/22,4467
2012/08/23,4470
2012/08/24,4466
2012/08/25,4465
2012/08/26,4472
2012/08/27,4463
2012/08/28,4467
2012/08/29,4471
2012/08/30,4466
2012/08/31,4460
2012/09/01,4455
2012/09/02,4455
2012/09/03,4444
2012/09/04,4450
2012/09/05,4451
2012/09/06,4446
2012/09/07,4439
2012/09/08,4426
2012/09/09,4427
2012/09/10,4420
2012/09/11,4408
2012/09/12,4413
2012/09/13,4400
2012/09/14,4401
2012/09/15,4400
2012/09/16,4406
2012/09/17,4408
2012/09/18,4407
2012/09/19,4402
2012/09/20,4408
2012/09/21,4412
2012/09/22,4401
2012/09/23,4403
2012/09/24,4400
2012/09/25,4387
2012/09/26,4388
2012/09/27,4398
2012/09/28,4392
2012/09/29,4396
2012/09/30,4393
2012/10/01,4382
2012/10/02,4388
2012/10/03,4379
2012/10/04,4377
2012/10/05,4373
2012/10/06,4379
2012/10/07,4361
2012/10/08,4364
2012/10/09,4348
2012/10/10,4339
2012/10/11,4326
2012/10/12,4319
2012/10/13,4313
2012/10/14,4296
2012/10/15,4297
2012/10/16,4287
2012/10/17,4275
2012/10/18,4272
2012/10/19,4251
2012/10/20,4252
2012/10/21,4242
2012/10/22,4234
2012/10/23,4214
2012/10/24,4213
2012/10/25,4201
2012/10/26,4190
2012/10/27,4170
2012/10/28,4156
2012/10/29,4137
2012/10/30,4114
2012/10/31,4099
2012/11/01,4081
2012/11/02,4062
2012/11/03,4045
2012/11/04,4028
2012/11/05,4014
2012/11/06,3994
2012/11/07,3984
2012/11/08,3966
2012/11/09,3954
2012/11/10,3934
2012/11/11,3923
2012/11/12,3903
2012/11/13,3894
2012/11/14,3879
2012/11/15,3865
2012/11/16,3859
2012/11/17,3849
2012/11/18,3837
2012/11/19,3838
2012/11/20,3828
2012/11/21,3823
2012/11/22,3813
2012/11/23,3821
2012/11/24,3814
2012/11/25,3810
2012/11/26,3807
2012/11/27,3801
2012/11/28,3788
2012/11/29,3743
2012/11/30,3698
2012/12/01,3662
2012/12/02,3619
2012/12/03,3580
2012/12/04,3538
2012/12/05,3506
2012/12/06,3473
2012/12/07,3440
2012/12/08,3408
2012/12/09,3374
2012/12/10,3347
2012/12/11,3319
2012/12/12,3287
2012/12/13,3260
2012/12/14,3230
2012/12/15,3207
2012/12/16,3178
2012/12/17,3157
2012/12/18,3131
2012/12/19,3108
2012/12/20,3080
2012/12/21,3059
2012/12/22,3043
2012/12/23,3012
2012/12/24,2992
2012/12/25,2969
2012/12/26,2958
2012/12/27,2942
2012/12/28,2928
2012/12/29,2912
2012/12/30,2903
2012/12/31,2885
2013/01/01,2871
2013/01/02,2857
2013/01/03,2844
2013/01/04,2831
2013/01/05,2815
2013/01/06,2804
2013/01/07,2796
2013/01/08,2775
2013/01/09,2760
2013/01/10,2749
2013/01/11,2732
2013/01/12,2722
2013/01/13,2712
2013/01/14,2705
2013/01/15,2688
2013/01/16,2681
2013/01/17,2666
2013/01/18,2662
2013/01/19,2662
2013/01/20,2655
2013/01/21,2647
2013/01/22,2650
2013/01/23,2647
2013/01/24,2658
2013/01/25,2660
2013/01/26,2673
2013/01/27,2678
2013/01/28,2683
2013/01/29,2697
2013/01/30,2709
2013/01/31,2731
2013/02/01,2737
2013/02/02,2749
2013/02/03,2776
2013/02/04,2783
2013/02/05,2792
2013/02/06,2797
2013/02/07,2811
2013/02/08,2824
2013/02/09,2839
2013/02/10,2859
2013/02/11,2873
2013/02/12,2889
2013/02/13,2919
2013/02/14,2933
2013/02/15,2965
2013/02/16,2992
2013/02/17,3016
2013/02/18,3023
2013/02/19,3041
2013/02/20,3074
2013/02/21,3089
2013/02/22,3114
2013/02/23,3131
2013/02/24,3146
2013/02/25,3176
2013/02/26,3192
2013/02/27,3216
2013/02/28,3236
2013/03/01,3255
2013/03/02,3267
2013/03/03,3283
2013/03/04,3299
2013/03/05,3309
2013/03/06,3339
2013/03/07,3376
2013/03/08,3407
2013/03/09,3446
2013/03/10,3486
2013/03/11,3516
2013/03/12,3553
2013/03/13,3586
2013/03/14,3616
2013/03/15,3635
2013/03/16,3659
2013/03/17,3687
2013/03/18,3708
2013/03/19,3734
2013/03/20,3802
2013/03/21,3866
2013/03/22,3934
2013/03/23,3993
2013/03/24,4018
2013/03/25,4036
2013/03/26,4067
2013/03/27,4105
2013/03/28,4178
2013/03/29,4229
2013/03/30,4281
2013/03/31,4340
2013/04/01,4403
2013/04/02,4482
2013/04/03,4578
2013/04/04,4670
2013/04/05,4786
2013/04/06,4877
2013/04/07,4977
2013/04/08,5090
2013/04/09,5272
2013/04/10,5426
2013/04/11,5463
2013/04/12,5483
2013/04/13,5507
2013/04/14,5513
2013/04/15,5521
2013/04/16,5508
2013/04/17,5497
2013/04/18,5483
2013/04/19,5499
2013/04/20,5530
2013/04/21,5553
2013/04/22,5565
2013/04/23,5597
2013/04/24,5638
2013/04/25,5702
2013/04/26,5736
2013/04/27,5751
2013/04/28,5796
2013/04/29,5828
2013/04/30,5841
2013/05/01,5852
2013/05/02,5841
2013/05/03,5823
2013/05/04,5819
2013/05/05,5829
2013/05/06,5821
2013/05/07,5815
2013/05/08,5805
2013/05/09,5797
2013/05/10,5797
2013/05/11,5800
2013/05/12,5786
2013/05/13,5773
2013/05/14,5749
2013/05/15,5723
2013/05/16,5707
2013/05/17,5697
2013/05/18,5686
2013/05/19,5669
2013/05/20,5648
2013/05/21,5647
2013/05/22,5638
2013/05/23,5641
2013/05/24,5640
2013/05/25,5639
2013/05/26,5632
2013/05/27,5628
2013/05/28,5619
2013/05/29,5613
2013/05/30,5612
2013/05/31,5600
2013/06/01,5606
2013/06/02,5590
2013/06/03,5582
2013/06/04,5572
2013/06/05,5538
2013/06/06,5501
2013/06/07,5462
2013/06/08,5426
2013/06/09,5376
2013/06/10,5331
2013/06/11,5295
2013/06/12,5260
2013/06/13,5215
2013/06/14,5175
2013/06/15,5131
2013/06/16,5089
2013/06/17,5028
2013/06/18,4973
2013/06/19,4929
2013/06/20,4885
2013/06/21,4842
2013/06/22,4796
2013/06/23,4746
2013/06/24,4697
2013/06/25,4651
2013/06/26,4605
2013/06/27,4562
2013/06/28,4514
2013/06/29,4465
2013/06/30,4410
2013/07/01,4358
2013/07/02,4305
2013/07/03,4256
2013/07/04,4201
2013/07/05,4149
2013/07/06,4094
2013/07/07,4039
2013/07/08,3989
2013/07/09,3938
2013/07/10,3893
2013/07/11,3840
2013/07/12,3787
2013/07/13,3744
2013/07/14,3700
2013/07/15,3656
2013/07/16,3613
2013/07/17,3575
2013/07/18,3531
2013/07/19,3489
2013/07/20,3449
2013/07/21,3411
2013/07/22,3365
2013/07/23,3319
2013/07/24,3280
2013/07/25,3238
2013/07/26,3199
2013/07/27,3162
2013/07/28,3122
2013/07/29,3089
2013/07/30,3056
2013/07/31,3022
2013/08/01,2987
2013/08/02,2957
2013/08/03,2920
2013/08/04,2886
2013/08/05,2850
2013/08/06,2818
2013/08/07,2784
2013/08/08,2754
2013/08/09,2719
2013/08/10,2689
2013/08/11,2658
2013/08/12,2626
2013/08/13,2593
2013/08/14,2557
2013/08/15,2523
2013/08/16,2488
2013/08/17,2455
2013/08/18,2423
2013/08/19,2391
2013/08/20,2361
2013/08/21,2332
2013/08/22,2305
2013/08/23,2276
2013/08/24,2246
2013/08/25,2214
2013/08/26,2185
2013/08/27,2156
2013/08/28,2130
2013/08/29,2102
2013/08/30,2077
2013/08/31,2053
2013/09/01,2028
2013/09/02,2004
2013/09/03,1982
2013/09/04,1952
2013/09/05,1925
2013/09/06,1898
2013/09/07,1869
2013/09/08,1843
2013/09/09,1820
2013/09/10,1795
2013/09/11,1771
2013/09/12,1748
2013/09/13,1726
2013/09/14,1704
2013/09/15,1677
2013/09/16,1651
2013/09/17,1629
2013/09/18,1607
2013/09/19,1584
2013/09/20,1561
2013/09/21,1539
2013/09/22,1517
2013/09/23,1495
2013/09/24,1475
2013/09/25,1453
2013/09/26,1429
2013/09/27,1407
2013/09/28,1386
2013/09/29,1364
2013/09/30,1343
2013/10/01,1323
2013/10/02,1303
2013/10/03,1282
2013/10/04,1263
2013/10/05,1245
2013/10/06,1224
2013/10/07,1204
2013/10/08,1185
2013/10/09,1166
2013/10/10,1148
2013/10/11,1130
2013/10/12,1113
2013/10/13,1096
2013/10/14,1080
2013/10/15,1065
2013/10/16,1047
2013/10/17,1030
2013/10/18,1013
2013/10/19,997.822
2013/10/20,982.165
2013/10/21,967.504
2013/10/22,954.062
2013/10/23,941.072
2013/10/24,928.077
2013/10/25,914.829
2013/10/26,899.059
2013/10/27,884.562
2013/10/28,870.263
2013/10/29,856.534
2013/10/30,843.647
2013/10/31,830.815
2013/11/01,818.477
2013/11/02,805.83
2013/11/03,793.72
2013/11/04,782.278
2013/11/05,771.159
2013/11/06,759.719
2013/11/07,748.548
2013/11/08,738.522
2013/11/09,730.241
2013/11/10,720.974
2013/11/11,711.922
2013/11/12,703.892
2013/11/13,695.486
2013/11/14,689.438
2013/11/15,683.273
2013/11/16,677.411
2013/11/17,671.513
2013/11/18,666.059
2013/11/19,662.926
2013/11/20,657.371
2013/11/21,653.527
2013/11/22,652.283
2013/11/23,651.289
2013/11/24,649.824
2013/11/25,648.601
2013/11/26,647.549
2013/11/27,650.939
2013/11/28,653.954
2013/11/29,655.679
2013/11/30,659.399
2013/12/01,659.217
2013/12/02,657.661
2013/12/03,660.465
2013/12/04,660.954
2013/12/05,661.933
2013/12/06,663.083
2013/12/07,659.482
2013/12/08,657.057
2013/12/09,654.561
2013/12/10,653.243
2013/12/11,649.581
2013/12/12,645.432
2013/12/13,642.154
2013/12/14,639.401
2013/12/15,634.689
2013/12/16,630.997
2013/12/17,625.397
2013/12/18,618.239
2013/12/19,612.376
2013/12/20,605.838
2013/12/21,598.823
2013/12/22,591.851
2013/12/23,584.997
2013/12/24,578.369
2013/12/25,571.742
2013/12/26,566.412
2013/12/27,561.152
2013/12/28,555.004
2013/12/29,550.127
2013/12/30,545.009
2013/12/31,540.276
2014/01/01,536.072
2014/01/02,529.196
2014/01/03,524.272
2014/01/04,518.749
2014/01/05,515.237
2014/01/06,511.371
2014/01/07,506.923
2014/01/08,502.588
2014/01/09,498.815
2014/01/10,493.933
2014/01/11,490.307
2014/01/12,486.896
2014/01/13,480.702
2014/01/14,475.383
2014/01/15,470.735
2014/01/16,465.486
2014/01/17,459.778
2014/01/18,455.288
2014/01/19,450.332
2014/01/20,446.416
2014/01/21,441.403
2014/01/22,437.323
2014/01/23,432.596
2014/01/24,427.742
2014/01/25,422.512
2014/01/26,417.376
2014/01/27,412.88
2014/01/28,407.452
2014/01/29,402.521
2014/01/30,398.284
2014/01/31,393.734
2014/02/01,389.228
2014/02/02,384.956
2014/02/03,380.336
2014/02/04,376.133
2014/02/05,371.449
2014/02/06,366.99
2014/02/07,361.754
2014/02/08,356.903
2014/02/09,351.457
2014/02/10,346.779
2014/02/11,341.894
2014/02/12,337.273
2014/02/13,332.243
2014/02/14,327.361
2014/02/15,322.697
2014/02/16,318.258
2014/02/17,313.252
2014/02/18,308.67
2014/02/19,304.22
2014/02/20,299.616
2014/02/21,294.818
2014/02/22,290.644
2014/02/23,286.308
2014/02/24,282.137
2014/02/25,277.529
2014/02/26,273.612
2014/02/27,269.653
2014/02/28,265.528
2014/03/01,261.162
2014/03/02,256.969
2014/03/03,253.124
2014/03/04,249.594
2014/03/05,245.99
2014/03/06,242.703
2014/03/07,239.155
2014/03/08,235.664
2014/03/09,232.438
2014/03/10,228.966
2014/03/11,225.826
2014/03/12,222.845
2014/03/13,219.48
2014/03/14,216.18
2014/03/15,213.126
2014/03/16,210.217
2014/03/17,207.085
2014/03/18,204.072
2014/03/19,201.3
2014/03/20,198.487
2014/03/21,195.736
2014/03/22,192.804
2014/03/23,190.152
2014/03/24,187.419
2014/03/25,184.469
2014/03/26,181.706
2014/03/27,179.008
2014/03/28,176.126
2014/03/29,173.391
2014/03/30,170.497
2014/03/31,167.872
2014/04/01,165.175
2014/04/02,162.703
2014/04/03,160.057
2014/04/04,157.506
2014/04/05,154.85
2014/04/06,152.295
2014/04/07,149.765
2014/04/08,147.24
2014/04/09,144.854
2014/04/10,142.372
2014/04/11,140.052
2014/04/12,137.732
2014/04/13,135.455
2014/04/14,133.313
2014/04/15,131.232
2014/04/16,129.232
2014/04/17,127.286
2014/04/18,125.276
2014/04/19,123.279
2014/04/20,121.417
2014/04/21,119.503
2014/04/22,117.615
2014/04/23,115.797
2014/04/24,113.976
2014/04/25,112.32
2014/04/26,110.52
2014/04/27,108.85
2014/04/28,107.082
2014/04/29,105.486
2014/04/30,103.694
2014/05/01,102.151
2014/05/02,100.481
