Date,transactionvalue90stdUSD
2010/11/07,44.075
2010/11/08,70.964
2010/11/09,70.913
2010/11/10,70.812
2010/11/11,70.697
2010/11/12,70.563
2010/11/13,70.445
2010/11/14,70.379
2010/11/15,70.349
2010/11/16,70.315
2010/11/17,70.201
2010/11/18,70.143
2010/11/19,70.22
2010/11/20,70.207
2010/11/21,70.203
2010/11/22,70.059
2010/11/23,69.931
2010/11/24,69.927
2010/11/25,69.973
2010/11/26,69.827
2010/11/27,69.684
2010/11/28,69.553
2010/11/29,69.435
2010/11/30,69.29
2010/12/01,69.168
2010/12/02,69.037
2010/12/03,68.933
2010/12/04,68.959
2010/12/05,69.017
2010/12/06,68.939
2010/12/07,68.756
2010/12/08,68.674
2010/12/09,68.492
2010/12/10,68.334
2010/12/11,68.13
2010/12/12,68.136
2010/12/13,68.281
2010/12/14,68.157
2010/12/15,68.012
2010/12/16,67.938
2010/12/17,67.757
2010/12/18,67.636
2010/12/19,67.474
2010/12/20,67.218
2010/12/21,66.993
2010/12/22,66.861
2010/12/23,66.567
2010/12/24,66.291
2010/12/25,66.044
2010/12/26,65.747
2010/12/27,65.607
2010/12/28,65.381
2010/12/29,65.384
2010/12/30,65.109
2010/12/31,65.077
2011/01/01,64.939
2011/01/02,64.143
2011/01/03,64.237
2011/01/04,64.319
2011/01/05,64.467
2011/01/06,64.603
2011/01/07,64.676
2011/01/08,64.816
2011/01/09,64.884
2011/01/10,64.889
2011/01/11,64.909
2011/01/12,64.9
2011/01/13,64.842
2011/01/14,64.809
2011/01/15,64.814
2011/01/16,64.808
2011/01/17,64.816
2011/01/18,64.846
2011/01/19,64.892
2011/01/20,64.913
2011/01/21,64.769
2011/01/22,64.771
2011/01/23,64.746
2011/01/24,64.67
2011/01/25,64.402
2011/01/26,63.912
2011/01/27,119.269
2011/01/28,119.31
2011/01/29,119.342
2011/01/30,119.519
2011/01/31,119.695
2011/02/01,119.957
2011/02/02,119.793
2011/02/03,119.836
2011/02/04,118.994
2011/02/05,118.889
2011/02/06,106.949
2011/02/07,109.899
2011/02/08,110.147
2011/02/09,111.028
2011/02/10,112.059
2011/02/11,113.047
2011/02/12,113.21
2011/02/13,113.168
2011/02/14,113.145
2011/02/15,113.133
2011/02/16,112.962
2011/02/17,112.653
2011/02/18,112.418
2011/02/19,112.77
2011/02/20,113.337
2011/02/21,113.863
2011/02/22,115.108
2011/02/23,116.538
2011/02/24,116.902
2011/02/25,116.875
2011/02/26,116.807
2011/02/27,116.764
2011/02/28,116.702
2011/03/01,131.045
2011/03/02,260.278
2011/03/03,260.073
2011/03/04,260.409
2011/03/05,260.128
2011/03/06,260.089
2011/03/07,260.023
2011/03/08,259.749
2011/03/09,259.673
2011/03/10,260.43
2011/03/11,260.427
2011/03/12,260.195
2011/03/13,260.182
2011/03/14,260.093
2011/03/15,260.123
2011/03/16,260.107
2011/03/17,260.064
2011/03/18,259.983
2011/03/19,260.081
2011/03/20,260.054
2011/03/21,260.214
2011/03/22,260.047
2011/03/23,259.944
2011/03/24,259.793
2011/03/25,259.897
2011/03/26,259.712
2011/03/27,259.692
2011/03/28,259.577
2011/03/29,259.734
2011/03/30,259.599
2011/03/31,259.478
2011/04/01,259.368
2011/04/02,259.232
2011/04/03,259.073
2011/04/04,258.787
2011/04/05,258.522
2011/04/06,258.325
2011/04/07,258.065
2011/04/08,257.731
2011/04/09,257.335
2011/04/10,257.189
2011/04/11,257.111
2011/04/12,256.807
2011/04/13,256.593
2011/04/14,256.396
2011/04/15,256.184
2011/04/16,256.447
2011/04/17,279.818
2011/04/18,279.774
2011/04/19,323.371
2011/04/20,492.12
2011/04/21,492.576
2011/04/22,492.125
2011/04/23,491.75
2011/04/24,491.376
2011/04/25,491.114
2011/04/26,490.735
2011/04/27,483.956
2011/04/28,483.478
2011/04/29,491.526
2011/04/30,492.511
2011/05/01,492.324
2011/05/02,492.178
2011/05/03,492.367
2011/05/04,494.043
2011/05/05,493.643
2011/05/06,494.448
2011/05/07,494.428
2011/05/08,507.394
2011/05/09,507.141
2011/05/10,528.821
2011/05/11,529.834
2011/05/12,531.441
2011/05/13,548
2011/05/14,822.604
2011/05/15,825.771
2011/05/16,826.912
2011/05/17,826.557
2011/05/18,825.714
2011/05/19,825.005
2011/05/20,825.89
2011/05/21,833.635
2011/05/22,851.106
2011/05/23,853.179
2011/05/24,853.789
2011/05/25,854.518
2011/05/26,855.225
2011/05/27,866.329
2011/05/28,865.608
2011/05/29,865.34
2011/05/30,865.868
2011/05/31,847.546
2011/06/01,846.685
2011/06/02,847.454
2011/06/03,856.009
2011/06/04,864.033
2011/06/05,881.024
2011/06/06,914.141
2011/06/07,932.42
2011/06/08,979.847
2011/06/09,1028
2011/06/10,1092
2011/06/11,1184
2011/06/12,1254
2011/06/13,1301
2011/06/14,1343
2011/06/15,1837
2011/06/16,3107
2011/06/17,3121
2011/06/18,3125
2011/06/19,3370
2011/06/20,3375
2011/06/21,3526
2011/06/22,3528
2011/06/23,3542
2011/06/24,3787
2011/06/25,5304
2011/06/26,5426
2011/06/27,5426
2011/06/28,5767
2011/06/29,5798
2011/06/30,5793
2011/07/01,5784
2011/07/02,5775
2011/07/03,5767
2011/07/04,5758
2011/07/05,5752
2011/07/06,5745
2011/07/07,5739
2011/07/08,5734
2011/07/09,5741
2011/07/10,5754
2011/07/11,5743
2011/07/12,5732
2011/07/13,5721
2011/07/14,5715
2011/07/15,5706
2011/07/16,5701
2011/07/17,5691
2011/07/18,5722
2011/07/19,5740
2011/07/20,5734
2011/07/21,5721
2011/07/22,5708
2011/07/23,5696
2011/07/24,5686
2011/07/25,5671
2011/07/26,5657
2011/07/27,5641
2011/07/28,5683
2011/07/29,5672
2011/07/30,5665
2011/07/31,5654
2011/08/01,5645
2011/08/02,5642
2011/08/03,5636
2011/08/04,5635
2011/08/05,5628
2011/08/06,5631
2011/08/07,5628
2011/08/08,5626
2011/08/09,5612
2011/08/10,5601
2011/08/11,5603
2011/08/12,5612
2011/08/13,5615
2011/08/14,5613
2011/08/15,5612
2011/08/16,5609
2011/08/17,5606
2011/08/18,5604
2011/08/19,5604
2011/08/20,5612
2011/08/21,5615
2011/08/22,5616
2011/08/23,5613
2011/08/24,5609
2011/08/25,5614
2011/08/26,5615
2011/08/27,5610
2011/08/28,5612
2011/08/29,5614
2011/08/30,5616
2011/08/31,5619
2011/09/01,5625
2011/09/02,5633
2011/09/03,5642
2011/09/04,5641
2011/09/05,5637
2011/09/06,5639
2011/09/07,5648
2011/09/08,5661
2011/09/09,5674
2011/09/10,5688
2011/09/11,5695
2011/09/12,5704
2011/09/13,5640
2011/09/14,5193
2011/09/15,5204
2011/09/16,5212
2011/09/17,5115
2011/09/18,5125
2011/09/19,5063
2011/09/20,5072
2011/09/21,5076
2011/09/22,4935
2011/09/23,3333
2011/09/24,3132
2011/09/25,3126
2011/09/26,2399
2011/09/27,2286
2011/09/28,2272
2011/09/29,2275
2011/09/30,2278
2011/10/01,2283
2011/10/02,2278
2011/10/03,2281
2011/10/04,2285
2011/10/05,2289
2011/10/06,2290
2011/10/07,2218
2011/10/08,2114
2011/10/09,2118
2011/10/10,2114
2011/10/11,2102
2011/10/12,2054
2011/10/13,2057
2011/10/14,2049
2011/10/15,2052
2011/10/16,1866
2011/10/17,1732
2011/10/18,1736
2011/10/19,1710
2011/10/20,1678
2011/10/21,1677
2011/10/22,1678
2011/10/23,1650
2011/10/24,1629
2011/10/25,1596
2011/10/26,1170
2011/10/27,1160
2011/10/28,1161
2011/10/29,1158
2011/10/30,1158
2011/10/31,1159
2011/11/01,1159
2011/11/02,1161
2011/11/03,1162
2011/11/04,1163
2011/11/05,1165
2011/11/06,1160
2011/11/07,1088
2011/11/08,1070
2011/11/09,1070
2011/11/10,1071
2011/11/11,1072
2011/11/12,1073
2011/11/13,1075
2011/11/14,1076
2011/11/15,1078
2011/11/16,1081
2011/11/17,1105
2011/11/18,1161
2011/11/19,1197
2011/11/20,1197
2011/11/21,1199
2011/11/22,1216
2011/11/23,1217
2011/11/24,1217
2011/11/25,1026
2011/11/26,1029
2011/11/27,1032
2011/11/28,1064
2011/11/29,1090
2011/11/30,1188
2011/12/01,1192
2011/12/02,1274
2011/12/03,1266
2011/12/04,1213
2011/12/05,1118
2011/12/06,1196
2011/12/07,1283
2011/12/08,1335
2011/12/09,1336
2011/12/10,1335
2011/12/11,1336
2011/12/12,1334
2011/12/13,1335
2011/12/14,1335
2011/12/15,1337
2011/12/16,1337
2011/12/17,1337
2011/12/18,1337
2011/12/19,1337
2011/12/20,1337
2011/12/21,1336
2011/12/22,1336
2011/12/23,1336
2011/12/24,1336
2011/12/25,1337
2011/12/26,1336
2011/12/27,1334
2011/12/28,1335
2011/12/29,1333
2011/12/30,1335
2011/12/31,1336
2012/01/01,1335
2012/01/02,1337
2012/01/03,1338
2012/01/04,1338
2012/01/05,1337
2012/01/06,1334
2012/01/07,1333
2012/01/08,1331
2012/01/09,1329
2012/01/10,1327
2012/01/11,1326
2012/01/12,1324
2012/01/13,1323
2012/01/14,1321
2012/01/15,1321
2012/01/16,1318
2012/01/17,1315
2012/01/18,1313
2012/01/19,1312
2012/01/20,1312
2012/01/21,1312
2012/01/22,1310
2012/01/23,1309
2012/01/24,1307
2012/01/25,1307
2012/01/26,1307
2012/01/27,1306
2012/01/28,1305
2012/01/29,1304
2012/01/30,1304
2012/01/31,1304
2012/02/01,1301
2012/02/02,1300
2012/02/03,1297
2012/02/04,1295
2012/02/05,1293
2012/02/06,1295
2012/02/07,1297
2012/02/08,1295
2012/02/09,1295
2012/02/10,1294
2012/02/11,1291
2012/02/12,1290
2012/02/13,1287
2012/02/14,1287
2012/02/15,1271
2012/02/16,1231
2012/02/17,1204
2012/02/18,1204
2012/02/19,1205
2012/02/20,1191
2012/02/21,1193
2012/02/22,1193
2012/02/23,1193
2012/02/24,1192
2012/02/25,1191
2012/02/26,1168
2012/02/27,1146
2012/02/28,1047
2012/02/29,1043
2012/03/01,934.398
2012/03/02,888.647
2012/03/03,858.676
2012/03/04,836.544
2012/03/05,705.593
2012/03/06,501.33
2012/03/07,276.157
2012/03/08,230.991
2012/03/09,225.881
2012/03/10,222.9
2012/03/11,221.208
2012/03/12,221.145
2012/03/13,220.048
2012/03/14,221.223
2012/03/15,221.395
2012/03/16,220.046
2012/03/17,218.398
2012/03/18,217.863
2012/03/19,217.713
2012/03/20,217.486
2012/03/21,217.025
2012/03/22,217.603
2012/03/23,227.081
2012/03/24,230.586
2012/03/25,228.896
2012/03/26,226.551
2012/03/27,224.889
2012/03/28,225.532
2012/03/29,238.735
2012/03/30,246.308
2012/03/31,254.802
2012/04/01,255.357
2012/04/02,255.008
2012/04/03,256.573
2012/04/04,253.85
2012/04/05,255.429
2012/04/06,255.497
2012/04/07,256.686
2012/04/08,287.017
2012/04/09,332.433
2012/04/10,332.629
2012/04/11,350.964
2012/04/12,358.526
2012/04/13,359.734
2012/04/14,361.046
2012/04/15,372.493
2012/04/16,387.209
2012/04/17,391.212
2012/04/18,392.464
2012/04/19,391.894
2012/04/20,484.584
2012/04/21,492.608
2012/04/22,495.703
2012/04/23,495.154
2012/04/24,494.051
2012/04/25,495.349
2012/04/26,503.159
2012/04/27,513.377
2012/04/28,512.105
2012/04/29,510.901
2012/04/30,508.753
2012/05/01,508.135
2012/05/02,506.569
2012/05/03,505.271
2012/05/04,503.702
2012/05/05,501.621
2012/05/06,501.465
2012/05/07,498.758
2012/05/08,510.813
2012/05/09,507.381
2012/05/10,503.123
2012/05/11,502.28
2012/05/12,503.349
2012/05/13,500.47
2012/05/14,500.352
2012/05/15,504.078
2012/05/16,510.351
2012/05/17,520.476
2012/05/18,521.222
2012/05/19,524.041
2012/05/20,523.417
2012/05/21,520.029
2012/05/22,524.258
2012/05/23,525.335
2012/05/24,529.362
2012/05/25,527.728
2012/05/26,534.951
2012/05/27,532.628
2012/05/28,530.66
2012/05/29,526.114
2012/05/30,526.058
2012/05/31,539.026
2012/06/01,536.705
2012/06/02,538.535
2012/06/03,538.389
2012/06/04,534.587
2012/06/05,530.664
2012/06/06,531.75
2012/06/07,532.544
2012/06/08,548.577
2012/06/09,552.414
2012/06/10,552.798
2012/06/11,550.683
2012/06/12,551.257
2012/06/13,555.012
2012/06/14,553.848
2012/06/15,553.096
2012/06/16,549.71
2012/06/17,553.489
2012/06/18,552.375
2012/06/19,551.84
2012/06/20,554.473
2012/06/21,559.207
2012/06/22,559.232
2012/06/23,558.367
2012/06/24,556.089
2012/06/25,556.13
2012/06/26,557.657
2012/06/27,558.28
2012/06/28,560.562
2012/06/29,560.863
2012/06/30,562.285
2012/07/01,562.874
2012/07/02,566.049
2012/07/03,567.221
2012/07/04,567.16
2012/07/05,565.903
2012/07/06,563.383
2012/07/07,565.974
2012/07/08,557.001
2012/07/09,556.323
2012/07/10,552.81
2012/07/11,556.15
2012/07/12,557.249
2012/07/13,558.53
2012/07/14,557.791
2012/07/15,554.735
2012/07/16,554.076
2012/07/17,554.106
2012/07/18,554.197
2012/07/19,491.877
2012/07/20,488.155
2012/07/21,486.034
2012/07/22,486.89
2012/07/23,486.653
2012/07/24,485.986
2012/07/25,481.754
2012/07/26,471.322
2012/07/27,472.467
2012/07/28,472.739
2012/07/29,475.959
2012/07/30,479.872
2012/07/31,480.516
2012/08/01,481.193
2012/08/02,480.27
2012/08/03,479.979
2012/08/04,477.027
2012/08/05,477.319
2012/08/06,462.373
2012/08/07,462.988
2012/08/08,463.274
2012/08/09,462.188
2012/08/10,458.006
2012/08/11,457.927
2012/08/12,456.966
2012/08/13,452.917
2012/08/14,444.082
2012/08/15,431.709
2012/08/16,430.901
2012/08/17,429.546
2012/08/18,428.098
2012/08/19,478.894
2012/08/20,615.071
2012/08/21,631.108
2012/08/22,694.536
2012/08/23,786.909
2012/08/24,993.633
2012/08/25,1004
2012/08/26,1008
2012/08/27,1048
2012/08/28,1114
2012/08/29,1389
2012/08/30,1518
2012/08/31,1552
2012/09/01,1573
2012/09/02,1585
2012/09/03,1584
2012/09/04,1594
2012/09/05,1627
2012/09/06,1912
2012/09/07,2194
2012/09/08,2219
2012/09/09,2218
2012/09/10,2472
2012/09/11,2668
2012/09/12,2749
2012/09/13,3173
2012/09/14,3306
2012/09/15,3315
2012/09/16,3437
2012/09/17,3581
2012/09/18,3638
2012/09/19,4243
2012/09/20,4348
2012/09/21,4721
2012/09/22,4901
2012/09/23,4900
2012/09/24,4897
2012/09/25,4891
2012/09/26,4894
2012/09/27,4895
2012/09/28,4889
2012/09/29,4886
2012/09/30,4879
2012/10/01,4874
2012/10/02,4872
2012/10/03,4872
2012/10/04,4871
2012/10/05,4873
2012/10/06,4866
2012/10/07,4865
2012/10/08,4864
2012/10/09,4861
2012/10/10,4862
2012/10/11,4865
2012/10/12,4863
2012/10/13,4855
2012/10/14,4855
2012/10/15,4859
2012/10/16,4853
2012/10/17,4843
2012/10/18,4832
2012/10/19,4825
2012/10/20,4817
2012/10/21,4816
2012/10/22,4815
2012/10/23,4806
2012/10/24,4806
2012/10/25,4807
2012/10/26,4807
2012/10/27,4796
2012/10/28,4792
2012/10/29,4794
2012/10/30,4787
2012/10/31,4777
2012/11/01,4770
2012/11/02,4773
2012/11/03,4771
2012/11/04,4766
2012/11/05,4766
2012/11/06,4763
2012/11/07,4763
2012/11/08,4766
2012/11/09,4768
2012/11/10,4774
2012/11/11,4779
2012/11/12,4784
2012/11/13,4785
2012/11/14,4787
2012/11/15,4788
2012/11/16,4783
2012/11/17,4788
2012/11/18,4796
2012/11/19,4806
2012/11/20,4817
2012/11/21,4831
2012/11/22,4830
2012/11/23,4840
2012/11/24,4847
2012/11/25,4860
2012/11/26,4870
2012/11/27,4842
2012/11/28,4835
2012/11/29,4843
2012/11/30,4853
2012/12/01,4864
2012/12/02,4868
2012/12/03,4871
2012/12/04,4872
2012/12/05,4803
2012/12/06,4714
2012/12/07,4711
2012/12/08,4718
2012/12/09,4622
2012/12/10,4534
2012/12/11,4497
2012/12/12,4221
2012/12/13,4117
2012/12/14,4103
2012/12/15,3992
2012/12/16,3845
2012/12/17,3771
2012/12/18,2981
2012/12/19,2764
2012/12/20,1870
2012/12/21,1008
2012/12/22,839.487
2012/12/23,629.17
2012/12/24,630.662
2012/12/25,636.229
2012/12/26,642.893
2012/12/27,645.769
2012/12/28,650.149
2012/12/29,652.044
2012/12/30,657.403
2012/12/31,656.961
2013/01/01,656.915
2013/01/02,655.826
2013/01/03,653.648
2013/01/04,653.179
2013/01/05,653.26
2013/01/06,654.414
2013/01/07,654.013
2013/01/08,651.05
2013/01/09,651.051
2013/01/10,647.089
2013/01/11,645.929
2013/01/12,649.67
2013/01/13,651.425
2013/01/14,650.645
2013/01/15,637.546
2013/01/16,614.07
2013/01/17,598.579
2013/01/18,591.585
2013/01/19,592.465
2013/01/20,593.247
2013/01/21,588.961
2013/01/22,588.58
2013/01/23,591.855
2013/01/24,591.542
2013/01/25,583.325
2013/01/26,584.026
2013/01/27,584.34
2013/01/28,554.072
2013/01/29,521.481
2013/01/30,523.569
2013/01/31,521.039
2013/02/01,517.858
2013/02/02,510.096
2013/02/03,508.577
2013/02/04,509.684
2013/02/05,511.389
2013/02/06,515.654
2013/02/07,514.153
2013/02/08,509.499
2013/02/09,503.975
2013/02/10,498.235
2013/02/11,495.739
2013/02/12,495.37
2013/02/13,493.866
2013/02/14,483.832
2013/02/15,477.181
2013/02/16,476.645
2013/02/17,475.877
2013/02/18,475.851
2013/02/19,472.754
2013/02/20,472.736
2013/02/21,471.739
2013/02/22,472.472
2013/02/23,467.91
2013/02/24,469.277
2013/02/25,471.192
2013/02/26,472.241
2013/02/27,471.421
2013/02/28,468.754
2013/03/01,464.71
2013/03/02,468.202
2013/03/03,461.055
2013/03/04,454.055
2013/03/05,461.218
2013/03/06,479.345
2013/03/07,483.007
2013/03/08,484.559
2013/03/09,485.908
2013/03/10,483.994
2013/03/11,484.838
2013/03/12,486.652
2013/03/13,481.391
2013/03/14,477.088
2013/03/15,804.04
2013/03/16,939.61
2013/03/17,943.694
2013/03/18,1172
2013/03/19,1207
2013/03/20,1250
2013/03/21,1292
2013/03/22,1301
2013/03/23,1311
2013/03/24,1311
2013/03/25,1336
2013/03/26,1384
2013/03/27,1532
2013/03/28,1564
2013/03/29,1575
2013/03/30,1608
2013/03/31,1667
2013/04/01,1697
2013/04/02,1835
2013/04/03,1965
2013/04/04,2068
2013/04/05,2170
2013/04/06,2215
2013/04/07,2223
2013/04/08,2296
2013/04/09,2499
2013/04/10,2864
2013/04/11,2905
2013/04/12,2907
2013/04/13,2900
2013/04/14,2889
2013/04/15,2883
2013/04/16,2877
2013/04/17,2874
2013/04/18,3582
2013/04/19,3587
2013/04/20,3581
2013/04/21,3573
2013/04/22,3591
2013/04/23,3596
2013/04/24,3630
2013/04/25,3637
2013/04/26,3628
2013/04/27,3614
2013/04/28,3602
2013/04/29,3640
2013/04/30,3640
2013/05/01,3632
2013/05/02,3619
2013/05/03,3605
2013/05/04,3595
2013/05/05,3586
2013/05/06,3575
2013/05/07,3565
2013/05/08,3551
2013/05/09,3545
2013/05/10,3535
2013/05/11,3526
2013/05/12,3519
2013/05/13,3501
2013/05/14,3488
2013/05/15,3480
2013/05/16,3469
2013/05/17,3456
2013/05/18,3441
2013/05/19,3434
2013/05/20,3426
2013/05/21,3412
2013/05/22,3395
2013/05/23,3384
2013/05/24,3368
2013/05/25,3356
2013/05/26,3349
2013/05/27,3336
2013/05/28,3323
2013/05/29,3307
2013/05/30,3298
2013/05/31,3288
2013/06/01,3276
2013/06/02,3264
2013/06/03,3258
2013/06/04,3260
2013/06/05,3252
2013/06/06,3241
2013/06/07,3229
2013/06/08,3225
2013/06/09,3211
2013/06/10,3215
2013/06/11,3212
2013/06/12,3204
2013/06/13,3198
2013/06/14,3201
2013/06/15,3201
2013/06/16,3191
2013/06/17,3199
2013/06/18,3204
2013/06/19,3212
2013/06/20,3213
2013/06/21,3214
2013/06/22,3218
2013/06/23,3231
2013/06/24,3236
2013/06/25,3217
2013/06/26,3222
2013/06/27,3229
2013/06/28,3235
2013/06/29,3234
2013/06/30,3240
2013/07/01,3206
2013/07/02,3170
2013/07/03,3138
2013/07/04,3101
2013/07/05,3087
2013/07/06,3089
2013/07/07,3062
2013/07/08,2939
2013/07/09,2632
2013/07/10,2593
2013/07/11,2586
2013/07/12,2584
2013/07/13,2582
2013/07/14,2583
2013/07/15,2583
2013/07/16,2582
2013/07/17,1474
2013/07/18,1437
2013/07/19,1425
2013/07/20,1418
2013/07/21,1340
2013/07/22,1303
2013/07/23,1155
2013/07/24,1073
2013/07/25,1038
2013/07/26,1030
2013/07/27,1035
2013/07/28,786.427
2013/07/29,739.167
2013/07/30,681.416
2013/07/31,679.443
2013/08/01,691.687
2013/08/02,684.46
2013/08/03,684.724
2013/08/04,688.187
2013/08/05,683.677
2013/08/06,682.379
2013/08/07,678.092
2013/08/08,681.74
2013/08/09,678.603
2013/08/10,679.911
2013/08/11,677.885
2013/08/12,676.501
2013/08/13,694.17
2013/08/14,720.468
2013/08/15,721.277
2013/08/16,721.28
2013/08/17,713.121
2013/08/18,711.869
2013/08/19,711.506
2013/08/20,711.05
2013/08/21,723.641
2013/08/22,724.64
2013/08/23,722.411
2013/08/24,723.892
2013/08/25,725.131
2013/08/26,725.981
2013/08/27,723.194
2013/08/28,723.099
2013/08/29,1050
2013/08/30,1045
2013/08/31,1048
2013/09/01,1056
2013/09/02,1057
2013/09/03,1065
2013/09/04,1070
2013/09/05,1070
2013/09/06,1061
2013/09/07,1062
2013/09/08,1065
2013/09/09,1067
2013/09/10,1066
2013/09/11,1069
2013/09/12,1068
2013/09/13,1064
2013/09/14,1059
2013/09/15,1067
2013/09/16,1066
2013/09/17,1068
2013/09/18,1068
2013/09/19,1068
2013/09/20,1060
2013/09/21,1055
2013/09/22,1058
2013/09/23,1059
2013/09/24,1057
2013/09/25,1053
2013/09/26,1049
2013/09/27,1046
2013/09/28,1041
2013/09/29,1040
2013/09/30,1044
2013/10/01,1052
2013/10/02,1057
2013/10/03,1053
2013/10/04,1051
2013/10/05,1056
2013/10/06,1062
2013/10/07,1060
2013/10/08,1057
2013/10/09,1061
2013/10/10,1060
2013/10/11,1060
2013/10/12,1059
2013/10/13,1059
2013/10/14,1057
2013/10/15,1055
2013/10/16,1074
2013/10/17,1087
2013/10/18,1089
2013/10/19,1105
2013/10/20,1110
2013/10/21,1132
2013/10/22,1181
2013/10/23,1253
2013/10/24,1281
2013/10/25,1865
2013/10/26,1867
2013/10/27,1866
2013/10/28,1868
2013/10/29,2103
2013/10/30,2113
2013/10/31,2114
2013/11/01,2117
2013/11/02,2126
2013/11/03,2142
2013/11/04,2214
2013/11/05,2294
2013/11/06,2326
2013/11/07,2434
2013/11/08,2520
2013/11/09,2597
2013/11/10,2618
2013/11/11,2645
2013/11/12,2785
2013/11/13,2956
2013/11/14,3078
2013/11/15,4389
2013/11/16,4943
2013/11/17,5192
2013/11/18,5748
2013/11/19,6242
2013/11/20,6444
2013/11/21,7174
2013/11/22,8043
2013/11/23,8413
2013/11/24,8867
2013/11/25,9128
2013/11/26,11682
2013/11/27,12939
2013/11/28,14160
2013/11/29,14978
2013/11/30,15605
2013/12/01,15832
2013/12/02,15995
2013/12/03,16079
2013/12/04,16220
2013/12/05,16375
2013/12/06,16429
2013/12/07,16825
2013/12/08,16970
2013/12/09,17039
2013/12/10,17019
2013/12/11,17037
2013/12/12,17032
2013/12/13,17022
2013/12/14,16961
2013/12/15,16906
2013/12/16,17151
2013/12/17,17160
2013/12/18,17132
2013/12/19,17077
2013/12/20,16999
2013/12/21,16922
2013/12/22,16858
2013/12/23,16787
2013/12/24,16717
2013/12/25,16638
2013/12/26,16561
2013/12/27,16479
2013/12/28,16394
2013/12/29,16323
2013/12/30,16248
2013/12/31,16175
2014/01/01,16082
2014/01/02,15988
2014/01/03,15880
2014/01/04,15765
2014/01/05,15680
2014/01/06,15592
2014/01/07,15498
2014/01/08,15380
2014/01/09,15276
2014/01/10,15162
2014/01/11,15067
2014/01/12,14972
2014/01/13,14870
2014/01/14,14765
2014/01/15,14665
2014/01/16,14551
2014/01/17,14485
2014/01/18,14410
2014/01/19,14301
2014/01/20,14200
2014/01/21,14136
2014/01/22,14067
2014/01/23,14090
2014/01/24,13967
2014/01/25,13855
2014/01/26,13763
2014/01/27,13719
2014/01/28,13621
2014/01/29,13521
2014/01/30,13426
2014/01/31,13372
2014/02/01,13292
2014/02/02,13239
2014/02/03,13202
2014/02/04,13109
2014/02/05,13051
2014/02/06,13017
2014/02/07,12957
2014/02/08,12905
2014/02/09,12856
2014/02/10,12830
2014/02/11,12833
2014/02/12,12838
2014/02/13,12859
2014/02/14,12920
2014/02/15,12921
2014/02/16,12958
2014/02/17,13021
2014/02/18,13103
2014/02/19,13127
2014/02/20,13056
2014/02/21,13112
2014/02/22,13137
2014/02/23,13196
2014/02/24,11815
2014/02/25,11011
2014/02/26,10006
2014/02/27,9256
2014/02/28,8598
2014/03/01,8368
2014/03/02,8230
2014/03/03,8143
2014/03/04,7951
2014/03/05,7722
2014/03/06,7643
2014/03/07,7311
2014/03/08,7116
2014/03/09,6916
2014/03/10,6971
2014/03/11,6856
2014/03/12,6780
2014/03/13,6712
2014/03/14,6732
2014/03/15,6748
2014/03/16,5992
2014/03/17,5812
2014/03/18,7287
2014/03/19,7247
2014/03/20,7258
2014/03/21,7277
2014/03/22,7319
2014/03/23,7389
2014/03/24,7393
2014/03/25,7411
2014/03/26,7447
2014/03/27,7457
2014/03/28,7458
2014/03/29,7463
