Date,median_transaction_fee14rsiUSD
2010/11/12,0
2010/11/13,0
2010/11/14,0
2010/11/15,0
2010/11/16,0
2010/11/17,0
2010/11/18,0
2010/11/19,0
2010/11/20,0
2010/11/21,0
2010/11/22,0
2010/11/23,0
2010/11/24,0
2010/11/25,0
2010/11/26,0
2010/11/27,0
2010/11/28,0
2010/11/29,0
2010/11/30,0
2010/12/01,0
2010/12/02,0
2010/12/03,0
2010/12/04,0
2010/12/05,0
2010/12/06,0
2010/12/07,0
2010/12/08,0
2010/12/09,0
2010/12/10,0
2010/12/11,0
2010/12/12,0
2010/12/13,0
2010/12/14,0
2010/12/15,0
2010/12/16,0
2010/12/17,0
2010/12/18,0
2010/12/19,0
2010/12/20,0
2010/12/21,0
2010/12/22,0
2010/12/23,0
2010/12/24,0
2010/12/25,0
2010/12/26,0
2010/12/27,0
2010/12/28,0
2010/12/29,0
2010/12/30,0
2010/12/31,0
2011/01/01,0
2011/01/02,0
2011/01/03,0
2011/01/04,0
2011/01/05,0
2011/01/06,0
2011/01/07,0
2011/01/08,0
2011/01/09,0
2011/01/10,0
2011/01/11,0
2011/01/12,0
2011/01/13,0
2011/01/14,0
2011/01/15,0
2011/01/16,0
2011/01/17,0
2011/01/18,0
2011/01/19,0
2011/01/20,0
2011/01/21,0
2011/01/22,0
2011/01/23,0
2011/01/24,0
2011/01/25,0
2011/01/26,0
2011/01/27,0
2011/01/28,0
2011/01/29,0
2011/01/30,0
2011/01/31,0
2011/02/01,0
2011/02/02,0
2011/02/03,0
2011/02/04,0
2011/02/05,0
2011/02/06,0
2011/02/07,0
2011/02/08,0
2011/02/09,0
2011/02/10,0
2011/02/11,0
2011/02/12,0
2011/02/13,0
2011/02/14,0
2011/02/15,0
2011/02/16,0
2011/02/17,0
2011/02/18,0
2011/02/19,0
2011/02/20,0
2011/02/21,0
2011/02/22,0
2011/02/23,0
2011/02/24,0
2011/02/25,0
2011/02/26,0
2011/02/27,0
2011/02/28,0
2011/03/01,0
2011/03/02,0
2011/03/03,0
2011/03/04,0
2011/03/05,0
2011/03/06,0
2011/03/07,0
2011/03/08,0
2011/03/09,0
2011/03/10,0
2011/03/11,0
2011/03/12,0
2011/03/13,0
2011/03/14,0
2011/03/15,0
2011/03/16,0
2011/03/17,0
2011/03/18,0
2011/03/19,0
2011/03/20,0
2011/03/21,0
2011/03/22,0
2011/03/23,0
2011/03/24,0
2011/03/25,0
2011/03/26,0
2011/03/27,0
2011/03/28,0
2011/03/29,0
2011/03/30,0
2011/03/31,0
2011/04/01,0
2011/04/02,0
2011/04/03,0
2011/04/04,0
2011/04/05,0
2011/04/06,0
2011/04/07,0
2011/04/08,0
2011/04/09,0
2011/04/10,0
2011/04/11,0
2011/04/12,0
2011/04/13,0
2011/04/14,100
2011/04/15,48.148
2011/04/16,48.148
2011/04/17,48.148
2011/04/18,48.148
2011/04/19,48.148
2011/04/20,48.148
2011/04/21,48.148
2011/04/22,48.148
2011/04/23,48.148
2011/04/24,48.148
2011/04/25,48.148
2011/04/26,48.148
2011/04/27,48.148
2011/04/28,48.148
2011/04/29,48.148
2011/04/30,48.148
2011/05/01,48.148
2011/05/02,48.148
2011/05/03,48.148
2011/05/04,48.148
2011/05/05,48.148
2011/05/06,48.148
2011/05/07,48.148
2011/05/08,48.148
2011/05/09,48.148
2011/05/10,48.148
2011/05/11,48.148
2011/05/12,48.148
2011/05/13,48.148
2011/05/14,48.148
2011/05/15,48.148
2011/05/16,48.148
2011/05/17,48.148
2011/05/18,48.148
2011/05/19,48.148
2011/05/20,48.148
2011/05/21,48.148
2011/05/22,48.148
2011/05/23,48.148
2011/05/24,48.148
2011/05/25,48.148
2011/05/26,48.148
2011/05/27,48.148
2011/05/28,48.148
2011/05/29,48.148
2011/05/30,48.148
2011/05/31,48.148
2011/06/01,48.148
2011/06/02,48.148
2011/06/03,48.148
2011/06/04,48.148
2011/06/05,48.148
2011/06/06,48.148
2011/06/07,48.148
2011/06/08,48.148
2011/06/09,48.148
2011/06/10,48.148
2011/06/11,48.148
2011/06/12,48.148
2011/06/13,48.148
2011/06/14,48.148
2011/06/15,48.148
2011/06/16,48.148
2011/06/17,48.148
2011/06/18,48.148
2011/06/19,48.148
2011/06/20,48.148
2011/06/21,48.148
2011/06/22,48.148
2011/06/23,48.148
2011/06/24,48.148
2011/06/25,48.148
2011/06/26,48.148
2011/06/27,48.148
2011/06/28,48.148
2011/06/29,48.148
2011/06/30,48.148
2011/07/01,99.594
2011/07/02,48.148
2011/07/03,48.148
2011/07/04,48.148
2011/07/05,48.148
2011/07/06,48.148
2011/07/07,48.148
2011/07/08,48.148
2011/07/09,48.148
2011/07/10,48.148
2011/07/11,48.148
2011/07/12,48.148
2011/07/13,48.148
2011/07/14,48.148
2011/07/15,48.148
2011/07/16,48.148
2011/07/17,48.148
2011/07/18,48.148
2011/07/19,48.148
2011/07/20,48.148
2011/07/21,48.148
2011/07/22,82.559
2011/07/23,48.148
2011/07/24,48.148
2011/07/25,48.148
2011/07/26,48.148
2011/07/27,48.148
2011/07/28,48.148
2011/07/29,48.148
2011/07/30,48.148
2011/07/31,48.148
2011/08/01,48.148
2011/08/02,48.148
2011/08/03,48.148
2011/08/04,48.148
2011/08/05,48.148
2011/08/06,48.148
2011/08/07,48.148
2011/08/08,48.148
2011/08/09,48.148
2011/08/10,48.148
2011/08/11,48.148
2011/08/12,48.148
2011/08/13,48.148
2011/08/14,48.148
2011/08/15,81.753
2011/08/16,81.855
2011/08/17,46.682
2011/08/18,46.682
2011/08/19,46.682
2011/08/20,46.682
2011/08/21,46.682
2011/08/22,46.682
2011/08/23,46.682
2011/08/24,46.682
2011/08/25,46.682
2011/08/26,46.682
2011/08/27,46.682
2011/08/28,46.682
2011/08/29,46.682
2011/08/30,46.682
2011/08/31,46.682
2011/09/01,46.682
2011/09/02,46.682
2011/09/03,46.682
2011/09/04,46.682
2011/09/05,46.682
2011/09/06,46.682
2011/09/07,46.682
2011/09/08,46.682
2011/09/09,46.682
2011/09/10,46.682
2011/09/11,46.682
2011/09/12,46.682
2011/09/13,46.682
2011/09/14,46.682
2011/09/15,46.682
2011/09/16,46.682
2011/09/17,46.682
2011/09/18,46.682
2011/09/19,46.682
2011/09/20,46.682
2011/09/21,46.682
2011/09/22,46.682
2011/09/23,46.682
2011/09/24,46.682
2011/09/25,46.682
2011/09/26,46.682
2011/09/27,46.682
2011/09/28,46.682
2011/09/29,46.682
2011/09/30,46.682
2011/10/01,46.682
2011/10/02,46.682
2011/10/03,46.682
2011/10/04,46.682
2011/10/05,46.682
2011/10/06,46.682
2011/10/07,46.682
2011/10/08,46.682
2011/10/09,46.682
2011/10/10,46.682
2011/10/11,46.682
2011/10/12,46.682
2011/10/13,46.682
2011/10/14,46.682
2011/10/15,46.682
2011/10/16,46.682
2011/10/17,46.682
2011/10/18,46.682
2011/10/19,46.682
2011/10/20,46.682
2011/10/21,46.682
2011/10/22,46.682
2011/10/23,46.682
2011/10/24,46.682
2011/10/25,46.682
2011/10/26,46.682
2011/10/27,46.682
2011/10/28,46.682
2011/10/29,46.682
2011/10/30,46.682
2011/10/31,46.682
2011/11/01,46.682
2011/11/02,46.682
2011/11/03,46.682
2011/11/04,46.682
2011/11/05,46.682
2011/11/06,46.682
2011/11/07,46.682
2011/11/08,46.682
2011/11/09,46.682
2011/11/10,46.682
2011/11/11,46.682
2011/11/12,46.682
2011/11/13,46.682
2011/11/14,46.682
2011/11/15,46.682
2011/11/16,46.682
2011/11/17,46.682
2011/11/18,46.682
2011/11/19,46.682
2011/11/20,46.682
2011/11/21,46.682
2011/11/22,46.682
2011/11/23,46.682
2011/11/24,46.682
2011/11/25,46.682
2011/11/26,46.682
2011/11/27,46.682
2011/11/28,46.682
2011/11/29,46.682
2011/11/30,46.682
2011/12/01,46.682
2011/12/02,46.682
2011/12/03,46.682
2011/12/04,46.682
2011/12/05,46.682
2011/12/06,46.682
2011/12/07,46.682
2011/12/08,46.682
2011/12/09,46.682
2011/12/10,46.682
2011/12/11,46.682
2011/12/12,46.682
2011/12/13,46.682
2011/12/14,46.682
2011/12/15,46.682
2011/12/16,46.682
2011/12/17,46.682
2011/12/18,46.682
2011/12/19,46.682
2011/12/20,46.682
2011/12/21,46.682
2011/12/22,46.682
2011/12/23,46.682
2011/12/24,46.682
2011/12/25,46.682
2011/12/26,46.682
2011/12/27,46.682
2011/12/28,46.682
2011/12/29,46.682
2011/12/30,46.682
2011/12/31,46.682
2012/01/01,46.682
2012/01/02,46.682
2012/01/03,46.682
2012/01/04,46.682
2012/01/05,46.682
2012/01/06,46.682
2012/01/07,46.682
2012/01/08,46.682
2012/01/09,46.682
2012/01/10,46.682
2012/01/11,46.682
2012/01/12,46.682
2012/01/13,46.682
2012/01/14,46.682
2012/01/15,46.682
2012/01/16,46.682
2012/01/17,46.682
2012/01/18,46.682
2012/01/19,0
2012/01/20,0
2012/01/21,0
2012/01/22,0
2012/01/23,0
2012/01/24,0
2012/01/25,0
2012/01/26,0
2012/01/27,0
2012/01/28,0
2012/01/29,0
2012/01/30,0
2012/01/31,0
2012/02/01,0
2012/02/02,0
2012/02/03,0
2012/02/04,0
2012/02/05,0
2012/02/06,0
2012/02/07,0
2012/02/08,0
2012/02/09,0
2012/02/10,0
2012/02/11,0
2012/02/12,0
2012/02/13,0
2012/02/14,97.971
2012/02/15,100
2012/02/16,97.502
2012/02/17,46.343
2012/02/18,46.343
2012/02/19,46.343
2012/02/20,46.343
2012/02/21,46.343
2012/02/22,46.343
2012/02/23,46.343
2012/02/24,46.343
2012/02/25,46.343
2012/02/26,46.343
2012/02/27,46.343
2012/02/28,46.343
2012/02/29,46.343
2012/03/01,46.343
2012/03/02,46.343
2012/03/03,46.343
2012/03/04,46.343
2012/03/05,46.343
2012/03/06,46.343
2012/03/07,46.343
2012/03/08,46.343
2012/03/09,46.343
2012/03/10,46.343
2012/03/11,46.343
2012/03/12,46.343
2012/03/13,46.343
2012/03/14,46.343
2012/03/15,46.343
2012/03/16,46.343
2012/03/17,46.343
2012/03/18,46.343
2012/03/19,46.343
2012/03/20,46.343
2012/03/21,46.343
2012/03/22,46.343
2012/03/23,46.343
2012/03/24,46.343
2012/03/25,46.343
2012/03/26,46.343
2012/03/27,46.343
2012/03/28,46.343
2012/03/29,46.343
2012/03/30,46.343
2012/03/31,46.343
2012/04/01,46.343
2012/04/02,46.343
2012/04/03,46.343
2012/04/04,46.343
2012/04/05,46.343
2012/04/06,46.343
2012/04/07,46.343
2012/04/08,46.343
2012/04/09,46.343
2012/04/10,46.343
2012/04/11,46.343
2012/04/12,46.343
2012/04/13,46.343
2012/04/14,46.343
2012/04/15,46.343
2012/04/16,46.343
2012/04/17,46.343
2012/04/18,46.343
2012/04/19,46.343
2012/04/20,46.343
2012/04/21,46.343
2012/04/22,46.343
2012/04/23,46.343
2012/04/24,46.343
2012/04/25,46.343
2012/04/26,99.489
2012/04/27,48.14
2012/04/28,48.14
2012/04/29,48.14
2012/04/30,68.018
2012/05/01,68.133
2012/05/02,68.31
2012/05/03,68.513
2012/05/04,68.402
2012/05/05,68.28
2012/05/06,68.212
2012/05/07,68.137
2012/05/08,68.197
2012/05/09,67.976
2012/05/10,66.998
2012/05/11,66.436
2012/05/12,66.696
2012/05/13,66.591
2012/05/14,66.855
2012/05/15,67.22
2012/05/16,67.486
2012/05/17,67.736
2012/05/18,67.862
2012/05/19,67.89
2012/05/20,67.724
2012/05/21,67.63
2012/05/22,67.613
2012/05/23,67.86
2012/05/24,67.995
2012/05/25,68.036
2012/05/26,67.306
2012/05/27,67.496
2012/05/28,67.705
2012/05/29,67.929
2012/05/30,67.825
2012/05/31,68.145
2012/06/01,69.858
2012/06/02,70.384
2012/06/03,68.525
2012/06/04,68.936
2012/06/05,71.606
2012/06/06,73.75
2012/06/07,75.39
2012/06/08,76.992
2012/06/09,75.998
2012/06/10,70.726
2012/06/11,70.921
2012/06/12,74.091
2012/06/13,77.846
2012/06/14,79.788
2012/06/15,83.71
2012/06/16,85.994
2012/06/17,78.364
2012/06/18,75.781
2012/06/19,78.051
2012/06/20,80.431
2012/06/21,81.518
2012/06/22,78.36
2012/06/23,72.159
2012/06/24,67.628
2012/06/25,64.885
2012/06/26,66.017
2012/06/27,69.959
2012/06/28,71.432
2012/06/29,71.464
2012/06/30,72.362
2012/07/01,71.754
2012/07/02,72.245
2012/07/03,67.624
2012/07/04,60.669
2012/07/05,64.163
2012/07/06,66.194
2012/07/07,68.215
2012/07/08,69.563
2012/07/09,72.732
2012/07/10,76.927
2012/07/11,78.068
2012/07/12,82.352
2012/07/13,84.66
2012/07/14,79.059
2012/07/15,79.206
2012/07/16,84.811
2012/07/17,88.48
2012/07/18,89.912
2012/07/19,90.064
2012/07/20,79.193
2012/07/21,79.26
2012/07/22,76.777
2012/07/23,70.031
2012/07/24,71.203
2012/07/25,73.24
2012/07/26,75.407
2012/07/27,76.004
2012/07/28,75.768
2012/07/29,71.941
2012/07/30,73.534
2012/07/31,77.584
2012/08/01,80.079
2012/08/02,84.688
2012/08/03,88.38
2012/08/04,89.073
2012/08/05,87.404
2012/08/06,85.378
2012/08/07,86.143
2012/08/08,86.529
2012/08/09,86.542
2012/08/10,87.708
2012/08/11,88.75
2012/08/12,89.045
2012/08/13,90.213
2012/08/14,91.286
2012/08/15,93.046
2012/08/16,94.369
2012/08/17,74.305
2012/08/18,61.268
2012/08/19,42.189
2012/08/20,37.361
2012/08/21,45.823
2012/08/22,44.94
2012/08/23,45.379
2012/08/24,49.286
2012/08/25,51.101
2012/08/26,51.48
2012/08/27,52.987
2012/08/28,54.642
2012/08/29,54.338
2012/08/30,52.658
2012/08/31,49.039
2012/09/01,44.704
2012/09/02,45.267
2012/09/03,48.665
2012/09/04,49.76
2012/09/05,52.682
2012/09/06,57.227
2012/09/07,57.315
2012/09/08,56.824
2012/09/09,56.279
2012/09/10,57.097
2012/09/11,59.102
2012/09/12,60.556
2012/09/13,59.826
2012/09/14,63.393
2012/09/15,65.707
2012/09/16,66.466
2012/09/17,67.373
2012/09/18,70.01
2012/09/19,73.411
2012/09/20,73.765
2012/09/21,72.192
2012/09/22,68.327
2012/09/23,67.123
2012/09/24,64.369
2012/09/25,64.767
2012/09/26,66.256
2012/09/27,68.087
2012/09/28,67.754
2012/09/29,69.134
2012/09/30,68.101
2012/10/01,67.818
2012/10/02,72.711
2012/10/03,76.164
2012/10/04,76.189
2012/10/05,70.914
2012/10/06,66.553
2012/10/07,50.434
2012/10/08,43.274
2012/10/09,42.816
2012/10/10,47.97
2012/10/11,49.82
2012/10/12,49.274
2012/10/13,45.953
2012/10/14,42.797
2012/10/15,40.659
2012/10/16,45.02
2012/10/17,44.336
2012/10/18,46.234
2012/10/19,45.158
2012/10/20,42.385
2012/10/21,40.873
2012/10/22,40.449
2012/10/23,41.609
2012/10/24,40.112
2012/10/25,30.286
2012/10/26,20.222
2012/10/27,17.699
2012/10/28,26.509
2012/10/29,31.577
2012/10/30,34.135
2012/10/31,42.072
2012/11/01,39.27
2012/11/02,88.726
2012/11/03,46.587
2012/11/04,47.024
2012/11/05,47.159
2012/11/06,47.277
2012/11/07,47.578
2012/11/08,47.621
2012/11/09,47.458
2012/11/10,47.387
2012/11/11,47.5
2012/11/12,47.701
2012/11/13,47.967
2012/11/14,47.946
2012/11/15,48.589
2012/11/16,50.723
2012/11/17,52.355
2012/11/18,52.047
2012/11/19,52.122
2012/11/20,51.98
2012/11/21,52.14
2012/11/22,54.704
2012/11/23,56.64
2012/11/24,56.94
2012/11/25,57.314
2012/11/26,56.408
2012/11/27,54.821
2012/11/28,55.312
2012/11/29,56.554
2012/11/30,58.091
2012/12/01,58.21
2012/12/02,57.787
2012/12/03,58.433
2012/12/04,63.316
2012/12/05,66.76
2012/12/06,65.105
2012/12/07,66.104
2012/12/08,66.725
2012/12/09,65.53
2012/12/10,93.876
2012/12/11,50.004
2012/12/12,50.297
2012/12/13,50.328
2012/12/14,50.226
2012/12/15,49.973
2012/12/16,49.599
2012/12/17,49.281
2012/12/18,49.28
2012/12/19,49.821
2012/12/20,50.243
2012/12/21,50.111
2012/12/22,49.718
2012/12/23,49.544
2012/12/24,49.476
2012/12/25,49.517
2012/12/26,49.638
2012/12/27,49.82
2012/12/28,49.751
2012/12/29,49.872
2012/12/30,49.746
2012/12/31,49.887
2013/01/01,49.554
2013/01/02,47.926
2013/01/03,48.024
2013/01/04,48.086
2013/01/05,47.651
2013/01/06,47.146
2013/01/07,47.614
2013/01/08,50.529
2013/01/09,52.797
2013/01/10,54.505
2013/01/11,57.154
2013/01/12,57.048
2013/01/13,56.105
2013/01/14,56.886
2013/01/15,56.614
2013/01/16,59.806
2013/01/17,67.171
2013/01/18,71.053
2013/01/19,70.982
2013/01/20,71.299
2013/01/21,75.251
2013/01/22,80.178
2013/01/23,81.974
2013/01/24,80.225
2013/01/25,77.838
2013/01/26,79.789
2013/01/27,80.43
2013/01/28,82.59
2013/01/29,85.832
2013/01/30,87.187
2013/01/31,89.102
2013/02/01,90.167
2013/02/02,86.648
2013/02/03,86.544
2013/02/04,86.84
2013/02/05,86.797
2013/02/06,87.952
2013/02/07,89.91
2013/02/08,91.467
2013/02/09,92.719
2013/02/10,93.331
2013/02/11,93.861
2013/02/12,94.301
2013/02/13,94.456
2013/02/14,95.318
2013/02/15,96.163
2013/02/16,96.271
2013/02/17,96.272
2013/02/18,95.931
2013/02/19,96.688
2013/02/20,97.272
2013/02/21,97.406
2013/02/22,97.043
2013/02/23,93.215
2013/02/24,89.52
2013/02/25,89.573
2013/02/26,90.214
2013/02/27,91.394
2013/02/28,93.269
2013/03/01,94.779
2013/03/02,93.356
2013/03/03,85.614
2013/03/04,97.447
2013/03/05,54.808
2013/03/06,56.421
2013/03/07,57.119
2013/03/08,58.059
2013/03/09,59.437
2013/03/10,78.237
2013/03/11,78.566
2013/03/12,51.193
2013/03/13,50.649
2013/03/14,50.869
2013/03/15,52.904
2013/03/16,51.046
2013/03/17,50.93
2013/03/18,52.124
2013/03/19,54.732
2013/03/20,57.811
2013/03/21,60.635
2013/03/22,61.415
2013/03/23,59.865
2013/03/24,60.449
2013/03/25,62.668
2013/03/26,63.942
2013/03/27,67.463
2013/03/28,70.176
2013/03/29,70.517
2013/03/30,70.886
2013/03/31,71.593
2013/04/01,74.007
2013/04/02,78.528
2013/04/03,81.743
2013/04/04,82.56
2013/04/05,83.687
2013/04/06,84.815
2013/04/07,86.307
2013/04/08,89.345
2013/04/09,92.132
2013/04/10,80.15
2013/04/11,52.512
2013/04/12,46.393
2013/04/13,48.122
2013/04/14,46.351
2013/04/15,45.066
2013/04/16,41.883
2013/04/17,42.853
2013/04/18,48.66
2013/04/19,52.359
2013/04/20,54.637
2013/04/21,54.57
2013/04/22,54.276
2013/04/23,56.67
2013/04/24,60.932
2013/04/25,62.338
2013/04/26,59.183
2013/04/27,56.196
2013/04/28,55.168
2013/04/29,57.565
2013/04/30,58.981
2013/05/01,54.101
2013/05/02,48.145
2013/05/03,44.879
2013/05/04,45.987
2013/05/05,49.882
2013/05/06,49.672
2013/05/07,48.413
2013/05/08,48.024
2013/05/09,47.407
2013/05/10,48.689
2013/05/11,49.906
2013/05/12,79.51
2013/05/13,48.543
2013/05/14,47.892
2013/05/15,47.125
2013/05/16,47.664
2013/05/17,48.478
2013/05/18,49.046
2013/05/19,49.07
2013/05/20,49.152
2013/05/21,49.77
2013/05/22,50.21
2013/05/23,50.874
2013/05/24,52.861
2013/05/25,53.921
2013/05/26,54.285
2013/05/27,54.108
2013/05/28,52.87
2013/05/29,53.179
2013/05/30,53.559
2013/05/31,53.092
2013/06/01,54.659
2013/06/02,51.41
2013/06/03,49.157
2013/06/04,48.765
2013/06/05,49.043
2013/06/06,48.555
2013/06/07,45.539
2013/06/08,42.65
2013/06/09,39.796
2013/06/10,38.672
2013/06/11,41.058
2013/06/12,42.501
2013/06/13,41.688
2013/06/14,38.737
2013/06/15,36.943
2013/06/16,37.069
2013/06/17,37.698
2013/06/18,41.324
2013/06/19,43.148
2013/06/20,44.085
2013/06/21,44.422
2013/06/22,41.781
2013/06/23,39.674
2013/06/24,36.488
2013/06/25,35.315
2013/06/26,36.656
2013/06/27,35.194
2013/06/28,31.041
2013/06/29,28.576
2013/06/30,29.686
2013/07/01,26.286
2013/07/02,24.561
2013/07/03,23.339
2013/07/04,21.429
2013/07/05,18.441
2013/07/06,15.452
2013/07/07,22.668
2013/07/08,29.254
2013/07/09,28.527
2013/07/10,34.346
2013/07/11,42.32
2013/07/12,46.743
2013/07/13,50.369
2013/07/14,50.441
2013/07/15,51.838
2013/07/16,52.633
2013/07/17,50.978
2013/07/18,47.755
2013/07/19,44.276
2013/07/20,44.308
2013/07/21,44.363
2013/07/22,44.765
2013/07/23,46.984
2013/07/24,49.265
2013/07/25,51.989
2013/07/26,54.386
2013/07/27,52.904
2013/07/28,52.559
2013/07/29,58.092
2013/07/30,61.149
2013/07/31,65.561
2013/08/01,65.223
2013/08/02,64.14
2013/08/03,63.77
2013/08/04,61.24
2013/08/05,62.992
2013/08/06,65.627
2013/08/07,66.52
2013/08/08,61.482
2013/08/09,55.993
2013/08/10,53.647
2013/08/11,52.625
2013/08/12,55.174
2013/08/13,57.622
2013/08/14,60.908
2013/08/15,62.433
2013/08/16,60.848
2013/08/17,61.499
2013/08/18,61.848
2013/08/19,64.707
2013/08/20,71.398
2013/08/21,77.366
2013/08/22,79.832
2013/08/23,75.08
2013/08/24,73.811
2013/08/25,76.349
2013/08/26,77.647
2013/08/27,81.081
2013/08/28,83.928
2013/08/29,84.306
2013/08/30,86.09
2013/08/31,88.189
2013/09/01,89.387
2013/09/02,89.792
2013/09/03,87.026
2013/09/04,73.245
2013/09/05,64.197
2013/09/06,58.91
2013/09/07,58.849
2013/09/08,61.401
2013/09/09,63.297
2013/09/10,66.36
2013/09/11,68.714
2013/09/12,71.094
2013/09/13,71.576
2013/09/14,71.184
2013/09/15,70.327
2013/09/16,70.487
2013/09/17,71.198
2013/09/18,72.441
2013/09/19,63.069
2013/09/20,58.164
2013/09/21,58.394
2013/09/22,59.415
2013/09/23,58.513
2013/09/24,58.579
2013/09/25,60.877
2013/09/26,62.266
2013/09/27,61.001
2013/09/28,63.387
2013/09/29,63.746
2013/09/30,62.292
2013/10/01,63.353
2013/10/02,31.799
2013/10/03,26.144
2013/10/04,46.566
2013/10/05,50.505
2013/10/06,50.603
2013/10/07,52.45
2013/10/08,54.582
2013/10/09,56.787
2013/10/10,57.84
2013/10/11,58.427
2013/10/12,59.02
2013/10/13,63.719
2013/10/14,68.511
2013/10/15,73.75
2013/10/16,75.17
2013/10/17,77.393
2013/10/18,25.53
2013/10/19,61.424
2013/10/20,62.417
2013/10/21,64.552
2013/10/22,68.541
2013/10/23,71.054
2013/10/24,32.654
2013/10/25,32.229
2013/10/26,32.029
2013/10/27,32.351
2013/10/28,32.953
2013/10/29,33.292
2013/10/30,33.465
2013/10/31,45.681
2013/11/01,38.214
2013/11/02,38.311
2013/11/03,38.489
2013/11/04,39.207
2013/11/05,40.379
2013/11/06,41.544
2013/11/07,43.361
2013/11/08,45.081
2013/11/09,47.699
2013/11/10,44.999
2013/11/11,46.668
2013/11/12,48.392
2013/11/13,50.845
2013/11/14,53.206
2013/11/15,54.008
2013/11/16,54.521
2013/11/17,57.245
2013/11/18,63.757
2013/11/19,66.647
2013/11/20,56.518
2013/11/21,62.519
2013/11/22,66.144
2013/11/23,70.682
2013/11/24,63.731
2013/11/25,64.638
2013/11/26,67.747
2013/11/27,71.25
2013/11/28,72.709
2013/11/29,74.242
2013/11/30,76.384
2013/12/01,65.1
2013/12/02,65.194
2013/12/03,67.874
2013/12/04,69.828
2013/12/05,66.032
2013/12/06,60.266
2013/12/07,48.37
2013/12/08,49.08
2013/12/09,55.403
2013/12/10,58.159
2013/12/11,56.353
2013/12/12,54.231
2013/12/13,55.113
2013/12/14,54.07
2013/12/15,52.653
2013/12/16,48.587
2013/12/17,42.607
2013/12/18,36.895
2013/12/19,41.292
2013/12/20,44.513
2013/12/21,41.946
2013/12/22,43.411
2013/12/23,44.533
2013/12/24,46.088
2013/12/25,50.881
2013/12/26,50.376
2013/12/27,52.035
2013/12/28,50.826
2013/12/29,50.124
2013/12/30,52.728
2013/12/31,52.338
2014/01/01,53.646
2014/01/02,54.445
2014/01/03,55.764
2014/01/04,59.507
2014/01/05,63.033
2014/01/06,68.76
2014/01/07,62.902
2014/01/08,55.664
2014/01/09,55.789
2014/01/10,55.387
2014/01/11,59.952
2014/01/12,59.266
2014/01/13,52.71
2014/01/14,53.39
2014/01/15,54.755
2014/01/16,54.286
2014/01/17,50.336
2014/01/18,52.035
2014/01/19,52.696
2014/01/20,57.789
2014/01/21,54.468
2014/01/22,52.959
2014/01/23,50.875
2014/01/24,46.819
2014/01/25,49.898
2014/01/26,54.157
2014/01/27,53.829
2014/01/28,45.312
2014/01/29,49.202
2014/01/30,47.485
2014/01/31,49.243
2014/02/01,51.313
2014/02/02,50.854
2014/02/03,47.855
2014/02/04,47.989
2014/02/05,50.269
2014/02/06,45.197
2014/02/07,35.794
2014/02/08,32.64
2014/02/09,30.732
2014/02/10,29.242
2014/02/11,29.631
2014/02/12,27.124
2014/02/13,22.658
2014/02/14,20.937
2014/02/15,29.438
2014/02/16,37.675
2014/02/17,37.297
2014/02/18,37.075
2014/02/19,36.415
2014/02/20,33.667
2014/02/21,30.423
2014/02/22,33.239
2014/02/23,41.054
2014/02/24,35.668
2014/02/25,29.553
2014/02/26,40.878
2014/02/27,41.892
2014/02/28,40.599
