Date,sentinusd90momUSD
2010/11/10,12089
2010/11/11,7130
2010/11/12,7310
2010/11/13,9608
2010/11/14,5477
2010/11/15,68292
2010/11/16,23074
2010/11/17,12686
2010/11/18,12605
2010/11/19,12305
2010/11/20,43424
2010/11/21,33659
2010/11/22,7427
2010/11/23,11009
2010/11/24,10002
2010/11/25,12381
2010/11/26,24026
2010/11/27,6334
2010/11/28,5818
2010/11/29,6338
2010/11/30,11293
2010/12/01,9867
2010/12/02,12974
2010/12/03,5054
2010/12/04,6487
2010/12/05,-306.202
2010/12/06,19480
2010/12/07,17443
2010/12/08,5010
2010/12/09,8181
2010/12/10,4740
2010/12/11,16055
2010/12/12,2952
2010/12/13,37436
2010/12/14,25207
2010/12/15,25195
2010/12/16,16162
2010/12/17,12808
2010/12/18,17207
2010/12/19,21341
2010/12/20,19335
2010/12/21,22619
2010/12/22,12558
2010/12/23,14414
2010/12/24,13181
2010/12/25,26608
2010/12/26,15958
2010/12/27,17265
2010/12/28,9591
2010/12/29,29075
2010/12/30,15480
2010/12/31,-4608
2011/01/01,11713
2011/01/02,-20211
2011/01/03,7880
2011/01/04,4404
2011/01/05,6259
2011/01/06,-2233
2011/01/07,1043
2011/01/08,7433
2011/01/09,7262
2011/01/10,19301
2011/01/11,22814
2011/01/12,652.964
2011/01/13,23155
2011/01/14,10675
2011/01/15,11353
2011/01/16,3142
2011/01/17,-4683
2011/01/18,14875
2011/01/19,-303.285
2011/01/20,4705
2011/01/21,20084
2011/01/22,18077
2011/01/23,18860
2011/01/24,3970
2011/01/25,-11514
2011/01/26,-6348
2011/01/27,414054
2011/01/28,8661
2011/01/29,17343
2011/01/30,172340
2011/01/31,82550
2011/02/01,64903
2011/02/02,47540
2011/02/03,36527
2011/02/04,-570.893
2011/02/05,24882
2011/02/06,-76255
2011/02/07,126232
2011/02/08,47105
2011/02/09,117619
2011/02/10,215473
2011/02/11,247483
2011/02/12,127802
2011/02/13,37811
2011/02/14,111682
2011/02/15,82563
2011/02/16,49441
2011/02/17,82706
2011/02/18,69521
2011/02/19,123688
2011/02/20,185316
2011/02/21,178922
2011/02/22,281875
2011/02/23,311157
2011/02/24,187094
2011/02/25,158316
2011/02/26,147255
2011/02/27,166487
2011/02/28,96129
2011/03/01,907742
2011/03/02,2250735
2011/03/03,204839
2011/03/04,258457
2011/03/05,112289
2011/03/06,144409
2011/03/07,163271
2011/03/08,156278
2011/03/09,200753
2011/03/10,298923
2011/03/11,201970
2011/03/12,130468
2011/03/13,144565
2011/03/14,157916
2011/03/15,79887
2011/03/16,111780
2011/03/17,118646
2011/03/18,121870
2011/03/19,67897
2011/03/20,83528
2011/03/21,89718
2011/03/22,140051
2011/03/23,195584
2011/03/24,198839
2011/03/25,221632
2011/03/26,259214
2011/03/27,97368
2011/03/28,94286
2011/03/29,55957
2011/03/30,77561
2011/03/31,90136
2011/04/01,44492
2011/04/02,60125
2011/04/03,43762
2011/04/04,92936
2011/04/05,69384
2011/04/06,54434
2011/04/07,64416
2011/04/08,77560
2011/04/09,92417
2011/04/10,36388
2011/04/11,31431
2011/04/12,94320
2011/04/13,120464
2011/04/14,110582
2011/04/15,78156
2011/04/16,324082
2011/04/17,1382996
2011/04/18,112939
2011/04/19,3077674
2011/04/20,5493065
2011/04/21,482981
2011/04/22,176807
2011/04/23,221168
2011/04/24,144693
2011/04/25,133529
2011/04/26,273396
2011/04/27,25657
2011/04/28,284344
2011/04/29,1946966
2011/04/30,1117762
2011/05/01,435713
2011/05/02,300509
2011/05/03,540000
2011/05/04,916391
2011/05/05,493975
2011/05/06,891327
2011/05/07,713890
2011/05/08,1850567
2011/05/09,525148
2011/05/10,2603327
2011/05/11,771770
2011/05/12,967167
2011/05/13,3149044
2011/05/14,13578188
2011/05/15,2042313
2011/05/16,1992677
2011/05/17,1565431
2011/05/18,1175596
2011/05/19,1112360
2011/05/20,1982023
2011/05/21,3703224
2011/05/22,5445691
2011/05/23,2877965
2011/05/24,2256204
2011/05/25,2820695
2011/05/26,3354379
2011/05/27,4457122
2011/05/28,1719554
2011/05/29,2111738
2011/05/30,1401057
2011/05/31,190807
2011/06/01,2273640
2011/06/02,3299803
2011/06/03,7489392
2011/06/04,7691751
2011/06/05,9621176
2011/06/06,14419587
2011/06/07,10878378
2011/06/08,20802654
2011/06/09,22466852
2011/06/10,24216294
2011/06/11,28277823
2011/06/12,30254540
2011/06/13,24222683
2011/06/14,29892405
2011/06/15,81839633
2011/06/16,159755347
2011/06/17,25514304
2011/06/18,20549757
2011/06/19,78271843
2011/06/20,22483679
2011/06/21,56075256
2011/06/22,22259681
2011/06/23,27338540
2011/06/24,80894786
2011/06/25,182085433
2011/06/26,68559111
2011/06/27,30930828
2011/06/28,115553427
2011/06/29,46816146
2011/06/30,24587871
2011/07/01,17368045
2011/07/02,13267181
2011/07/03,8688720
2011/07/04,19764656
2011/07/05,5394964
2011/07/06,7797705
2011/07/07,6766409
2011/07/08,4327549
2011/07/09,29717643
2011/07/10,35422496
2011/07/11,14512217
2011/07/12,14888661
2011/07/13,19791540
2011/07/14,26808619
2011/07/15,7947905
2011/07/16,15774035
2011/07/17,7411504
2011/07/18,40879963
2011/07/19,31842084
2011/07/20,6979974
2011/07/21,18004451
2011/07/22,20909060
2011/07/23,8092731
2011/07/24,7333325
2011/07/25,19782398
2011/07/26,16006589
2011/07/27,17332813
2011/07/28,44463698
2011/07/29,8005790
2011/07/30,3855974
2011/07/31,7612007
2011/08/01,6529717
2011/08/02,4035329
2011/08/03,3810480
2011/08/04,2238747
2011/08/05,4279875
2011/08/06,1100526
2011/08/07,2044231
2011/08/08,5403686
2011/08/09,21066299
2011/08/10,10147809
2011/08/11,1439258
2011/08/12,-10485108
2011/08/13,799766
2011/08/14,2602871
2011/08/15,2004756
2011/08/16,2676211
2011/08/17,2299704
2011/08/18,2217586
2011/08/19,2345743
2011/08/20,-3052245
2011/08/21,-417277
2011/08/22,451876
2011/08/23,1769830
2011/08/24,2576785
2011/08/25,-780504
2011/08/26,580676
2011/08/27,20463934
2011/08/28,-701864
2011/08/29,-317268
2011/08/30,-385032
2011/08/31,-1331362
2011/09/01,-4908998
2011/09/02,-5719042
2011/09/03,-7887420
2011/09/04,-117428
2011/09/05,6723268
2011/09/06,1674675
2011/09/07,-18267006
2011/09/08,-21691359
2011/09/09,-26147834
2011/09/10,-29142695
2011/09/11,-18938667
2011/09/12,-26296128
2011/09/13,-79895735
2011/09/14,-158213042
2011/09/15,-24085094
2011/09/16,-17428257
2011/09/17,-76725380
2011/09/18,-21199626
2011/09/19,-54543154
2011/09/20,-20470775
2011/09/21,-25309303
2011/09/22,-79494566
2011/09/23,-180351477
2011/09/24,-67429601
2011/09/25,-29466645
2011/09/26,-114232752
2011/09/27,-44855916
2011/09/28,-22953851
2011/09/29,-15879055
2011/09/30,-11916639
2011/10/01,-6694567
2011/10/02,-18260579
2011/10/03,-3443638
2011/10/04,-5816542
2011/10/05,-4898139
2011/10/06,-1904314
2011/10/07,-28091150
2011/10/08,-34339236
2011/10/09,-13422566
2011/10/10,-13776769
2011/10/11,-18624392
2011/10/12,-25637931
2011/10/13,-7073769
2011/10/14,-16096278
2011/10/15,-6092407
2011/10/16,-43033696
2011/10/17,-35888455
2011/10/18,-6653909
2011/10/19,-17507274
2011/10/20,-20495351
2011/10/21,-6888969
2011/10/22,-5876713
2011/10/23,-18320895
2011/10/24,-15434349
2011/10/25,-16649114
2011/10/26,-45271746
2011/10/27,-7842864
2011/10/28,-2993156
2011/10/29,-6527524
2011/10/30,-6446512
2011/10/31,-3757192
2011/11/01,-2650511
2011/11/02,-1914763
2011/11/03,-3953873
2011/11/04,-1863669
2011/11/05,-1772935
2011/11/06,-7482451
2011/11/07,-21285544
2011/11/08,-8015460
2011/11/09,-1801642
2011/11/10,-2171336
2011/11/11,-2093652
2011/11/12,-3900693
2011/11/13,-2902699
2011/11/14,-3037131
2011/11/15,-2728056
2011/11/16,590385
2011/11/17,1643755
2011/11/18,8345745
2011/11/19,5825730
2011/11/20,246500
2011/11/21,-1106509
2011/11/22,2083256
2011/11/23,-280051
2011/11/24,1037993
2011/11/25,-20111657
2011/11/26,2214848
2011/11/27,2187488
2011/11/28,7895343
2011/11/29,8115029
2011/11/30,15931051
2011/12/01,4147642
2011/12/02,14886178
2011/12/03,-4283168
2011/12/04,-9658495
2011/12/05,-14460861
2011/12/06,15814715
2011/12/07,14059391
2011/12/08,11221759
2011/12/09,4514340
2011/12/10,-2170848
2011/12/11,-1144285
2011/12/12,131712
2011/12/13,-697439
2011/12/14,-559892
2011/12/15,-1952722
2011/12/16,-271136
2011/12/17,-467017
2011/12/18,-884853
2011/12/19,-589058
2011/12/20,-510936
2011/12/21,388482
2011/12/22,-346514
2011/12/23,-357254
2011/12/24,-513345
2011/12/25,-412778
2011/12/26,566518
2011/12/27,803420
2011/12/28,-642792
2011/12/29,499313
2011/12/30,-1116133
2011/12/31,-636007
2012/01/01,-561454
2012/01/02,-936078
2012/01/03,-888746
2012/01/04,-684297
2012/01/05,2257075
2012/01/06,2184624
2012/01/07,319083
2012/01/08,664181
2012/01/09,1070149
2012/01/10,704632
2012/01/11,864318
2012/01/12,800860
2012/01/13,743245
2012/01/14,893166
2012/01/15,49175
2012/01/16,1610496
2012/01/17,1460362
2012/01/18,1082989
2012/01/19,565745
2012/01/20,198327
2012/01/21,-458430
2012/01/22,114855
2012/01/23,316501
2012/01/24,728487
2012/01/25,598727
2012/01/26,561156
2012/01/27,113921
2012/01/28,319338
2012/01/29,254594
2012/01/30,-344358
2012/01/31,145210
2012/02/01,1015762
2012/02/02,633731
2012/02/03,1002267
2012/02/04,1087906
2012/02/05,915467
2012/02/06,-1892533
2012/02/07,-1486718
2012/02/08,297132
2012/02/09,267357
2012/02/10,753302
2012/02/11,1529673
2012/02/12,530945
2012/02/13,1170369
2012/02/14,1336625
2012/02/15,-2219085
2012/02/16,-4301522
2012/02/17,-4636352
2012/02/18,-540733
2012/02/19,-2290066
2012/02/20,-6511785
2012/02/21,-2101355
2012/02/22,-357244
2012/02/23,383200
2012/02/24,-1250099
2012/02/25,-2646645
2012/02/26,-8688812
2012/02/27,-8825856
2012/02/28,-17124084
2012/02/29,-4969351
2012/03/01,-13765877
2012/03/02,-7716152
2012/03/03,-6553987
2012/03/04,-5373926
2012/03/05,-18638272
2012/03/06,-15226358
2012/03/07,-11977935
2012/03/08,-3521476
2012/03/09,-650684
2012/03/10,-997147
2012/03/11,-541610
2012/03/12,1521737
2012/03/13,1350554
2012/03/14,1510283
2012/03/15,892292
2012/03/16,1417595
2012/03/17,1305217
2012/03/18,236652
2012/03/19,206774
2012/03/20,30099
2012/03/21,649568
2012/03/22,2415440
2012/03/23,2975457
2012/03/24,2562135
2012/03/25,-980640
2012/03/26,-259007
2012/03/27,1553167
2012/03/28,1187344
2012/03/29,4545750
2012/03/30,3557688
2012/03/31,2552426
2012/04/01,1637021
2012/04/02,2137567
2012/04/03,2024845
2012/04/04,-552135
2012/04/05,1014878
2012/04/06,1102154
2012/04/07,-522357
2012/04/08,3358694
2012/04/09,5730009
2012/04/10,1687711
2012/04/11,5203353
2012/04/12,3833445
2012/04/13,2066981
2012/04/14,3158324
2012/04/15,3667390
2012/04/16,5578913
2012/04/17,3606859
2012/04/18,2994226
2012/04/19,1450235
2012/04/20,13410462
2012/04/21,5134477
2012/04/22,3442197
2012/04/23,1851677
2012/04/24,1500885
2012/04/25,3013616
2012/04/26,7678494
2012/04/27,6215366
2012/04/28,2724302
2012/04/29,3241273
2012/04/30,3697235
2012/05/01,2977806
2012/05/02,3310137
2012/05/03,4017037
2012/05/04,3697472
2012/05/05,4115602
2012/05/06,1565843
2012/05/07,9316559
2012/05/08,18052215
2012/05/09,10356247
2012/05/10,4081379
2012/05/11,4974657
2012/05/12,14121394
2012/05/13,5194753
2012/05/14,4917387
2012/05/15,12868592
2012/05/16,10501466
2012/05/17,13281134
2012/05/18,6565108
2012/05/19,4621046
2012/05/20,8380894
2012/05/21,17744653
2012/05/22,17351668
2012/05/23,6089375
2012/05/24,2949958
2012/05/25,10571819
2012/05/26,23082726
2012/05/27,8534581
2012/05/28,9179856
2012/05/29,14701621
2012/05/30,8966561
2012/05/31,21951572
2012/06/01,13640842
2012/06/02,7187866
2012/06/03,7113009
2012/06/04,22597067
2012/06/05,22456698
2012/06/06,11091175
2012/06/07,23903474
2012/06/08,28800941
2012/06/09,5829505
2012/06/10,15336857
2012/06/11,14219110
2012/06/12,11478191
2012/06/13,11602701
2012/06/14,26040579
2012/06/15,19029332
2012/06/16,23113548
2012/06/17,6596748
2012/06/18,13285532
2012/06/19,11079386
2012/06/20,7534242
2012/06/21,2562096
2012/06/22,11110934
2012/06/23,17592330
2012/06/24,9571160
2012/06/25,8733261
2012/06/26,7558154
2012/06/27,7113905
2012/06/28,18181323
2012/06/29,12402296
2012/06/30,6179840
2012/07/01,5442542
2012/07/02,3538795
2012/07/03,5744940
2012/07/04,10102479
2012/07/05,10343856
2012/07/06,7421725
2012/07/07,21700139
2012/07/08,-2475950
2012/07/09,10581905
2012/07/10,7976363
2012/07/11,1906413
2012/07/12,5793259
2012/07/13,13600001
2012/07/14,12146313
2012/07/15,2030447
2012/07/16,11257345
2012/07/17,16377579
2012/07/18,10495240
2012/07/19,-4517255
2012/07/20,7442034
2012/07/21,15477510
2012/07/22,10375822
2012/07/23,14224872
2012/07/24,9405958
2012/07/25,-901775
2012/07/26,12468906
2012/07/27,14592225
2012/07/28,10342054
2012/07/29,4110891
2012/07/30,2853414
2012/07/31,21785003
2012/08/01,14823038
2012/08/02,11730806
2012/08/03,8823377
2012/08/04,11383147
2012/08/05,9933946
2012/08/06,1366192
2012/08/07,9222094
2012/08/08,11817500
2012/08/09,7882351
2012/08/10,2509421
2012/08/11,9866942
2012/08/12,6395295
2012/08/13,2637701
2012/08/14,278456
2012/08/15,4248654
2012/08/16,17209767
2012/08/17,27266748
2012/08/18,14469754
2012/08/19,38243792
2012/08/20,65632480
2012/08/21,44828369
2012/08/22,70054451
2012/08/23,62603220
2012/08/24,89436894
2012/08/25,35673075
2012/08/26,23681896
2012/08/27,51043670
2012/08/28,61530332
2012/08/29,135235869
2012/08/30,108709788
2012/08/31,83129307
2012/09/01,78354805
2012/09/02,35377052
2012/09/03,13674276
2012/09/04,53433444
2012/09/05,71461680
2012/09/06,211197774
2012/09/07,195962394
2012/09/08,65223793
2012/09/09,25656712
2012/09/10,194376705
2012/09/11,212611662
2012/09/12,93810065
2012/09/13,233185641
2012/09/14,182948248
2012/09/15,72040638
2012/09/16,149073432
2012/09/17,141012935
2012/09/18,144968963
2012/09/19,380919445
2012/09/20,182160371
2012/09/21,300158055
2012/09/22,169070619
2012/09/23,82995094
2012/09/24,86568950
2012/09/25,7802448
2012/09/26,-2657366
2012/09/27,-425748
2012/09/28,22129897
2012/09/29,6593347
2012/09/30,9373723
2012/10/01,10022302
2012/10/02,9750075
2012/10/03,2374485
2012/10/04,5702372
2012/10/05,5364749
2012/10/06,18853075
2012/10/07,6502236
2012/10/08,4731536
2012/10/09,7193047
2012/10/10,-122401
2012/10/11,-4150551
2012/10/12,12471647
2012/10/13,21833803
2012/10/14,-1112918
2012/10/15,-12221367
2012/10/16,17865367
2012/10/17,28311274
2012/10/18,25546213
2012/10/19,10677511
2012/10/20,16576809
2012/10/21,8630286
2012/10/22,11117288
2012/10/23,20898551
2012/10/24,1549464
2012/10/25,-3379155
2012/10/26,-4808010
2012/10/27,7169086
2012/10/28,1080148
2012/10/29,-17008538
2012/10/30,23035551
2012/10/31,23603574
2012/11/01,12965614
2012/11/02,-6015455
2012/11/03,-1206085
2012/11/04,2531866
2012/11/05,3167076
2012/11/06,2160018
2012/11/07,4154153
2012/11/08,-4389729
2012/11/09,-8277116
2012/11/10,-13627334
2012/11/11,-17351457
2012/11/12,-12735447
2012/11/13,-13046817
2012/11/14,-13105568
2012/11/15,-4785960
2012/11/16,16868198
2012/11/17,-27170043
2012/11/18,-62769617
2012/11/19,-38624714
2012/11/20,-58148796
2012/11/21,-64782309
2012/11/22,-97284143
2012/11/23,-32566652
2012/11/24,-20798542
2012/11/25,-58247152
2012/11/26,-60588271
2012/11/27,-143282527
2012/11/28,-102237913
2012/11/29,-79316185
2012/11/30,-77882601
2012/12/01,-52440131
2012/12/02,-25611274
2012/12/03,-46043284
2012/12/04,-66401647
2012/12/05,-204589493
2012/12/06,-161161455
2012/12/07,-56023421
2012/12/08,-29157077
2012/12/09,-190432366
2012/12/10,-213518364
2012/12/11,-101667883
2012/12/12,-206767830
2012/12/13,-156052057
2012/12/14,-41602436
2012/12/15,-142754732
2012/12/16,-130957810
2012/12/17,-133082508
2012/12/18,-357122162
2012/12/19,-182698189
2012/12/20,-307797752
2012/12/21,-159243062
2012/12/22,-76599429
2012/12/23,-86226437
2012/12/24,-7268022
2012/12/25,-12647967
2012/12/26,-8353942
2012/12/27,-21292024
2012/12/28,-1960501
2012/12/29,-4155136
2012/12/30,-9463742
2012/12/31,-8634044
2013/01/01,3496901
2013/01/02,9315452
2013/01/03,-11880755
2013/01/04,5444585
2013/01/05,5991727
2013/01/06,-6245748
2013/01/07,3304988
2013/01/08,17989000
2013/01/09,7899715
2013/01/10,-13492348
2013/01/11,-14147544
2013/01/12,-3437889
2013/01/13,2368421
2013/01/14,-16834639
2013/01/15,-10910766
2013/01/16,-8477279
2013/01/17,-5129953
2013/01/18,-6584384
2013/01/19,-4506807
2013/01/20,-8940179
2013/01/21,-12509206
2013/01/22,880236
2013/01/23,23619839
2013/01/24,13681238
2013/01/25,7961058
2013/01/26,12267174
2013/01/27,14144029
2013/01/28,-15995779
2013/01/29,1318987
2013/01/30,4585651
2013/01/31,20734519
2013/02/01,15225630
2013/02/02,547252
2013/02/03,751374
2013/02/04,10256724
2013/02/05,19046789
2013/02/06,22513731
2013/02/07,25816223
2013/02/08,41186915
2013/02/09,32256305
2013/02/10,25184919
2013/02/11,20817499
2013/02/12,13862123
2013/02/13,-3299851
2013/02/14,-6126137
2013/02/15,1493172
2013/02/16,8673989
2013/02/17,11748333
2013/02/18,12508807
2013/02/19,25377038
2013/02/20,14479907
2013/02/21,15136088
2013/02/22,29761994
2013/02/23,21498846
2013/02/24,32938618
2013/02/25,34617418
2013/02/26,17337163
2013/02/27,28920032
2013/02/28,34646878
2013/03/01,40271257
2013/03/02,33781648
2013/03/03,5187142
2013/03/04,-1701640
2013/03/05,30451620
2013/03/06,38071672
2013/03/07,29434521
2013/03/08,33684079
2013/03/09,21234751
2013/03/10,38051197
2013/03/11,20786467
2013/03/12,14313443
2013/03/13,8243695
2013/03/14,4471564
2013/03/15,206167752
2013/03/16,75088345
2013/03/17,12649438
2013/03/18,140055343
2013/03/19,79482699
2013/03/20,90727324
2013/03/21,96118094
2013/03/22,67498141
2013/03/23,65816611
2013/03/24,42903250
2013/03/25,88035977
2013/03/26,104109005
2013/03/27,189205087
2013/03/28,128422382
2013/03/29,102560926
2013/03/30,141729702
2013/03/31,115559176
2013/04/01,108987059
2013/04/02,233454637
2013/04/03,231273200
2013/04/04,196942416
2013/04/05,200524821
2013/04/06,144069684
2013/04/07,108778918
2013/04/08,182396890
2013/04/09,302219969
2013/04/10,415361377
2013/04/11,175003658
2013/04/12,126394358
2013/04/13,87518128
2013/04/14,46038718
2013/04/15,49298866
2013/04/16,93370953
2013/04/17,99558162
2013/04/18,524572659
2013/04/19,169437935
2013/04/20,89847351
2013/04/21,86665685
2013/04/22,153092301
2013/04/23,143428172
2013/04/24,218035540
2013/04/25,194438328
2013/04/26,126566017
2013/04/27,71443622
2013/04/28,35599292
2013/04/29,68470269
2013/04/30,46545737
2013/05/01,79249894
2013/05/02,54570393
2013/05/03,46506854
2013/05/04,17222133
2013/05/05,27597944
2013/05/06,45726208
2013/05/07,59153737
2013/05/08,45420446
2013/05/09,16728593
2013/05/10,41272828
2013/05/11,34555615
2013/05/12,22057942
2013/05/13,47293626
2013/05/14,47492500
2013/05/15,30293486
2013/05/16,32715240
2013/05/17,43213835
2013/05/18,39878507
2013/05/19,13564285
2013/05/20,20287735
2013/05/21,38365884
2013/05/22,48522267
2013/05/23,30925517
2013/05/24,56605984
2013/05/25,35828235
2013/05/26,-5381532
2013/05/27,36584228
2013/05/28,36687801
2013/05/29,41086580
2013/05/30,25705810
2013/05/31,29572440
2013/06/01,29282992
2013/06/02,17248783
2013/06/03,16398903
2013/06/04,-10255803
2013/06/05,17628608
2013/06/06,36360590
2013/06/07,31137961
2013/06/08,-11722882
2013/06/09,26385199
2013/06/10,-13962659
2013/06/11,-1547189
2013/06/12,12173169
2013/06/13,-167201124
2013/06/14,-28006223
2013/06/15,3381379
2013/06/16,-123072801
2013/06/17,-38457111
2013/06/18,-40260309
2013/06/19,-61238173
2013/06/20,-13269389
2013/06/21,-8733331
2013/06/22,-15291960
2013/06/23,-64468713
2013/06/24,-55836980
2013/06/25,-133144496
2013/06/26,-85321268
2013/06/27,-65841147
2013/06/28,-94773639
2013/06/29,-88435842
2013/06/30,-93815186
2013/07/01,-187696473
2013/07/02,-194703034
2013/07/03,-162839957
2013/07/04,-162615377
2013/07/05,-89634153
2013/07/06,-83179933
2013/07/07,-166637283
2013/07/08,-265237180
2013/07/09,-352780169
2013/07/10,-114273540
2013/07/11,-56458074
2013/07/12,-15504662
2013/07/13,12796745
2013/07/14,-29952049
2013/07/15,-65374793
2013/07/16,-45325412
2013/07/17,-461148067
2013/07/18,-110554717
2013/07/19,-41742734
2013/07/20,-64650303
2013/07/21,-136068891
2013/07/22,-111215928
2013/07/23,-164002570
2013/07/24,-146413882
2013/07/25,-81062436
2013/07/26,-30563592
2013/07/27,-24982852
2013/07/28,-59357010
2013/07/29,-13602182
2013/07/30,-18670313
2013/07/31,-12481929
2013/08/01,35751081
2013/08/02,39310445
2013/08/03,2016977
2013/08/04,-38889760
2013/08/05,-19830818
2013/08/06,-11098855
2013/08/07,10965539
2013/08/08,-12878355
2013/08/09,-9739100
2013/08/10,-6407559
2013/08/11,-37420070
2013/08/12,1539196
2013/08/13,52427265
2013/08/14,59088760
2013/08/15,-1994537
2013/08/16,32722988
2013/08/17,45328020
2013/08/18,17128716
2013/08/19,31138730
2013/08/20,14867630
2013/08/21,54089099
2013/08/22,-4082669
2013/08/23,1625620
2013/08/24,9809422
2013/08/25,-20748051
2013/08/26,-8955675
2013/08/27,8965178
2013/08/28,8194530
2013/08/29,-341454
2013/08/30,37518983
2013/08/31,30175178
2013/09/01,-15989344
2013/09/02,7673566
2013/09/03,26823375
2013/09/04,12661441
2013/09/05,13217607
2013/09/06,35398371
2013/09/07,123356
2013/09/08,-5735550
2013/09/09,5557747
2013/09/10,10271529
2013/09/11,12511450
2013/09/12,5761231
2013/09/13,34373212
2013/09/14,12947813
2013/09/15,-10428229
2013/09/16,14702542
2013/09/17,15044676
2013/09/18,13186078
2013/09/19,27537505
2013/09/20,41535530
2013/09/21,20096035
2013/09/22,-1596962
2013/09/23,45853935
2013/09/24,48551344
2013/09/25,39581744
2013/09/26,25941970
2013/09/27,35410247
2013/09/28,27526586
2013/09/29,-8346518
2013/09/30,37205334
2013/10/01,63183297
2013/10/02,58250576
2013/10/03,22444580
2013/10/04,41461744
2013/10/05,4256136
2013/10/06,-12901742
2013/10/07,-1409360
2013/10/08,-878946
2013/10/09,15301692
2013/10/10,-2224492
2013/10/11,13952310
2013/10/12,28540165
2013/10/13,19932236
2013/10/14,26258524
2013/10/15,23669833
2013/10/16,48200469
2013/10/17,43093437
2013/10/18,86154927
2013/10/19,105750456
2013/10/20,34737047
2013/10/21,83155715
2013/10/22,124114868
2013/10/23,126465562
2013/10/24,111452938
2013/10/25,426569542
2013/10/26,57117638
2013/10/27,15429097
2013/10/28,18429405
2013/10/29,238147045
2013/10/30,21151665
2013/10/31,34776270
2013/11/01,46035826
2013/11/02,50093146
2013/11/03,20245193
2013/11/04,111020385
2013/11/05,142608831
2013/11/06,131793093
2013/11/07,232195537
2013/11/08,232982294
2013/11/09,224472455
2013/11/10,120799766
2013/11/11,66529118
2013/11/12,191673985
2013/11/13,316789304
2013/11/14,277556191
2013/11/15,885252590
2013/11/16,509317052
2013/11/17,373669405
2013/11/18,907397706
2013/11/19,1089087349
2013/11/20,704624714
2013/11/21,1123746819
2013/11/22,1488937601
2013/11/23,1010619546
2013/11/24,938353377
2013/11/25,903960538
2013/11/26,3031482452
2013/11/27,2763193433
2013/11/28,2918736401
2013/11/29,2364452818
2013/11/30,1815517632
2013/12/01,1228200539
2013/12/02,1149601261
2013/12/03,1022383206
2013/12/04,1241181440
2013/12/05,1335891241
2013/12/06,945037955
2013/12/07,1615930491
2013/12/08,802547709
2013/12/09,923217031
2013/12/10,648482679
2013/12/11,856344367
2013/12/12,679156042
2013/12/13,701732960
2013/12/14,460462607
2013/12/15,279793312
2013/12/16,1507430891
2013/12/17,949612706
2013/12/18,963782653
2013/12/19,725686786
2013/12/20,538255285
2013/12/21,523840314
2013/12/22,450622225
2013/12/23,340050913
2013/12/24,473727574
2013/12/25,479321739
2013/12/26,343065612
2013/12/27,363341310
2013/12/28,363692246
2013/12/29,494070592
2013/12/30,441891727
2013/12/31,206420696
2014/01/01,296822738
2014/01/02,418543382
2014/01/03,630382634
2014/01/04,454236808
2014/01/05,704958314
2014/01/06,821922959
2014/01/07,692122854
2014/01/08,503997577
2014/01/09,339136834
2014/01/10,355416344
2014/01/11,252752973
2014/01/12,223038688
2014/01/13,278888283
2014/01/14,436122231
2014/01/15,357603015
2014/01/16,333101599
2014/01/17,151502830
2014/01/18,159696190
