Date,transactionvalue90varUSD
2010/11/07,485.653
2010/11/08,1259
2010/11/09,1257
2010/11/10,1254
2010/11/11,1250
2010/11/12,1245
2010/11/13,1241
2010/11/14,1238
2010/11/15,1237
2010/11/16,1236
2010/11/17,1232
2010/11/18,1230
2010/11/19,1233
2010/11/20,1232
2010/11/21,1232
2010/11/22,1227
2010/11/23,1223
2010/11/24,1222
2010/11/25,1224
2010/11/26,1219
2010/11/27,1214
2010/11/28,1209
2010/11/29,1205
2010/11/30,1200
2010/12/01,1196
2010/12/02,1192
2010/12/03,1188
2010/12/04,1189
2010/12/05,1191
2010/12/06,1188
2010/12/07,1182
2010/12/08,1179
2010/12/09,1173
2010/12/10,1167
2010/12/11,1160
2010/12/12,1161
2010/12/13,1166
2010/12/14,1161
2010/12/15,1156
2010/12/16,1154
2010/12/17,1148
2010/12/18,1144
2010/12/19,1138
2010/12/20,1130
2010/12/21,1122
2010/12/22,1118
2010/12/23,1108
2010/12/24,1099
2010/12/25,1090
2010/12/26,1081
2010/12/27,1076
2010/12/28,1069
2010/12/29,1069
2010/12/30,1060
2010/12/31,1059
2011/01/01,1054
2011/01/02,1029
2011/01/03,1032
2011/01/04,1034
2011/01/05,1039
2011/01/06,1043
2011/01/07,1046
2011/01/08,1050
2011/01/09,1052
2011/01/10,1053
2011/01/11,1053
2011/01/12,1053
2011/01/13,1051
2011/01/14,1050
2011/01/15,1050
2011/01/16,1050
2011/01/17,1050
2011/01/18,1051
2011/01/19,1053
2011/01/20,1053
2011/01/21,1049
2011/01/22,1049
2011/01/23,1048
2011/01/24,1046
2011/01/25,1037
2011/01/26,1021
2011/01/27,3556
2011/01/28,3559
2011/01/29,3561
2011/01/30,3571
2011/01/31,3582
2011/02/01,3597
2011/02/02,3588
2011/02/03,3590
2011/02/04,3540
2011/02/05,3534
2011/02/06,2860
2011/02/07,3019
2011/02/08,3033
2011/02/09,3082
2011/02/10,3139
2011/02/11,3195
2011/02/12,3204
2011/02/13,3202
2011/02/14,3200
2011/02/15,3200
2011/02/16,3190
2011/02/17,3173
2011/02/18,3159
2011/02/19,3179
2011/02/20,3211
2011/02/21,3241
2011/02/22,3312
2011/02/23,3395
2011/02/24,3417
2011/02/25,3415
2011/02/26,3411
2011/02/27,3408
2011/02/28,3405
2011/03/01,4293
2011/03/02,16936
2011/03/03,16909
2011/03/04,16953
2011/03/05,16917
2011/03/06,16912
2011/03/07,16903
2011/03/08,16867
2011/03/09,16858
2011/03/10,16956
2011/03/11,16956
2011/03/12,16925
2011/03/13,16924
2011/03/14,16912
2011/03/15,16916
2011/03/16,16914
2011/03/17,16908
2011/03/18,16898
2011/03/19,16910
2011/03/20,16907
2011/03/21,16928
2011/03/22,16906
2011/03/23,16893
2011/03/24,16873
2011/03/25,16887
2011/03/26,16863
2011/03/27,16860
2011/03/28,16845
2011/03/29,16865
2011/03/30,16848
2011/03/31,16832
2011/04/01,16818
2011/04/02,16800
2011/04/03,16780
2011/04/04,16743
2011/04/05,16708
2011/04/06,16683
2011/04/07,16649
2011/04/08,16606
2011/04/09,16555
2011/04/10,16537
2011/04/11,16527
2011/04/12,16487
2011/04/13,16460
2011/04/14,16435
2011/04/15,16408
2011/04/16,16441
2011/04/17,19575
2011/04/18,19568
2011/04/19,26142
2011/04/20,60545
2011/04/21,60658
2011/04/22,60547
2011/04/23,60454
2011/04/24,60363
2011/04/25,60298
2011/04/26,60205
2011/04/27,58553
2011/04/28,58438
2011/04/29,60399
2011/04/30,60642
2011/05/01,60596
2011/05/02,60560
2011/05/03,60606
2011/05/04,61020
2011/05/05,60921
2011/05/06,61120
2011/05/07,61115
2011/05/08,64362
2011/05/09,64298
2011/05/10,69913
2011/05/11,70181
2011/05/12,70607
2011/05/13,75076
2011/05/14,169169
2011/05/15,170475
2011/05/16,170946
2011/05/17,170799
2011/05/18,170451
2011/05/19,170158
2011/05/20,170524
2011/05/21,173737
2011/05/22,181095
2011/05/23,181978
2011/05/24,182239
2011/05/25,182550
2011/05/26,182852
2011/05/27,187632
2011/05/28,187319
2011/05/29,187203
2011/05/30,187432
2011/05/31,179584
2011/06/01,179219
2011/06/02,179544
2011/06/03,183188
2011/06/04,186638
2011/06/05,194051
2011/06/06,208913
2011/06/07,217352
2011/06/08,240025
2011/06/09,264209
2011/06/10,297860
2011/06/11,350235
2011/06/12,393375
2011/06/13,423313
2011/06/14,450617
2011/06/15,843295
2011/06/16,2413494
2011/06/17,2434539
2011/06/18,2440806
2011/06/19,2839268
2011/06/20,2847970
2011/06/21,3108479
2011/06/22,3112460
2011/06/23,3136792
2011/06/24,3585914
2011/06/25,7031869
2011/06/26,7360604
2011/06/27,7359997
2011/06/28,8314405
2011/06/29,8403589
2011/06/30,8389717
2011/07/01,8363855
2011/07/02,8337152
2011/07/03,8313601
2011/07/04,8288124
2011/07/05,8271376
2011/07/06,8252083
2011/07/07,8232875
2011/07/08,8218949
2011/07/09,8238727
2011/07/10,8276964
2011/07/11,8246365
2011/07/12,8214201
2011/07/13,8182049
2011/07/14,8165050
2011/07/15,8140885
2011/07/16,8124091
2011/07/17,8097705
2011/07/18,8186422
2011/07/19,8237216
2011/07/20,8219324
2011/07/21,8181704
2011/07/22,8144321
2011/07/23,8111893
2011/07/24,8083027
2011/07/25,8041272
2011/07/26,7999104
2011/07/27,7956136
2011/07/28,8074069
2011/07/29,8044304
2011/07/30,8022249
2011/07/31,7991338
2011/08/01,7967414
2011/08/02,7958886
2011/08/03,7942397
2011/08/04,7938506
2011/08/05,7919726
2011/08/06,7928144
2011/08/07,7918585
2011/08/08,7911821
2011/08/09,7872951
2011/08/10,7842839
2011/08/11,7849055
2011/08/12,7874651
2011/08/13,7881284
2011/08/14,7875910
2011/08/15,7873055
2011/08/16,7865312
2011/08/17,7857377
2011/08/18,7852064
2011/08/19,7850952
2011/08/20,7874213
2011/08/21,7881591
2011/08/22,7883642
2011/08/23,7877331
2011/08/24,7866387
2011/08/25,7879991
2011/08/26,7881800
2011/08/27,7868689
2011/08/28,7874694
2011/08/29,7880601
2011/08/30,7885262
2011/08/31,7893047
2011/09/01,7911541
2011/09/02,7932561
2011/09/03,7959433
2011/09/04,7954522
2011/09/05,7945066
2011/09/06,7948203
2011/09/07,7975157
2011/09/08,8010926
2011/09/09,8047670
2011/09/10,8088589
2011/09/11,8107384
2011/09/12,8134226
2011/09/13,7951089
2011/09/14,6742236
2011/09/15,6771377
2011/09/16,6791784
2011/09/17,6540228
2011/09/18,6566233
2011/09/19,6408299
2011/09/20,6431387
2011/09/21,6442507
2011/09/22,6089332
2011/09/23,2776894
2011/09/24,2451748
2011/09/25,2443523
2011/09/26,1438430
2011/09/27,1305951
2011/09/28,1290185
2011/09/29,1293997
2011/09/30,1297819
2011/10/01,1302816
2011/10/02,1297248
2011/10/03,1301094
2011/10/04,1305297
2011/10/05,1309674
2011/10/06,1310777
2011/10/07,1230001
2011/10/08,1117724
2011/10/09,1121071
2011/10/10,1116974
2011/10/11,1104149
2011/10/12,1054486
2011/10/13,1058183
2011/10/14,1049663
2011/10/15,1053096
2011/10/16,870047
2011/10/17,750380
2011/10/18,753589
2011/10/19,731423
2011/10/20,703593
2011/10/21,703152
2011/10/22,703752
2011/10/23,680867
2011/10/24,663144
2011/10/25,636545
2011/10/26,342231
2011/10/27,336570
2011/10/28,336854
2011/10/29,335059
2011/10/30,335012
2011/10/31,335698
2011/11/01,336095
2011/11/02,336826
2011/11/03,337456
2011/11/04,338419
2011/11/05,339584
2011/11/06,336266
2011/11/07,295707
2011/11/08,286369
2011/11/09,285979
2011/11/10,286814
2011/11/11,287531
2011/11/12,287890
2011/11/13,288790
2011/11/14,289563
2011/11/15,290437
2011/11/16,291918
2011/11/17,305357
2011/11/18,336711
2011/11/19,357971
2011/11/20,358341
2011/11/21,359136
2011/11/22,369719
2011/11/23,370035
2011/11/24,370457
2011/11/25,263298
2011/11/26,264656
2011/11/27,266266
2011/11/28,282801
2011/11/29,297120
2011/11/30,352842
2011/12/01,355020
2011/12/02,405657
2011/12/03,400845
2011/12/04,367849
2011/12/05,312343
2011/12/06,357855
2011/12/07,411247
2011/12/08,445522
2011/12/09,446483
2011/12/10,445835
2011/12/11,445893
2011/12/12,445191
2011/12/13,445711
2011/12/14,445678
2011/12/15,446622
2011/12/16,446682
2011/12/17,446788
2011/12/18,447090
2011/12/19,446884
2011/12/20,446790
2011/12/21,446070
2011/12/22,446123
2011/12/23,446424
2011/12/24,446511
2011/12/25,446680
2011/12/26,446045
2011/12/27,445020
2011/12/28,445421
2011/12/29,444435
2011/12/30,445446
2011/12/31,446065
2012/01/01,445888
2012/01/02,446597
2012/01/03,447359
2012/01/04,447672
2012/01/05,446707
2012/01/06,445068
2012/01/07,444140
2012/01/08,443036
2012/01/09,441563
2012/01/10,440490
2012/01/11,439723
2012/01/12,438319
2012/01/13,437528
2012/01/14,436444
2012/01/15,436150
2012/01/16,434388
2012/01/17,432375
2012/01/18,430857
2012/01/19,430252
2012/01/20,430103
2012/01/21,430223
2012/01/22,429019
2012/01/23,428152
2012/01/24,427321
2012/01/25,427312
2012/01/26,426769
2012/01/27,426497
2012/01/28,425648
2012/01/29,425224
2012/01/30,425284
2012/01/31,424825
2012/02/01,423236
2012/02/02,422178
2012/02/03,420599
2012/02/04,419069
2012/02/05,417689
2012/02/06,418990
2012/02/07,420270
2012/02/08,419447
2012/02/09,419134
2012/02/10,418485
2012/02/11,416691
2012/02/12,415743
2012/02/13,414268
2012/02/14,413942
2012/02/15,403794
2012/02/16,379112
2012/02/17,362278
2012/02/18,362455
2012/02/19,363111
2012/02/20,354590
2012/02/21,355636
2012/02/22,355524
2012/02/23,355757
2012/02/24,355258
2012/02/25,354809
2012/02/26,340993
2012/02/27,328561
2012/02/28,274109
2012/02/29,271959
2012/03/01,218275
2012/03/02,197424
2012/03/03,184331
2012/03/04,174951
2012/03/05,124465
2012/03/06,62833
2012/03/07,19066
2012/03/08,13339
2012/03/09,12756
2012/03/10,12421
2012/03/11,12233
2012/03/12,12226
2012/03/13,12105
2012/03/14,12235
2012/03/15,12254
2012/03/16,12105
2012/03/17,11924
2012/03/18,11866
2012/03/19,11850
2012/03/20,11825
2012/03/21,11775
2012/03/22,11838
2012/03/23,12891
2012/03/24,13292
2012/03/25,13098
2012/03/26,12831
2012/03/27,12644
2012/03/28,12716
2012/03/29,14249
2012/03/30,15167
2012/03/31,16231
2012/04/01,16302
2012/04/02,16257
2012/04/03,16457
2012/04/04,16110
2012/04/05,16311
2012/04/06,16320
2012/04/07,16472
2012/04/08,20595
2012/04/09,27628
2012/04/10,27660
2012/04/11,30794
2012/04/12,32135
2012/04/13,32352
2012/04/14,32589
2012/04/15,34688
2012/04/16,37483
2012/04/17,38262
2012/04/18,38507
2012/04/19,38395
2012/04/20,58705
2012/04/21,60666
2012/04/22,61430
2012/04/23,61294
2012/04/24,61021
2012/04/25,61343
2012/04/26,63292
2012/04/27,65889
2012/04/28,65563
2012/04/29,65255
2012/04/30,64708
2012/05/01,64550
2012/05/02,64153
2012/05/03,63825
2012/05/04,63429
2012/05/05,62906
2012/05/06,62867
2012/05/07,62190
2012/05/08,65232
2012/05/09,64359
2012/05/10,63283
2012/05/11,63071
2012/05/12,63340
2012/05/13,62617
2012/05/14,62588
2012/05/15,63524
2012/05/16,65115
2012/05/17,67724
2012/05/18,67918
2012/05/19,68655
2012/05/20,68491
2012/05/21,67607
2012/05/22,68712
2012/05/23,68994
2012/05/24,70056
2012/05/25,69624
2012/05/26,71543
2012/05/27,70923
2012/05/28,70400
2012/05/29,69199
2012/05/30,69184
2012/05/31,72637
2012/06/01,72013
2012/06/02,72505
2012/06/03,72466
2012/06/04,71446
2012/06/05,70401
2012/06/06,70690
2012/06/07,70901
2012/06/08,75234
2012/06/09,76290
2012/06/10,76396
2012/06/11,75813
2012/06/12,75971
2012/06/13,77010
2012/06/14,76687
2012/06/15,76479
2012/06/16,75545
2012/06/17,76587
2012/06/18,76279
2012/06/19,76132
2012/06/20,76860
2012/06/21,78178
2012/06/22,78185
2012/06/23,77943
2012/06/24,77309
2012/06/25,77320
2012/06/26,77745
2012/06/27,77919
2012/06/28,78558
2012/06/29,78642
2012/06/30,79041
2012/07/01,79207
2012/07/02,80103
2012/07/03,80435
2012/07/04,80418
2012/07/05,80062
2012/07/06,79350
2012/07/07,80082
2012/07/08,77563
2012/07/09,77374
2012/07/10,76400
2012/07/11,77326
2012/07/12,77632
2012/07/13,77989
2012/07/14,77783
2012/07/15,76933
2012/07/16,76750
2012/07/17,76758
2012/07/18,76784
2012/07/19,60486
2012/07/20,59574
2012/07/21,59057
2012/07/22,59265
2012/07/23,59208
2012/07/24,59046
2012/07/25,58022
2012/07/26,55536
2012/07/27,55806
2012/07/28,55870
2012/07/29,56634
2012/07/30,57569
2012/07/31,57724
2012/08/01,57887
2012/08/02,57665
2012/08/03,57595
2012/08/04,56889
2012/08/05,56958
2012/08/06,53447
2012/08/07,53590
2012/08/08,53656
2012/08/09,53405
2012/08/10,52442
2012/08/11,52424
2012/08/12,52204
2012/08/13,51284
2012/08/14,49302
2012/08/15,46593
2012/08/16,46419
2012/08/17,46127
2012/08/18,45817
2012/08/19,57335
2012/08/20,94578
2012/08/21,99574
2012/08/22,120595
2012/08/23,154806
2012/08/24,246827
2012/08/25,251980
2012/08/26,254061
2012/08/27,274831
2012/08/28,309987
2012/08/29,482220
2012/08/30,576157
2012/08/31,601848
2012/09/01,618661
2012/09/02,627990
2012/09/03,627354
2012/09/04,635386
2012/09/05,662059
2012/09/06,913813
2012/09/07,1202941
2012/09/08,1231542
2012/09/09,1230197
2012/09/10,1527838
2012/09/11,1779753
2012/09/12,1889299
2012/09/13,2516400
2012/09/14,2732358
2012/09/15,2747349
2012/09/16,2953810
2012/09/17,3205904
2012/09/18,3309146
2012/09/19,4501032
2012/09/20,4725326
2012/09/21,5572213
2012/09/22,6005855
2012/09/23,6003021
2012/09/24,5995445
2012/09/25,5981436
2012/09/26,5987312
2012/09/27,5991245
2012/09/28,5974821
2012/09/29,5968222
2012/09/30,5951045
2012/10/01,5938829
2012/10/02,5934950
2012/10/03,5935184
2012/10/04,5932119
2012/10/05,5935750
2012/10/06,5919183
2012/10/07,5917944
2012/10/08,5914233
2012/10/09,5907244
2012/10/10,5910554
2012/10/11,5917591
2012/10/12,5911058
2012/10/13,5893573
2012/10/14,5891887
2012/10/15,5902171
2012/10/16,5887168
2012/10/17,5862768
2012/10/18,5836403
2012/10/19,5819848
2012/10/20,5801626
2012/10/21,5797960
2012/10/22,5795027
2012/10/23,5774970
2012/10/24,5774330
2012/10/25,5777640
2012/10/26,5775640
2012/10/27,5751401
2012/10/28,5740377
2012/10/29,5745740
2012/10/30,5728755
2012/10/31,5705594
2012/11/01,5687838
2012/11/02,5695947
2012/11/03,5690004
2012/11/04,5678928
2012/11/05,5677662
2012/11/06,5671296
2012/11/07,5670680
2012/11/08,5678343
2012/11/09,5684633
2012/11/10,5698897
2012/11/11,5709289
2012/11/12,5721296
2012/11/13,5724541
2012/11/14,5728752
2012/11/15,5730833
2012/11/16,5719926
2012/11/17,5731415
2012/11/18,5751555
2012/11/19,5774446
2012/11/20,5801710
2012/11/21,5835232
2012/11/22,5832762
2012/11/23,5855781
2012/11/24,5873701
2012/11/25,5905708
2012/11/26,5929545
2012/11/27,5862259
2012/11/28,5843574
2012/11/29,5864488
2012/11/30,5888152
2012/12/01,5915696
2012/12/02,5924298
2012/12/03,5931078
2012/12/04,5933425
2012/12/05,5766997
2012/12/06,5554449
2012/12/07,5549521
2012/12/08,5565584
2012/12/09,5339625
2012/12/10,5139069
2012/12/11,5055395
2012/12/12,4453470
2012/12/13,4237373
2012/12/14,4207869
2012/12/15,3983485
2012/12/16,3695951
2012/12/17,3555079
2012/12/18,2221131
2012/12/19,1909710
2012/12/20,874248
2012/12/21,253806
2012/12/22,176184
2012/12/23,98964
2012/12/24,99434
2012/12/25,101197
2012/12/26,103328
2012/12/27,104254
2012/12/28,105674
2012/12/29,106290
2012/12/30,108045
2012/12/31,107899
2013/01/01,107884
2013/01/02,107527
2013/01/03,106814
2013/01/04,106661
2013/01/05,106687
2013/01/06,107065
2013/01/07,106933
2013/01/08,105967
2013/01/09,105967
2013/01/10,104681
2013/01/11,104306
2013/01/12,105518
2013/01/13,106089
2013/01/14,105835
2013/01/15,101616
2013/01/16,94271
2013/01/17,89574
2013/01/18,87493
2013/01/19,87754
2013/01/20,87986
2013/01/21,86719
2013/01/22,86606
2013/01/23,87573
2013/01/24,87480
2013/01/25,85067
2013/01/26,85272
2013/01/27,85363
2013/01/28,76749
2013/01/29,67986
2013/01/30,68531
2013/01/31,67870
2013/02/01,67044
2013/02/02,65049
2013/02/03,64663
2013/02/04,64944
2013/02/05,65380
2013/02/06,66475
2013/02/07,66088
2013/02/08,64897
2013/02/09,63498
2013/02/10,62059
2013/02/11,61439
2013/02/12,61348
2013/02/13,60976
2013/02/14,58523
2013/02/15,56925
2013/02/16,56798
2013/02/17,56615
2013/02/18,56609
2013/02/19,55874
2013/02/20,55870
2013/02/21,55635
2013/02/22,55807
2013/02/23,54735
2013/02/24,55055
2013/02/25,55506
2013/02/26,55753
2013/02/27,55559
2013/02/28,54933
2013/03/01,53989
2013/03/02,54803
2013/03/03,53143
2013/03/04,51542
2013/03/05,53180
2013/03/06,57443
2013/03/07,58324
2013/03/08,58699
2013/03/09,59027
2013/03/10,58562
2013/03/11,58767
2013/03/12,59208
2013/03/13,57934
2013/03/14,56903
2013/03/15,161620
2013/03/16,220717
2013/03/17,222640
2013/03/18,343565
2013/03/19,364457
2013/03/20,390849
2013/03/21,417311
2013/03/22,423259
2013/03/23,429798
2013/03/24,429782
2013/03/25,446197
2013/03/26,479146
2013/03/27,586520
2013/03/28,611731
2013/03/29,620463
2013/03/30,646732
2013/03/31,694381
2013/04/01,719749
2013/04/02,841849
2013/04/03,964945
2013/04/04,1069102
2013/04/05,1177635
2013/04/06,1226309
2013/04/07,1235699
2013/04/08,1317457
2013/04/09,1560757
2013/04/10,2050656
2013/04/11,2109843
2013/04/12,2112289
2013/04/13,2102569
2013/04/14,2087001
2013/04/15,2078022
2013/04/16,2069327
2013/04/17,2064635
2013/04/18,3207175
2013/04/19,3216786
2013/04/20,3205073
2013/04/21,3191180
2013/04/22,3224220
2013/04/23,3233163
2013/04/24,3294200
2013/04/25,3306727
2013/04/26,3290835
2013/04/27,3266100
2013/04/28,3244487
2013/04/29,3312878
2013/04/30,3311970
2013/05/01,3298412
2013/05/02,3274903
2013/05/03,3248707
2013/05/04,3230620
2013/05/05,3214374
2013/05/06,3194275
2013/05/07,3177374
2013/05/08,3151642
2013/05/09,3142350
2013/05/10,3123915
2013/05/11,3108916
2013/05/12,3095707
2013/05/13,3064639
2013/05/14,3041210
2013/05/15,3027825
2013/05/16,3009073
2013/05/17,2985423
2013/05/18,2960054
2013/05/19,2948837
2013/05/20,2934147
2013/05/21,2910130
2013/05/22,2880982
2013/05/23,2863045
2013/05/24,2836454
2013/05/25,2815688
2013/05/26,2803588
2013/05/27,2781663
2013/05/28,2760495
2013/05/29,2734475
2013/05/30,2719677
2013/05/31,2702492
2013/06/01,2682848
2013/06/02,2663193
2013/06/03,2654440
2013/06/04,2656123
2013/06/05,2644528
2013/06/06,2625677
2013/06/07,2606304
2013/06/08,2600508
2013/06/09,2577753
2013/06/10,2583738
2013/06/11,2579973
2013/06/12,2566878
2013/06/13,2557015
2013/06/14,2562004
2013/06/15,2560862
2013/06/16,2545536
2013/06/17,2558064
2013/06/18,2566819
2013/06/19,2578456
2013/06/20,2580710
2013/06/21,2582220
2013/06/22,2588493
2013/06/23,2610425
2013/06/24,2618272
2013/06/25,2587497
2013/06/26,2595266
2013/06/27,2607128
2013/06/28,2615599
2013/06/29,2615495
2013/06/30,2624553
2013/07/01,2569640
2013/07/02,2512292
2013/07/03,2461666
2013/07/04,2404522
2013/07/05,2382637
2013/07/06,2385707
2013/07/07,2343552
2013/07/08,2159498
2013/07/09,1732042
2013/07/10,1681228
2013/07/11,1671899
2013/07/12,1668690
2013/07/13,1666652
2013/07/14,1668031
2013/07/15,1668115
2013/07/16,1666145
2013/07/17,543516
2013/07/18,516020
2013/07/19,507700
2013/07/20,503015
2013/07/21,448981
2013/07/22,424297
2013/07/23,333739
2013/07/24,287750
2013/07/25,269484
2013/07/26,265006
2013/07/27,267584
2013/07/28,154617
2013/07/29,136592
2013/07/30,116082
2013/07/31,115411
2013/08/01,119608
2013/08/02,117121
2013/08/03,117212
2013/08/04,118400
2013/08/05,116853
2013/08/06,116410
2013/08/07,114952
2013/08/08,116192
2013/08/09,115126
2013/08/10,115570
2013/08/11,114882
2013/08/12,114413
2013/08/13,120468
2013/08/14,129768
2013/08/15,130060
2013/08/16,130061
2013/08/17,127135
2013/08/18,126689
2013/08/19,126560
2013/08/20,126398
2013/08/21,130914
2013/08/22,131276
2013/08/23,130469
2013/08/24,131005
2013/08/25,131454
2013/08/26,131762
2013/08/27,130752
2013/08/28,130718
2013/08/29,275440
2013/08/30,273204
2013/08/31,274810
2013/09/01,278599
2013/09/02,279503
2013/09/03,283774
2013/09/04,286286
2013/09/05,286130
2013/09/06,281440
2013/09/07,282042
2013/09/08,283674
2013/09/09,284604
2013/09/10,283927
2013/09/11,285519
2013/09/12,285240
2013/09/13,282764
2013/09/14,280490
2013/09/15,284723
2013/09/16,284201
2013/09/17,285409
2013/09/18,285206
2013/09/19,285203
2013/09/20,280703
2013/09/21,278463
2013/09/22,280080
2013/09/23,280328
2013/09/24,279520
2013/09/25,277266
2013/09/26,275013
2013/09/27,273407
2013/09/28,270703
2013/09/29,270290
2013/09/30,272744
2013/10/01,276921
2013/10/02,279088
2013/10/03,277305
2013/10/04,276210
2013/10/05,278794
2013/10/06,281775
2013/10/07,280722
2013/10/08,279574
2013/10/09,281202
2013/10/10,281144
2013/10/11,280759
2013/10/12,280123
2013/10/13,280188
2013/10/14,279348
2013/10/15,278070
2013/10/16,288348
2013/10/17,295450
2013/10/18,296367
2013/10/19,305186
2013/10/20,308234
2013/10/21,320214
2013/10/22,348542
2013/10/23,392709
2013/10/24,410116
2013/10/25,869452
2013/10/26,871101
2013/10/27,870543
2013/10/28,872114
2013/10/29,1105601
2013/10/30,1116657
2013/10/31,1117040
2013/11/01,1120740
2013/11/02,1130387
2013/11/03,1147486
2013/11/04,1225318
2013/11/05,1316136
2013/11/06,1352140
2013/11/07,1480580
2013/11/08,1587029
2013/11/09,1685656
2013/11/10,1714005
2013/11/11,1749139
2013/11/12,1938647
2013/11/13,2184886
2013/11/14,2368249
2013/11/15,4815807
2013/11/16,6109092
2013/11/17,6739236
2013/11/18,8260828
2013/11/19,9739283
2013/11/20,10381664
2013/11/21,12864884
2013/11/22,16171694
2013/11/23,17693711
2013/11/24,19657185
2013/11/25,20831399
2013/11/26,34119990
2013/11/27,41856439
2013/11/28,50126583
2013/11/29,56087422
2013/11/30,60876830
2013/12/01,62661624
2013/12/02,63959740
2013/12/03,64630700
2013/12/04,65768401
2013/12/05,67036972
2013/12/06,67477163
2013/12/07,70774061
2013/12/08,71997797
2013/12/09,72578444
2013/12/10,72410477
2013/12/11,72560922
2013/12/12,72523800
2013/12/13,72435843
2013/12/14,71917158
2013/12/15,71455964
2013/12/16,73536182
2013/12/17,73619210
2013/12/18,73374012
2013/12/19,72907181
2013/12/20,72239127
2013/12/21,71588222
2013/12/22,71043906
2013/12/23,70454504
2013/12/24,69864191
2013/12/25,69209785
2013/12/26,68569028
2013/12/27,67888585
2013/12/28,67189513
2013/12/29,66606635
2013/12/30,66001144
2013/12/31,65404756
2014/01/01,64654487
2014/01/02,63906554
2014/01/03,63043592
2014/01/04,62131369
2014/01/05,61464045
2014/01/06,60780803
2014/01/07,60049529
2014/01/08,59136025
2014/01/09,58339408
2014/01/10,57471631
2014/01/11,56756040
2014/01/12,56043715
2014/01/13,55281536
2014/01/14,54502274
2014/01/15,53765679
2014/01/16,52936176
2014/01/17,52450515
2014/01/18,51909191
2014/01/19,51132512
2014/01/20,50411504
2014/01/21,49955270
2014/01/22,49468630
2014/01/23,49631293
2014/01/24,48770439
2014/01/25,47987050
2014/01/26,47355762
2014/01/27,47053591
2014/01/28,46384887
2014/01/29,45706067
2014/01/30,45066260
2014/01/31,44703732
2014/02/01,44171848
2014/02/02,43816188
2014/02/03,43570054
2014/02/04,42960846
2014/02/05,42579819
2014/02/06,42362343
2014/02/07,41973528
2014/02/08,41637195
2014/02/09,41319591
2014/02/10,41153048
2014/02/11,41174032
2014/02/12,41202314
2014/02/13,41335476
2014/02/14,41734365
2014/02/15,41737119
2014/02/16,41977264
2014/02/17,42383904
2014/02/18,42919053
2014/02/19,43076870
2014/02/20,42615945
2014/02/21,42981338
2014/02/22,43146591
2014/02/23,43536062
2014/02/24,34898432
2014/02/25,30309045
2014/02/26,25028751
2014/02/27,21417942
2014/02/28,18482639
2014/03/01,17504612
2014/03/02,16934974
2014/03/03,16577818
2014/03/04,15806453
2014/03/05,14906415
2014/03/06,14604332
2014/03/07,13364369
2014/03/08,12660479
2014/03/09,11956356
2014/03/10,12147272
2014/03/11,11751864
2014/03/12,11492245
2014/03/13,11261593
2014/03/14,11329430
2014/03/15,11382632
2014/03/16,8976873
2014/03/17,8444270
2014/03/18,13275725
2014/03/19,13131173
2014/03/20,13168241
2014/03/21,13240084
2014/03/22,13392934
2014/03/23,13648452
2014/03/24,13665379
2014/03/25,13732557
2014/03/26,13863994
2014/03/27,13901689
2014/03/28,13906965
2014/03/29,13923566
2014/03/30,13888754
2014/03/31,13950885
