Date,transactionvalue90rocUSD
2010/11/08,4054
2010/11/09,254.593
2010/11/10,1100
2010/11/11,436.194
2010/11/12,1084
2010/11/13,780.396
2010/11/14,140.448
2010/11/15,38.163
2010/11/16,49.056
2010/11/17,664.973
2010/11/18,111.055
2010/11/19,-79.241
2010/11/20,25.957
2010/11/21,10.047
2010/11/22,609.47
2010/11/23,1136
2010/11/24,11.324
2010/11/25,-54.635
2010/11/26,503.275
2010/11/27,626.842
2010/11/28,442.715
2010/11/29,244.107
2010/11/30,510.001
2010/12/01,248.998
2010/12/02,463.969
2010/12/03,165.651
2010/12/04,31.115
2010/12/05,-40.119
2010/12/06,1017
2010/12/07,910.299
2010/12/08,110.601
2010/12/09,670.404
2010/12/10,585.977
2010/12/11,933.089
2010/12/12,-4.676
2010/12/13,1274
2010/12/14,642.603
2010/12/15,771.184
2010/12/16,211.408
2010/12/17,408.979
2010/12/18,358.501
2010/12/19,682.356
2010/12/20,951.353
2010/12/21,877.041
2010/12/22,157.496
2010/12/23,1158
2010/12/24,710.089
2010/12/25,1167
2010/12/26,797.938
2010/12/27,335.741
2010/12/28,289.981
2010/12/29,775.251
2010/12/30,420.842
2010/12/31,-28.263
2011/01/01,101.603
2011/01/02,-70.923
2011/01/03,-45.321
2011/01/04,-34.185
2011/01/05,-54.441
2011/01/06,-57.61
2011/01/07,-58.179
2011/01/08,-58.016
2011/01/09,-32.233
2011/01/10,-2.937
2011/01/11,-19.097
2011/01/12,-67.17
2011/01/13,-34.132
2011/01/14,-46.327
2011/01/15,-3.749
2011/01/16,-29.062
2011/01/17,-8.591
2011/01/18,52.43
2011/01/19,-40.763
2011/01/20,-12.33
2011/01/21,137.688
2011/01/22,-1.128
2011/01/23,-19.115
2011/01/24,-54.661
2011/01/25,-57.644
2011/01/26,-60.793
2011/01/27,1400
2011/01/28,-30.313
2011/01/29,-45.695
2011/01/30,198.221
2011/01/31,61.052
2011/02/01,135.948
2011/02/02,-7.878
2011/02/03,163.25
2011/02/04,-59.265
2011/02/05,-8.689
2011/02/06,-72.722
2011/02/07,417.586
2011/02/08,114.734
2011/02/09,336.672
2011/02/10,275.885
2011/02/11,250.594
2011/02/12,204.678
2011/02/13,308.338
2011/02/14,571.257
2011/02/15,34.428
2011/02/16,215.673
2011/02/17,2702
2011/02/18,1108
2011/02/19,2786
2011/02/20,290.313
2011/02/21,174.262
2011/02/22,4802
2011/02/23,4934
2011/02/24,426.701
2011/02/25,418.096
2011/02/26,434.097
2011/02/27,297.406
2011/02/28,120.382
2011/03/01,1335
2011/03/02,3407
2011/03/03,267.27
2011/03/04,285.179
2011/03/05,462.954
2011/03/06,84.049
2011/03/07,191.855
2011/03/08,393.39
2011/03/09,514.268
2011/03/10,1170
2011/03/11,271.936
2011/03/12,199.245
2011/03/13,11.453
2011/03/14,65.766
2011/03/15,-11.755
2011/03/16,7.06
2011/03/17,19.263
2011/03/18,46.981
2011/03/19,-33.682
2011/03/20,13.491
2011/03/21,-51.301
2011/03/22,131.627
2011/03/23,53.151
2011/03/24,248.924
2011/03/25,182.74
2011/03/26,169.556
2011/03/27,8.255
2011/03/28,60.622
2011/03/29,-47.752
2011/03/30,70.989
2011/03/31,60.516
2011/04/01,55.328
2011/04/02,71.586
2011/04/03,100.802
2011/04/04,271.995
2011/04/05,256.542
2011/04/06,149.521
2011/04/07,189.379
2011/04/08,319.458
2011/04/09,498.082
2011/04/10,78.215
2011/04/11,34.819
2011/04/12,232.098
2011/04/13,121.922
2011/04/14,102.439
2011/04/15,113.84
2011/04/16,492.871
2011/04/17,2304
2011/04/18,14.577
2011/04/19,4155
2011/04/20,9340
2011/04/21,1152
2011/04/22,370.658
2011/04/23,238.167
2011/04/24,241.163
2011/04/25,136.396
2011/04/26,221.475
2011/04/27,-80.542
2011/04/28,442.329
2011/04/29,2421
2011/04/30,317.095
2011/05/01,97.728
2011/05/02,62.289
2011/05/03,133.668
2011/05/04,484.683
2011/05/05,262.151
2011/05/06,293.489
2011/05/07,159.981
2011/05/08,342.067
2011/05/09,133.691
2011/05/10,731.498
2011/05/11,192.816
2011/05/12,232.566
2011/05/13,1024
2011/05/14,5061
2011/05/15,744.594
2011/05/16,1006
2011/05/17,1085
2011/05/18,425.936
2011/05/19,373.261
2011/05/20,345.84
2011/05/21,684.277
2011/05/22,1001
2011/05/23,305.656
2011/05/24,206.126
2011/05/25,381.688
2011/05/26,529.937
2011/05/27,1103
2011/05/28,389.32
2011/05/29,635.472
2011/05/30,29.061
2011/05/31,-64.071
2011/06/01,475.256
2011/06/02,262.366
2011/06/03,1484
2011/06/04,993.838
2011/06/05,1117
2011/06/06,2145
2011/06/07,976.931
2011/06/08,875.167
2011/06/09,1502
2011/06/10,4442
2011/06/11,3753
2011/06/12,3385
2011/06/13,5658
2011/06/14,4987
2011/06/15,16232
2011/06/16,20812
2011/06/17,7773
2011/06/18,6867
2011/06/19,34645
2011/06/20,2713
2011/06/21,12448
2011/06/22,1874
2011/06/23,2021
2011/06/24,8830
2011/06/25,38582
2011/06/26,18277
2011/06/27,8094
2011/06/28,19501
2011/06/29,9000
2011/06/30,6539
2011/07/01,3843
2011/07/02,4623
2011/07/03,2214
2011/07/04,5117
2011/07/05,1674
2011/07/06,1412
2011/07/07,1273
2011/07/08,759.703
2011/07/09,10368
2011/07/10,12445
2011/07/11,2451
2011/07/12,2663
2011/07/13,4323
2011/07/14,6095
2011/07/15,539.401
2011/07/16,211.015
2011/07/17,1754
2011/07/18,464.036
2011/07/19,117.164
2011/07/20,218.712
2011/07/21,2165
2011/07/22,2020
2011/07/23,1354
2011/07/24,1413
2011/07/25,2335
2011/07/26,1877
2011/07/27,2100
2011/07/28,922.65
2011/07/29,337.85
2011/07/30,426.172
2011/07/31,710.953
2011/08/01,312.297
2011/08/02,64.861
2011/08/03,263.782
2011/08/04,32.767
2011/08/05,239.831
2011/08/06,-34.123
2011/08/07,135.447
2011/08/08,29.379
2011/08/09,642.751
2011/08/10,274.32
2011/08/11,-22.934
2011/08/12,-85.582
2011/08/13,-30.334
2011/08/14,30.732
2011/08/15,19.635
2011/08/16,81.493
2011/08/17,73.895
2011/08/18,31.851
2011/08/19,4.561
2011/08/20,-66.178
2011/08/21,-34.67
2011/08/22,-11.806
2011/08/23,36.209
2011/08/24,63.85
2011/08/25,-44.329
2011/08/26,-11.744
2011/08/27,663.204
2011/08/28,-33.373
2011/08/29,-34.765
2011/08/30,-29.101
2011/08/31,-38.55
2011/09/01,-58.498
2011/09/02,-65.86
2011/09/03,-71.856
2011/09/04,32.612
2011/09/05,105.397
2011/09/06,62.858
2011/09/07,-66.54
2011/09/08,-81.019
2011/09/09,-87.991
2011/09/10,-91.146
2011/09/11,-61.322
2011/09/12,-73.246
2011/09/13,-95.088
2011/09/14,-97.828
2011/09/15,-89.615
2011/09/16,-70.913
2011/09/17,-95.529
2011/09/18,-87.999
2011/09/19,-95.463
2011/09/20,-87.382
2011/09/21,-88.779
2011/09/22,-96.316
2011/09/23,-98.439
2011/09/24,-96.846
2011/09/25,-89.709
2011/09/26,-97.666
2011/09/27,-92.761
2011/09/28,-88.976
2011/09/29,-82.984
2011/09/30,-85.47
2011/10/01,-62.814
2011/10/02,-84.717
2011/10/03,-49.196
2011/10/04,-52.537
2011/10/05,-54.396
2011/10/06,-17.341
2011/10/07,-92.12
2011/10/08,-94.954
2011/10/09,-84.108
2011/10/10,-88.271
2011/10/11,-89.805
2011/10/12,-93.054
2011/10/13,-76.205
2011/10/14,-90.804
2011/10/15,-70.734
2011/10/16,-96.128
2011/10/17,-93.754
2011/10/18,-79.612
2011/10/19,-93.817
2011/10/20,-93.856
2011/10/21,-76.201
2011/10/22,-65.372
2011/10/23,-85.13
2011/10/24,-91.166
2011/10/25,-91.39
2011/10/26,-96.115
2011/10/27,-75.408
2011/10/28,-61.41
2011/10/29,-73.465
2011/10/30,-83.675
2011/10/31,-57.489
2011/11/01,-47.468
2011/11/02,-44.21
2011/11/03,-74.005
2011/11/04,-58.264
2011/11/05,-62.767
2011/11/06,-88.313
2011/11/07,-94.044
2011/11/08,-58.89
2011/11/09,-27.23
2011/11/10,-64.726
2011/11/11,-56.794
2011/11/12,-75.388
2011/11/13,-68.814
2011/11/14,-62.706
2011/11/15,-71.323
2011/11/16,39.125
2011/11/17,93.738
2011/11/18,486.075
2011/11/19,409.748
2011/11/20,69.547
2011/11/21,20.527
2011/11/22,82.22
2011/11/23,22.995
2011/11/24,114.783
2011/11/25,-86.331
2011/11/26,186.234
2011/11/27,232.102
2011/11/28,530.524
2011/11/29,428.942
2011/11/30,632.337
2011/12/01,231.166
2011/12/02,728.566
2011/12/03,-7.943
2011/12/04,-39.293
2011/12/05,-53.444
2011/12/06,309.576
2011/12/07,569.709
2011/12/08,649.379
2011/12/09,393.234
2011/12/10,-28.923
2011/12/11,-8.885
2011/12/12,51.149
2011/12/13,-24.151
2011/12/14,1.753
2011/12/15,-43.705
2011/12/16,-3.059
2011/12/17,-5.505
2011/12/18,-14.841
2011/12/19,11.376
2011/12/20,4.947
2011/12/21,46.34
2011/12/22,-2.67
2011/12/23,-15.875
2011/12/24,-4.39
2011/12/25,-8.64
2011/12/26,49.713
2011/12/27,83.623
2011/12/28,-18.758
2011/12/29,66.812
2011/12/30,-40.719
2011/12/31,-27.308
2012/01/01,9.483
2012/01/02,-30.53
2012/01/03,-32.594
2012/01/04,-16.54
2012/01/05,104.588
2012/01/06,190.723
2012/01/07,60.3
2012/01/08,75.242
2012/01/09,118.523
2012/01/10,71.075
2012/01/11,45.688
2012/01/12,104.578
2012/01/13,47.109
2012/01/14,72.347
2012/01/15,15.266
2012/01/16,143.69
2012/01/17,186.042
2012/01/18,121.28
2012/01/19,32.65
2012/01/20,7.175
2012/01/21,-5.439
2012/01/22,82.246
2012/01/23,53.337
2012/01/24,47.854
2012/01/25,0.413
2012/01/26,28.316
2012/01/27,13.393
2012/01/28,60.474
2012/01/29,21.838
2012/01/30,-2.735
2012/01/31,24.766
2012/02/01,113.772
2012/02/02,65.927
2012/02/03,121.456
2012/02/04,123.525
2012/02/05,102.93
2012/02/06,-48.756
2012/02/07,-44.781
2012/02/08,54.084
2012/02/09,18.107
2012/02/10,42.111
2012/02/11,147.908
2012/02/12,63.384
2012/02/13,116.877
2012/02/14,-15.795
2012/02/15,-60.408
2012/02/16,-65.993
2012/02/17,-66.235
2012/02/18,-30.084
2012/02/19,-64.752
2012/02/20,-80.41
2012/02/21,-59.856
2012/02/22,-34.256
2012/02/23,-17.128
2012/02/24,-49.76
2012/02/25,-63.353
2012/02/26,-83.359
2012/02/27,-83.358
2012/02/28,-90.131
2012/02/29,-76.345
2012/03/01,-82.368
2012/03/02,-80.778
2012/03/03,-77.661
2012/03/04,-64.14
2012/03/05,-89.718
2012/03/06,-89.873
2012/03/07,-88.1
2012/03/08,-63.789
2012/03/09,-25.351
2012/03/10,-32.848
2012/03/11,-17.959
2012/03/12,130.859
2012/03/13,51
2012/03/14,59.682
2012/03/15,40.197
2012/03/16,68.745
2012/03/17,57.511
2012/03/18,17.712
2012/03/19,8.357
2012/03/20,-14.059
2012/03/21,22.462
2012/03/22,197.903
2012/03/23,162.953
2012/03/24,159.192
2012/03/25,-39.226
2012/03/26,-29.437
2012/03/27,76.424
2012/03/28,12.618
2012/03/29,229.207
2012/03/30,202.424
2012/03/31,103.584
2012/04/01,117.502
2012/04/02,128.677
2012/04/03,46.184
2012/04/04,-14.138
2012/04/05,5.8
2012/04/06,21.533
2012/04/07,-28.868
2012/04/08,108.072
2012/04/09,225.319
2012/04/10,31.106
2012/04/11,157.943
2012/04/12,95.603
2012/04/13,77.543
2012/04/14,108.594
2012/04/15,104.17
2012/04/16,135.831
2012/04/17,125.069
2012/04/18,72.647
2012/04/19,31.649
2012/04/20,507.02
2012/04/21,185.162
2012/04/22,167.871
2012/04/23,69.333
2012/04/24,55.258
2012/04/25,95.826
2012/04/26,215.697
2012/04/27,353.417
2012/04/28,103.754
2012/04/29,118.275
2012/04/30,114.501
2012/05/01,37.919
2012/05/02,73.536
2012/05/03,36.339
2012/05/04,37.851
2012/05/05,61.345
2012/05/06,2.776
2012/05/07,141.654
2012/05/08,357.882
2012/05/09,234.305
2012/05/10,128.617
2012/05/11,16.806
2012/05/12,242.004
2012/05/13,77.037
2012/05/14,-41.428
2012/05/15,34.181
2012/05/16,33.618
2012/05/17,67.231
2012/05/18,-15.244
2012/05/19,-36.92
2012/05/20,10.482
2012/05/21,135.497
2012/05/22,86.979
2012/05/23,-16.851
2012/05/24,-48.049
2012/05/25,33.804
2012/05/26,274.427
2012/05/27,43.985
2012/05/28,35.132
2012/05/29,128.814
2012/05/30,1.472
2012/05/31,232.958
2012/06/01,67.008
2012/06/02,67.833
2012/06/03,2.106
2012/06/04,90.182
2012/06/05,95.212
2012/06/06,121.091
2012/06/07,81.324
2012/06/08,269.053
2012/06/09,-40.76
2012/06/10,-6.776
2012/06/11,42.513
2012/06/12,70.936
2012/06/13,-40.071
2012/06/14,20.028
2012/06/15,11.035
2012/06/16,79.714
2012/06/17,-40.189
2012/06/18,16.641
2012/06/19,7.515
2012/06/20,-35.829
2012/06/21,-62.08
2012/06/22,6.772
2012/06/23,183.918
2012/06/24,47.746
2012/06/25,-0.582
2012/06/26,-20.197
2012/06/27,-44.917
2012/06/28,24.782
2012/06/29,5.793
2012/06/30,-23.762
2012/07/01,-11.936
2012/07/02,-40.014
2012/07/03,-20.514
2012/07/04,-3.196
2012/07/05,41.968
2012/07/06,41.525
2012/07/07,7.579
2012/07/08,-77.628
2012/07/09,23.811
2012/07/10,-53.307
2012/07/11,-65.303
2012/07/12,-26.643
2012/07/13,26.474
2012/07/14,-4.416
2012/07/15,-58.06
2012/07/16,-24.781
2012/07/17,2.049
2012/07/18,-1.789
2012/07/19,-80.432
2012/07/20,-57.085
2012/07/21,-23.47
2012/07/22,-23.956
2012/07/23,14.469
2012/07/24,-23.613
2012/07/25,-65.551
2012/07/26,-35.766
2012/07/27,18.983
2012/07/28,-30.119
2012/07/29,-51.036
2012/07/30,-52.362
2012/07/31,21.251
2012/08/01,59.116
2012/08/02,33.631
2012/08/03,18.496
2012/08/04,80.055
2012/08/05,6.799
2012/08/06,-45.172
2012/08/07,5.744
2012/08/08,-9.088
2012/08/09,35.563
2012/08/10,-22.835
2012/08/11,8.022
2012/08/12,33.038
2012/08/13,-46.318
2012/08/14,-44.809
2012/08/15,-58.785
2012/08/16,52.584
2012/08/17,383.791
2012/08/18,107.252
2012/08/19,155.037
2012/08/20,174.786
2012/08/21,283.659
2012/08/22,831.704
2012/08/23,452.161
2012/08/24,234.818
2012/08/25,255.808
2012/08/26,226.316
2012/08/27,276.242
2012/08/28,419.748
2012/08/29,299.551
2012/08/30,542.25
2012/08/31,183.715
2012/09/01,703.915
2012/09/02,238.664
2012/09/03,83.991
2012/09/04,98.185
2012/09/05,199.258
2012/09/06,342.407
2012/09/07,2500
2012/09/08,504.889
2012/09/09,164.769
2012/09/10,679.201
2012/09/11,2290
2012/09/12,844.891
2012/09/13,2143
2012/09/14,895.266
2012/09/15,1376
2012/09/16,1349
2012/09/17,1586
2012/09/18,1270
2012/09/19,4551
2012/09/20,892.693
2012/09/21,1104
2012/09/22,1433
2012/09/23,753.553
2012/09/24,830.098
2012/09/25,111.679
2012/09/26,-24.614
2012/09/27,-18.184
2012/09/28,137.97
2012/09/29,44.614
2012/09/30,172.831
2012/10/01,94.077
2012/10/02,20.892
2012/10/03,-1.223
2012/10/04,22.657
2012/10/05,-14.868
2012/10/06,185.597
2012/10/07,6.73
2012/10/08,24.887
2012/10/09,71.577
2012/10/10,-21.272
2012/10/11,-29.99
2012/10/12,33.644
2012/10/13,149.802
2012/10/14,9.56
2012/10/15,-47.865
2012/10/16,114.927
2012/10/17,249.382
2012/10/18,267.619
2012/10/19,110.027
2012/10/20,144.979
2012/10/21,20.302
2012/10/22,16.764
2012/10/23,194.27
2012/10/24,3.08
2012/10/25,-14.739
2012/10/26,12.742
2012/10/27,273.822
2012/10/28,116.748
2012/10/29,-24.246
2012/10/30,107.338
2012/10/31,178.706
2012/11/01,116.969
2012/11/02,-40.582
2012/11/03,30.202
2012/11/04,61.992
2012/11/05,5.715
2012/11/06,39.888
2012/11/07,3.29
2012/11/08,-33.094
2012/11/09,-31.345
2012/11/10,-67.859
2012/11/11,-57.626
2012/11/12,-58.737
2012/11/13,-19.836
2012/11/14,-20.273
2012/11/15,-8.514
2012/11/16,58.977
2012/11/17,-39.101
2012/11/18,-70.831
2012/11/19,-65.869
2012/11/20,-75.341
2012/11/21,-88.383
2012/11/22,-84.168
2012/11/23,-68.841
2012/11/24,-59.055
2012/11/25,-86.747
2012/11/26,-84.422
2012/11/27,-86.578
2012/11/28,-83.136
2012/11/29,-82.716
2012/11/30,-84.61
2012/12/01,-86.934
2012/12/02,-38.957
2012/12/03,-40.74
2012/12/04,-58.44
2012/12/05,-80.268
2012/12/06,-80.899
2012/12/07,-67.77
2012/12/08,-70.128
2012/12/09,-90.577
2012/12/10,-93.563
2012/12/11,-86.47
2012/12/12,-84.908
2012/12/13,-78.591
2012/12/14,-65.671
2012/12/15,-88.101
2012/12/16,-89.406
2012/12/17,-87.837
2012/12/18,-94.759
2012/12/19,-94.612
2012/12/20,-96.662
2012/12/21,-93.902
2012/12/22,-89.236
2012/12/23,-90.625
2012/12/24,-55.753
2012/12/25,-57.104
2012/12/26,-61.401
2012/12/27,-74.468
2012/12/28,-54.313
2012/12/29,-59.253
2012/12/30,-72.255
2012/12/31,-20.461
2013/01/01,3.474
2013/01/02,38.68
2013/01/03,-41.104
2013/01/04,-17.07
2013/01/05,11.929
2013/01/06,-20.368
2013/01/07,7.49
2013/01/08,122.07
2013/01/09,-0.016
2013/01/10,-68.175
2013/01/11,-63.842
2013/01/12,-49.638
2013/01/13,-23.132
2013/01/14,-62.763
2013/01/15,-47.554
2013/01/16,-58.526
2013/01/17,-55.03
2013/01/18,-50.369
2013/01/19,-37.59
2013/01/20,-27.439
2013/01/21,-52.652
2013/01/22,-19.074
2013/01/23,44.826
2013/01/24,19.73
2013/01/25,-48.48
2013/01/26,-19.328
2013/01/27,-8.256
2013/01/28,-60.621
2013/01/29,-42.225
2013/01/30,3.113
2013/01/31,91.401
2013/02/01,-26.774
2013/02/02,-49.772
2013/02/03,-41.01
2013/02/04,14.997
2013/02/05,36.516
2013/02/06,100.531
2013/02/07,59.995
2013/02/08,356.92
2013/02/09,272.275
2013/02/10,157.276
2013/02/11,58.945
2013/02/12,10.235
2013/02/13,-36.219
2013/02/14,-31.157
2013/02/15,-36.485
2013/02/16,-7.659
2013/02/17,38.706
2013/02/18,30.489
2013/02/19,167.227
2013/02/20,3.199
2013/02/21,26.631
2013/02/22,51.589
2013/02/23,135.651
2013/02/24,120.915
2013/02/25,27.004
2013/02/26,20.554
2013/02/27,87.706
2013/02/28,122.276
2013/03/01,261.519
2013/03/02,44.321
2013/03/03,-44.832
2013/03/04,-49.311
2013/03/05,11.447
2013/03/06,23.701
2013/03/07,14.36
2013/03/08,118.508
2013/03/09,35.049
2013/03/10,94.406
2013/03/11,28.908
2013/03/12,2.09
2013/03/13,-8.28
2013/03/14,-13.73
2013/03/15,435.8
2013/03/16,342.76
2013/03/17,91.523
2013/03/18,534.378
2013/03/19,534.857
2013/03/20,566.276
2013/03/21,364.661
2013/03/22,348.082
2013/03/23,445.515
2013/03/24,217.616
2013/03/25,676.382
2013/03/26,1071
2013/03/27,1537
2013/03/28,737.894
2013/03/29,479.33
2013/03/30,1096
2013/03/31,409.042
2013/04/01,314.433
2013/04/02,576.302
2013/04/03,725.071
2013/04/04,571.837
2013/04/05,523.341
2013/04/06,692.881
2013/04/07,402.77
2013/04/08,443.236
2013/04/09,1023
2013/04/10,2232
2013/04/11,1043
2013/04/12,832.053
2013/04/13,863.511
2013/04/14,297.852
2013/04/15,157.839
2013/04/16,235.725
2013/04/17,321.062
2013/04/18,2206
2013/04/19,699.913
2013/04/20,486.68
2013/04/21,462.485
2013/04/22,612.959
2013/04/23,261.371
2013/04/24,672.395
2013/04/25,578.364
2013/04/26,558.563
2013/04/27,400.244
2013/04/28,197.481
2013/04/29,448.345
2013/04/30,128.193
2013/05/01,404.748
2013/05/02,193.876
2013/05/03,224.266
2013/05/04,130.96
2013/05/05,95.337
2013/05/06,140.079
2013/05/07,113.79
2013/05/08,201.016
2013/05/09,43.838
2013/05/10,107.76
2013/05/11,87.13
2013/05/12,75.884
2013/05/13,296.545
2013/05/14,160.936
2013/05/15,65.814
2013/05/16,107.502
2013/05/17,148.442
2013/05/18,165.255
2013/05/19,54.443
2013/05/20,71.197
2013/05/21,148.337
2013/05/22,204.892
2013/05/23,89.715
2013/05/24,166.125
2013/05/25,112.503
2013/05/26,52.043
2013/05/27,115.298
2013/05/28,107.782
2013/05/29,151.769
2013/05/30,63.604
2013/05/31,77.135
2013/06/01,104.819
2013/06/02,109.862
2013/06/03,34.466
2013/06/04,-5.374
2013/06/05,45.091
2013/06/06,85.113
2013/06/07,87.461
2013/06/08,22.258
2013/06/09,109.382
2013/06/10,-16.978
2013/06/11,12.391
2013/06/12,51.158
2013/06/13,-59.608
2013/06/14,-49.967
2013/06/15,3.718
2013/06/16,-69.914
2013/06/17,-41.61
2013/06/18,-38.673
2013/06/19,-44.807
2013/06/20,-8.371
2013/06/21,-6.162
2013/06/22,-19.167
2013/06/23,-59.118
2013/06/24,-49.957
2013/06/25,-61.834
2013/06/26,-47.384
2013/06/27,-41.84
2013/06/28,-54.306
2013/06/29,-58.372
2013/06/30,-54.041
2013/07/01,-56.988
2013/07/02,-65.597
2013/07/03,-56.159
2013/07/04,-56.118
2013/07/05,-38.999
2013/07/06,-43.703
2013/07/07,-63.677
2013/07/08,-74.548
2013/07/09,-74.734
2013/07/10,-47.633
2013/07/11,-28.188
2013/07/12,-25.163
2013/07/13,45.434
2013/07/14,-12.741
2013/07/15,-14.425
2013/07/16,-8.94
2013/07/17,-80.184
2013/07/18,-37.227
2013/07/19,-28.538
2013/07/20,-51.679
2013/07/21,-70.614
2013/07/22,-40.447
2013/07/23,-50.832
2013/07/24,-49.795
2013/07/25,-41.95
2013/07/26,-18.292
2013/07/27,-35.369
2013/07/28,-69.435
2013/07/29,-42.432
2013/07/30,-27.537
2013/07/31,-8.054
2013/08/01,33.722
2013/08/02,60.422
2013/08/03,-2.278
2013/08/04,-38.423
2013/08/05,-17.006
2013/08/06,-25.105
2013/08/07,21.234
2013/08/08,-19.886
2013/08/09,10.98
2013/08/10,-3.561
2013/08/11,-50.48
2013/08/12,20.911
2013/08/13,88.94
2013/08/14,98.005
2013/08/15,-15.856
2013/08/16,-9.667
2013/08/17,71.005
2013/08/18,6.522
2013/08/19,6.087
2013/08/20,-7.339
2013/08/21,56.991
2013/08/22,-22.721
2013/08/23,-13.316
2013/08/24,-5.411
2013/08/25,-17.027
2013/08/26,-11.635
2013/08/27,-12.204
2013/08/28,0.739
2013/08/29,229.662
2013/08/30,38.547
2013/08/31,110.642
2013/09/01,30.723
2013/09/02,45.521
2013/09/03,57.227
2013/09/04,27.347
2013/09/05,14.813
2013/09/06,44.841
2013/09/07,-12.621
2013/09/08,-11.446
2013/09/09,64.527
2013/09/10,9.472
2013/09/11,36.703
2013/09/12,11.418
2013/09/13,56.444
2013/09/14,36.512
2013/09/15,-26.721
2013/09/16,14.968
2013/09/17,-9.82
2013/09/18,14.996
2013/09/19,5.192
2013/09/20,50.039
2013/09/21,16.04
2013/09/22,-13.246
2013/09/23,19.376
2013/09/24,37.436
2013/09/25,61.276
2013/09/26,30.687
2013/09/27,38.807
2013/09/28,33.645
2013/09/29,-12.4
2013/09/30,42.433
2013/10/01,25.51
2013/10/02,14.951
2013/10/03,-19.945
2013/10/04,31.988
2013/10/05,-20.32
2013/10/06,-24.742
2013/10/07,-8.9
2013/10/08,-7.406
2013/10/09,9.261
2013/10/10,-8.282
2013/10/11,-2.877
2013/10/12,19.149
2013/10/13,4.825
2013/10/14,-4.219
2013/10/15,-4.069
2013/10/16,30.492
2013/10/17,35.809
2013/10/18,87.965
2013/10/19,140.293
2013/10/20,21.115
2013/10/21,29.295
2013/10/22,82.494
2013/10/23,125.21
2013/10/24,63.378
2013/10/25,656.193
2013/10/26,70.499
2013/10/27,27.469
2013/10/28,8.099
2013/10/29,292.075
2013/10/30,38.561
2013/10/31,38.603
2013/11/01,100.427
2013/11/02,196.002
2013/11/03,111.165
2013/11/04,256.197
2013/11/05,266.756
2013/11/06,249.967
2013/11/07,389.33
2013/11/08,504.298
2013/11/09,436.546
2013/11/10,158.907
2013/11/11,77.608
2013/11/12,160.913
2013/11/13,432.303
2013/11/14,357.048
2013/11/15,919.357
2013/11/16,914.153
2013/11/17,590.165
2013/11/18,856.581
2013/11/19,567.185
2013/11/20,743.411
2013/11/21,1070
2013/11/22,1730
2013/11/23,1080
2013/11/24,1172
2013/11/25,803.836
2013/11/26,2705
2013/11/27,502.929
2013/11/28,1973
2013/11/29,1184
2013/11/30,1122
2013/12/01,868.145
2013/12/02,677.937
2013/12/03,618.998
2013/12/04,932.299
2013/12/05,1308
2013/12/06,979.707
2013/12/07,2436
2013/12/08,802.381
2013/12/09,1048
2013/12/10,458.319
2013/12/11,787.679
2013/12/12,648.753
2013/12/13,724.985
2013/12/14,992.838
2013/12/15,346.608
2013/12/16,1933
2013/12/17,812.834
2013/12/18,709.501
2013/12/19,693.872
2013/12/20,879.585
2013/12/21,802.067
2013/12/22,487.802
2013/12/23,354.779
2013/12/24,440.197
2013/12/25,549.28
2013/12/26,377.629
