Date,transactionfees30trxUSD
2010/11/05,-2.919
2010/11/06,-2.963
2010/11/07,-3.006
2010/11/08,-2.115
2010/11/09,-1.339
2010/11/10,-0.686
2010/11/11,-0.156
2010/11/12,0.258
2010/11/13,0.565
2010/11/14,0.779
2010/11/15,0.939
2010/11/16,1.028
2010/11/17,1.057
2010/11/18,1.039
2010/11/19,0.985
2010/11/20,0.929
2010/11/21,0.87
2010/11/22,1.552
2010/11/23,2.625
2010/11/24,3.387
2010/11/25,3.867
2010/11/26,4.19
2010/11/27,4.33
2010/11/28,4.316
2010/11/29,4.213
2010/11/30,4.032
2010/12/01,3.812
2010/12/02,3.584
2010/12/03,3.33
2010/12/04,3.061
2010/12/05,2.798
2010/12/06,2.548
2010/12/07,2.318
2010/12/08,2.095
2010/12/09,1.88
2010/12/10,1.689
2010/12/11,1.521
2010/12/12,1.373
2010/12/13,1.276
2010/12/14,1.165
2010/12/15,1.051
2010/12/16,0.953
2010/12/17,0.922
2010/12/18,0.881
2010/12/19,0.843
2010/12/20,0.785
2010/12/21,0.728
2010/12/22,0.685
2010/12/23,0.632
2010/12/24,0.576
2010/12/25,0.512
2010/12/26,0.452
2010/12/27,0.393
2010/12/28,0.338
2010/12/29,0.31
2010/12/30,0.283
2010/12/31,0.238
2011/01/01,0.195
2011/01/02,0.158
2011/01/03,0.191
2011/01/04,0.193
2011/01/05,0.175
2011/01/06,0.151
2011/01/07,0.11
2011/01/08,0.05
2011/01/09,-0.009
2011/01/10,-0.076
2011/01/11,-0.152
2011/01/12,-0.2
2011/01/13,-0.261
2011/01/14,-0.327
2011/01/15,-0.383
2011/01/16,-0.433
2011/01/17,-0.458
2011/01/18,-0.494
2011/01/19,-0.536
2011/01/20,-0.567
2011/01/21,-0.606
2011/01/22,-0.589
2011/01/23,-0.519
2011/01/24,-0.444
2011/01/25,-0.371
2011/01/26,-0.31
2011/01/27,-0.123
2011/01/28,0.018
2011/01/29,0.179
2011/01/30,0.518
2011/01/31,0.895
2011/02/01,1.412
2011/02/02,1.793
2011/02/03,2.116
2011/02/04,2.356
2011/02/05,2.56
2011/02/06,2.705
2011/02/07,2.899
2011/02/08,3.056
2011/02/09,3.115
2011/02/10,3.248
2011/02/11,3.341
2011/02/12,3.471
2011/02/13,3.524
2011/02/14,3.961
2011/02/15,4.214
2011/02/16,4.38
2011/02/17,4.4
2011/02/18,4.369
2011/02/19,4.315
2011/02/20,4.186
2011/02/21,4.026
2011/02/22,3.827
2011/02/23,3.617
2011/02/24,3.385
2011/02/25,3.166
2011/02/26,2.979
2011/02/27,2.852
2011/02/28,2.733
2011/03/01,2.595
2011/03/02,2.455
2011/03/03,2.644
2011/03/04,2.777
2011/03/05,2.999
2011/03/06,3.499
2011/03/07,4.235
2011/03/08,4.877
2011/03/09,5.43
2011/03/10,5.834
2011/03/11,6.355
2011/03/12,6.583
2011/03/13,6.607
2011/03/14,6.491
2011/03/15,6.277
2011/03/16,5.995
2011/03/17,5.66
2011/03/18,5.309
2011/03/19,4.941
2011/03/20,4.58
2011/03/21,4.28
2011/03/22,4.209
2011/03/23,4.261
2011/03/24,4.399
2011/03/25,4.526
2011/03/26,4.565
2011/03/27,4.59
2011/03/28,4.552
2011/03/29,4.454
2011/03/30,4.36
2011/03/31,4.25
2011/04/01,4.138
2011/04/02,4.003
2011/04/03,3.88
2011/04/04,3.762
2011/04/05,3.648
2011/04/06,3.543
2011/04/07,3.423
2011/04/08,3.308
2011/04/09,3.2
2011/04/10,3.112
2011/04/11,3.02
2011/04/12,2.93
2011/04/13,2.831
2011/04/14,2.822
2011/04/15,2.775
2011/04/16,2.714
2011/04/17,2.624
2011/04/18,2.517
2011/04/19,2.415
2011/04/20,2.34
2011/04/21,2.269
2011/04/22,2.233
2011/04/23,2.228
2011/04/24,2.278
2011/04/25,2.375
2011/04/26,2.438
2011/04/27,2.497
2011/04/28,2.567
2011/04/29,2.658
2011/04/30,2.801
2011/05/01,3.012
2011/05/02,3.183
2011/05/03,3.326
2011/05/04,3.484
2011/05/05,3.667
2011/05/06,3.834
2011/05/07,3.951
2011/05/08,4.081
2011/05/09,4.243
2011/05/10,4.422
2011/05/11,4.629
2011/05/12,4.814
2011/05/13,5.066
2011/05/14,5.397
2011/05/15,5.784
2011/05/16,6.153
2011/05/17,6.459
2011/05/18,6.705
2011/05/19,6.87
2011/05/20,6.953
2011/05/21,6.987
2011/05/22,6.958
2011/05/23,6.869
2011/05/24,6.763
2011/05/25,6.641
2011/05/26,6.501
2011/05/27,6.336
2011/05/28,6.148
2011/05/29,5.95
2011/05/30,5.768
2011/05/31,5.592
2011/06/01,5.438
2011/06/02,5.297
2011/06/03,5.181
2011/06/04,5.147
2011/06/05,5.13
2011/06/06,5.129
2011/06/07,5.172
2011/06/08,5.318
2011/06/09,5.529
2011/06/10,5.73
2011/06/11,5.845
2011/06/12,5.882
2011/06/13,5.861
2011/06/14,5.772
2011/06/15,5.656
2011/06/16,5.49
2011/06/17,5.292
2011/06/18,5.067
2011/06/19,4.825
2011/06/20,4.564
2011/06/21,4.296
2011/06/22,4.022
2011/06/23,3.745
2011/06/24,3.473
2011/06/25,3.227
2011/06/26,3.005
2011/06/27,2.798
2011/06/28,2.599
2011/06/29,2.411
2011/06/30,2.231
2011/07/01,2.057
2011/07/02,1.89
2011/07/03,1.727
2011/07/04,1.57
2011/07/05,1.422
2011/07/06,1.277
2011/07/07,1.138
2011/07/08,1.004
2011/07/09,0.877
2011/07/10,0.755
2011/07/11,0.638
2011/07/12,0.526
2011/07/13,0.422
2011/07/14,0.322
2011/07/15,0.234
2011/07/16,0.146
2011/07/17,0.062
2011/07/18,-0.019
2011/07/19,-0.095
2011/07/20,-0.169
2011/07/21,-0.243
2011/07/22,-0.311
2011/07/23,-0.379
2011/07/24,-0.444
2011/07/25,-0.505
2011/07/26,-0.567
2011/07/27,-0.625
2011/07/28,-0.684
2011/07/29,-0.741
2011/07/30,-0.797
2011/07/31,-0.853
2011/08/01,-0.908
2011/08/02,-0.961
2011/08/03,-1.013
2011/08/04,-1.066
2011/08/05,-1.118
2011/08/06,-1.152
2011/08/07,-1.189
2011/08/08,-1.228
2011/08/09,-1.265
2011/08/10,-1.299
2011/08/11,-1.333
2011/08/12,-1.367
2011/08/13,-1.402
2011/08/14,-1.43
2011/08/15,-1.454
2011/08/16,-1.476
2011/08/17,-1.497
2011/08/18,-1.519
2011/08/19,-1.537
2011/08/20,-1.556
2011/08/21,-1.574
2011/08/22,-1.59
2011/08/23,-1.604
2011/08/24,-1.612
2011/08/25,-1.621
2011/08/26,-1.633
2011/08/27,-1.648
2011/08/28,-1.662
2011/08/29,-1.679
2011/08/30,-1.69
2011/08/31,-1.702
2011/09/01,-1.714
2011/09/02,-1.725
2011/09/03,-1.738
2011/09/04,-1.743
2011/09/05,-1.748
2011/09/06,-1.753
2011/09/07,-1.757
2011/09/08,-1.764
2011/09/09,-1.771
2011/09/10,-1.781
2011/09/11,-1.793
2011/09/12,-1.806
2011/09/13,-1.822
2011/09/14,-1.84
2011/09/15,-1.855
2011/09/16,-1.872
2011/09/17,-1.888
2011/09/18,-1.904
2011/09/19,-1.919
2011/09/20,-1.933
2011/09/21,-1.947
2011/09/22,-1.962
2011/09/23,-1.977
2011/09/24,-1.986
2011/09/25,-1.997
2011/09/26,-2.009
2011/09/27,-2.022
2011/09/28,-2.033
2011/09/29,-2.046
2011/09/30,-2.059
2011/10/01,-2.071
2011/10/02,-2.082
2011/10/03,-2.084
2011/10/04,-2.086
2011/10/05,-2.088
2011/10/06,-2.081
2011/10/07,-2.075
2011/10/08,-2.071
2011/10/09,-2.07
2011/10/10,-2.072
2011/10/11,-2.072
2011/10/12,-2.071
2011/10/13,-2.069
2011/10/14,-2.069
2011/10/15,-2.07
2011/10/16,-2.072
2011/10/17,-2.076
2011/10/18,-2.082
2011/10/19,-2.091
2011/10/20,-2.098
2011/10/21,-2.107
2011/10/22,-2.118
2011/10/23,-2.13
2011/10/24,-2.142
2011/10/25,-2.156
2011/10/26,-2.169
2011/10/27,-2.183
2011/10/28,-2.195
2011/10/29,-2.205
2011/10/30,-2.211
2011/10/31,-2.216
2011/11/01,-2.216
2011/11/02,-2.216
2011/11/03,-2.216
2011/11/04,-2.217
2011/11/05,-2.217
2011/11/06,-2.217
2011/11/07,-2.216
2011/11/08,-2.211
2011/11/09,-2.206
2011/11/10,-2.202
2011/11/11,-2.199
2011/11/12,-2.196
2011/11/13,-2.192
2011/11/14,-2.19
2011/11/15,-2.188
2011/11/16,-2.186
2011/11/17,-2.182
2011/11/18,-2.178
2011/11/19,-2.173
2011/11/20,-2.165
2011/11/21,-2.157
2011/11/22,-2.149
2011/11/23,-2.14
2011/11/24,-2.126
2011/11/25,-2.106
2011/11/26,-2.087
2011/11/27,-2.068
2011/11/28,-2.05
2011/11/29,-2.027
2011/11/30,-2.004
2011/12/01,-1.974
2011/12/02,-1.937
2011/12/03,-1.892
2011/12/04,-1.848
2011/12/05,-1.808
2011/12/06,-1.768
2011/12/07,-1.726
2011/12/08,-1.686
2011/12/09,-1.647
2011/12/10,-1.608
2011/12/11,-0.186
2011/12/12,2.212
2011/12/13,4.057
2011/12/14,5.336
2011/12/15,6.144
2011/12/16,6.538
2011/12/17,6.633
2011/12/18,6.517
2011/12/19,6.263
2011/12/20,5.933
2011/12/21,5.556
2011/12/22,5.154
2011/12/23,4.741
2011/12/24,4.331
2011/12/25,3.934
2011/12/26,3.554
2011/12/27,3.193
2011/12/28,2.854
2011/12/29,2.539
2011/12/30,2.244
2011/12/31,1.972
2012/01/01,1.72
2012/01/02,1.496
2012/01/03,1.292
2012/01/04,1.141
2012/01/05,1
2012/01/06,0.875
2012/01/07,0.758
2012/01/08,0.644
2012/01/09,0.546
2012/01/10,0.451
2012/01/11,0.363
2012/01/12,0.429
2012/01/13,0.487
2012/01/14,0.549
2012/01/15,0.622
2012/01/16,0.796
2012/01/17,0.924
2012/01/18,1.022
2012/01/19,1.152
2012/01/20,1.3
2012/01/21,1.389
2012/01/22,1.425
2012/01/23,1.424
2012/01/24,1.406
2012/01/25,1.365
2012/01/26,1.312
2012/01/27,1.29
2012/01/28,1.256
2012/01/29,1.813
2012/01/30,2.278
2012/01/31,2.589
2012/02/01,2.769
2012/02/02,2.861
2012/02/03,2.87
2012/02/04,2.822
2012/02/05,2.719
2012/02/06,2.58
2012/02/07,2.418
2012/02/08,2.239
2012/02/09,2.053
2012/02/10,1.858
2012/02/11,1.66
2012/02/12,1.461
2012/02/13,1.265
2012/02/14,1.085
2012/02/15,0.907
2012/02/16,0.736
2012/02/17,0.569
2012/02/18,0.405
2012/02/19,0.244
2012/02/20,0.091
2012/02/21,-0.057
2012/02/22,-0.2
2012/02/23,-0.335
2012/02/24,-0.463
2012/02/25,-0.585
2012/02/26,-0.7
2012/02/27,-0.806
2012/02/28,-0.907
2012/02/29,-1.004
2012/03/01,-1.09
2012/03/02,-1.172
2012/03/03,-1.252
2012/03/04,-1.325
2012/03/05,-1.393
2012/03/06,-1.454
2012/03/07,-1.512
2012/03/08,-1.566
2012/03/09,-1.616
2012/03/10,-1.66
2012/03/11,-1.703
2012/03/12,-1.742
2012/03/13,-1.765
2012/03/14,-1.784
2012/03/15,-1.802
2012/03/16,-1.808
2012/03/17,-1.815
2012/03/18,-1.823
2012/03/19,-1.831
2012/03/20,-1.837
2012/03/21,-1.845
2012/03/22,-1.854
2012/03/23,-1.861
2012/03/24,-1.839
2012/03/25,-1.813
2012/03/26,-1.792
2012/03/27,-1.773
2012/03/28,-1.755
2012/03/29,-1.74
2012/03/30,-1.726
2012/03/31,-1.711
2012/04/01,-1.696
2012/04/02,-1.682
2012/04/03,-1.667
2012/04/04,-1.652
2012/04/05,-1.636
2012/04/06,-1.619
2012/04/07,-1.603
2012/04/08,-1.587
2012/04/09,-1.572
2012/04/10,-1.554
2012/04/11,-1.535
2012/04/12,-1.513
2012/04/13,-1.494
2012/04/14,-1.471
2012/04/15,-1.453
2012/04/16,-1.432
2012/04/17,-1.406
2012/04/18,-1.379
2012/04/19,-1.349
2012/04/20,-1.313
2012/04/21,-1.276
2012/04/22,-1.238
2012/04/23,-1.203
2012/04/24,-1.164
2012/04/25,-1.125
2012/04/26,-1.072
2012/04/27,-1.015
2012/04/28,-0.956
2012/04/29,-0.908
2012/04/30,-0.869
2012/05/01,-0.835
2012/05/02,-0.803
2012/05/03,-0.77
2012/05/04,-0.737
2012/05/05,-0.711
2012/05/06,-0.687
2012/05/07,-0.663
2012/05/08,-0.641
2012/05/09,-0.617
2012/05/10,-0.593
2012/05/11,-0.573
2012/05/12,-0.559
2012/05/13,-0.542
2012/05/14,-0.518
2012/05/15,-0.489
2012/05/16,-0.462
2012/05/17,-0.439
2012/05/18,-0.418
2012/05/19,-0.393
2012/05/20,-0.373
2012/05/21,-0.358
2012/05/22,-0.35
2012/05/23,-0.343
2012/05/24,-0.335
2012/05/25,-0.328
2012/05/26,-0.323
2012/05/27,-0.318
2012/05/28,-0.315
2012/05/29,-0.316
2012/05/30,-0.314
2012/05/31,-0.315
2012/06/01,-0.316
2012/06/02,-0.321
2012/06/03,-0.327
2012/06/04,-0.332
2012/06/05,-0.335
2012/06/06,-0.333
2012/06/07,-0.329
2012/06/08,-0.322
2012/06/09,-0.312
2012/06/10,-0.303
2012/06/11,-0.297
2012/06/12,-0.291
2012/06/13,-0.281
2012/06/14,-0.27
2012/06/15,-0.258
2012/06/16,-0.242
2012/06/17,-0.226
2012/06/18,-0.204
2012/06/19,-0.178
2012/06/20,-0.15
2012/06/21,-0.095
2012/06/22,-0.032
2012/06/23,0.03
2012/06/24,0.084
2012/06/25,0.126
2012/06/26,0.159
2012/06/27,0.186
2012/06/28,0.207
2012/06/29,0.22
2012/06/30,0.23
2012/07/01,0.233
2012/07/02,0.241
2012/07/03,0.243
2012/07/04,0.241
2012/07/05,0.237
2012/07/06,0.237
2012/07/07,0.287
2012/07/08,0.323
2012/07/09,0.353
2012/07/10,0.38
2012/07/11,0.401
2012/07/12,0.415
2012/07/13,0.425
2012/07/14,0.436
2012/07/15,0.448
2012/07/16,0.462
2012/07/17,0.475
2012/07/18,0.501
2012/07/19,0.529
2012/07/20,0.577
2012/07/21,0.614
2012/07/22,0.64
2012/07/23,0.661
2012/07/24,0.675
2012/07/25,0.681
2012/07/26,0.685
2012/07/27,0.687
2012/07/28,0.687
2012/07/29,0.68
2012/07/30,0.672
2012/07/31,0.658
2012/08/01,0.651
2012/08/02,0.646
2012/08/03,0.666
2012/08/04,0.684
2012/08/05,0.713
2012/08/06,0.747
2012/08/07,0.779
2012/08/08,0.853
2012/08/09,0.911
2012/08/10,1.021
2012/08/11,1.106
2012/08/12,1.164
2012/08/13,1.201
2012/08/14,1.227
2012/08/15,1.248
2012/08/16,1.264
2012/08/17,1.282
2012/08/18,1.282
2012/08/19,1.267
2012/08/20,1.246
2012/08/21,1.215
2012/08/22,1.175
2012/08/23,1.133
2012/08/24,1.088
2012/08/25,1.046
2012/08/26,1.008
2012/08/27,0.981
2012/08/28,0.963
2012/08/29,0.944
2012/08/30,0.933
2012/08/31,0.92
2012/09/01,0.91
2012/09/02,0.904
2012/09/03,0.901
2012/09/04,0.894
2012/09/05,0.879
2012/09/06,0.857
2012/09/07,0.83
2012/09/08,0.804
2012/09/09,0.778
2012/09/10,0.754
2012/09/11,0.735
2012/09/12,0.718
2012/09/13,0.699
2012/09/14,0.675
2012/09/15,0.645
2012/09/16,0.611
2012/09/17,0.577
2012/09/18,0.548
2012/09/19,0.524
2012/09/20,0.499
2012/09/21,0.492
2012/09/22,0.487
2012/09/23,0.48
2012/09/24,0.487
2012/09/25,0.487
2012/09/26,0.483
2012/09/27,0.473
2012/09/28,0.516
2012/09/29,0.546
2012/09/30,0.562
2012/10/01,0.571
2012/10/02,0.588
2012/10/03,0.6
2012/10/04,0.764
2012/10/05,0.894
2012/10/06,0.99
2012/10/07,1.059
2012/10/08,1.102
2012/10/09,1.123
2012/10/10,1.129
2012/10/11,1.125
2012/10/12,1.108
2012/10/13,1.077
2012/10/14,1.036
2012/10/15,0.989
2012/10/16,0.938
2012/10/17,0.938
2012/10/18,0.922
2012/10/19,0.892
2012/10/20,0.851
2012/10/21,0.802
2012/10/22,0.746
2012/10/23,0.688
2012/10/24,0.629
2012/10/25,0.568
2012/10/26,0.51
2012/10/27,0.454
2012/10/28,0.398
2012/10/29,0.346
2012/10/30,0.298
2012/10/31,0.254
2012/11/01,0.216
2012/11/02,0.185
2012/11/03,0.154
2012/11/04,0.125
2012/11/05,0.098
2012/11/06,0.073
2012/11/07,0.051
2012/11/08,0.03
2012/11/09,0.009
2012/11/10,-0.009
2012/11/11,-0.028
2012/11/12,-0.046
2012/11/13,-0.063
2012/11/14,-0.079
2012/11/15,-0.09
2012/11/16,-0.099
2012/11/17,-0.104
2012/11/18,-0.108
2012/11/19,-0.11
2012/11/20,-0.111
2012/11/21,-0.111
2012/11/22,-0.111
2012/11/23,-0.107
2012/11/24,-0.103
2012/11/25,-0.096
2012/11/26,-0.089
2012/11/27,-0.002
2012/11/28,0.084
2012/11/29,0.155
2012/11/30,0.213
2012/12/01,0.259
2012/12/02,0.294
2012/12/03,0.322
2012/12/04,0.347
2012/12/05,0.368
2012/12/06,0.385
2012/12/07,0.396
2012/12/08,0.403
2012/12/09,0.406
2012/12/10,0.408
2012/12/11,0.411
2012/12/12,0.411
2012/12/13,0.419
2012/12/14,0.425
2012/12/15,0.426
2012/12/16,0.424
2012/12/17,0.419
2012/12/18,0.412
2012/12/19,0.403
2012/12/20,0.396
2012/12/21,0.389
2012/12/22,0.38
2012/12/23,0.372
2012/12/24,0.361
2012/12/25,0.351
2012/12/26,0.339
2012/12/27,0.329
2012/12/28,0.317
2012/12/29,0.305
2012/12/30,0.292
2012/12/31,0.279
2013/01/01,0.266
2013/01/02,0.253
2013/01/03,0.244
2013/01/04,0.233
2013/01/05,0.221
2013/01/06,0.218
2013/01/07,0.216
2013/01/08,0.214
2013/01/09,0.209
2013/01/10,0.278
2013/01/11,0.332
2013/01/12,0.374
2013/01/13,0.404
2013/01/14,0.423
2013/01/15,0.433
2013/01/16,0.436
2013/01/17,0.435
2013/01/18,0.431
2013/01/19,0.438
2013/01/20,0.441
2013/01/21,0.439
2013/01/22,0.436
2013/01/23,0.44
2013/01/24,0.45
2013/01/25,0.46
2013/01/26,0.473
2013/01/27,0.485
2013/01/28,0.497
2013/01/29,0.515
2013/01/30,0.534
2013/01/31,0.558
2013/02/01,0.585
2013/02/02,0.634
2013/02/03,0.678
2013/02/04,0.714
2013/02/05,0.744
2013/02/06,0.765
2013/02/07,0.783
2013/02/08,0.799
2013/02/09,0.813
2013/02/10,0.827
2013/02/11,0.843
2013/02/12,0.861
2013/02/13,0.885
2013/02/14,0.911
2013/02/15,0.948
2013/02/16,0.993
2013/02/17,1.039
2013/02/18,1.082
2013/02/19,1.121
2013/02/20,1.158
2013/02/21,1.196
2013/02/22,1.231
2013/02/23,1.26
2013/02/24,1.282
2013/02/25,1.306
2013/02/26,1.328
2013/02/27,1.348
2013/02/28,1.371
2013/03/01,1.404
2013/03/02,1.436
2013/03/03,1.459
2013/03/04,1.478
2013/03/05,1.499
2013/03/06,1.626
2013/03/07,1.735
2013/03/08,1.822
2013/03/09,1.898
2013/03/10,1.957
2013/03/11,2.002
2013/03/12,2.068
2013/03/13,2.117
2013/03/14,2.149
2013/03/15,2.176
2013/03/16,2.189
2013/03/17,2.19
2013/03/18,2.181
2013/03/19,2.185
2013/03/20,2.184
2013/03/21,2.192
2013/03/22,2.224
2013/03/23,2.26
2013/03/24,2.282
2013/03/25,2.304
2013/03/26,2.329
2013/03/27,2.378
2013/03/28,2.439
2013/03/29,2.504
2013/03/30,2.578
2013/03/31,2.653
2013/04/01,2.712
2013/04/02,2.777
2013/04/03,2.871
2013/04/04,2.985
2013/04/05,3.093
2013/04/06,3.173
2013/04/07,3.244
2013/04/08,3.305
2013/04/09,3.369
2013/04/10,3.457
2013/04/11,3.505
2013/04/12,3.507
2013/04/13,3.464
2013/04/14,3.396
2013/04/15,3.328
2013/04/16,3.224
2013/04/17,3.124
2013/04/18,3.014
2013/04/19,2.905
2013/04/20,2.802
2013/04/21,2.693
2013/04/22,2.592
2013/04/23,2.503
2013/04/24,2.427
2013/04/25,2.364
2013/04/26,2.293
2013/04/27,2.224
2013/04/28,2.15
2013/04/29,2.079
2013/04/30,2.018
2013/05/01,1.95
2013/05/02,1.881
2013/05/03,1.806
2013/05/04,1.731
2013/05/05,1.649
2013/05/06,1.575
2013/05/07,1.5
2013/05/08,1.432
2013/05/09,1.369
2013/05/10,1.309
2013/05/11,1.248
2013/05/12,1.188
2013/05/13,1.132
2013/05/14,1.076
2013/05/15,1.022
2013/05/16,0.982
2013/05/17,0.943
2013/05/18,0.899
2013/05/19,0.859
2013/05/20,0.821
2013/05/21,0.783
2013/05/22,0.749
2013/05/23,0.719
2013/05/24,0.691
2013/05/25,0.668
2013/05/26,0.644
2013/05/27,0.624
2013/05/28,0.608
2013/05/29,0.595
2013/05/30,0.581
2013/05/31,0.565
2013/06/01,0.546
2013/06/02,0.531
2013/06/03,0.521
2013/06/04,0.511
2013/06/05,0.505
2013/06/06,0.492
2013/06/07,0.473
2013/06/08,0.453
2013/06/09,0.428
2013/06/10,0.398
2013/06/11,0.369
2013/06/12,0.341
2013/06/13,0.315
2013/06/14,0.283
2013/06/15,0.252
2013/06/16,0.216
2013/06/17,0.179
2013/06/18,0.142
2013/06/19,0.106
2013/06/20,0.086
2013/06/21,0.068
2013/06/22,0.059
2013/06/23,0.048
2013/06/24,0.034
2013/06/25,0.015
2013/06/26,-0.004
2013/06/27,-0.03
2013/06/28,-0.054
2013/06/29,-0.083
2013/06/30,-0.111
2013/07/01,-0.146
2013/07/02,-0.179
2013/07/03,-0.214
2013/07/04,-0.254
2013/07/05,-0.293
2013/07/06,-0.333
2013/07/07,-0.377
2013/07/08,-0.42
2013/07/09,-0.461
2013/07/10,-0.503
2013/07/11,-0.541
2013/07/12,-0.578
2013/07/13,-0.608
2013/07/14,-0.637
2013/07/15,-0.665
2013/07/16,-0.686
2013/07/17,-0.701
2013/07/18,-0.711
2013/07/19,-0.724
2013/07/20,-0.738
2013/07/21,-0.751
2013/07/22,-0.76
2013/07/23,-0.773
2013/07/24,-0.78
2013/07/25,-0.783
2013/07/26,-0.79
2013/07/27,-0.79
2013/07/28,-0.791
2013/07/29,-0.79
2013/07/30,-0.781
2013/07/31,-0.762
2013/08/01,-0.741
2013/08/02,-0.725
2013/08/03,-0.713
2013/08/04,-0.7
2013/08/05,-0.691
2013/08/06,-0.678
2013/08/07,-0.669
2013/08/08,-0.654
2013/08/09,-0.632
2013/08/10,-0.616
2013/08/11,-0.596
2013/08/12,-0.583
2013/08/13,-0.574
2013/08/14,-0.558
2013/08/15,-0.529
2013/08/16,-0.503
2013/08/17,-0.486
2013/08/18,-0.464
2013/08/19,-0.444
2013/08/20,-0.43
2013/08/21,-0.42
2013/08/22,-0.411
2013/08/23,-0.403
2013/08/24,-0.397
2013/08/25,-0.388
2013/08/26,-0.374
2013/08/27,-0.358
2013/08/28,-0.196
2013/08/29,-0.067
2013/08/30,0.043
2013/08/31,0.136
2013/09/01,0.209
2013/09/02,0.281
2013/09/03,0.337
2013/09/04,0.374
2013/09/05,0.396
2013/09/06,0.405
2013/09/07,0.399
2013/09/08,0.387
2013/09/09,0.368
2013/09/10,0.341
2013/09/11,0.309
2013/09/12,0.278
2013/09/13,0.242
2013/09/14,0.205
2013/09/15,0.167
2013/09/16,0.142
2013/09/17,0.289
2013/09/18,0.456
2013/09/19,0.625
2013/09/20,0.745
2013/09/21,0.825
2013/09/22,0.874
2013/09/23,0.898
2013/09/24,0.899
2013/09/25,0.884
2013/09/26,0.853
2013/09/27,0.86
2013/09/28,0.852
2013/09/29,0.832
2013/09/30,0.8
2013/10/01,0.764
2013/10/02,0.72
2013/10/03,0.67
2013/10/04,0.612
2013/10/05,0.551
2013/10/06,0.487
2013/10/07,0.428
2013/10/08,0.363
2013/10/09,0.301
2013/10/10,0.241
2013/10/11,0.179
2013/10/12,0.123
2013/10/13,0.072
2013/10/14,0.026
2013/10/15,-0.011
2013/10/16,-0.03
2013/10/17,-0.04
2013/10/18,-0.046
2013/10/19,-0.048
2013/10/20,-0.048
2013/10/21,-0.043
2013/10/22,-0.03
2013/10/23,0.001
2013/10/24,0.045
2013/10/25,0.098
2013/10/26,0.153
2013/10/27,0.239
2013/10/28,0.314
2013/10/29,0.384
2013/10/30,0.445
2013/10/31,0.492
2013/11/01,0.541
2013/11/02,0.582
2013/11/03,0.649
2013/11/04,0.737
2013/11/05,0.833
2013/11/06,1.058
2013/11/07,1.361
2013/11/08,1.702
2013/11/09,2.01
2013/11/10,2.252
2013/11/11,2.464
2013/11/12,2.592
2013/11/13,2.651
2013/11/14,2.657
2013/11/15,2.617
2013/11/16,2.546
2013/11/17,2.456
2013/11/18,2.363
2013/11/19,2.27
2013/11/20,2.169
2013/11/21,2.076
2013/11/22,1.986
2013/11/23,1.901
2013/11/24,1.819
2013/11/25,1.738
2013/11/26,1.667
2013/11/27,1.612
2013/11/28,1.571
2013/11/29,1.54
2013/11/30,1.515
2013/12/01,1.489
2013/12/02,1.463
2013/12/03,1.438
2013/12/04,1.415
2013/12/05,1.394
2013/12/06,1.37
2013/12/07,1.368
2013/12/08,1.347
2013/12/09,1.32
2013/12/10,1.289
2013/12/11,1.254
2013/12/12,1.214
2013/12/13,1.17
2013/12/14,1.12
2013/12/15,1.065
