Date,fee_to_reward90rocUSD
2010/11/10,0
2010/11/11,0
2010/11/12,0
2010/11/13,0
2010/11/14,-100
2010/11/15,0
2010/11/16,-100
2010/11/17,0
2010/11/18,0
2010/11/19,0
2010/11/20,0
2010/11/21,0
2010/11/22,-23.863
2010/11/23,0
2010/11/24,0
2010/11/25,0
2010/11/26,17238466
2010/11/27,-95.046
2010/11/28,-100
2010/11/29,-85.739
2010/11/30,-89.728
2010/12/01,0
2010/12/02,0
2010/12/03,0
2010/12/04,-18.403
2010/12/05,19053173
2010/12/06,0
2010/12/07,24968662
2010/12/08,-77.92
2010/12/09,27789650
2010/12/10,0
2010/12/11,-38.199
2010/12/12,123015799
2010/12/13,3013
2010/12/14,0
2010/12/15,0
2010/12/16,0
2010/12/17,17.835
2010/12/18,0
2010/12/19,0
2010/12/20,68822253
2010/12/21,0
2010/12/22,0
2010/12/23,0
2010/12/24,0
2010/12/25,0
2010/12/26,523.156
2010/12/27,-94.355
2010/12/28,0
2010/12/29,0
2010/12/30,-84.518
2010/12/31,109.736
2011/01/01,621.531
2011/01/02,6978279
2011/01/03,0
2011/01/04,2358328
2011/01/05,0
2011/01/06,0
2011/01/07,0
2011/01/08,0
2011/01/09,7734681
2011/01/10,0
2011/01/11,-92.823
2011/01/12,0
2011/01/13,0
2011/01/14,0
2011/01/15,0
2011/01/16,332.721
2011/01/17,0
2011/01/18,0
2011/01/19,475.967
2011/01/20,0
2011/01/21,-21.039
2011/01/22,0
2011/01/23,0
2011/01/24,0
2011/01/25,0
2011/01/26,0
2011/01/27,0
2011/01/28,0
2011/01/29,0
2011/01/30,0
2011/01/31,0
2011/02/01,0
2011/02/02,0
2011/02/03,0
2011/02/04,0
2011/02/05,0
2011/02/06,-86.877
2011/02/07,0
2011/02/08,0
2011/02/09,0
2011/02/10,0
2011/02/11,0
2011/02/12,0
2011/02/13,-45.663
2011/02/14,0
2011/02/15,0
2011/02/16,0
2011/02/17,9.939
2011/02/18,-68.048
2011/02/19,-50.434
2011/02/20,-82.814
2011/02/21,-59.695
2011/02/22,14.504
2011/02/23,0
2011/02/24,-59.853
2011/02/25,998.936
2011/02/26,0
2011/02/27,1764
2011/02/28,4140
2011/03/01,914.077
2011/03/02,372.342
2011/03/03,38582
2011/03/04,3384
2011/03/05,3491
2011/03/06,5535
2011/03/07,5292
2011/03/08,7276
2011/03/09,7097
2011/03/10,2659
2011/03/11,5429
2011/03/12,879.737
2011/03/13,454.74
2011/03/14,4172
2011/03/15,3333
2011/03/16,1465
2011/03/17,366.502
2011/03/18,1844
2011/03/19,1064
2011/03/20,3596
2011/03/21,7241
2011/03/22,6218
2011/03/23,20612
2011/03/24,7870
2011/03/25,5902
2011/03/26,3800
2011/03/27,6849
2011/03/28,3286
2011/03/29,1740
2011/03/30,3699
2011/03/31,10493
2011/04/01,3100
2011/04/02,2241
2011/04/03,396.092
2011/04/04,13222
2011/04/05,4273
2011/04/06,4750
2011/04/07,5631
2011/04/08,23143
2011/04/09,2891
2011/04/10,6849
2011/04/11,10478
2011/04/12,1437
2011/04/13,14526
2011/04/14,22298
2011/04/15,2367
2011/04/16,3671
2011/04/17,1069
2011/04/18,7101
2011/04/19,10462
2011/04/20,6494
2011/04/21,7186
2011/04/22,919.265
2011/04/23,1220
2011/04/24,2996
2011/04/25,4780
2011/04/26,3635
2011/04/27,1050
2011/04/28,9502
2011/04/29,1161
2011/04/30,196.621
2011/05/01,1201
2011/05/02,353.228
2011/05/03,6750
2011/05/04,2534
2011/05/05,5679
2011/05/06,3207
2011/05/07,3770
2011/05/08,1723
2011/05/09,3607
2011/05/10,11593
2011/05/11,762.811
2011/05/12,1446
2011/05/13,1291
2011/05/14,4558
2011/05/15,363.592
2011/05/16,5115
2011/05/17,1887
2011/05/18,11963
2011/05/19,3426
2011/05/20,2122
2011/05/21,8799
2011/05/22,3240
2011/05/23,5008
2011/05/24,4164
2011/05/25,7837
2011/05/26,3544
2011/05/27,3522
2011/05/28,1769
2011/05/29,2004
2011/05/30,3557
2011/05/31,5236
2011/06/01,226.544
2011/06/02,3380
2011/06/03,1224
2011/06/04,570.06
2011/06/05,266.162
2011/06/06,464.952
2011/06/07,681.356
2011/06/08,1019
2011/06/09,264.508
2011/06/10,1410
2011/06/11,813.68
2011/06/12,1066
2011/06/13,863.317
2011/06/14,970.739
2011/06/15,1324
2011/06/16,1410
2011/06/17,1434
2011/06/18,676.86
2011/06/19,96.843
2011/06/20,-5.3
2011/06/21,-39.022
2011/06/22,19.107
2011/06/23,89.045
2011/06/24,126.013
2011/06/25,253.368
2011/06/26,516.077
2011/06/27,611.533
2011/06/28,332.493
2011/06/29,446.861
2011/06/30,334.223
2011/07/01,546.064
2011/07/02,230.85
2011/07/03,138.539
2011/07/04,219.984
2011/07/05,282.104
2011/07/06,392.353
2011/07/07,295.557
2011/07/08,175.314
2011/07/09,162.928
2011/07/10,217.019
2011/07/11,207.123
2011/07/12,304.265
2011/07/13,-14.971
2011/07/14,379.044
2011/07/15,345.51
2011/07/16,453.16
2011/07/17,212.809
2011/07/18,102.179
2011/07/19,103.461
2011/07/20,190.064
2011/07/21,83.82
2011/07/22,175.131
2011/07/23,21.784
2011/07/24,27.966
2011/07/25,168.158
2011/07/26,-13.273
2011/07/27,22.178
2011/07/28,26.049
2011/07/29,-22.292
2011/07/30,-41.869
2011/07/31,52.151
2011/08/01,80.702
2011/08/02,41.269
2011/08/03,15.156
2011/08/04,64.226
2011/08/05,41.063
2011/08/06,446.171
2011/08/07,8.193
2011/08/08,25.71
2011/08/09,82.231
2011/08/10,59.707
2011/08/11,-10.005
2011/08/12,-25.413
2011/08/13,-24.921
2011/08/14,26.522
2011/08/15,34.736
2011/08/16,-4.655
2011/08/17,-48.72
2011/08/18,-49.518
2011/08/19,-39.812
2011/08/20,-53.539
2011/08/21,-44.822
2011/08/22,-38.572
2011/08/23,-35.659
2011/08/24,-11.65
2011/08/25,-47.207
2011/08/26,-64.919
2011/08/27,-47.223
2011/08/28,-68.164
2011/08/29,-71.005
2011/08/30,-47.975
2011/08/31,-69.495
2011/09/01,-66.691
2011/09/02,-69.535
2011/09/03,-76.758
2011/09/04,-41.688
2011/09/05,-72.96
2011/09/06,-81.856
2011/09/07,-69.225
2011/09/08,-78.928
2011/09/09,-64.505
2011/09/10,-78.65
2011/09/11,-74.633
2011/09/12,-72.311
2011/09/13,-79.574
2011/09/14,-85.195
2011/09/15,-71.484
2011/09/16,-70.846
2011/09/17,-66.626
2011/09/18,-60.453
2011/09/19,-34.453
2011/09/20,-31.485
2011/09/21,-41.715
2011/09/22,-66.143
2011/09/23,-80.404
2011/09/24,-68.972
2011/09/25,-84.144
2011/09/26,-82.113
2011/09/27,-69.528
2011/09/28,-67.661
2011/09/29,-74.561
2011/09/30,-66.057
2011/10/01,-68.261
2011/10/02,-71.861
2011/10/03,-53.528
2011/10/04,-69.54
2011/10/05,-74.124
2011/10/06,-20.944
2011/10/07,-64.027
2011/10/08,-69.28
2011/10/09,-75.324
2011/10/10,-69.858
2011/10/11,-28.359
2011/10/12,-58.326
2011/10/13,-57.354
2011/10/14,-65.267
2011/10/15,-64.538
2011/10/16,-64.35
2011/10/17,-64.959
2011/10/18,-65.603
2011/10/19,-58.248
2011/10/20,-41.189
2011/10/21,-57.92
2011/10/22,-53.305
2011/10/23,-60.506
2011/10/24,-38.243
2011/10/25,-58.265
2011/10/26,-45.552
2011/10/27,-38.162
2011/10/28,-23.168
2011/10/29,-20.989
2011/10/30,-36.415
2011/10/31,-50.184
2011/11/01,-36.992
2011/11/02,-64.075
2011/11/03,-48.838
2011/11/04,-89.062
2011/11/05,-51.882
2011/11/06,-71.564
2011/11/07,-66.754
2011/11/08,-60.133
2011/11/09,-60.425
2011/11/10,-48.814
2011/11/11,-66.639
2011/11/12,-77.629
2011/11/13,-73.535
2011/11/14,-71.211
2011/11/15,-64.383
2011/11/16,-31.84
2011/11/17,-65.033
2011/11/18,-28.827
2011/11/19,-28.01
2011/11/20,-37.991
2011/11/21,-47.512
2011/11/22,-67.163
2011/11/23,-40.654
2011/11/24,11.253
2011/11/25,-22.518
2011/11/26,-38.989
2011/11/27,-41.994
2011/11/28,-64.251
2011/11/29,-16.778
2011/11/30,-47.806
2011/12/01,-43.368
2011/12/02,19.006
2011/12/03,-58.045
2011/12/04,-54.355
2011/12/05,-55.727
2011/12/06,-58.349
2011/12/07,-22.296
2011/12/08,-66.207
2011/12/09,-48.994
2011/12/10,-50.494
2011/12/11,3415
2011/12/12,4559
2011/12/13,18.699
2011/12/14,-46.023
2011/12/15,68.019
2011/12/16,-40.594
2011/12/17,-28.898
2011/12/18,-53.261
2011/12/19,-43.683
2011/12/20,24.604
2011/12/21,12.134
2011/12/22,-26.29
2011/12/23,-63.998
2011/12/24,-36.511
2011/12/25,-22.657
2011/12/26,-47.163
2011/12/27,-30.366
2011/12/28,-24.72
2011/12/29,2.54
2011/12/30,-7.535
2011/12/31,-0.025
2012/01/01,-62.391
2012/01/02,13.106
2012/01/03,23.436
2012/01/04,51.335
2012/01/05,24.166
2012/01/06,36.732
2012/01/07,6.092
2012/01/08,-15.618
2012/01/09,-30.218
2012/01/10,-9.882
2012/01/11,-12.905
2012/01/12,979.705
2012/01/13,176.328
2012/01/14,215.12
2012/01/15,165.455
2012/01/16,818.078
2012/01/17,98.067
2012/01/18,61.062
2012/01/19,725.152
2012/01/20,494.507
2012/01/21,1.331
2012/01/22,-18.317
2012/01/23,37.753
2012/01/24,164.775
2012/01/25,92.554
2012/01/26,123.718
2012/01/27,430.306
2012/01/28,112.216
2012/01/29,5302
2012/01/30,417.559
2012/01/31,122.585
2012/02/01,45.003
2012/02/02,239.712
2012/02/03,75.715
2012/02/04,234.05
2012/02/05,13.431
2012/02/06,4.943
2012/02/07,136.345
2012/02/08,48.827
2012/02/09,189.793
2012/02/10,72.952
2012/02/11,31.128
2012/02/12,26.895
2012/02/13,117.16
2012/02/14,297.707
2012/02/15,119.013
2012/02/16,185.291
2012/02/17,-6.853
2012/02/18,-29.022
2012/02/19,-28.413
2012/02/20,38.685
2012/02/21,0.983
2012/02/22,-39.339
2012/02/23,-5.33
2012/02/24,24.919
2012/02/25,-15.081
2012/02/26,-4.25
2012/02/27,15.965
2012/02/28,6.609
2012/02/29,-23.019
2012/03/01,41.184
2012/03/02,8.77
2012/03/03,3.936
2012/03/04,84.495
2012/03/05,43.862
2012/03/06,26.001
2012/03/07,55.506
2012/03/08,27.144
2012/03/09,22.815
2012/03/10,-98.11
2012/03/11,-98.404
2012/03/12,-25.947
2012/03/13,178.394
2012/03/14,-46.067
2012/03/15,30.005
2012/03/16,137.107
2012/03/17,-3.382
2012/03/18,-22.886
2012/03/19,-32.945
2012/03/20,4.985
2012/03/21,-8.616
2012/03/22,14.517
2012/03/23,114.202
2012/03/24,379.244
2012/03/25,137.418
2012/03/26,10.858
2012/03/27,33.642
2012/03/28,8.618
2012/03/29,33.4
2012/03/30,8.477
2012/03/31,13.998
2012/04/01,-27.037
2012/04/02,6.216
2012/04/03,-60.243
2012/04/04,-7.274
2012/04/05,8.845
2012/04/06,43.783
2012/04/07,25.306
2012/04/08,-33.278
2012/04/09,-24.029
2012/04/10,27.056
2012/04/11,-86.019
2012/04/12,-29.723
2012/04/13,-60.98
2012/04/14,-54.847
2012/04/15,-84.604
2012/04/16,-18.68
2012/04/17,-41.303
2012/04/18,-74.042
2012/04/19,-78.163
2012/04/20,59.968
2012/04/21,42.7
2012/04/22,18.414
2012/04/23,-54.771
2012/04/24,-8.446
2012/04/25,-33.151
2012/04/26,-51.182
2012/04/27,-19.079
2012/04/28,-96.509
2012/04/29,-86.622
2012/04/30,-40.263
2012/05/01,16.886
2012/05/02,-36.994
2012/05/03,62.65
2012/05/04,16.159
2012/05/05,55.742
2012/05/06,51.312
2012/05/07,61.963
2012/05/08,97.041
2012/05/09,64.632
2012/05/10,124.891
2012/05/11,225.174
2012/05/12,243.098
2012/05/13,118.035
2012/05/14,76.417
2012/05/15,240.993
2012/05/16,46.197
2012/05/17,317.228
2012/05/18,490.51
2012/05/19,1140
2012/05/20,383.029
2012/05/21,473.473
2012/05/22,407.27
2012/05/23,377.884
2012/05/24,414.466
2012/05/25,720.852
2012/05/26,370.372
2012/05/27,194.978
2012/05/28,458.625
2012/05/29,591.219
2012/05/30,217.574
2012/05/31,166.704
2012/06/01,386.465
2012/06/02,25.5
2012/06/03,245.632
2012/06/04,413.483
2012/06/05,666.926
2012/06/06,177.914
2012/06/07,510.442
2012/06/08,328.752
2012/06/09,498.776
2012/06/10,555.781
2012/06/11,80.889
2012/06/12,88.627
2012/06/13,728.823
2012/06/14,320.399
2012/06/15,882.007
2012/06/16,754.321
2012/06/17,436.155
2012/06/18,417.573
2012/06/19,685.562
2012/06/20,583.348
2012/06/21,576.006
2012/06/22,80.639
2012/06/23,141.135
2012/06/24,376.204
2012/06/25,275.14
2012/06/26,265.885
2012/06/27,246.867
2012/06/28,295.487
2012/06/29,198.36
2012/06/30,284.356
2012/07/01,86.168
2012/07/02,212.499
2012/07/03,111.625
2012/07/04,110.063
2012/07/05,144.492
2012/07/06,261.652
2012/07/07,871.887
2012/07/08,180.806
2012/07/09,102.62
2012/07/10,323.702
2012/07/11,186.049
2012/07/12,166.845
2012/07/13,99.425
2012/07/14,173.034
2012/07/15,211.067
2012/07/16,180.901
2012/07/17,142.145
2012/07/18,349.191
2012/07/19,213.786
2012/07/20,673.455
2012/07/21,300.188
2012/07/22,262.381
2012/07/23,219.13
2012/07/24,125.31
2012/07/25,16.722
2012/07/26,107.891
2012/07/27,110.525
2012/07/28,479.772
2012/07/29,281.71
2012/07/30,182.984
2012/07/31,245.968
2012/08/01,105.937
2012/08/02,83.509
2012/08/03,221.737
2012/08/04,131.188
2012/08/05,131.029
2012/08/06,151.925
2012/08/07,34.971
2012/08/08,357.226
2012/08/09,18.726
2012/08/10,232.376
2012/08/11,34.401
2012/08/12,-45.79
2012/08/13,1.506
2012/08/14,22.178
2012/08/15,100.273
2012/08/16,55.163
2012/08/17,4.536
2012/08/18,-16.87
2012/08/19,-22.847
2012/08/20,42.497
2012/08/21,-3.403
2012/08/22,-5.812
2012/08/23,-20.617
2012/08/24,18.205
2012/08/25,56.334
2012/08/26,-16.09
2012/08/27,47.37
2012/08/28,15.351
2012/08/29,57.947
2012/08/30,74.461
2012/08/31,382.165
2012/09/01,73.804
2012/09/02,0.557
2012/09/03,5.049
2012/09/04,160.988
2012/09/05,-5.46
2012/09/06,27.413
2012/09/07,-10.519
2012/09/08,0.569
2012/09/09,6.518
2012/09/10,120.908
2012/09/11,-15.89
2012/09/12,-46.421
2012/09/13,-28.065
2012/09/14,-29.333
2012/09/15,-36.549
2012/09/16,-42.297
2012/09/17,-49.056
2012/09/18,-10.288
2012/09/19,-34.191
2012/09/20,-21.14
2012/09/21,59.929
2012/09/22,-13.045
2012/09/23,9.873
2012/09/24,50.256
2012/09/25,-7.209
2012/09/26,21.176
2012/09/27,23.323
2012/09/28,253.625
2012/09/29,25.079
2012/09/30,-40.223
2012/10/01,63.575
2012/10/02,134.532
2012/10/03,56.959
2012/10/04,829.244
2012/10/05,-21.535
2012/10/06,90.91
2012/10/07,115.664
2012/10/08,-4.418
2012/10/09,26.566
2012/10/10,73.937
2012/10/11,84.299
2012/10/12,43.811
2012/10/13,12.964
2012/10/14,-5.033
2012/10/15,9.806
2012/10/16,-5.31
2012/10/17,212.368
2012/10/18,-56.965
2012/10/19,-17.575
2012/10/20,-2.581
2012/10/21,-0.09
2012/10/22,61.274
2012/10/23,70.654
2012/10/24,22.114
2012/10/25,20.525
2012/10/26,-17.411
2012/10/27,-35.126
2012/10/28,-32.229
2012/10/29,-31.866
2012/10/30,10.844
2012/10/31,32.69
2012/11/01,-3.551
2012/11/02,80.089
2012/11/03,-30.254
2012/11/04,-30.165
2012/11/05,39.289
2012/11/06,-39.768
2012/11/07,81.627
2012/11/08,-42.492
2012/11/09,12.13
2012/11/10,38.167
2012/11/11,-25.443
2012/11/12,2.769
2012/11/13,-27.675
2012/11/14,-12.401
2012/11/15,4.025
2012/11/16,82.318
2012/11/17,52.615
2012/11/18,17.462
2012/11/19,34.644
2012/11/20,30.539
2012/11/21,59.976
2012/11/22,16.831
2012/11/23,-5.712
2012/11/24,25.122
2012/11/25,1.658
2012/11/26,1.471
2012/11/27,282.452
2012/11/28,61.541
2012/11/29,63.826
2012/11/30,63.844
2012/12/01,69.583
2012/12/02,-0.865
2012/12/03,28.576
2012/12/04,242.623
2012/12/05,196.773
2012/12/06,279.624
2012/12/07,144.641
2012/12/08,167.81
2012/12/09,139.492
2012/12/10,101.931
2012/12/11,228.153
2012/12/12,188.981
2012/12/13,445.138
2012/12/14,484.722
2012/12/15,353.644
2012/12/16,468.95
2012/12/17,266.279
2012/12/18,316.171
2012/12/19,312.704
2012/12/20,235.474
2012/12/21,495.926
2012/12/22,359.593
2012/12/23,177.067
2012/12/24,307.268
2012/12/25,167.975
2012/12/26,276.727
2012/12/27,25.573
2012/12/28,414.544
2012/12/29,469.804
2012/12/30,230.85
2012/12/31,47.979
2013/01/01,126.067
2013/01/02,-57.702
2013/01/03,127.93
2013/01/04,246.228
2013/01/05,109.345
2013/01/06,212.077
2013/01/07,134.903
2013/01/08,207.32
2013/01/09,206.126
2013/01/10,1360
2013/01/11,404.264
2013/01/12,341.005
2013/01/13,352.787
2013/01/14,173.549
2013/01/15,17.61
2013/01/16,472.422
2013/01/17,475.914
2013/01/18,439.708
2013/01/19,428.229
2013/01/20,213.556
2013/01/21,175.832
2013/01/22,247.509
2013/01/23,496.105
2013/01/24,403.633
2013/01/25,727.955
2013/01/26,688.802
2013/01/27,466.236
2013/01/28,250.812
2013/01/29,289.422
2013/01/30,206.51
2013/01/31,159.74
2013/02/01,445.488
2013/02/02,661.592
2013/02/03,244.188
2013/02/04,187.407
2013/02/05,170.264
2013/02/06,167.682
2013/02/07,387.445
2013/02/08,330.403
2013/02/09,424.861
2013/02/10,310.705
2013/02/11,313.492
2013/02/12,327.815
2013/02/13,179.584
2013/02/14,159.327
2013/02/15,246.535
2013/02/16,186.328
2013/02/17,158.595
2013/02/18,190.363
2013/02/19,185.768
2013/02/20,237.417
2013/02/21,254.902
2013/02/22,329.616
2013/02/23,188.104
2013/02/24,238.622
2013/02/25,17.372
2013/02/26,122.05
2013/02/27,57.3
2013/02/28,98.757
2013/03/01,178.583
2013/03/02,226.992
2013/03/03,122.263
2013/03/04,22.398
2013/03/05,64.526
2013/03/06,332.183
2013/03/07,102.422
2013/03/08,58.373
2013/03/09,58.884
2013/03/10,54.619
2013/03/11,38.532
2013/03/12,121.57
2013/03/13,-2.575
2013/03/14,-2.937
2013/03/15,78.798
2013/03/16,-27.982
2013/03/17,-38.422
2013/03/18,-37.389
2013/03/19,23.068
2013/03/20,-39.862
2013/03/21,-20.551
2013/03/22,10.662
2013/03/23,-5.843
2013/03/24,1.188
2013/03/25,62.886
2013/03/26,57.239
2013/03/27,91.647
2013/03/28,50.289
2013/03/29,67.073
2013/03/30,74.234
2013/03/31,74.481
2013/04/01,38.401
2013/04/02,60.341
2013/04/03,72.575
2013/04/04,94.811
2013/04/05,61.872
2013/04/06,-0.985
2013/04/07,52.849
2013/04/08,22.133
2013/04/09,10.839
2013/04/10,-66.643
2013/04/11,8.817
2013/04/12,8.436
2013/04/13,-17.917
2013/04/14,56.133
2013/04/15,62.153
2013/04/16,-6.489
2013/04/17,39.014
2013/04/18,-6.754
2013/04/19,-2.1
2013/04/20,18.065
2013/04/21,-16.429
2013/04/22,31.419
2013/04/23,3.378
2013/04/24,36.016
2013/04/25,16.246
2013/04/26,-22.471
2013/04/27,-15.796
2013/04/28,-36.519
2013/04/29,-16.124
2013/04/30,34.131
2013/05/01,9.119
2013/05/02,10.099
2013/05/03,-30.889
2013/05/04,2.61
2013/05/05,-19.434
2013/05/06,25.418
2013/05/07,25.56
2013/05/08,0.021
2013/05/09,22.78
2013/05/10,18.112
2013/05/11,20.405
2013/05/12,9.6
2013/05/13,-3.497
2013/05/14,13.271
2013/05/15,48.124
2013/05/16,61.858
2013/05/17,27.586
2013/05/18,6.462
2013/05/19,7.818
2013/05/20,15.165
2013/05/21,18.791
2013/05/22,9.174
2013/05/23,3.563
2013/05/24,-2.602
2013/05/25,-0.672
2013/05/26,-40.406
2013/05/27,-18.727
2013/05/28,22.345
2013/05/29,-13.892
2013/05/30,-40.243
2013/05/31,-26.705
2013/06/01,-30.36
2013/06/02,-20.2
2013/06/03,-24.846
2013/06/04,-74.127
2013/06/05,-14.944
2013/06/06,-23.161
2013/06/07,-20.915
2013/06/08,-23.669
2013/06/09,-25.223
2013/06/10,-59.35
2013/06/11,-20.813
2013/06/12,-28.331
2013/06/13,-41.401
2013/06/14,12.05
2013/06/15,25.504
2013/06/16,-14.972
2013/06/17,-16.232
2013/06/18,52.677
2013/06/19,18.158
2013/06/20,52.266
2013/06/21,5.463
2013/06/22,46.369
2013/06/23,-34.927
2013/06/24,-12.809
2013/06/25,-52.523
2013/06/26,-30.371
2013/06/27,-46.854
2013/06/28,-22.874
2013/06/29,-46.504
2013/06/30,-12.52
2013/07/01,-54.162
2013/07/02,-42.037
2013/07/03,-68.58
2013/07/04,-60.541
2013/07/05,-26.443
2013/07/06,-51.07
2013/07/07,-66.438
2013/07/08,-38.569
2013/07/09,-44.101
2013/07/10,-65.371
2013/07/11,-37.386
2013/07/12,-16.979
2013/07/13,-38.229
2013/07/14,-70.128
2013/07/15,-53.299
2013/07/16,-53.568
2013/07/17,-36.382
2013/07/18,-42.03
2013/07/19,-58.5
2013/07/20,-33.674
2013/07/21,-58.979
2013/07/22,-45.079
2013/07/23,-60.152
2013/07/24,-35.996
2013/07/25,-2.48
2013/07/26,-52.998
2013/07/27,-4.055
2013/07/28,-45.717
2013/07/29,-43.991
2013/07/30,-29.024
2013/07/31,-33.469
2013/08/01,-34.367
2013/08/02,-46.862
2013/08/03,-29.614
2013/08/04,-44.437
2013/08/05,-46.693
2013/08/06,-30.114
2013/08/07,-57.349
2013/08/08,-35.489
2013/08/09,-33.212
2013/08/10,-57.689
2013/08/11,-54.324
2013/08/12,-68.097
2013/08/13,-61.655
2013/08/14,-49.103
2013/08/15,8.102
2013/08/16,5.128
2013/08/17,-49.324
2013/08/18,-29.355
2013/08/19,-10.676
2013/08/20,-43.441
2013/08/21,-49.112
2013/08/22,-36.958
2013/08/23,-39.401
2013/08/24,-21.567
2013/08/25,-27.605
2013/08/26,-28.813
2013/08/27,-23.85
2013/08/28,427.121
2013/08/29,-44.186
2013/08/30,10.444
2013/08/31,-42.651
2013/09/01,-58.855
2013/09/02,-13.211
2013/09/03,-50.386
2013/09/04,-27.01
2013/09/05,-24.903
2013/09/06,-28.727
2013/09/07,-25.365
2013/09/08,-15.901
2013/09/09,-42.954
2013/09/10,-36.102
2013/09/11,-48.48
2013/09/12,-29.196
2013/09/13,-45.98
2013/09/14,-44.901
2013/09/15,-39.647
2013/09/16,-0.836
2013/09/17,482.044
2013/09/18,42.431
2013/09/19,86.937
2013/09/20,-56.955
2013/09/21,-28.882
2013/09/22,-50.143
2013/09/23,-12.609
2013/09/24,-37.36
2013/09/25,-17.969
2013/09/26,-40.693
2013/09/27,217.333
2013/09/28,-22.432
2013/09/29,-1.057
2013/09/30,-31.894
2013/10/01,36.124
2013/10/02,47.189
2013/10/03,5.153
2013/10/04,-13.784
2013/10/05,19.91
2013/10/06,-32.947
2013/10/07,10.967
2013/10/08,-21.42
2013/10/09,-16.331
2013/10/10,-18.927
2013/10/11,-42.326
2013/10/12,12.53
2013/10/13,2.329
2013/10/14,-39.373
2013/10/15,-18.688
2013/10/16,-3.17
2013/10/17,76.197
2013/10/18,60.861
2013/10/19,31.365
2013/10/20,-27.768
2013/10/21,17.202
2013/10/22,-23.897
2013/10/23,-10.347
2013/10/24,89.49
2013/10/25,22.099
2013/10/26,36.57
2013/10/27,87.672
2013/10/28,-6.873
2013/10/29,-16.825
2013/10/30,-29.415
2013/10/31,-6.326
2013/11/01,8.26
2013/11/02,-33.6
2013/11/03,44.355
2013/11/04,21.033
2013/11/05,59.535
2013/11/06,263.285
2013/11/07,285.66
2013/11/08,449.303
2013/11/09,146.132
2013/11/10,126.533
2013/11/11,103.273
2013/11/12,-57.173
2013/11/13,-62.832
2013/11/14,-54.465
2013/11/15,-31.383
2013/11/16,-68.728
2013/11/17,-66.293
2013/11/18,-3.031
2013/11/19,19.32
2013/11/20,-14.134
2013/11/21,2.301
2013/11/22,-10.671
2013/11/23,-38.207
2013/11/24,-57.307
2013/11/25,-51.725
2013/11/26,-88.614
2013/11/27,22.546
2013/11/28,-20.688
2013/11/29,7.36
2013/11/30,1.311
2013/12/01,-55.935
2013/12/02,-17.464
2013/12/03,-38.418
2013/12/04,-33.046
2013/12/05,-26.675
2013/12/06,-45.19
2013/12/07,15.29
2013/12/08,-61.009
2013/12/09,-27.491
2013/12/10,-19.204
2013/12/11,-25.793
2013/12/12,-14.48
2013/12/13,-6.482
2013/12/14,-58.835
2013/12/15,-75.466
2013/12/16,-95.081
2013/12/17,-88.235
2013/12/18,-80.31
2013/12/19,-45.846
2013/12/20,-35.46
2013/12/21,-40.305
2013/12/22,-63.735
2013/12/23,-50.892
2013/12/24,-52.538
2013/12/25,-54.592
2013/12/26,-83.761
2013/12/27,-54.603
2013/12/28,-48.776
2013/12/29,-45.029
2013/12/30,-67.394
2013/12/31,-71.245
2014/01/01,-74.989
2014/01/02,-25.079
2014/01/03,-27.935
2014/01/04,-23.84
2014/01/05,-65.236
