Date,transactionvalue90rsiUSD
2010/11/07,53.651
2010/11/08,61.997
2010/11/09,50.525
2010/11/10,50.641
2010/11/11,50.294
2010/11/12,50.493
2010/11/13,50.567
2010/11/14,50.277
2010/11/15,49.939
2010/11/16,49.768
2010/11/17,50.607
2010/11/18,49.75
2010/11/19,49.442
2010/11/20,49.559
2010/11/21,49.516
2010/11/22,50.372
2010/11/23,50.741
2010/11/24,49.491
2010/11/25,49.494
2010/11/26,50.121
2010/11/27,49.981
2010/11/28,49.954
2010/11/29,50.137
2010/11/30,50.505
2010/12/01,50.292
2010/12/02,50.635
2010/12/03,50.064
2010/12/04,50.773
2010/12/05,49.744
2010/12/06,51.074
2010/12/07,50.6
2010/12/08,49.866
2010/12/09,50.063
2010/12/10,49.898
2010/12/11,50.56
2010/12/12,49.951
2010/12/13,51.67
2010/12/14,50.942
2010/12/15,50.951
2010/12/16,50.807
2010/12/17,50.586
2010/12/18,50.875
2010/12/19,50.976
2010/12/20,50.139
2010/12/21,50.836
2010/12/22,50.458
2010/12/23,50.427
2010/12/24,50.351
2010/12/25,50.984
2010/12/26,50.439
2010/12/27,50.997
2010/12/28,50.117
2010/12/29,51.619
2010/12/30,50.439
2010/12/31,50.436
2011/01/01,50.146
2011/01/02,50.126
2011/01/03,49.853
2011/01/04,49.64
2011/01/05,49.595
2011/01/06,49.705
2011/01/07,49.845
2011/01/08,49.672
2011/01/09,49.552
2011/01/10,49.988
2011/01/11,50.187
2011/01/12,49.819
2011/01/13,50.407
2011/01/14,50.151
2011/01/15,50.111
2011/01/16,50.288
2011/01/17,50.222
2011/01/18,50.949
2011/01/19,49.968
2011/01/20,49.942
2011/01/21,50.002
2011/01/22,49.991
2011/01/23,50.529
2011/01/24,50.055
2011/01/25,50.192
2011/01/26,50.264
2011/01/27,65.704
2011/01/28,49.795
2011/01/29,49.887
2011/01/30,51.052
2011/01/31,51.009
2011/02/01,51.18
2011/02/02,51.562
2011/02/03,50.746
2011/02/04,50.337
2011/02/05,51.101
2011/02/06,51.207
2011/02/07,53.05
2011/02/08,50.937
2011/02/09,51.7
2011/02/10,51.835
2011/02/11,51.824
2011/02/12,50.892
2011/02/13,50.601
2011/02/14,50.801
2011/02/15,50.186
2011/02/16,49.878
2011/02/17,50.186
2011/02/18,50.485
2011/02/19,51.556
2011/02/20,51.555
2011/02/21,51.474
2011/02/22,52.408
2011/02/23,52.59
2011/02/24,51.477
2011/02/25,50.961
2011/02/26,50.93
2011/02/27,50.886
2011/02/28,50.534
2011/03/01,56.58
2011/03/02,68.009
2011/03/03,50.102
2011/03/04,50.989
2011/03/05,49.978
2011/03/06,50.279
2011/03/07,50.437
2011/03/08,50.093
2011/03/09,50.681
2011/03/10,51.519
2011/03/11,50.673
2011/03/12,49.823
2011/03/13,50.072
2011/03/14,50.102
2011/03/15,49.695
2011/03/16,49.747
2011/03/17,49.723
2011/03/18,49.982
2011/03/19,49.582
2011/03/20,49.542
2011/03/21,49.464
2011/03/22,50.151
2011/03/23,49.816
2011/03/24,50.506
2011/03/25,50.845
2011/03/26,50.289
2011/03/27,49.83
2011/03/28,49.682
2011/03/29,49.613
2011/03/30,49.923
2011/03/31,49.875
2011/04/01,49.697
2011/04/02,49.742
2011/04/03,49.651
2011/04/04,49.796
2011/04/05,49.714
2011/04/06,49.638
2011/04/07,49.86
2011/04/08,49.932
2011/04/09,50.021
2011/04/10,49.662
2011/04/11,49.624
2011/04/12,49.94
2011/04/13,50.127
2011/04/14,49.855
2011/04/15,49.867
2011/04/16,51.563
2011/04/17,57.512
2011/04/18,49.8
2011/04/19,57.95
2011/04/20,64.99
2011/04/21,51.132
2011/04/22,50.014
2011/04/23,50.097
2011/04/24,49.867
2011/04/25,49.757
2011/04/26,49.939
2011/04/27,50.025
2011/04/28,50.03
2011/04/29,53.046
2011/04/30,51.216
2011/05/01,50.198
2011/05/02,50.116
2011/05/03,50.693
2011/05/04,51.525
2011/05/05,50.295
2011/05/06,51.136
2011/05/07,50.579
2011/05/08,53.433
2011/05/09,50.278
2011/05/10,53.978
2011/05/11,50.994
2011/05/12,51.207
2011/05/13,53.349
2011/05/14,62.048
2011/05/15,51.385
2011/05/16,51.041
2011/05/17,50.636
2011/05/18,50.16
2011/05/19,50.281
2011/05/20,50.912
2011/05/21,52.049
2011/05/22,52.967
2011/05/23,51.158
2011/05/24,50.778
2011/05/25,50.925
2011/05/26,50.993
2011/05/27,52.443
2011/05/28,50.501
2011/05/29,50.788
2011/05/30,50.68
2011/05/31,50.58
2011/06/01,50.496
2011/06/02,50.896
2011/06/03,52.199
2011/06/04,52.162
2011/06/05,52.978
2011/06/06,54.069
2011/06/07,53.115
2011/06/08,54.766
2011/06/09,54.989
2011/06/10,55.841
2011/06/11,57.082
2011/06/12,56.491
2011/06/13,55.499
2011/06/14,55.35
2011/06/15,65.033
2011/06/16,73.15
2011/06/17,52.274
2011/06/18,51.581
2011/06/19,57.577
2011/06/20,51.429
2011/06/21,55.227
2011/06/22,51.115
2011/06/23,51.772
2011/06/24,55.89
2011/06/25,63.399
2011/06/26,53.703
2011/06/27,50.906
2011/06/28,55.423
2011/06/29,51.815
2011/06/30,50.649
2011/07/01,50.16
2011/07/02,50.169
2011/07/03,49.84
2011/07/04,50.387
2011/07/05,49.602
2011/07/06,49.678
2011/07/07,49.677
2011/07/08,49.553
2011/07/09,51.326
2011/07/10,51.556
2011/07/11,50.005
2011/07/12,50.248
2011/07/13,50.42
2011/07/14,50.91
2011/07/15,49.799
2011/07/16,50.279
2011/07/17,49.725
2011/07/18,51.803
2011/07/19,51.356
2011/07/20,49.678
2011/07/21,50.383
2011/07/22,50.447
2011/07/23,49.809
2011/07/24,49.704
2011/07/25,50.328
2011/07/26,50.249
2011/07/27,50.373
2011/07/28,52.153
2011/07/29,49.864
2011/07/30,49.585
2011/07/31,49.726
2011/08/01,49.668
2011/08/02,49.514
2011/08/03,49.511
2011/08/04,49.42
2011/08/05,49.581
2011/08/06,49.457
2011/08/07,49.425
2011/08/08,49.821
2011/08/09,50.503
2011/08/10,49.948
2011/08/11,49.55
2011/08/12,49.456
2011/08/13,49.432
2011/08/14,49.558
2011/08/15,49.452
2011/08/16,49.44
2011/08/17,49.464
2011/08/18,49.541
2011/08/19,49.677
2011/08/20,49.41
2011/08/21,49.41
2011/08/22,49.427
2011/08/23,49.592
2011/08/24,49.694
2011/08/25,49.513
2011/08/26,49.394
2011/08/27,51.353
2011/08/28,49.393
2011/08/29,49.378
2011/08/30,49.381
2011/08/31,49.405
2011/09/01,49.446
2011/09/02,49.403
2011/09/03,49.415
2011/09/04,50.454
2011/09/05,50.783
2011/09/06,51.015
2011/09/07,49.589
2011/09/08,49.459
2011/09/09,49.4
2011/09/10,49.339
2011/09/11,49.736
2011/09/12,49.565
2011/09/13,49.408
2011/09/14,49.378
2011/09/15,49.354
2011/09/16,49.544
2011/09/17,49.402
2011/09/18,49.36
2011/09/19,49.375
2011/09/20,49.363
2011/09/21,49.399
2011/09/22,49.383
2011/09/23,49.397
2011/09/24,49.343
2011/09/25,49.383
2011/09/26,49.369
2011/09/27,49.434
2011/09/28,49.392
2011/09/29,49.39
2011/09/30,49.361
2011/10/01,49.478
2011/10/02,49.42
2011/10/03,49.415
2011/10/04,49.452
2011/10/05,49.441
2011/10/06,49.513
2011/10/07,49.407
2011/10/08,49.338
2011/10/09,49.344
2011/10/10,49.34
2011/10/11,49.344
2011/10/12,49.338
2011/10/13,49.367
2011/10/14,49.307
2011/10/15,49.385
2011/10/16,49.319
2011/10/17,49.378
2011/10/18,49.304
2011/10/19,49.273
2011/10/20,49.279
2011/10/21,49.395
2011/10/22,49.443
2011/10/23,49.443
2011/10/24,49.307
2011/10/25,49.323
2011/10/26,49.355
2011/10/27,49.448
2011/10/28,49.407
2011/10/29,49.396
2011/10/30,49.274
2011/10/31,49.379
2011/11/01,49.437
2011/11/02,49.352
2011/11/03,49.314
2011/11/04,49.325
2011/11/05,49.278
2011/11/06,49.262
2011/11/07,49.275
2011/11/08,49.753
2011/11/09,49.631
2011/11/10,49.297
2011/11/11,49.316
2011/11/12,49.293
2011/11/13,49.272
2011/11/14,49.294
2011/11/15,49.266
2011/11/16,50.102
2011/11/17,51.017
2011/11/18,51.627
2011/11/19,51.286
2011/11/20,49.867
2011/11/21,50.03
2011/11/22,50.866
2011/11/23,49.851
2011/11/24,49.929
2011/11/25,49.658
2011/11/26,50.066
2011/11/27,50.124
2011/11/28,51.098
2011/11/29,51.009
2011/11/30,52.299
2011/12/01,50.22
2011/12/02,52.076
2011/12/03,51.102
2011/12/04,50.763
2011/12/05,50.556
2011/12/06,51.864
2011/12/07,52.072
2011/12/08,51.612
2011/12/09,50.163
2011/12/10,49.643
2011/12/11,49.558
2011/12/12,49.52
2011/12/13,49.213
2011/12/14,49.251
2011/12/15,49.313
2011/12/16,49.317
2011/12/17,49.239
2011/12/18,49.234
2011/12/19,49.294
2011/12/20,49.34
2011/12/21,49.45
2011/12/22,49.31
2011/12/23,49.184
2011/12/24,49.283
2011/12/25,49.245
2011/12/26,49.604
2011/12/27,49.616
2011/12/28,49.245
2011/12/29,49.476
2011/12/30,49.255
2011/12/31,49.252
2012/01/01,49.399
2012/01/02,49.278
2012/01/03,49.255
2012/01/04,49.433
2012/01/05,49.784
2012/01/06,49.797
2012/01/07,49.428
2012/01/08,49.464
2012/01/09,49.613
2012/01/10,49.447
2012/01/11,49.437
2012/01/12,49.444
2012/01/13,49.48
2012/01/14,49.389
2012/01/15,49.338
2012/01/16,49.534
2012/01/17,49.495
2012/01/18,49.382
2012/01/19,49.432
2012/01/20,49.41
2012/01/21,49.347
2012/01/22,49.377
2012/01/23,49.337
2012/01/24,49.399
2012/01/25,49.375
2012/01/26,49.436
2012/01/27,49.347
2012/01/28,49.232
2012/01/29,49.346
2012/01/30,49.334
2012/01/31,49.3
2012/02/01,49.507
2012/02/02,49.384
2012/02/03,49.403
2012/02/04,49.348
2012/02/05,49.341
2012/02/06,49.338
2012/02/07,49.269
2012/02/08,49.255
2012/02/09,49.184
2012/02/10,49.212
2012/02/11,49.447
2012/02/12,49.28
2012/02/13,49.345
2012/02/14,50.16
2012/02/15,50.04
2012/02/16,50.22
2012/02/17,50.019
2012/02/18,49.691
2012/02/19,49.325
2012/02/20,49.357
2012/02/21,49.286
2012/02/22,49.732
2012/02/23,49.591
2012/02/24,49.619
2012/02/25,49.416
2012/02/26,49.332
2012/02/27,49.306
2012/02/28,49.306
2012/02/29,49.235
2012/03/01,49.767
2012/03/02,49.499
2012/03/03,49.477
2012/03/04,49.807
2012/03/05,49.297
2012/03/06,49.334
2012/03/07,49.338
2012/03/08,49.594
2012/03/09,49.73
2012/03/10,49.5
2012/03/11,49.619
2012/03/12,49.818
2012/03/13,49.537
2012/03/14,49.799
2012/03/15,49.67
2012/03/16,49.598
2012/03/17,49.515
2012/03/18,49.438
2012/03/19,49.478
2012/03/20,49.495
2012/03/21,49.509
2012/03/22,50.026
2012/03/23,50.395
2012/03/24,50.162
2012/03/25,49.396
2012/03/26,49.55
2012/03/27,49.648
2012/03/28,49.791
2012/03/29,50.632
2012/03/30,50.442
2012/03/31,50.429
2012/04/01,50.004
2012/04/02,49.971
2012/04/03,49.968
2012/04/04,49.97
2012/04/05,50.347
2012/04/06,49.697
2012/04/07,49.239
2012/04/08,51.317
2012/04/09,51.825
2012/04/10,49.801
2012/04/11,51.053
2012/04/12,50.564
2012/04/13,50.078
2012/04/14,50.16
2012/04/15,50.822
2012/04/16,51.018
2012/04/17,50.438
2012/04/18,50.126
2012/04/19,49.681
2012/04/20,53.207
2012/04/21,50.816
2012/04/22,50.504
2012/04/23,49.94
2012/04/24,49.767
2012/04/25,50.267
2012/04/26,50.897
2012/04/27,51.144
2012/04/28,50.022
2012/04/29,50.094
2012/04/30,49.96
2012/05/01,49.84
2012/05/02,49.882
2012/05/03,49.614
2012/05/04,49.517
2012/05/05,49.687
2012/05/06,49.234
2012/05/07,50.066
2012/05/08,51.387
2012/05/09,50.26
2012/05/10,49.78
2012/05/11,49.501
2012/05/12,50.714
2012/05/13,49.787
2012/05/14,49.532
2012/05/15,50.659
2012/05/16,50.951
2012/05/17,51.143
2012/05/18,49.482
2012/05/19,48.953
2012/05/20,49.337
2012/05/21,50.071
2012/05/22,50.736
2012/05/23,49.373
2012/05/24,49.082
2012/05/25,49.621
2012/05/26,51.159
2012/05/27,49.532
2012/05/28,49.474
2012/05/29,49.912
2012/05/30,49.751
2012/05/31,51.408
2012/06/01,49.967
2012/06/02,50.532
2012/06/03,49.261
2012/06/04,49.869
2012/06/05,49.909
2012/06/06,50.626
2012/06/07,50.506
2012/06/08,51.594
2012/06/09,49.191
2012/06/10,49.667
2012/06/11,49.827
2012/06/12,50.466
2012/06/13,49.236
2012/06/14,49.719
2012/06/15,49.56
2012/06/16,49.985
2012/06/17,49.144
2012/06/18,49.597
2012/06/19,49.54
2012/06/20,49.478
2012/06/21,49.274
2012/06/22,50.148
2012/06/23,50.695
2012/06/24,49.918
2012/06/25,49.598
2012/06/26,49.513
2012/06/27,49.649
2012/06/28,50.683
2012/06/29,50.362
2012/06/30,49.62
2012/07/01,49.744
2012/07/02,49.4
2012/07/03,49.645
2012/07/04,50.161
2012/07/05,50.105
2012/07/06,49.559
2012/07/07,51.199
2012/07/08,49.31
2012/07/09,50.035
2012/07/10,49.705
2012/07/11,49.31
2012/07/12,49.685
2012/07/13,50.477
2012/07/14,50.583
2012/07/15,49.597
2012/07/16,49.947
2012/07/17,50.126
2012/07/18,49.704
2012/07/19,49.511
2012/07/20,49.591
2012/07/21,50.087
2012/07/22,49.676
2012/07/23,49.998
2012/07/24,49.915
2012/07/25,49.436
2012/07/26,50.261
2012/07/27,50.371
2012/07/28,49.71
2012/07/29,49.335
2012/07/30,49.264
2012/07/31,50.259
2012/08/01,50.361
2012/08/02,49.964
2012/08/03,49.998
2012/08/04,49.946
2012/08/05,50.232
2012/08/06,50.14
2012/08/07,50.435
2012/08/08,49.745
2012/08/09,49.945
2012/08/10,50.282
2012/08/11,49.967
2012/08/12,49.949
2012/08/13,49.73
2012/08/14,49.934
2012/08/15,49.662
2012/08/16,50.11
2012/08/17,50.799
2012/08/18,50.316
2012/08/19,52.588
2012/08/20,54.592
2012/08/21,51.657
2012/08/22,53.292
2012/08/23,54.066
2012/08/24,56.442
2012/08/25,51.472
2012/08/26,51.063
2012/08/27,52.745
2012/08/28,53.567
2012/08/29,57.338
2012/08/30,55.253
2012/08/31,52.635
2012/09/01,52.346
2012/09/02,51.685
2012/09/03,50.292
2012/09/04,51.452
2012/09/05,52.608
2012/09/06,57.304
2012/09/07,57.864
2012/09/08,52.383
2012/09/09,50.503
2012/09/10,56.32
2012/09/11,55.935
2012/09/12,53.862
2012/09/13,58.262
2012/09/14,54.658
2012/09/15,51.667
2012/09/16,54.241
2012/09/17,54.692
2012/09/18,53.114
2012/09/19,58.716
2012/09/20,53.611
2012/09/21,56.449
2012/09/22,54.626
2012/09/23,51.08
2012/09/24,51.054
2012/09/25,49.385
2012/09/26,49.23
2012/09/27,49.193
2012/09/28,49.452
2012/09/29,49.247
2012/09/30,49.378
2012/10/01,49.345
2012/10/02,49.317
2012/10/03,49.202
2012/10/04,49.107
2012/10/05,49.437
2012/10/06,49.324
2012/10/07,49.223
2012/10/08,49.169
2012/10/09,49.099
2012/10/10,49.012
2012/10/11,49.171
2012/10/12,49.599
2012/10/13,49.508
2012/10/14,49.217
2012/10/15,49.01
2012/10/16,49.499
2012/10/17,49.733
2012/10/18,49.883
2012/10/19,49.747
2012/10/20,49.574
2012/10/21,49.282
2012/10/22,49.234
2012/10/23,49.515
2012/10/24,49.3
2012/10/25,49.235
2012/10/26,49.141
2012/10/27,49.618
2012/10/28,49.194
2012/10/29,49.156
2012/10/30,49.98
2012/10/31,50.022
2012/11/01,49.761
2012/11/02,49.005
2012/11/03,49.466
2012/11/04,49.595
2012/11/05,49.404
2012/11/06,49.291
2012/11/07,49.215
2012/11/08,49.121
2012/11/09,49.057
2012/11/10,48.877
2012/11/11,48.895
2012/11/12,48.92
2012/11/13,49.04
2012/11/14,49.167
2012/11/15,49.467
2012/11/16,49.752
2012/11/17,49.636
2012/11/18,49.394
2012/11/19,49.136
2012/11/20,49.194
2012/11/21,48.976
2012/11/22,49.269
2012/11/23,49.14
2012/11/24,49.199
2012/11/25,48.979
2012/11/26,49.102
2012/11/27,49.359
2012/11/28,49.35
2012/11/29,49.118
2012/11/30,49.046
2012/12/01,48.942
2012/12/02,49.363
2012/12/03,49.795
2012/12/04,49.791
2012/12/05,49.922
2012/12/06,49.974
2012/12/07,49.638
2012/12/08,49.124
2012/12/09,49.331
2012/12/10,49.101
2012/12/11,49.346
2012/12/12,50.197
2012/12/13,50.093
2012/12/14,49.846
2012/12/15,49.46
2012/12/16,49.437
2012/12/17,49.33
2012/12/18,49.391
2012/12/19,49.044
2012/12/20,49.059
2012/12/21,49.25
2012/12/22,49.081
2012/12/23,49.019
2012/12/24,49.119
2012/12/25,48.977
2012/12/26,48.915
2012/12/27,48.939
2012/12/28,49.015
2012/12/29,49.074
2012/12/30,48.911
2012/12/31,49.438
2013/01/01,49.458
2013/01/02,49.493
2013/01/03,49.346
2013/01/04,49.472
2013/01/05,49.564
2013/01/06,49.2
2013/01/07,49.272
2013/01/08,49.645
2013/01/09,49.355
2013/01/10,49.082
2013/01/11,49.088
2013/01/12,49.011
2013/01/13,48.937
2013/01/14,49.093
2013/01/15,49.548
2013/01/16,49.462
2013/01/17,49.421
2013/01/18,49.346
2013/01/19,49.199
2013/01/20,49.238
2013/01/21,49.248
2013/01/22,49.42
2013/01/23,49.946
2013/01/24,49.483
2013/01/25,49.403
2013/01/26,49.238
2013/01/27,49.269
2013/01/28,49.463
2013/01/29,49.963
2013/01/30,50.578
2013/01/31,49.522
2013/02/01,49.541
2013/02/02,49.341
2013/02/03,49.269
2013/02/04,49.754
2013/02/05,49.787
2013/02/06,50.03
2013/02/07,49.518
2013/02/08,49.854
2013/02/09,49.725
2013/02/10,49.458
2013/02/11,49.426
2013/02/12,49.387
2013/02/13,49.344
2013/02/14,49.79
2013/02/15,49.546
2013/02/16,49.63
2013/02/17,49.552
2013/02/18,49.627
2013/02/19,49.796
2013/02/20,49.495
2013/02/21,49.434
2013/02/22,49.813
2013/02/23,49.619
2013/02/24,50.046
2013/02/25,49.932
2013/02/26,49.829
2013/02/27,49.833
2013/02/28,49.807
2013/03/01,50.032
2013/03/02,50.112
2013/03/03,49.427
2013/03/04,49.33
2013/03/05,50.861
2013/03/06,51.254
2013/03/07,50.315
2013/03/08,50.107
2013/03/09,49.904
2013/03/10,49.804
2013/03/11,49.845
2013/03/12,51.075
2013/03/13,50.606
2013/03/14,50.079
2013/03/15,55.389
2013/03/16,53.882
2013/03/17,50.372
2013/03/18,54.981
2013/03/19,51.875
2013/03/20,52.153
2013/03/21,52.145
2013/03/22,51.018
2013/03/23,51.139
2013/03/24,50.391
2013/03/25,51.787
2013/03/26,52.548
2013/03/27,54.467
2013/03/28,52.127
2013/03/29,51.334
2013/03/30,52.24
2013/03/31,52.809
2013/04/01,52.041
2013/04/02,54.376
2013/04/03,54.473
2013/04/04,54.132
2013/04/05,54.257
2013/04/06,52.945
2013/04/07,51.511
2013/04/08,53.52
2013/04/09,55.867
2013/04/10,58.034
2013/04/11,52.8
2013/04/12,51.383
2013/04/13,50.943
2013/04/14,49.846
2013/04/15,50.148
2013/04/16,50.486
2013/04/17,50.907
2013/04/18,59.384
2013/04/19,51.343
2013/04/20,50.73
2013/04/21,50.671
2013/04/22,51.79
2013/04/23,51.147
2013/04/24,52.211
2013/04/25,51.482
2013/04/26,50.856
2013/04/27,50.377
2013/04/28,49.913
2013/04/29,52.23
2013/04/30,50.726
2013/05/01,50.896
2013/05/02,49.956
2013/05/03,49.806
2013/05/04,49.385
2013/05/05,49.681
2013/05/06,49.968
2013/05/07,50.044
2013/05/08,49.958
2013/05/09,49.445
2013/05/10,49.722
2013/05/11,49.385
2013/05/12,49.311
2013/05/13,50.198
2013/05/14,49.591
2013/05/15,49.532
2013/05/16,49.558
2013/05/17,49.85
2013/05/18,49.849
2013/05/19,49.349
2013/05/20,49.566
2013/05/21,49.712
2013/05/22,49.905
2013/05/23,49.684
2013/05/24,49.94
2013/05/25,50.038
2013/05/26,49.522
2013/05/27,49.863
2013/05/28,49.818
2013/05/29,50.078
2013/05/30,49.666
2013/05/31,49.828
2013/06/01,49.447
2013/06/02,49.386
2013/06/03,49.937
2013/06/04,49.657
2013/06/05,49.725
2013/06/06,49.918
2013/06/07,49.768
2013/06/08,49.241
2013/06/09,49.883
2013/06/10,49.448
2013/06/11,49.588
2013/06/12,49.646
2013/06/13,49.801
2013/06/14,49.792
2013/06/15,49.473
2013/06/16,49.522
2013/06/17,49.579
2013/06/18,49.757
2013/06/19,49.611
2013/06/20,49.825
2013/06/21,49.938
2013/06/22,49.326
2013/06/23,49.204
2013/06/24,49.681
2013/06/25,49.893
2013/06/26,49.68
2013/06/27,49.504
2013/06/28,49.557
2013/06/29,49.629
2013/06/30,49.519
2013/07/01,50.276
2013/07/02,49.896
2013/07/03,50.244
2013/07/04,50.293
2013/07/05,50.512
2013/07/06,49.704
2013/07/07,49.807
2013/07/08,49.893
2013/07/09,50.457
2013/07/10,50.52
2013/07/11,50.398
2013/07/12,50.157
2013/07/13,50.423
2013/07/14,49.769
2013/07/15,50.045
2013/07/16,50.579
2013/07/17,50.795
2013/07/18,50.504
2013/07/19,50.214
2013/07/20,49.468
2013/07/21,49.399
2013/07/22,50.262
2013/07/23,50.674
2013/07/24,50.196
2013/07/25,50.001
2013/07/26,50.23
2013/07/27,49.313
2013/07/28,49.741
2013/07/29,49.945
2013/07/30,50.646
2013/07/31,49.985
2013/08/01,50.565
2013/08/02,49.996
2013/08/03,49.665
2013/08/04,49.322
2013/08/05,49.894
2013/08/06,49.608
2013/08/07,49.644
2013/08/08,49.418
2013/08/09,49.392
2013/08/10,49.09
2013/08/11,49.221
2013/08/12,49.92
2013/08/13,50.847
2013/08/14,51.061
2013/08/15,49.639
2013/08/16,49.763
2013/08/17,50.08
2013/08/18,49.618
2013/08/19,49.847
2013/08/20,49.873
2013/08/21,50.71
2013/08/22,49.584
2013/08/23,49.914
2013/08/24,49.375
2013/08/25,49.614
2013/08/26,49.667
2013/08/27,49.993
2013/08/28,49.69
2013/08/29,54.203
2013/08/30,49.891
2013/08/31,50.631
2013/09/01,50.572
2013/09/02,50.338
2013/09/03,50.648
2013/09/04,50.462
2013/09/05,50.01
2013/09/06,49.568
2013/09/07,49.66
2013/09/08,49.2
2013/09/09,50.47
2013/09/10,49.745
2013/09/11,50.412
2013/09/12,49.966
2013/09/13,50.136
2013/09/14,49.95
2013/09/15,49.127
2013/09/16,49.973
2013/09/17,49.417
2013/09/18,50.065
2013/09/19,50.029
2013/09/20,49.816
2013/09/21,49.259
2013/09/22,49.423
2013/09/23,50.226
2013/09/24,50.222
2013/09/25,50.277
2013/09/26,49.925
2013/09/27,50.156
2013/09/28,49.908
2013/09/29,49.988
2013/09/30,50.639
2013/10/01,50.812
2013/10/02,50.631
2013/10/03,50.003
2013/10/04,50.161
2013/10/05,49.362
2013/10/06,49.353
2013/10/07,50.24
2013/10/08,50.343
2013/10/09,50.637
2013/10/10,49.946
2013/10/11,50.353
2013/10/12,50.061
2013/10/13,50.114
2013/10/14,50.487
2013/10/15,50.722
2013/10/16,51.345
2013/10/17,51.051
2013/10/18,50.749
2013/10/19,51.387
2013/10/20,50.714
2013/10/21,51.492
2013/10/22,52.07
2013/10/23,52.587
2013/10/24,51.611
2013/10/25,57.418
2013/10/26,50.606
2013/10/27,50.183
2013/10/28,50.509
2013/10/29,54.41
2013/10/30,50.93
2013/10/31,50.328
2013/11/01,50.762
2013/11/02,51.197
2013/11/03,51.241
2013/11/04,52.517
2013/11/05,52.73
2013/11/06,51.893
2013/11/07,53.221
2013/11/08,53.091
2013/11/09,53.018
2013/11/10,51.666
2013/11/11,51.701
2013/11/12,53.712
2013/11/13,54.317
2013/11/14,53.773
2013/11/15,61.165
2013/11/16,57.845
2013/11/17,55.377
2013/11/18,57.869
2013/11/19,57.81
2013/11/20,55.155
2013/11/21,59.045
2013/11/22,60.262
2013/11/23,56.762
2013/11/24,57.59
2013/11/25,55.862
2013/11/26,65.096
2013/11/27,60.89
2013/11/28,61.345
2013/11/29,59.488
2013/11/30,58.53
2013/12/01,55.199
2013/12/02,54.526
2013/12/03,53.509
2013/12/04,54.374
2013/12/05,54.694
2013/12/06,53.303
2013/12/07,56.578
2013/12/08,54.184
2013/12/09,53.41
2013/12/10,51.557
2013/12/11,52.582
2013/12/12,52.176
2013/12/13,52.191
2013/12/14,51.024
2013/12/15,50.136
2013/12/16,54.912
2013/12/17,52.447
2013/12/18,51.842
2013/12/19,51.333
2013/12/20,50.772
2013/12/21,50.899
2013/12/22,50.997
2013/12/23,50.269
2013/12/24,50.795
2013/12/25,50.84
2013/12/26,50.298
2013/12/27,50.208
2013/12/28,50.518
2013/12/29,51.182
2013/12/30,50.933
2013/12/31,49.973
2014/01/01,50.453
2014/01/02,50.631
2014/01/03,51.187
2014/01/04,50.611
2014/01/05,51.757
2014/01/06,51.769
2014/01/07,51.467
2014/01/08,50.752
2014/01/09,50.085
2014/01/10,50.167
2014/01/11,49.556
2014/01/12,49.718
2014/01/13,50.032
2014/01/14,50.85
2014/01/15,50.054
2014/01/16,50.25
2014/01/17,49.372
2014/01/18,49.262
2014/01/19,50.544
2014/01/20,50.72
2014/01/21,49.741
2014/01/22,49.457
