Date,mining_profitability90mom
2010/11/07,-49189
2010/11/08,-94493
2010/11/09,-142200
2010/11/10,-140437
2010/11/11,-130921
2010/11/12,-172697
2010/11/13,-46651
2010/11/14,-62075
2010/11/15,-68607
2010/11/16,-82155
2010/11/17,-77775
2010/11/18,-105225
2010/11/19,-92725
2010/11/20,-101064
2010/11/21,-86665
2010/11/22,-85030
2010/11/23,-87070
2010/11/24,-79582
2010/11/25,-47688
2010/11/26,-58564
2010/11/27,-64650
2010/11/28,-61245
2010/11/29,-67345
2010/11/30,-62875
2010/12/01,-71649
2010/12/02,-71938
2010/12/03,-73300
2010/12/04,-64913
2010/12/05,-70072
2010/12/06,-75881
2010/12/07,-64737
2010/12/08,-46452
2010/12/09,-72798
2010/12/10,-69948
2010/12/11,-70007
2010/12/12,-68143
2010/12/13,-80007
2010/12/14,-59012
2010/12/15,-76905
2010/12/16,-61666
2010/12/17,-70744
2010/12/18,-44918
2010/12/19,-44717
2010/12/20,-44029
2010/12/21,-47464
2010/12/22,-64588
2010/12/23,-48767
2010/12/24,-46449
2010/12/25,-50517
2010/12/26,-53177
2010/12/27,-41727
2010/12/28,-22062
2010/12/29,-27486
2010/12/30,-24756
2010/12/31,-17108
2011/01/01,-30062
2011/01/02,-31156
2011/01/03,-26471
2011/01/04,-37247
2011/01/05,-28174
2011/01/06,-39563
2011/01/07,-46899
2011/01/08,-58175
2011/01/09,-45885
2011/01/10,-48292
2011/01/11,-54817
2011/01/12,-62751
2011/01/13,-47773
2011/01/14,-65387
2011/01/15,-51360
2011/01/16,-49628
2011/01/17,-56344
2011/01/18,-59529
2011/01/19,-22281
2011/01/20,-25967
2011/01/21,-31060
2011/01/22,-35375
2011/01/23,-26608
2011/01/24,-45080
2011/01/25,-51667
2011/01/26,-64231
2011/01/27,-65232
2011/01/28,-75083
2011/01/29,-30861
2011/01/30,-43196
2011/01/31,-37024
2011/02/01,-36990
2011/02/02,-40161
2011/02/03,-46516
2011/02/04,-71911
2011/02/05,-94828
2011/02/06,-62490
2011/02/07,-10647
2011/02/08,-20246
2011/02/09,-7312
2011/02/10,-9455
2011/02/11,-32142
2011/02/12,-24226
2011/02/13,-13668
2011/02/14,-15354
2011/02/15,-9628
2011/02/16,-7241
2011/02/17,7962
2011/02/18,-10930
2011/02/19,-20516
2011/02/20,-16993
2011/02/21,-15431
2011/02/22,-20267
2011/02/23,-19644
2011/02/24,-15946
2011/02/25,-12433
2011/02/26,-12671
2011/02/27,-22341
2011/02/28,-15456
2011/03/01,-13439
2011/03/02,-10771
2011/03/03,-12632
2011/03/04,-12752
2011/03/05,-7717
2011/03/06,-10667
2011/03/07,-14343
2011/03/08,-14469
2011/03/09,-10288
2011/03/10,-4487
2011/03/11,-6799
2011/03/12,-4295
2011/03/13,-5261
2011/03/14,-9738
2011/03/15,-9512
2011/03/16,-7013
2011/03/17,-7010
2011/03/18,-10639
2011/03/19,-11510
2011/03/20,-7714
2011/03/21,-11528
2011/03/22,-6091
2011/03/23,-4854
2011/03/24,-6651
2011/03/25,-4082
2011/03/26,-5801
2011/03/27,-7548
2011/03/28,-5364
2011/03/29,-7941
2011/03/30,-9705
2011/03/31,-7898
2011/04/01,-10691
2011/04/02,-8848
2011/04/03,-5256
2011/04/04,-7393
2011/04/05,-8661
2011/04/06,-8476
2011/04/07,-12426
2011/04/08,-8897
2011/04/09,-12114
2011/04/10,-9402
2011/04/11,-12004
2011/04/12,-9923
2011/04/13,-9689
2011/04/14,-11368
2011/04/15,-9160
2011/04/16,-8384
2011/04/17,-7080
2011/04/18,-3937
2011/04/19,-4222
2011/04/20,-8627
2011/04/21,-8155
2011/04/22,-8651
2011/04/23,-6681
2011/04/24,-7415
2011/04/25,-2232
2011/04/26,-4332
2011/04/27,249.166
2011/04/28,2685
2011/04/29,7536
2011/04/30,9429
2011/05/01,3721
2011/05/02,3223
2011/05/03,-1830
2011/05/04,-1095
2011/05/05,-6016
2011/05/06,-5770
2011/05/07,-9548
2011/05/08,-7959
2011/05/09,1433
2011/05/10,-15018
2011/05/11,-2623
2011/05/12,-3342
2011/05/13,10156
2011/05/14,10010
2011/05/15,1967
2011/05/16,7354
2011/05/17,7125
2011/05/18,7840
2011/05/19,-5197
2011/05/20,5322
2011/05/21,-1260
2011/05/22,3803
2011/05/23,7185
2011/05/24,3791
2011/05/25,8597
2011/05/26,2949
2011/05/27,-14060
2011/05/28,398.479
2011/05/29,7889
2011/05/30,4069
2011/05/31,1610
2011/06/01,5490
2011/06/02,5035
2011/06/03,10637
2011/06/04,24729
2011/06/05,27274
2011/06/06,20863
2011/06/07,21634
2011/06/08,39092
2011/06/09,43589
2011/06/10,34387
2011/06/11,27328
2011/06/12,16531
2011/06/13,21373
2011/06/14,24818
2011/06/15,16811
2011/06/16,7280
2011/06/17,8622
2011/06/18,8728
2011/06/19,10403
2011/06/20,10785
2011/06/21,8213
2011/06/22,8764
2011/06/23,4851
2011/06/24,2521
2011/06/25,-611.853
2011/06/26,-760.265
2011/06/27,1651
2011/06/28,959.906
2011/06/29,100.633
2011/06/30,2046
2011/07/01,-656.705
2011/07/02,-615.053
2011/07/03,735.44
2011/07/04,809.398
2011/07/05,524.783
2011/07/06,1292
2011/07/07,-1253
2011/07/08,2262
2011/07/09,-972.989
2011/07/10,-369.975
2011/07/11,-73.762
2011/07/12,-2282
2011/07/13,-810.205
2011/07/14,-3375
2011/07/15,-4298
2011/07/16,-5474
2011/07/17,-2585
2011/07/18,-4921
2011/07/19,-4646
2011/07/20,-3375
2011/07/21,-7348
2011/07/22,-8716
2011/07/23,-9940
2011/07/24,-10655
2011/07/25,-9571
2011/07/26,-10350
2011/07/27,-14552
2011/07/28,-21290
2011/07/29,-21347
2011/07/30,-21177
2011/07/31,-21232
2011/08/01,-23218
2011/08/02,-25280
2011/08/03,-26403
2011/08/04,-27030
2011/08/05,-25983
2011/08/06,-32003
2011/08/07,-29737
2011/08/08,-22068
2011/08/09,-31928
2011/08/10,-30978
2011/08/11,-45745
2011/08/12,-45963
2011/08/13,-37475
2011/08/14,-45450
2011/08/15,-43901
2011/08/16,-38829
2011/08/17,-16553
2011/08/18,-21075
2011/08/19,-19431
2011/08/20,-19935
2011/08/21,-24558
2011/08/22,-24900
2011/08/23,-27539
2011/08/24,-23606
2011/08/25,-8770
2011/08/26,-13361
2011/08/27,-16812
2011/08/28,-13975
2011/08/29,-14309
2011/08/30,-18783
2011/08/31,-18161
2011/09/01,-24847
2011/09/02,-35678
2011/09/03,-35758
2011/09/04,-31245
2011/09/05,-29916
2011/09/06,-44747
2011/09/07,-52252
2011/09/08,-43226
2011/09/09,-34270
2011/09/10,-25784
2011/09/11,-30714
2011/09/12,-32778
2011/09/13,-25360
2011/09/14,-13437
2011/09/15,-15646
2011/09/16,-17157
2011/09/17,-17642
2011/09/18,-16992
2011/09/19,-17923
2011/09/20,-15738
2011/09/21,-15888
2011/09/22,-10746
2011/09/23,-8014
2011/09/24,-8970
2011/09/25,-10042
2011/09/26,-9555
2011/09/27,-9751
2011/09/28,-9721
2011/09/29,-8049
2011/09/30,-8099
2011/10/01,-7630
2011/10/02,-8485
2011/10/03,-5411
2011/10/04,-7721
2011/10/05,-5253
2011/10/06,-8321
2011/10/07,-5671
2011/10/08,-6706
2011/10/09,-7188
2011/10/10,-6389
2011/10/11,-8192
2011/10/12,-5338
2011/10/13,-6764
2011/10/14,-5296
2011/10/15,-6779
2011/10/16,-6497
2011/10/17,-5308
2011/10/18,-7069
2011/10/19,-6398
2011/10/20,-6688
2011/10/21,-6379
2011/10/22,-6732
2011/10/23,-6107
2011/10/24,-6621
2011/10/25,-6073
2011/10/26,-5701
2011/10/27,-6512
2011/10/28,-5794
2011/10/29,-6113
2011/10/30,-4351
2011/10/31,-3906
2011/11/01,-2851
2011/11/02,-2058
2011/11/03,-3393
2011/11/04,-1139
2011/11/05,-1438
2011/11/06,-1952
2011/11/07,-2520
2011/11/08,-2358
2011/11/09,-2600
2011/11/10,-2776
2011/11/11,-2655
2011/11/12,-3188
2011/11/13,-2944
2011/11/14,-4656
2011/11/15,-3919
2011/11/16,-3989
2011/11/17,-3924
2011/11/18,-5142
2011/11/19,-5220
2011/11/20,-3791
2011/11/21,-4030
2011/11/22,-3635
2011/11/23,-3884
2011/11/24,-3097
2011/11/25,-2104
2011/11/26,-2837
2011/11/27,-3500
2011/11/28,-2784
2011/11/29,-2478
2011/11/30,-1386
2011/12/01,-2184
2011/12/02,-2343
2011/12/03,-1756
2011/12/04,-2331
2011/12/05,-1394
2011/12/06,-714.576
2011/12/07,-1411
2011/12/08,-549.293
2011/12/09,157.463
2011/12/10,-230.636
2011/12/11,-417.059
2011/12/12,-791.662
2011/12/13,-374.88
2011/12/14,-270.499
2011/12/15,-86.289
2011/12/16,-254.648
2011/12/17,275.608
2011/12/18,-92.724
2011/12/19,-446.663
2011/12/20,-340.343
2011/12/21,274.165
2011/12/22,603.278
2011/12/23,-14.648
2011/12/24,527.317
2011/12/25,958.508
2011/12/26,779.774
2011/12/27,-9.668
2011/12/28,1134
2011/12/29,517.068
2011/12/30,606.492
2011/12/31,1152
2012/01/01,1168
2012/01/02,2061
2012/01/03,964.436
2012/01/04,1666
2012/01/05,2772
2012/01/06,3826
2012/01/07,3507
2012/01/08,3298
2012/01/09,3414
2012/01/10,2180
2012/01/11,3088
2012/01/12,2125
2012/01/13,2946
2012/01/14,2941
2012/01/15,2983
2012/01/16,4643
2012/01/17,2991
2012/01/18,2503
2012/01/19,3925
2012/01/20,3551
2012/01/21,2793
2012/01/22,2203
2012/01/23,3427
2012/01/24,2882
2012/01/25,2743
2012/01/26,2210
2012/01/27,1833
2012/01/28,1582
2012/01/29,1898
2012/01/30,1340
2012/01/31,1099
2012/02/01,2002
2012/02/02,2169
2012/02/03,1894
2012/02/04,2106
2012/02/05,1535
2012/02/06,1323
2012/02/07,1384
2012/02/08,2095
2012/02/09,2008
2012/02/10,1183
2012/02/11,2012
2012/02/12,1865
2012/02/13,1515
2012/02/14,1803
2012/02/15,1185
2012/02/16,1247
2012/02/17,1863
2012/02/18,1077
2012/02/19,1315
2012/02/20,861.637
2012/02/21,1252
2012/02/22,1502
2012/02/23,1236
2012/02/24,1735
2012/02/25,1551
2012/02/26,1097
2012/02/27,1269
2012/02/28,748.396
2012/02/29,716.206
2012/03/01,1006
2012/03/02,148.564
2012/03/03,658.76
2012/03/04,675.096
2012/03/05,595.706
2012/03/06,671.498
2012/03/07,488.632
2012/03/08,600.55
2012/03/09,956.835
2012/03/10,-139.893
2012/03/11,523.077
2012/03/12,569.902
2012/03/13,468.904
2012/03/14,949.067
2012/03/15,742.205
2012/03/16,800.598
2012/03/17,1045
2012/03/18,260.964
2012/03/19,48.601
2012/03/20,-45.776
2012/03/21,-401.953
2012/03/22,-22.076
2012/03/23,-597.985
2012/03/24,-334.361
2012/03/25,-715.681
2012/03/26,-38.888
2012/03/27,-483.614
2012/03/28,-163.765
2012/03/29,-1187
2012/03/30,-653.734
2012/03/31,-1269
2012/04/01,-1721
2012/04/02,-1727
2012/04/03,-1032
2012/04/04,-2681
2012/04/05,-3123
2012/04/06,-2711
2012/04/07,-2840
2012/04/08,-2248
2012/04/09,-1880
2012/04/10,-2471
2012/04/11,-2323
2012/04/12,-2671
2012/04/13,-2292
2012/04/14,-1693
2012/04/15,-3548
2012/04/16,-1016
2012/04/17,-961.095
2012/04/18,-2276
2012/04/19,-1832
2012/04/20,-1858
2012/04/21,-883.905
2012/04/22,-2079
2012/04/23,-1767
2012/04/24,-1128
2012/04/25,-1340
2012/04/26,-499.096
2012/04/27,-791.741
2012/04/28,-1273
2012/04/29,-622.077
2012/04/30,-424.582
2012/05/01,-1174
2012/05/02,-1943
2012/05/03,-885.039
2012/05/04,-1165
2012/05/05,-449.162
2012/05/06,-749.737
2012/05/07,-522.823
2012/05/08,-1045
2012/05/09,-1212
2012/05/10,-1514
2012/05/11,-1145
2012/05/12,-1499
2012/05/13,-525.285
2012/05/14,-815.705
2012/05/15,-435.101
2012/05/16,-22.781
2012/05/17,-604.684
2012/05/18,-112.556
2012/05/19,169.888
2012/05/20,-22.388
2012/05/21,-466.909
2012/05/22,-514.6
2012/05/23,-334.777
2012/05/24,-788.129
2012/05/25,-276.47
2012/05/26,128.799
2012/05/27,-321.554
2012/05/28,-564.79
2012/05/29,-539.233
2012/05/30,-20.563
2012/05/31,49.457
2012/06/01,566.835
2012/06/02,-23.11
2012/06/03,-325.956
2012/06/04,210.896
2012/06/05,-27.673
2012/06/06,53.084
2012/06/07,19.943
2012/06/08,442.123
2012/06/09,624.667
2012/06/10,72.808
2012/06/11,-419.318
2012/06/12,721.805
2012/06/13,3.361
2012/06/14,79.127
2012/06/15,205.63
2012/06/16,728.679
2012/06/17,979.801
2012/06/18,1016
2012/06/19,81.549
2012/06/20,1202
2012/06/21,938.679
2012/06/22,439.067
2012/06/23,1091
2012/06/24,165.579
2012/06/25,644.167
2012/06/26,598.682
2012/06/27,1028
2012/06/28,545.375
2012/06/29,835.463
2012/06/30,862.954
2012/07/01,1381
2012/07/02,701.796
2012/07/03,1101
2012/07/04,631.755
2012/07/05,378.756
2012/07/06,1094
2012/07/07,792.361
2012/07/08,809.471
2012/07/09,905.071
2012/07/10,1196
2012/07/11,1023
2012/07/12,1547
2012/07/13,1211
2012/07/14,1561
2012/07/15,307.456
2012/07/16,1714
2012/07/17,1871
2012/07/18,1177
2012/07/19,1172
2012/07/20,1470
2012/07/21,1451
2012/07/22,1978
2012/07/23,954.4
2012/07/24,1729
2012/07/25,1118
2012/07/26,1391
2012/07/27,1794
2012/07/28,578.523
2012/07/29,1959
2012/07/30,1170
2012/07/31,951.025
2012/08/01,1263
2012/08/02,2049
2012/08/03,1566
2012/08/04,2119
2012/08/05,1610
2012/08/06,2039
2012/08/07,2905
2012/08/08,3215
2012/08/09,2208
2012/08/10,2769
2012/08/11,2772
2012/08/12,2436
2012/08/13,2794
2012/08/14,2376
2012/08/15,3140
2012/08/16,2691
2012/08/17,2377
2012/08/18,2789
2012/08/19,2517
2012/08/20,989.982
2012/08/21,1139
2012/08/22,1732
2012/08/23,1324
2012/08/24,840.69
2012/08/25,1096
2012/08/26,1625
2012/08/27,1016
2012/08/28,1275
2012/08/29,1529
2012/08/30,608.387
2012/08/31,797.401
2012/09/01,1092
2012/09/02,1098
2012/09/03,420.229
2012/09/04,1396
2012/09/05,999.154
2012/09/06,751.515
2012/09/07,320.724
2012/09/08,326.124
2012/09/09,1493
2012/09/10,58.759
2012/09/11,416.451
2012/09/12,603.415
2012/09/13,-80.095
2012/09/14,323.48
2012/09/15,336.831
2012/09/16,258.852
2012/09/17,1272
2012/09/18,-41.927
2012/09/19,292.23
2012/09/20,621.769
2012/09/21,710.562
2012/09/22,734.732
2012/09/23,589.531
2012/09/24,522.874
2012/09/25,-115.326
2012/09/26,721.271
2012/09/27,863.938
2012/09/28,427.938
2012/09/29,588.843
2012/09/30,356.028
2012/10/01,-216.076
2012/10/02,1118
2012/10/03,246.055
2012/10/04,295.99
2012/10/05,259.756
2012/10/06,964.507
2012/10/07,-431.615
2012/10/08,442.892
2012/10/09,-187.054
2012/10/10,-622.493
2012/10/11,-866.305
2012/10/12,-309.423
2012/10/13,62.879
2012/10/14,-1229
2012/10/15,-775.099
2012/10/16,-839.034
2012/10/17,-653.907
2012/10/18,-828.772
2012/10/19,-1257
2012/10/20,-619.733
2012/10/21,-556.807
2012/10/22,-913.929
2012/10/23,-1380
2012/10/24,-538.584
2012/10/25,-1527
2012/10/26,-484.546
2012/10/27,-2112
2012/10/28,-839.361
2012/10/29,-739.618
2012/10/30,-1600
2012/10/31,-1998
2012/11/01,-1845
2012/11/02,-2186
2012/11/03,-1754
2012/11/04,-2031
2012/11/05,-2582
2012/11/06,-2577
2012/11/07,-2010
2012/11/08,-2162
2012/11/09,-2369
2012/11/10,-2292
2012/11/11,-2156
2012/11/12,-2361
2012/11/13,-2493
2012/11/14,-2653
2012/11/15,-2246
2012/11/16,-2073
2012/11/17,-1826
2012/11/18,-539.263
2012/11/19,-430.177
2012/11/20,-1286
2012/11/21,-973.39
2012/11/22,-921.17
2012/11/23,-222.659
2012/11/24,-1298
2012/11/25,-422.77
2012/11/26,-994.58
2012/11/27,-1109
2012/11/28,-1075
2012/11/29,-2389
2012/11/30,-2566
2012/12/01,-2392
2012/12/02,-2245
2012/12/03,-2873
2012/12/04,-2816
2012/12/05,-2196
2012/12/06,-2062
2012/12/07,-1900
2012/12/08,-2529
2012/12/09,-2176
2012/12/10,-1778
2012/12/11,-2553
2012/12/12,-1949
2012/12/13,-2386
2012/12/14,-2509
2012/12/15,-2485
2012/12/16,-2583
2012/12/17,-2104
2012/12/18,-2249
2012/12/19,-2605
2012/12/20,-2723
2012/12/21,-1802
2012/12/22,-2155
2012/12/23,-2637
2012/12/24,-1689
2012/12/25,-2484
2012/12/26,-2379
2012/12/27,-1910
2012/12/28,-2237
2012/12/29,-2106
2012/12/30,-1367
2012/12/31,-2560
2013/01/01,-1736
2013/01/02,-2041
2013/01/03,-1944
2013/01/04,-2369
2013/01/05,-1491
2013/01/06,-2181
2013/01/07,-1178
2013/01/08,-2139
2013/01/09,-1628
2013/01/10,-1752
2013/01/11,-2076
2013/01/12,-1266
2013/01/13,-2041
2013/01/14,-1498
2013/01/15,-1784
2013/01/16,-1774
2013/01/17,-1347
2013/01/18,-1811
2013/01/19,-1085
2013/01/20,-1561
2013/01/21,-1018
2013/01/22,-1399
2013/01/23,-1122
2013/01/24,-565.542
2013/01/25,-548.599
2013/01/26,-272.218
2013/01/27,-411.341
2013/01/28,-164.712
2013/01/29,-104.555
2013/01/30,-74.705
2013/01/31,505.76
2013/02/01,-249.174
2013/02/02,-0.435
2013/02/03,552.182
2013/02/04,43.961
2013/02/05,-363.002
2013/02/06,-186.825
2013/02/07,42.61
2013/02/08,357.597
2013/02/09,74.001
2013/02/10,699.062
2013/02/11,54.725
2013/02/12,380.285
2013/02/13,1006
2013/02/14,-29.546
2013/02/15,1003
2013/02/16,879.018
2013/02/17,175.905
2013/02/18,-52.182
2013/02/19,252.606
2013/02/20,1153
2013/02/21,-400.597
2013/02/22,717.194
2013/02/23,263.635
2013/02/24,144.851
2013/02/25,957.153
2013/02/26,754.608
2013/02/27,2464
2013/02/28,2465
2013/03/01,2057
2013/03/02,2069
2013/03/03,2169
2013/03/04,2337
2013/03/05,1702
2013/03/06,2616
2013/03/07,3051
2013/03/08,2854
2013/03/09,3274
2013/03/10,3156
2013/03/11,2752
2013/03/12,3354
2013/03/13,2964
2013/03/14,3087
2013/03/15,2296
2013/03/16,2845
2013/03/17,2696
2013/03/18,2691
2013/03/19,2787
2013/03/20,5008
2013/03/21,4567
2013/03/22,4630
2013/03/23,5028
2013/03/24,2996
2013/03/25,2911
2013/03/26,2983
2013/03/27,3562
2013/03/28,5096
2013/03/29,4302
2013/03/30,4094
2013/03/31,4870
2013/04/01,4974
2013/04/02,5757
2013/04/03,6575
2013/04/04,6518
2013/04/05,7877
2013/04/06,6611
2013/04/07,6962
2013/04/08,8304
2013/04/09,11242
2013/04/10,10026
2013/04/11,5145
2013/04/12,4077
2013/04/13,4304
2013/04/14,3409
2013/04/15,3941
2013/04/16,2563
2013/04/17,3013
2013/04/18,2400
2013/04/19,3496
2013/04/20,4565
2013/04/21,4312
2013/04/22,3277
2013/04/23,4534
2013/04/24,4322
2013/04/25,5828
2013/04/26,3996
2013/04/27,3524
2013/04/28,4843
2013/04/29,3953
2013/04/30,3167
2013/05/01,2620
2013/05/02,2339
2013/05/03,1784
2013/05/04,1683
2013/05/05,3132
2013/05/06,2261
2013/05/07,2584
2013/05/08,1918
2013/05/09,2034
2013/05/10,2281
2013/05/11,2177
2013/05/12,1665
2013/05/13,1591
2013/05/14,439.607
2013/05/15,1012
2013/05/16,582.264
2013/05/17,1037
2013/05/18,1143
2013/05/19,1601
2013/05/20,833.778
2013/05/21,1105
2013/05/22,1433
2013/05/23,1582
2013/05/24,1674
2013/05/25,1808
2013/05/26,815.627
2013/05/27,1510
2013/05/28,984.604
2013/05/29,1210
2013/05/30,1451
2013/05/31,1291
2013/06/01,1855
2013/06/02,885.383
2013/06/03,1445
2013/06/04,482.219
2013/06/05,-996.03
2013/06/06,-975.461
2013/06/07,-1440
2013/06/08,-1435
2013/06/09,-1697
2013/06/10,-1871
2013/06/11,-1346
2013/06/12,-1265
2013/06/13,-1245
2013/06/14,-1348
2013/06/15,-1765
2013/06/16,-1456
2013/06/17,-2532
2013/06/18,-4318
2013/06/19,-3714
2013/06/20,-4064
2013/06/21,-3687
2013/06/22,-2390
2013/06/23,-2325
2013/06/24,-2912
2013/06/25,-3197
2013/06/26,-4874
2013/06/27,-3819
2013/06/28,-4231
2013/06/29,-4680
2013/06/30,-5247
2013/07/01,-5957
2013/07/02,-6923
2013/07/03,-6670
2013/07/04,-8206
2013/07/05,-7094
2013/07/06,-7769
2013/07/07,-8552
2013/07/08,-11567
2013/07/09,-10651
2013/07/10,-5200
2013/07/11,-4874
2013/07/12,-5146
2013/07/13,-3950
2013/07/14,-4134
2013/07/15,-3239
2013/07/16,-3313
2013/07/17,-2976
2013/07/18,-4655
2013/07/19,-5244
2013/07/20,-4972
2013/07/21,-4331
2013/07/22,-5719
2013/07/23,-6213
2013/07/24,-6987
2013/07/25,-5886
2013/07/26,-4980
2013/07/27,-6224
2013/07/28,-5937
2013/07/29,-4791
2013/07/30,-4745
2013/07/31,-3823
2013/08/01,-3606
2013/08/02,-4046
2013/08/03,-4990
2013/08/04,-4106
2013/08/05,-4285
2013/08/06,-3991
2013/08/07,-4143
2013/08/08,-4381
2013/08/09,-4748
2013/08/10,-3858
2013/08/11,-3911
2013/08/12,-3436
2013/08/13,-3456
2013/08/14,-4036
2013/08/15,-4242
2013/08/16,-4252
2013/08/17,-3940
2013/08/18,-3707
2013/08/19,-4685
2013/08/20,-4171
2013/08/21,-4758
2013/08/22,-4449
2013/08/23,-4641
2013/08/24,-4392
2013/08/25,-4658
2013/08/26,-4363
2013/08/27,-4472
2013/08/28,-4592
2013/08/29,-4188
2013/08/30,-4919
2013/08/31,-3894
2013/09/01,-4290
2013/09/02,-4200
2013/09/03,-3064
2013/09/04,-3170
2013/09/05,-3010
2013/09/06,-3157
2013/09/07,-2539
2013/09/08,-2667
2013/09/09,-2931
2013/09/10,-2993
2013/09/11,-2501
2013/09/12,-2676
2013/09/13,-2462
2013/09/14,-2445
2013/09/15,-1828
2013/09/16,-2049
2013/09/17,-2338
2013/09/18,-2287
2013/09/19,-2410
2013/09/20,-2164
2013/09/21,-1973
2013/09/22,-1992
2013/09/23,-2049
2013/09/24,-2013
2013/09/25,-2164
2013/09/26,-2014
2013/09/27,-1858
2013/09/28,-1533
2013/09/29,-1628
2013/09/30,-1512
2013/10/01,-1682
2013/10/02,-1333
2013/10/03,-1466
2013/10/04,-1264
2013/10/05,-1124
2013/10/06,-1462
2013/10/07,-1340
2013/10/08,-1564
2013/10/09,-1160
2013/10/10,-1102
2013/10/11,-1500
2013/10/12,-1365
2013/10/13,-1366
2013/10/14,-1332
2013/10/15,-1533
2013/10/16,-1266
2013/10/17,-1399
2013/10/18,-1347
2013/10/19,-1428
2013/10/20,-1051
2013/10/21,-941.216
2013/10/22,-1196
2013/10/23,-998.376
2013/10/24,-1101
2013/10/25,-1224
2013/10/26,-1128
2013/10/27,-1363
2013/10/28,-1361
2013/10/29,-1284
2013/10/30,-1169
2013/10/31,-1352
2013/11/01,-1002
2013/11/02,-1108
2013/11/03,-1028
2013/11/04,-1092
2013/11/05,-1023
2013/11/06,-1138
2013/11/07,-926.324
2013/11/08,-1049
2013/11/09,-906.047
2013/11/10,-925.817
2013/11/11,-822.395
2013/11/12,-599.567
2013/11/13,-668.147
2013/11/14,-533.809
2013/11/15,-585.954
2013/11/16,-569.616
2013/11/17,-537.103
2013/11/18,-616.377
2013/11/19,-501.993
2013/11/20,-729.242
2013/11/21,-484.82
2013/11/22,-321.741
2013/11/23,-184.613
2013/11/24,-278.402
2013/11/25,-276.329
2013/11/26,-374.383
2013/11/27,-80.821
2013/11/28,-157.769
2013/11/29,-274.775
2013/11/30,-94.091
2013/12/01,-287.269
2013/12/02,-372.994
2013/12/03,126.74
2013/12/04,-40.729
2013/12/05,28.105
2013/12/06,120.906
2013/12/07,-191.848
2013/12/08,-209.476
2013/12/09,-142.242
2013/12/10,-141.89
2013/12/11,-238.245
2013/12/12,-250.622
2013/12/13,-239.294
2013/12/14,15.375
2013/12/15,-70.688
2013/12/16,-164.87
2013/12/17,-233.559
2013/12/18,-256.477
2013/12/19,-216.575
2013/12/20,-222.973
2013/12/21,-262.068
2013/12/22,-254.73
2013/12/23,-266.583
2013/12/24,-199.105
2013/12/25,-83.553
2013/12/26,-104.247
2013/12/27,-112.733
2013/12/28,-123.828
2013/12/29,-83.645
2013/12/30,-107.269
2013/12/31,-81.811
2014/01/01,-15.012
2014/01/02,-155.219
2014/01/03,-143.701
2014/01/04,-50.032
2014/01/05,45.414
2014/01/06,11.006
2014/01/07,-16.82
2014/01/08,-37.798
2014/01/09,1.424
2014/01/10,-89.228
2014/01/11,-2.941
2014/01/12,-25.871
2014/01/13,-163.794
2014/01/14,-38.053
2014/01/15,19.643
2014/01/16,-64.863
2014/01/17,-97.121
2014/01/18,-29.947
2014/01/19,-85.327
2014/01/20,-83.713
2014/01/21,-144.735
2014/01/22,-94.022
2014/01/23,-103.006
2014/01/24,14.441
2014/01/25,-49.692
2014/01/26,-45.131
2014/01/27,-32.79
2014/01/28,-104.273
2014/01/29,-76.676
