Date,mining_profitability90wma
2010/11/10,73585
2010/11/11,72784
2010/11/12,72020
2010/11/13,71793
2010/11/14,71433
2010/11/15,70861
2010/11/16,70332
2010/11/17,69776
2010/11/18,69147
2010/11/19,68112
2010/11/20,67293
2010/11/21,66576
2010/11/22,65912
2010/11/23,65157
2010/11/24,64553
2010/11/25,64020
2010/11/26,63361
2010/11/27,62678
2010/11/28,62067
2010/11/29,61448
2010/11/30,60592
2010/12/01,59739
2010/12/02,58920
2010/12/03,58163
2010/12/04,57418
2010/12/05,56592
2010/12/06,55792
2010/12/07,55030
2010/12/08,54327
2010/12/09,53498
2010/12/10,52489
2010/12/11,51601
2010/12/12,50686
2010/12/13,49762
2010/12/14,48982
2010/12/15,48218
2010/12/16,47407
2010/12/17,46620
2010/12/18,45874
2010/12/19,45175
2010/12/20,44418
2010/12/21,43742
2010/12/22,42932
2010/12/23,42185
2010/12/24,41449
2010/12/25,40750
2010/12/26,40037
2010/12/27,39378
2010/12/28,38712
2010/12/29,38075
2010/12/30,37486
2010/12/31,36881
2011/01/01,36306
2011/01/02,35710
2011/01/03,35048
2011/01/04,34413
2011/01/05,33815
2011/01/06,33171
2011/01/07,32642
2011/01/08,32066
2011/01/09,31549
2011/01/10,31003
2011/01/11,30521
2011/01/12,30018
2011/01/13,29553
2011/01/14,29135
2011/01/15,28689
2011/01/16,28290
2011/01/17,27880
2011/01/18,27372
2011/01/19,26927
2011/01/20,26546
2011/01/21,26162
2011/01/22,25869
2011/01/23,25575
2011/01/24,25325
2011/01/25,25000
2011/01/26,24707
2011/01/27,24355
2011/01/28,24038
2011/01/29,23772
2011/01/30,23491
2011/01/31,23335
2011/02/01,23209
2011/02/02,23214
2011/02/03,23253
2011/02/04,23416
2011/02/05,23584
2011/02/06,23856
2011/02/07,24203
2011/02/08,24293
2011/02/09,24592
2011/02/10,24851
2011/02/11,25109
2011/02/12,25404
2011/02/13,25709
2011/02/14,26008
2011/02/15,26389
2011/02/16,26732
2011/02/17,26980
2011/02/18,27003
2011/02/19,26897
2011/02/20,26905
2011/02/21,26839
2011/02/22,26801
2011/02/23,26832
2011/02/24,26813
2011/02/25,26836
2011/02/26,26912
2011/02/27,26757
2011/02/28,26505
2011/03/01,26288
2011/03/02,26151
2011/03/03,26019
2011/03/04,25882
2011/03/05,25762
2011/03/06,25587
2011/03/07,25354
2011/03/08,25164
2011/03/09,24934
2011/03/10,24634
2011/03/11,24390
2011/03/12,24158
2011/03/13,23880
2011/03/14,23629
2011/03/15,23388
2011/03/16,23138
2011/03/17,22898
2011/03/18,22605
2011/03/19,22331
2011/03/20,22074
2011/03/21,21805
2011/03/22,21513
2011/03/23,21298
2011/03/24,21042
2011/03/25,20871
2011/03/26,20636
2011/03/27,20405
2011/03/28,20208
2011/03/29,19978
2011/03/30,19753
2011/03/31,19548
2011/04/01,19309
2011/04/02,19085
2011/04/03,18868
2011/04/04,18627
2011/04/05,18387
2011/04/06,18101
2011/04/07,17834
2011/04/08,17592
2011/04/09,17324
2011/04/10,17079
2011/04/11,16830
2011/04/12,16597
2011/04/13,16394
2011/04/14,16191
2011/04/15,15997
2011/04/16,15855
2011/04/17,15721
2011/04/18,15546
2011/04/19,15414
2011/04/20,15246
2011/04/21,15080
2011/04/22,14989
2011/04/23,14934
2011/04/24,14901
2011/04/25,14899
2011/04/26,14869
2011/04/27,14868
2011/04/28,14938
2011/04/29,15148
2011/04/30,15374
2011/05/01,15587
2011/05/02,15810
2011/05/03,16042
2011/05/04,16315
2011/05/05,16594
2011/05/06,16866
2011/05/07,17138
2011/05/08,17506
2011/05/09,17824
2011/05/10,17983
2011/05/11,18377
2011/05/12,18752
2011/05/13,19454
2011/05/14,20154
2011/05/15,20665
2011/05/16,21374
2011/05/17,22034
2011/05/18,22613
2011/05/19,22679
2011/05/20,22846
2011/05/21,22977
2011/05/22,23140
2011/05/23,23401
2011/05/24,23651
2011/05/25,23949
2011/05/26,24160
2011/05/27,24047
2011/05/28,24020
2011/05/29,24055
2011/05/30,24036
2011/05/31,24038
2011/06/01,24128
2011/06/02,24198
2011/06/03,24404
2011/06/04,24861
2011/06/05,25306
2011/06/06,25644
2011/06/07,25950
2011/06/08,26562
2011/06/09,27317
2011/06/10,27871
2011/06/11,28213
2011/06/12,28338
2011/06/13,28572
2011/06/14,28866
2011/06/15,28986
2011/06/16,28837
2011/06/17,28733
2011/06/18,28644
2011/06/19,28574
2011/06/20,28486
2011/06/21,28413
2011/06/22,28308
2011/06/23,28199
2011/06/24,27971
2011/06/25,27678
2011/06/26,27413
2011/06/27,27167
2011/06/28,26909
2011/06/29,26649
2011/06/30,26396
2011/07/01,26096
2011/07/02,25801
2011/07/03,25511
2011/07/04,25221
2011/07/05,24877
2011/07/06,24567
2011/07/07,24222
2011/07/08,23927
2011/07/09,23580
2011/07/10,23241
2011/07/11,22920
2011/07/12,22579
2011/07/13,22269
2011/07/14,21909
2011/07/15,21578
2011/07/16,21230
2011/07/17,20903
2011/07/18,20568
2011/07/19,20202
2011/07/20,19866
2011/07/21,19517
2011/07/22,19172
2011/07/23,18824
2011/07/24,18491
2011/07/25,18157
2011/07/26,17834
2011/07/27,17494
2011/07/28,17150
2011/07/29,16827
2011/07/30,16504
2011/07/31,16193
2011/08/01,15856
2011/08/02,15519
2011/08/03,15168
2011/08/04,14803
2011/08/05,14466
2011/08/06,14096
2011/08/07,13731
2011/08/08,13385
2011/08/09,13058
2011/08/10,12740
2011/08/11,12431
2011/08/12,12130
2011/08/13,11839
2011/08/14,11580
2011/08/15,11320
2011/08/16,11102
2011/08/17,10873
2011/08/18,10648
2011/08/19,10429
2011/08/20,10237
2011/08/21,10046
2011/08/22,9844
2011/08/23,9639
2011/08/24,9443
2011/08/25,9255
2011/08/26,9051
2011/08/27,8837
2011/08/28,8637
2011/08/29,8454
2011/08/30,8265
2011/08/31,8077
2011/09/01,7883
2011/09/02,7710
2011/09/03,7538
2011/09/04,7374
2011/09/05,7220
2011/09/06,7059
2011/09/07,6897
2011/09/08,6754
2011/09/09,6616
2011/09/10,6462
2011/09/11,6319
2011/09/12,6204
2011/09/13,6092
2011/09/14,5982
2011/09/15,5875
2011/09/16,5754
2011/09/17,5650
2011/09/18,5548
2011/09/19,5447
2011/09/20,5369
2011/09/21,5289
2011/09/22,5209
2011/09/23,5127
2011/09/24,5053
2011/09/25,4977
2011/09/26,4903
2011/09/27,4825
2011/09/28,4757
2011/09/29,4681
2011/09/30,4611
2011/10/01,4559
2011/10/02,4490
2011/10/03,4436
2011/10/04,4367
2011/10/05,4319
2011/10/06,4255
2011/10/07,4200
2011/10/08,4132
2011/10/09,4072
2011/10/10,4012
2011/10/11,3944
2011/10/12,3889
2011/10/13,3835
2011/10/14,3795
2011/10/15,3744
2011/10/16,3692
2011/10/17,3636
2011/10/18,3571
2011/10/19,3508
2011/10/20,3443
2011/10/21,3382
2011/10/22,3327
2011/10/23,3283
2011/10/24,3239
2011/10/25,3188
2011/10/26,3140
2011/10/27,3091
2011/10/28,3054
2011/10/29,3019
2011/10/30,2992
2011/10/31,2970
2011/11/01,2953
2011/11/02,2933
2011/11/03,2906
2011/11/04,2890
2011/11/05,2865
2011/11/06,2840
2011/11/07,2817
2011/11/08,2799
2011/11/09,2779
2011/11/10,2751
2011/11/11,2727
2011/11/12,2713
2011/11/13,2694
2011/11/14,2670
2011/11/15,2642
2011/11/16,2613
2011/11/17,2587
2011/11/18,2558
2011/11/19,2525
2011/11/20,2507
2011/11/21,2477
2011/11/22,2457
2011/11/23,2436
2011/11/24,2414
2011/11/25,2402
2011/11/26,2385
2011/11/27,2367
2011/11/28,2356
2011/11/29,2349
2011/11/30,2356
2011/12/01,2361
2011/12/02,2355
2011/12/03,2362
2011/12/04,2359
2011/12/05,2362
2011/12/06,2370
2011/12/07,2368
2011/12/08,2380
2011/12/09,2384
2011/12/10,2384
2011/12/11,2399
2011/12/12,2402
2011/12/13,2411
2011/12/14,2420
2011/12/15,2417
2011/12/16,2422
2011/12/17,2437
2011/12/18,2440
2011/12/19,2455
2011/12/20,2466
2011/12/21,2487
2011/12/22,2510
2011/12/23,2526
2011/12/24,2550
2011/12/25,2582
2011/12/26,2603
2011/12/27,2615
2011/12/28,2642
2011/12/29,2659
2011/12/30,2693
2011/12/31,2721
2012/01/01,2762
2012/01/02,2806
2012/01/03,2844
2012/01/04,2880
2012/01/05,2947
2012/01/06,3022
2012/01/07,3096
2012/01/08,3162
2012/01/09,3220
2012/01/10,3262
2012/01/11,3322
2012/01/12,3373
2012/01/13,3430
2012/01/14,3483
2012/01/15,3530
2012/01/16,3603
2012/01/17,3639
2012/01/18,3660
2012/01/19,3713
2012/01/20,3762
2012/01/21,3803
2012/01/22,3829
2012/01/23,3872
2012/01/24,3904
2012/01/25,3930
2012/01/26,3954
2012/01/27,3970
2012/01/28,3986
2012/01/29,4013
2012/01/30,4031
2012/01/31,4040
2012/02/01,4060
2012/02/02,4095
2012/02/03,4113
2012/02/04,4135
2012/02/05,4146
2012/02/06,4157
2012/02/07,4164
2012/02/08,4180
2012/02/09,4196
2012/02/10,4203
2012/02/11,4222
2012/02/12,4230
2012/02/13,4227
2012/02/14,4227
2012/02/15,4216
2012/02/16,4201
2012/02/17,4194
2012/02/18,4183
2012/02/19,4164
2012/02/20,4145
2012/02/21,4131
2012/02/22,4121
2012/02/23,4114
2012/02/24,4111
2012/02/25,4103
2012/02/26,4091
2012/02/27,4085
2012/02/28,4081
2012/02/29,4074
2012/03/01,4062
2012/03/02,4043
2012/03/03,4024
2012/03/04,4011
2012/03/05,4001
2012/03/06,3982
2012/03/07,3973
2012/03/08,3958
2012/03/09,3946
2012/03/10,3926
2012/03/11,3907
2012/03/12,3896
2012/03/13,3883
2012/03/14,3867
2012/03/15,3855
2012/03/16,3853
2012/03/17,3845
2012/03/18,3831
2012/03/19,3809
2012/03/20,3794
2012/03/21,3774
2012/03/22,3755
2012/03/23,3731
2012/03/24,3722
2012/03/25,3694
2012/03/26,3672
2012/03/27,3655
2012/03/28,3635
2012/03/29,3611
2012/03/30,3592
2012/03/31,3573
2012/04/01,3548
2012/04/02,3518
2012/04/03,3501
2012/04/04,3481
2012/04/05,3459
2012/04/06,3447
2012/04/07,3426
2012/04/08,3412
2012/04/09,3391
2012/04/10,3376
2012/04/11,3357
2012/04/12,3337
2012/04/13,3322
2012/04/14,3317
2012/04/15,3298
2012/04/16,3299
2012/04/17,3287
2012/04/18,3280
2012/04/19,3279
2012/04/20,3272
2012/04/21,3271
2012/04/22,3264
2012/04/23,3252
2012/04/24,3250
2012/04/25,3242
2012/04/26,3245
2012/04/27,3243
2012/04/28,3242
2012/04/29,3247
2012/04/30,3247
2012/05/01,3243
2012/05/02,3237
2012/05/03,3238
2012/05/04,3239
2012/05/05,3244
2012/05/06,3243
2012/05/07,3245
2012/05/08,3243
2012/05/09,3239
2012/05/10,3220
2012/05/11,3222
2012/05/12,3207
2012/05/13,3201
2012/05/14,3194
2012/05/15,3184
2012/05/16,3180
2012/05/17,3171
2012/05/18,3170
2012/05/19,3167
2012/05/20,3160
2012/05/21,3149
2012/05/22,3141
2012/05/23,3141
2012/05/24,3135
2012/05/25,3136
2012/05/26,3142
2012/05/27,3144
2012/05/28,3144
2012/05/29,3141
2012/05/30,3145
2012/05/31,3144
2012/06/01,3154
2012/06/02,3158
2012/06/03,3157
2012/06/04,3161
2012/06/05,3169
2012/06/06,3172
2012/06/07,3179
2012/06/08,3186
2012/06/09,3199
2012/06/10,3206
2012/06/11,3202
2012/06/12,3220
2012/06/13,3226
2012/06/14,3244
2012/06/15,3260
2012/06/16,3280
2012/06/17,3298
2012/06/18,3324
2012/06/19,3324
2012/06/20,3349
2012/06/21,3364
2012/06/22,3381
2012/06/23,3395
2012/06/24,3393
2012/06/25,3406
2012/06/26,3416
2012/06/27,3430
2012/06/28,3439
2012/06/29,3454
2012/06/30,3462
2012/07/01,3477
2012/07/02,3489
2012/07/03,3506
2012/07/04,3510
2012/07/05,3518
2012/07/06,3531
2012/07/07,3544
2012/07/08,3549
2012/07/09,3562
2012/07/10,3576
2012/07/11,3585
2012/07/12,3610
2012/07/13,3635
2012/07/14,3655
2012/07/15,3665
2012/07/16,3693
2012/07/17,3728
2012/07/18,3754
2012/07/19,3772
2012/07/20,3804
2012/07/21,3826
2012/07/22,3855
2012/07/23,3871
2012/07/24,3897
2012/07/25,3921
2012/07/26,3944
2012/07/27,3977
2012/07/28,3988
2012/07/29,4025
2012/07/30,4039
2012/07/31,4047
2012/08/01,4068
2012/08/02,4104
2012/08/03,4134
2012/08/04,4170
2012/08/05,4196
2012/08/06,4228
2012/08/07,4275
2012/08/08,4314
2012/08/09,4350
2012/08/10,4381
2012/08/11,4420
2012/08/12,4449
2012/08/13,4483
2012/08/14,4512
2012/08/15,4553
2012/08/16,4591
2012/08/17,4620
2012/08/18,4653
2012/08/19,4675
2012/08/20,4667
2012/08/21,4668
2012/08/22,4677
2012/08/23,4683
2012/08/24,4683
2012/08/25,4685
2012/08/26,4695
2012/08/27,4689
2012/08/28,4695
2012/08/29,4702
2012/08/30,4699
2012/08/31,4694
2012/09/01,4690
2012/09/02,4691
2012/09/03,4681
2012/09/04,4687
2012/09/05,4688
2012/09/06,4684
2012/09/07,4676
2012/09/08,4662
2012/09/09,4663
2012/09/10,4653
2012/09/11,4640
2012/09/12,4643
2012/09/13,4628
2012/09/14,4627
2012/09/15,4624
2012/09/16,4628
2012/09/17,4627
2012/09/18,4624
2012/09/19,4616
2012/09/20,4620
2012/09/21,4621
2012/09/22,4607
2012/09/23,4606
2012/09/24,4599
2012/09/25,4583
2012/09/26,4579
2012/09/27,4585
2012/09/28,4576
2012/09/29,4575
2012/09/30,4568
2012/10/01,4553
2012/10/02,4554
2012/10/03,4540
2012/10/04,4533
2012/10/05,4525
2012/10/06,4525
2012/10/07,4502
2012/10/08,4499
2012/10/09,4477
2012/10/10,4462
2012/10/11,4443
2012/10/12,4430
2012/10/13,4418
2012/10/14,4395
2012/10/15,4389
2012/10/16,4373
2012/10/17,4354
2012/10/18,4345
2012/10/19,4318
2012/10/20,4313
2012/10/21,4296
2012/10/22,4282
2012/10/23,4256
2012/10/24,4249
2012/10/25,4230
2012/10/26,4213
2012/10/27,4187
2012/10/28,4166
2012/10/29,4142
2012/10/30,4112
2012/10/31,4090
2012/11/01,4066
2012/11/02,4041
2012/11/03,4017
2012/11/04,3994
2012/11/05,3974
2012/11/06,3948
2012/11/07,3933
2012/11/08,3910
2012/11/09,3892
2012/11/10,3867
2012/11/11,3851
2012/11/12,3827
2012/11/13,3814
2012/11/14,3795
2012/11/15,3777
2012/11/16,3768
2012/11/17,3755
2012/11/18,3740
2012/11/19,3738
2012/11/20,3725
2012/11/21,3718
2012/11/22,3706
2012/11/23,3711
2012/11/24,3701
2012/11/25,3696
2012/11/26,3690
2012/11/27,3682
2012/11/28,3667
2012/11/29,3621
2012/11/30,3573
2012/12/01,3534
2012/12/02,3489
2012/12/03,3446
2012/12/04,3401
2012/12/05,3365
2012/12/06,3329
2012/12/07,3292
2012/12/08,3255
2012/12/09,3218
2012/12/10,3185
2012/12/11,3153
2012/12/12,3116
2012/12/13,3085
2012/12/14,3049
2012/12/15,3021
2012/12/16,2987
2012/12/17,2962
2012/12/18,2930
2012/12/19,2902
2012/12/20,2870
2012/12/21,2844
2012/12/22,2824
2012/12/23,2788
2012/12/24,2764
2012/12/25,2736
2012/12/26,2720
2012/12/27,2700
2012/12/28,2683
2012/12/29,2662
2012/12/30,2650
2012/12/31,2628
2013/01/01,2611
2013/01/02,2594
2013/01/03,2578
2013/01/04,2563
2013/01/05,2543
2013/01/06,2530
2013/01/07,2520
2013/01/08,2496
2013/01/09,2480
2013/01/10,2467
2013/01/11,2448
2013/01/12,2436
2013/01/13,2425
2013/01/14,2417
2013/01/15,2398
2013/01/16,2391
2013/01/17,2375
2013/01/18,2370
2013/01/19,2370
2013/01/20,2363
2013/01/21,2355
2013/01/22,2359
2013/01/23,2356
2013/01/24,2368
2013/01/25,2371
2013/01/26,2385
2013/01/27,2392
2013/01/28,2399
2013/01/29,2415
2013/01/30,2429
2013/01/31,2454
2013/02/01,2463
2013/02/02,2478
2013/02/03,2509
2013/02/04,2521
2013/02/05,2534
2013/02/06,2542
2013/02/07,2561
2013/02/08,2579
2013/02/09,2599
2013/02/10,2624
2013/02/11,2645
2013/02/12,2666
2013/02/13,2702
2013/02/14,2723
2013/02/15,2762
2013/02/16,2797
2013/02/17,2828
2013/02/18,2843
2013/02/19,2870
2013/02/20,2911
2013/02/21,2936
2013/02/22,2970
2013/02/23,2998
2013/02/24,3023
2013/02/25,3063
2013/02/26,3091
2013/02/27,3125
2013/02/28,3156
2013/03/01,3187
2013/03/02,3209
2013/03/03,3236
2013/03/04,3263
2013/03/05,3283
2013/03/06,3323
2013/03/07,3370
2013/03/08,3411
2013/03/09,3460
2013/03/10,3510
2013/03/11,3550
2013/03/12,3598
2013/03/13,3641
2013/03/14,3681
2013/03/15,3710
2013/03/16,3745
2013/03/17,3783
2013/03/18,3813
2013/03/19,3848
2013/03/20,3927
2013/03/21,4000
2013/03/22,4078
2013/03/23,4148
2013/03/24,4183
2013/03/25,4212
2013/03/26,4253
2013/03/27,4301
2013/03/28,4384
2013/03/29,4444
2013/03/30,4507
2013/03/31,4576
2013/04/01,4650
2013/04/02,4740
2013/04/03,4847
2013/04/04,4951
2013/04/05,5079
2013/04/06,5183
2013/04/07,5295
2013/04/08,5422
2013/04/09,5618
2013/04/10,5788
2013/04/11,5840
2013/04/12,5876
2013/04/13,5915
2013/04/14,5936
2013/04/15,5958
2013/04/16,5958
2013/04/17,5959
2013/04/18,5957
2013/04/19,5983
2013/04/20,6024
2013/04/21,6057
2013/04/22,6077
2013/04/23,6118
2013/04/24,6167
2013/04/25,6239
2013/04/26,6281
2013/04/27,6304
2013/04/28,6355
2013/04/29,6394
2013/04/30,6413
2013/05/01,6430
2013/05/02,6425
2013/05/03,6412
2013/05/04,6413
2013/05/05,6426
2013/05/06,6421
2013/05/07,6418
2013/05/08,6409
2013/05/09,6402
2013/05/10,6402
2013/05/11,6404
2013/05/12,6390
2013/05/13,6375
2013/05/14,6349
2013/05/15,6320
2013/05/16,6300
2013/05/17,6286
2013/05/18,6270
2013/05/19,6248
2013/05/20,6221
2013/05/21,6214
2013/05/22,6198
2013/05/23,6193
2013/05/24,6184
2013/05/25,6176
2013/05/26,6160
2013/05/27,6147
2013/05/28,6128
2013/05/29,6112
2013/05/30,6101
2013/05/31,6078
2013/06/01,6073
2013/06/02,6046
2013/06/03,6025
2013/06/04,6003
2013/06/05,5956
2013/06/06,5905
2013/06/07,5852
2013/06/08,5801
2013/06/09,5736
2013/06/10,5676
2013/06/11,5623
2013/06/12,5571
2013/06/13,5509
2013/06/14,5452
2013/06/15,5389
2013/06/16,5327
2013/06/17,5247
2013/06/18,5172
2013/06/19,5108
2013/06/20,5043
2013/06/21,4980
2013/06/22,4913
2013/06/23,4842
2013/06/24,4772
2013/06/25,4704
2013/06/26,4636
2013/06/27,4571
2013/06/28,4501
2013/06/29,4430
2013/06/30,4353
2013/07/01,4279
2013/07/02,4205
2013/07/03,4135
2013/07/04,4060
2013/07/05,3988
2013/07/06,3914
2013/07/07,3840
2013/07/08,3773
2013/07/09,3706
2013/07/10,3647
2013/07/11,3580
2013/07/12,3514
2013/07/13,3457
2013/07/14,3399
2013/07/15,3341
2013/07/16,3284
2013/07/17,3232
2013/07/18,3173
2013/07/19,3118
2013/07/20,3064
2013/07/21,3013
2013/07/22,2954
2013/07/23,2895
2013/07/24,2844
2013/07/25,2790
2013/07/26,2740
2013/07/27,2693
2013/07/28,2643
2013/07/29,2601
2013/07/30,2559
2013/07/31,2517
2013/08/01,2474
2013/08/02,2436
2013/08/03,2391
2013/08/04,2349
2013/08/05,2307
2013/08/06,2268
2013/08/07,2228
2013/08/08,2191
2013/08/09,2150
2013/08/10,2114
2013/08/11,2078
2013/08/12,2042
2013/08/13,2004
2013/08/14,1963
2013/08/15,1925
2013/08/16,1886
2013/08/17,1849
2013/08/18,1813
2013/08/19,1777
2013/08/20,1745
2013/08/21,1713
2013/08/22,1684
2013/08/23,1653
2013/08/24,1622
2013/08/25,1590
2013/08/26,1560
2013/08/27,1531
2013/08/28,1505
2013/08/29,1479
2013/08/30,1455
2013/08/31,1434
2013/09/01,1412
2013/09/02,1391
2013/09/03,1372
2013/09/04,1346
2013/09/05,1323
2013/09/06,1300
2013/09/07,1276
2013/09/08,1254
2013/09/09,1235
2013/09/10,1214
2013/09/11,1196
2013/09/12,1178
2013/09/13,1160
2013/09/14,1143
2013/09/15,1122
2013/09/16,1101
2013/09/17,1084
2013/09/18,1066
2013/09/19,1049
2013/09/20,1031
2013/09/21,1014
2013/09/22,997.785
2013/09/23,981.514
2013/09/24,965.971
2013/09/25,949.51
2013/09/26,930.893
2013/09/27,914.376
2013/09/28,898.45
2013/09/29,882.14
2013/09/30,866.48
2013/10/01,851.36
2013/10/02,836.364
2013/10/03,820.65
2013/10/04,805.61
2013/10/05,792.428
2013/10/06,776.754
2013/10/07,761.229
2013/10/08,746.356
2013/10/09,731.811
2013/10/10,718.024
2013/10/11,704.112
2013/10/12,691.365
2013/10/13,678.205
2013/10/14,666.017
2013/10/15,654.328
2013/10/16,640.988
2013/10/17,627.244
2013/10/18,614.996
2013/10/19,603.211
2013/10/20,591.391
2013/10/21,580.48
2013/10/22,570.695
2013/10/23,561.359
2013/10/24,551.976
2013/10/25,542.324
2013/10/26,530.157
2013/10/27,519.192
2013/10/28,508.439
2013/10/29,498.274
2013/10/30,488.964
2013/10/31,479.71
2013/11/01,470.998
2013/11/02,461.951
2013/11/03,453.434
2013/11/04,445.569
2013/11/05,438.042
2013/11/06,430.2
2013/11/07,422.653
2013/11/08,416.231
2013/11/09,411.591
2013/11/10,406.004
2013/11/11,400.655
2013/11/12,396.329
2013/11/13,391.597
2013/11/14,389.201
2013/11/15,386.687
2013/11/16,384.483
2013/11/17,382.252
2013/11/18,380.467
2013/11/19,381.035
2013/11/20,379.233
2013/11/21,379.199
2013/11/22,381.799
2013/11/23,384.699
2013/11/24,387.153
2013/11/25,389.884
2013/11/26,392.827
2013/11/27,400.279
2013/11/28,407.451
2013/11/29,413.438
2013/11/30,421.525
2013/12/01,425.815
2013/12/02,428.796
2013/12/03,436.195
2013/12/04,441.309
2013/12/05,446.934
2013/12/06,452.745
2013/12/07,453.801
2013/12/08,456
2013/12/09,458.126
2013/12/10,461.41
2013/12/11,462.356
2013/12/12,462.792
2013/12/13,464.069
2013/12/14,465.858
2013/12/15,465.623
2013/12/16,466.322
2013/12/17,465.073
2013/12/18,462.198
2013/12/19,460.525
2013/12/20,458.1
2013/12/21,455.11
2013/12/22,452.071
2013/12/23,449.061
2013/12/24,446.191
2013/12/25,443.224
2013/12/26,441.43
2013/12/27,439.613
2013/12/28,436.821
2013/12/29,435.194
2013/12/30,433.24
2013/12/31,431.585
2014/01/01,430.374
2014/01/02,426.402
2014/01/03,424.27
2014/01/04,421.466
2014/01/05,420.563
2014/01/06,419.218
2014/01/07,417.204
2014/01/08,415.208
2014/01/09,413.689
2014/01/10,410.977
2014/01/11,409.436
2014/01/12,408.031
2014/01/13,403.774
2014/01/14,400.296
2014/01/15,397.382
2014/01/16,393.759
2014/01/17,389.579
2014/01/18,386.514
2014/01/19,382.891
2014/01/20,380.222
2014/01/21,376.388
2014/01/22,373.414
2014/01/23,369.726
2014/01/24,365.832
2014/01/25,361.451
2014/01/26,357.062
2014/01/27,353.211
2014/01/28,348.338
2014/01/29,343.867
2014/01/30,340
2014/01/31,335.743
2014/02/01,331.442
2014/02/02,327.292
2014/02/03,322.719
2014/02/04,318.486
2014/02/05,313.696
2014/02/06,309.049
2014/02/07,303.557
2014/02/08,298.392
2014/02/09,292.565
2014/02/10,287.437
2014/02/11,282.049
2014/02/12,276.866
2014/02/13,271.243
2014/02/14,265.731
2014/02/15,260.404
2014/02/16,255.272
2014/02/17,249.549
2014/02/18,244.246
2014/02/19,239.048
2014/02/20,233.69
2014/02/21,228.161
2014/02/22,223.277
2014/02/23,218.258
2014/02/24,213.43
2014/02/25,208.197
2014/02/26,203.732
2014/02/27,199.306
2014/02/28,194.784
2014/03/01,190.112
2014/03/02,185.659
2014/03/03,181.589
2014/03/04,177.921
2014/03/05,174.245
2014/03/06,170.958
2014/03/07,167.49
2014/03/08,164.103
2014/03/09,161.017
2014/03/10,157.727
2014/03/11,154.818
2014/03/12,152.098
2014/03/13,149.019
2014/03/14,146.035
2014/03/15,143.333
2014/03/16,140.795
2014/03/17,138.063
2014/03/18,135.458
2014/03/19,133.083
2014/03/20,130.673
2014/03/21,128.323
2014/03/22,125.782
2014/03/23,123.511
2014/03/24,121.152
2014/03/25,118.568
2014/03/26,116.161
2014/03/27,113.825
2014/03/28,111.31
2014/03/29,108.937
2014/03/30,106.413
2014/03/31,104.162
2014/04/01,101.849
2014/04/02,99.776
2014/04/03,97.516
2014/04/04,95.358
2014/04/05,93.094
2014/04/06,90.952
2014/04/07,88.851
2014/04/08,86.767
2014/04/09,84.833
2014/04/10,82.822
2014/04/11,80.979
2014/04/12,79.155
2014/04/13,77.398
2014/04/14,75.766
2014/04/15,74.199
2014/04/16,72.72
2014/04/17,71.299
2014/04/18,69.811
2014/04/19,68.347
2014/04/20,67.02
2014/04/21,65.658
2014/04/22,64.325
2014/04/23,63.074
2014/04/24,61.826
2014/04/25,60.748
2014/04/26,59.525
2014/04/27,58.432
2014/04/28,57.247
2014/04/29,56.229
2014/04/30,55.016
