Date,fee_to_reward90momUSD
2010/11/08,0.013
2010/11/09,0
2010/11/10,0
2010/11/11,0
2010/11/12,0
2010/11/13,0
2010/11/14,-0.013
2010/11/15,0.005
2010/11/16,-0.036
2010/11/17,0
2010/11/18,0
2010/11/19,0.001
2010/11/20,0.017
2010/11/21,0.015
2010/11/22,-0.004
2010/11/23,0.012
2010/11/24,0.002
2010/11/25,0
2010/11/26,0.004
2010/11/27,-0.007
2010/11/28,-0.009
2010/11/29,-0.003
2010/11/30,-0.002
2010/12/01,0.001
2010/12/02,0.001
2010/12/03,0
2010/12/04,0
2010/12/05,0.001
2010/12/06,0.001
2010/12/07,0.001
2010/12/08,-0.002
2010/12/09,0.001
2010/12/10,0.002
2010/12/11,-0.001
2010/12/12,0.002
2010/12/13,0.005
2010/12/14,0.001
2010/12/15,0.001
2010/12/16,0.002
2010/12/17,0.001
2010/12/18,0.001
2010/12/19,0.002
2010/12/20,0.001
2010/12/21,0.002
2010/12/22,0.003
2010/12/23,0.001
2010/12/24,0.001
2010/12/25,0.001
2010/12/26,0.001
2010/12/27,-0.023
2010/12/28,0.002
2010/12/29,0.002
2010/12/30,-0.008
2010/12/31,0
2011/01/01,0.001
2011/01/02,0.001
2011/01/03,0.011
2011/01/04,0.001
2011/01/05,0.001
2011/01/06,0.001
2011/01/07,0.001
2011/01/08,0
2011/01/09,0.002
2011/01/10,0.001
2011/01/11,-0.007
2011/01/12,0.004
2011/01/13,0
2011/01/14,0.001
2011/01/15,0.002
2011/01/16,0.001
2011/01/17,0.002
2011/01/18,0.001
2011/01/19,0.001
2011/01/20,0.002
2011/01/21,0
2011/01/22,0.006
2011/01/23,0.005
2011/01/24,0.003
2011/01/25,0.002
2011/01/26,0.001
2011/01/27,0.009
2011/01/28,0.001
2011/01/29,0.006
2011/01/30,0.038
2011/01/31,0.01
2011/02/01,0.012
2011/02/02,0.001
2011/02/03,0.003
2011/02/04,0.002
2011/02/05,0.002
2011/02/06,-0.011
2011/02/07,0.004
2011/02/08,0.003
2011/02/09,0.001
2011/02/10,0.01
2011/02/11,0.006
2011/02/12,0.008
2011/02/13,-0.002
2011/02/14,0.031
2011/02/15,0.002
2011/02/16,0.006
2011/02/17,0
2011/02/18,-0.012
2011/02/19,-0.008
2011/02/20,-0.011
2011/02/21,-0.007
2011/02/22,0
2011/02/23,0.003
2011/02/24,-0.003
2011/02/25,0.004
2011/02/26,0.005
2011/02/27,0.009
2011/02/28,0.007
2011/03/01,0.006
2011/03/02,0.004
2011/03/03,0.08
2011/03/04,0.007
2011/03/05,0.02
2011/03/06,0.043
2011/03/07,0.062
2011/03/08,0.045
2011/03/09,0.044
2011/03/10,0.042
2011/03/11,0.107
2011/03/12,0.021
2011/03/13,0.026
2011/03/14,0.032
2011/03/15,0.033
2011/03/16,0.026
2011/03/17,0.016
2011/03/18,0.022
2011/03/19,0.02
2011/03/20,0.037
2011/03/21,0.118
2011/03/22,0.184
2011/03/23,0.237
2011/03/24,0.115
2011/03/25,0.064
2011/03/26,0.067
2011/03/27,0.092
2011/03/28,0.054
2011/03/29,0.042
2011/03/30,0.057
2011/03/31,0.043
2011/04/01,0.042
2011/04/02,0.032
2011/04/03,0.043
2011/04/04,0.069
2011/04/05,0.058
2011/04/06,0.07
2011/04/07,0.044
2011/04/08,0.055
2011/04/09,0.057
2011/04/10,0.066
2011/04/11,0.058
2011/04/12,0.058
2011/04/13,0.045
2011/04/14,0.187
2011/04/15,0.038
2011/04/16,0.045
2011/04/17,0.024
2011/04/18,0.046
2011/04/19,0.076
2011/04/20,0.103
2011/04/21,0.049
2011/04/22,0.059
2011/04/23,0.061
2011/04/24,0.085
2011/04/25,0.096
2011/04/26,0.054
2011/04/27,0.096
2011/04/28,0.085
2011/04/29,0.072
2011/04/30,0.076
2011/05/01,0.122
2011/05/02,0.041
2011/05/03,0.052
2011/05/04,0.067
2011/05/05,0.091
2011/05/06,0.072
2011/05/07,0.064
2011/05/08,0.069
2011/05/09,0.095
2011/05/10,0.094
2011/05/11,0.079
2011/05/12,0.084
2011/05/13,0.109
2011/05/14,0.124
2011/05/15,0.113
2011/05/16,0.123
2011/05/17,0.108
2011/05/18,0.143
2011/05/19,0.191
2011/05/20,0.158
2011/05/21,0.198
2011/05/22,0.152
2011/05/23,0.129
2011/05/24,0.145
2011/05/25,0.141
2011/05/26,0.145
2011/05/27,0.167
2011/05/28,0.175
2011/05/29,0.152
2011/05/30,0.243
2011/05/31,0.267
2011/06/01,0.183
2011/06/02,0.248
2011/06/03,0.246
2011/06/04,0.25
2011/06/05,0.169
2011/06/06,0.212
2011/06/07,0.303
2011/06/08,0.442
2011/06/09,0.287
2011/06/10,0.327
2011/06/11,0.255
2011/06/12,0.353
2011/06/13,0.294
2011/06/14,0.27
2011/06/15,0.272
2011/06/16,0.334
2011/06/17,0.315
2011/06/18,0.254
2011/06/19,0.116
2011/06/20,-0.01
2011/06/21,-0.093
2011/06/22,0.022
2011/06/23,0.058
2011/06/24,0.086
2011/06/25,0.238
2011/06/26,0.287
2011/06/27,0.273
2011/06/28,0.193
2011/06/29,0.193
2011/06/30,0.145
2011/07/01,0.185
2011/07/02,0.124
2011/07/03,0.096
2011/07/04,0.132
2011/07/05,0.202
2011/07/06,0.175
2011/07/07,0.162
2011/07/08,0.104
2011/07/09,0.11
2011/07/10,0.127
2011/07/11,0.129
2011/07/12,0.139
2011/07/13,-0.028
2011/07/14,0.149
2011/07/15,0.159
2011/07/16,0.118
2011/07/17,0.099
2011/07/18,0.078
2011/07/19,0.108
2011/07/20,0.094
2011/07/21,0.055
2011/07/22,0.116
2011/07/23,0.019
2011/07/24,0.027
2011/07/25,0.094
2011/07/26,-0.014
2011/07/27,0.019
2011/07/28,0.02
2011/07/29,-0.025
2011/07/30,-0.055
2011/07/31,0.027
2011/08/01,0.042
2011/08/02,0.029
2011/08/03,0.014
2011/08/04,0.048
2011/08/05,0.027
2011/08/06,0.327
2011/08/07,0.008
2011/08/08,0.024
2011/08/09,0.073
2011/08/10,0.054
2011/08/11,-0.012
2011/08/12,-0.032
2011/08/13,-0.036
2011/08/14,0.033
2011/08/15,0.039
2011/08/16,-0.007
2011/08/17,-0.096
2011/08/18,-0.082
2011/08/19,-0.08
2011/08/20,-0.084
2011/08/21,-0.059
2011/08/22,-0.057
2011/08/23,-0.051
2011/08/24,-0.017
2011/08/25,-0.081
2011/08/26,-0.12
2011/08/27,-0.075
2011/08/28,-0.17
2011/08/29,-0.193
2011/08/30,-0.126
2011/08/31,-0.177
2011/09/01,-0.177
2011/09/02,-0.204
2011/09/03,-0.179
2011/09/04,-0.107
2011/09/05,-0.253
2011/09/06,-0.397
2011/09/07,-0.274
2011/09/08,-0.276
2011/09/09,-0.185
2011/09/10,-0.304
2011/09/11,-0.244
2011/09/12,-0.215
2011/09/13,-0.233
2011/09/14,-0.305
2011/09/15,-0.241
2011/09/16,-0.207
2011/09/17,-0.157
2011/09/18,-0.107
2011/09/19,-0.05
2011/09/20,-0.044
2011/09/21,-0.052
2011/09/22,-0.102
2011/09/23,-0.266
2011/09/24,-0.237
2011/09/25,-0.267
2011/09/26,-0.206
2011/09/27,-0.164
2011/09/28,-0.128
2011/09/29,-0.163
2011/09/30,-0.117
2011/10/01,-0.112
2011/10/02,-0.137
2011/10/03,-0.147
2011/10/04,-0.153
2011/10/05,-0.161
2011/10/06,-0.034
2011/10/07,-0.113
2011/10/08,-0.128
2011/10/09,-0.145
2011/10/10,-0.129
2011/10/11,-0.045
2011/10/12,-0.11
2011/10/13,-0.118
2011/10/14,-0.094
2011/10/15,-0.094
2011/10/16,-0.1
2011/10/17,-0.138
2011/10/18,-0.095
2011/10/19,-0.07
2011/10/20,-0.075
2011/10/21,-0.062
2011/10/22,-0.067
2011/10/23,-0.09
2011/10/24,-0.035
2011/10/25,-0.061
2011/10/26,-0.045
2011/10/27,-0.034
2011/10/28,-0.018
2011/10/29,-0.017
2011/10/30,-0.035
2011/10/31,-0.049
2011/11/01,-0.039
2011/11/02,-0.078
2011/11/03,-0.045
2011/11/04,-0.357
2011/11/05,-0.055
2011/11/06,-0.085
2011/11/07,-0.108
2011/11/08,-0.086
2011/11/09,-0.064
2011/11/10,-0.046
2011/11/11,-0.072
2011/11/12,-0.123
2011/11/13,-0.113
2011/11/14,-0.098
2011/11/15,-0.065
2011/11/16,-0.027
2011/11/17,-0.078
2011/11/18,-0.021
2011/11/19,-0.02
2011/11/20,-0.035
2011/11/21,-0.044
2011/11/22,-0.089
2011/11/23,-0.037
2011/11/24,0.007
2011/11/25,-0.019
2011/11/26,-0.031
2011/11/27,-0.033
2011/11/28,-0.088
2011/11/29,-0.013
2011/11/30,-0.042
2011/12/01,-0.039
2011/12/02,0.01
2011/12/03,-0.087
2011/12/04,-0.051
2011/12/05,-0.049
2011/12/06,-0.071
2011/12/07,-0.016
2011/12/08,-0.067
2011/12/09,-0.04
2011/12/10,-0.042
2011/12/11,2.815
2011/12/12,2.728
2011/12/13,0.01
2011/12/14,-0.044
2011/12/15,0.058
2011/12/16,-0.032
2011/12/17,-0.02
2011/12/18,-0.051
2011/12/19,-0.042
2011/12/20,0.018
2011/12/21,0.006
2011/12/22,-0.017
2011/12/23,-0.068
2011/12/24,-0.018
2011/12/25,-0.01
2011/12/26,-0.034
2011/12/27,-0.019
2011/12/28,-0.014
2011/12/29,0.002
2011/12/30,-0.004
2011/12/31,0
2012/01/01,-0.079
2012/01/02,0.009
2012/01/03,0.013
2012/01/04,0.066
2012/01/05,0.015
2012/01/06,0.021
2012/01/07,0.003
2012/01/08,-0.009
2012/01/09,-0.035
2012/01/10,-0.008
2012/01/11,-0.011
2012/01/12,0.491
2012/01/13,0.091
2012/01/14,0.119
2012/01/15,0.123
2012/01/16,0.406
2012/01/17,0.049
2012/01/18,0.065
2012/01/19,0.328
2012/01/20,0.289
2012/01/21,0.001
2012/01/22,-0.01
2012/01/23,0.016
2012/01/24,0.089
2012/01/25,0.051
2012/01/26,0.073
2012/01/27,0.27
2012/01/28,0.068
2012/01/29,2.591
2012/01/30,0.28
2012/01/31,0.054
2012/02/01,0.021
2012/02/02,0.105
2012/02/03,0.038
2012/02/04,0.079
2012/02/05,0.007
2012/02/06,0.003
2012/02/07,0.057
2012/02/08,0.024
2012/02/09,0.068
2012/02/10,0.026
2012/02/11,0.013
2012/02/12,0.011
2012/02/13,0.042
2012/02/14,0.17
2012/02/15,0.05
2012/02/16,0.096
2012/02/17,-0.004
2012/02/18,-0.016
2012/02/19,-0.014
2012/02/20,0.017
2012/02/21,0.001
2012/02/22,-0.028
2012/02/23,-0.003
2012/02/24,0.012
2012/02/25,-0.007
2012/02/26,-0.002
2012/02/27,0.01
2012/02/28,0.003
2012/02/29,-0.012
2012/03/01,0.027
2012/03/02,0.006
2012/03/03,0.002
2012/03/04,0.033
2012/03/05,0.022
2012/03/06,0.015
2012/03/07,0.019
2012/03/08,0.011
2012/03/09,0.009
2012/03/10,-2.842
2012/03/11,-2.743
2012/03/12,-0.016
2012/03/13,0.093
2012/03/14,-0.066
2012/03/15,0.014
2012/03/16,0.068
2012/03/17,-0.002
2012/03/18,-0.012
2012/03/19,-0.03
2012/03/20,0.003
2012/03/21,-0.004
2012/03/22,0.006
2012/03/23,0.037
2012/03/24,0.132
2012/03/25,0.052
2012/03/26,0.005
2012/03/27,0.014
2012/03/28,0.005
2012/03/29,0.016
2012/03/30,0.005
2012/03/31,0.007
2012/04/01,-0.02
2012/04/02,0.004
2012/04/03,-0.118
2012/04/04,-0.006
2012/04/05,0.007
2012/04/06,0.022
2012/04/07,0.012
2012/04/08,-0.027
2012/04/09,-0.017
2012/04/10,0.021
2012/04/11,-0.466
2012/04/12,-0.042
2012/04/13,-0.106
2012/04/14,-0.108
2012/04/15,-0.385
2012/04/16,-0.019
2012/04/17,-0.071
2012/04/18,-0.277
2012/04/19,-0.272
2012/04/20,0.036
2012/04/21,0.02
2012/04/22,0.011
2012/04/23,-0.078
2012/04/24,-0.009
2012/04/25,-0.044
2012/04/26,-0.17
2012/04/27,-0.024
2012/04/28,-2.548
2012/04/29,-0.301
2012/04/30,-0.039
2012/05/01,0.012
2012/05/02,-0.055
2012/05/03,0.056
2012/05/04,0.018
2012/05/05,0.034
2012/05/06,0.031
2012/05/07,0.061
2012/05/08,0.07
2012/05/09,0.067
2012/05/10,0.077
2012/05/11,0.12
2012/05/12,0.122
2012/05/13,0.092
2012/05/14,0.174
2012/05/15,0.222
2012/05/16,0.068
2012/05/17,0.154
2012/05/18,0.197
2012/05/19,0.393
2012/05/20,0.23
2012/05/21,0.257
2012/05/22,0.179
2012/05/23,0.233
2012/05/24,0.251
2012/05/25,0.28
2012/05/26,0.174
2012/05/27,0.147
2012/05/28,0.226
2012/05/29,0.231
2012/05/30,0.198
2012/05/31,0.114
2012/06/01,0.172
2012/06/02,0.018
2012/06/03,0.179
2012/06/04,0.299
2012/06/05,0.356
2012/06/06,0.095
2012/06/07,0.258
2012/06/08,0.18
2012/06/09,0.222
2012/06/10,0.259
2012/06/11,0.117
2012/06/12,0.068
2012/06/13,0.444
2012/06/14,0.377
2012/06/15,0.379
2012/06/16,0.313
2012/06/17,0.263
2012/06/18,0.257
2012/06/19,0.3
2012/06/20,0.256
2012/06/21,0.394
2012/06/22,0.134
2012/06/23,0.127
2012/06/24,0.177
2012/06/25,0.154
2012/06/26,0.179
2012/06/27,0.159
2012/06/28,0.172
2012/06/29,0.108
2012/06/30,0.157
2012/07/01,0.063
2012/07/02,0.165
2012/07/03,0.082
2012/07/04,0.093
2012/07/05,0.104
2012/07/06,0.154
2012/07/07,0.464
2012/07/08,0.097
2012/07/09,0.099
2012/07/10,0.245
2012/07/11,0.186
2012/07/12,0.113
2012/07/13,0.089
2012/07/14,0.121
2012/07/15,0.171
2012/07/16,0.183
2012/07/17,0.138
2012/07/18,0.265
2012/07/19,0.204
2012/07/20,0.44
2012/07/21,0.213
2012/07/22,0.17
2012/07/23,0.212
2012/07/24,0.111
2012/07/25,0.027
2012/07/26,0.112
2012/07/27,0.102
2012/07/28,0.223
2012/07/29,0.165
2012/07/30,0.147
2012/07/31,0.231
2012/08/01,0.154
2012/08/02,0.11
2012/08/03,0.212
2012/08/04,0.119
2012/08/05,0.21
2012/08/06,0.215
2012/08/07,0.06
2012/08/08,0.494
2012/08/09,0.032
2012/08/10,0.399
2012/08/11,0.058
2012/08/12,-0.183
2012/08/13,0.005
2012/08/14,0.048
2012/08/15,0.204
2012/08/16,0.131
2012/08/17,0.019
2012/08/18,-0.049
2012/08/19,-0.071
2012/08/20,0.095
2012/08/21,-0.01
2012/08/22,-0.018
2012/08/23,-0.066
2012/08/24,0.04
2012/08/25,0.125
2012/08/26,-0.044
2012/08/27,0.128
2012/08/28,0.044
2012/08/29,0.106
2012/08/30,0.161
2012/08/31,0.345
2012/09/01,0.186
2012/09/02,0.002
2012/09/03,0.021
2012/09/04,0.239
2012/09/05,-0.017
2012/09/06,0.064
2012/09/07,-0.028
2012/09/08,0.002
2012/09/09,0.017
2012/09/10,0.176
2012/09/11,-0.08
2012/09/12,-0.23
2012/09/13,-0.118
2012/09/14,-0.104
2012/09/15,-0.118
2012/09/16,-0.135
2012/09/17,-0.169
2012/09/18,-0.031
2012/09/19,-0.158
2012/09/20,-0.064
2012/09/21,0.13
2012/09/22,-0.029
2012/09/23,0.021
2012/09/24,0.124
2012/09/25,-0.016
2012/09/26,0.049
2012/09/27,0.038
2012/09/28,0.538
2012/09/29,0.034
2012/09/30,-0.098
2012/10/01,0.099
2012/10/02,0.239
2012/10/03,0.101
2012/10/04,1.761
2012/10/05,-0.111
2012/10/06,0.137
2012/10/07,0.227
2012/10/08,-0.014
2012/10/09,0.076
2012/10/10,0.134
2012/10/11,0.15
2012/10/12,0.084
2012/10/13,0.033
2012/10/14,-0.014
2012/10/15,0.023
2012/10/16,-0.018
2012/10/17,0.636
2012/10/18,-0.288
2012/10/19,-0.05
2012/10/20,-0.006
2012/10/21,0
2012/10/22,0.122
2012/10/23,0.134
2012/10/24,0.048
2012/10/25,0.04
2012/10/26,-0.047
2012/10/27,-0.078
2012/10/28,-0.073
2012/10/29,-0.103
2012/10/30,0.032
2012/10/31,0.079
2012/11/01,-0.011
2012/11/02,0.169
2012/11/03,-0.112
2012/11/04,-0.108
2012/11/05,0.091
2012/11/06,-0.251
2012/11/07,0.168
2012/11/08,-0.243
2012/11/09,0.028
2012/11/10,0.083
2012/11/11,-0.081
2012/11/12,0.007
2012/11/13,-0.113
2012/11/14,-0.046
2012/11/15,0.018
2012/11/16,0.199
2012/11/17,0.126
2012/11/18,0.055
2012/11/19,0.099
2012/11/20,0.09
2012/11/21,0.152
2012/11/22,0.044
2012/11/23,-0.02
2012/11/24,0.058
2012/11/25,0.007
2012/11/26,0.005
2012/11/27,0.814
2012/11/28,0.233
2012/11/29,0.278
2012/11/30,0.28
2012/12/01,0.26
2012/12/02,-0.004
2012/12/03,0.111
2012/12/04,0.707
2012/12/05,0.589
2012/12/06,0.666
2012/12/07,0.445
2012/12/08,0.467
2012/12/09,0.448
2012/12/10,0.433
2012/12/11,0.605
2012/12/12,0.573
2012/12/13,1.113
2012/12/14,0.995
2012/12/15,0.651
2012/12/16,0.821
2012/12/17,0.716
2012/12/18,0.963
2012/12/19,0.742
2012/12/20,0.819
2012/12/21,0.968
2012/12/22,0.83
2012/12/23,0.654
2012/12/24,0.638
2012/12/25,0.47
2012/12/26,0.556
2012/12/27,0.192
2012/12/28,0.709
2012/12/29,0.681
2012/12/30,0.586
2012/12/31,0.2
2013/01/01,0.349
2013/01/02,-1.139
2013/01/03,0.519
2013/01/04,0.711
2013/01/05,0.462
2013/01/06,0.65
2013/01/07,0.489
2013/01/08,0.653
2013/01/09,0.674
2013/01/10,3.742
2013/01/11,1.152
2013/01/12,0.921
2013/01/13,0.91
2013/01/14,0.561
2013/01/15,0.165
2013/01/16,1.028
2013/01/17,1.115
2013/01/18,1.003
2013/01/19,1.32
2013/01/20,0.687
2013/01/21,0.569
2013/01/22,0.653
2013/01/23,1.16
2013/01/24,0.898
2013/01/25,1.053
2013/01/26,1.063
2013/01/27,1.031
2013/01/28,0.832
2013/01/29,0.925
2013/01/30,0.611
2013/01/31,0.606
2013/02/01,1.148
2013/02/02,1.651
2013/02/03,0.788
2013/02/04,0.713
2013/02/05,0.635
2013/02/06,0.55
2013/02/07,0.993
2013/02/08,0.991
2013/02/09,1.012
2013/02/10,0.843
2013/02/11,0.922
2013/02/12,1.057
2013/02/13,0.835
2013/02/14,0.701
2013/02/15,0.902
2013/02/16,0.694
2013/02/17,0.607
2013/02/18,0.729
2013/02/19,0.752
2013/02/20,0.723
2013/02/21,0.833
2013/02/22,0.952
2013/02/23,0.76
2013/02/24,0.806
2013/02/25,0.191
2013/02/26,0.746
2013/02/27,0.408
2013/02/28,0.71
2013/03/01,1.13
2013/03/02,0.969
2013/03/03,0.61
2013/03/04,0.224
2013/03/05,0.573
2013/03/06,3.005
2013/03/07,0.77
2013/03/08,0.435
2013/03/09,0.453
2013/03/10,0.468
2013/03/11,0.335
2013/03/12,1.065
2013/03/13,-0.035
2013/03/14,-0.035
2013/03/15,0.658
2013/03/16,-0.279
2013/03/17,-0.378
2013/03/18,-0.474
2013/03/19,0.226
2013/03/20,-0.465
2013/03/21,-0.239
2013/03/22,0.113
2013/03/23,-0.06
2013/03/24,0.01
2013/03/25,0.471
2013/03/26,0.433
2013/03/27,0.863
2013/03/28,0.443
2013/03/29,0.554
2013/03/30,0.624
2013/03/31,0.46
2013/04/01,0.241
2013/04/02,0.504
2013/04/03,0.671
2013/04/04,0.948
2013/04/05,0.547
2013/04/06,-0.009
2013/04/07,0.45
2013/04/08,0.214
2013/04/09,0.109
2013/04/10,-2.677
2013/04/11,0.127
2013/04/12,0.1
2013/04/13,-0.209
2013/04/14,0.496
2013/04/15,0.684
2013/04/16,-0.081
2013/04/17,0.526
2013/04/18,-0.083
2013/04/19,-0.034
2013/04/20,0.182
2013/04/21,-0.147
2013/04/22,0.288
2013/04/23,0.047
2013/04/24,0.403
2013/04/25,0.195
2013/04/26,-0.274
2013/04/27,-0.198
2013/04/28,-0.425
2013/04/29,-0.201
2013/04/30,0.31
2013/05/01,0.09
2013/05/02,0.142
2013/05/03,-0.587
2013/05/04,0.029
2013/05/05,-0.213
2013/05/06,0.256
2013/05/07,0.225
2013/05/08,0
2013/05/09,0.294
2013/05/10,0.226
2013/05/11,0.227
2013/05/12,0.117
2013/05/13,-0.048
2013/05/14,0.172
2013/05/15,0.549
2013/05/16,0.785
2013/05/17,0.294
2013/05/18,0.064
2013/05/19,0.087
2013/05/20,0.176
2013/05/21,0.193
2013/05/22,0.106
2013/05/23,0.044
2013/05/24,-0.03
2013/05/25,-0.008
2013/05/26,-0.523
2013/05/27,-0.254
2013/05/28,0.251
2013/05/29,-0.198
2013/05/30,-0.709
2013/05/31,-0.373
2013/06/01,-0.336
2013/06/02,-0.247
2013/06/03,-0.363
2013/06/04,-2.898
2013/06/05,-0.227
2013/06/06,-0.273
2013/06/07,-0.256
2013/06/08,-0.314
2013/06/09,-0.304
2013/06/10,-1.153
2013/06/11,-0.276
2013/06/12,-0.33
2013/06/13,-0.618
2013/06/14,0.086
2013/06/15,0.155
2013/06/16,-0.119
2013/06/17,-0.196
2013/06/18,0.369
2013/06/19,0.168
2013/06/20,0.614
2013/06/21,0.053
2013/06/22,0.397
2013/06/23,-0.426
2013/06/24,-0.152
2013/06/25,-0.948
2013/06/26,-0.402
2013/06/27,-0.647
2013/06/28,-0.335
2013/06/29,-0.501
2013/06/30,-0.109
2013/07/01,-0.725
2013/07/02,-0.671
2013/07/03,-1.336
2013/07/04,-0.867
2013/07/05,-0.251
2013/07/06,-0.665
2013/07/07,-0.786
2013/07/08,-0.428
2013/07/09,-0.591
2013/07/10,-1.022
2013/07/11,-0.483
2013/07/12,-0.163
2013/07/13,-0.528
2013/07/14,-1.251
2013/07/15,-0.621
2013/07/16,-1.005
2013/07/17,-0.418
2013/07/18,-0.67
2013/07/19,-0.696
2013/07/20,-0.251
2013/07/21,-0.71
2013/07/22,-0.65
2013/07/23,-0.916
2013/07/24,-0.501
2013/07/25,-0.023
2013/07/26,-0.559
2013/07/27,-0.03
2013/07/28,-0.477
2013/07/29,-0.535
2013/07/30,-0.312
2013/07/31,-0.518
2013/08/01,-0.451
2013/08/02,-0.534
2013/08/03,-0.261
2013/08/04,-0.562
2013/08/05,-0.515
2013/08/06,-0.376
2013/08/07,-0.909
2013/08/08,-0.524
2013/08/09,-0.445
2013/08/10,-0.769
2013/08/11,-0.723
2013/08/12,-1.002
2013/08/13,-1.042
2013/08/14,-1.008
2013/08/15,0.11
2013/08/16,0.054
2013/08/17,-0.591
2013/08/18,-0.391
2013/08/19,-0.13
2013/08/20,-0.55
2013/08/21,-0.631
2013/08/22,-0.419
2013/08/23,-0.448
2013/08/24,-0.166
2013/08/25,-0.304
2013/08/26,-0.395
2013/08/27,-0.293
2013/08/28,4.498
2013/08/29,-0.452
2013/08/30,0.081
2013/08/31,-0.416
2013/09/01,-0.646
2013/09/02,-0.134
2013/09/03,-0.652
2013/09/04,-0.245
2013/09/05,-0.241
2013/09/06,-0.291
2013/09/07,-0.229
2013/09/08,-0.126
2013/09/09,-0.452
2013/09/10,-0.301
2013/09/11,-0.424
2013/09/12,-0.235
2013/09/13,-0.35
2013/09/14,-0.303
2013/09/15,-0.4
2013/09/16,-0.009
2013/09/17,5.261
2013/09/18,0.759
2013/09/19,0.884
2013/09/20,-0.713
2013/09/21,-0.229
2013/09/22,-0.52
2013/09/23,-0.108
2013/09/24,-0.344
2013/09/25,-0.132
2013/09/26,-0.46
2013/09/27,1.253
2013/09/28,-0.17
2013/09/29,-0.006
2013/09/30,-0.295
2013/10/01,0.221
2013/10/02,0.267
2013/10/03,0.036
2013/10/04,-0.088
2013/10/05,0.079
2013/10/06,-0.225
2013/10/07,0.082
2013/10/08,-0.116
2013/10/09,-0.132
2013/10/10,-0.151
2013/10/11,-0.361
2013/10/12,0.067
2013/10/13,0.013
2013/10/14,-0.343
2013/10/15,-0.136
2013/10/16,-0.029
2013/10/17,0.376
2013/10/18,0.301
2013/10/19,0.155
2013/10/20,-0.22
2013/10/21,0.104
2013/10/22,-0.213
2013/10/23,-0.095
2013/10/24,0.443
2013/10/25,0.157
2013/10/26,0.207
2013/10/27,0.598
2013/10/28,-0.052
2013/10/29,-0.173
2013/10/30,-0.254
2013/10/31,-0.038
2013/11/01,0.051
2013/11/02,-0.236
2013/11/03,0.261
2013/11/04,0.184
2013/11/05,0.403
2013/11/06,2.508
2013/11/07,2.559
2013/11/08,2.533
2013/11/09,0.888
2013/11/10,0.594
2013/11/11,0.669
2013/11/12,-0.597
2013/11/13,-0.925
2013/11/14,-0.603
2013/11/15,-0.191
2013/11/16,-0.647
2013/11/17,-0.723
2013/11/18,-0.022
2013/11/19,0.126
2013/11/20,-0.101
2013/11/21,0.016
2013/11/22,-0.065
2013/11/23,-0.305
2013/11/24,-0.56
2013/11/25,-0.485
2013/11/26,-4.919
2013/11/27,0.129
2013/11/28,-0.176
2013/11/29,0.041
2013/11/30,0.006
2013/12/01,-0.491
2013/12/02,-0.112
2013/12/03,-0.254
2013/12/04,-0.24
2013/12/05,-0.192
2013/12/06,-0.304
2013/12/07,0.102
2013/12/08,-0.366
2013/12/09,-0.147
2013/12/10,-0.087
2013/12/11,-0.147
2013/12/12,-0.06
2013/12/13,-0.024
2013/12/14,-0.358
2013/12/15,-0.801
2013/12/16,-6.04
2013/12/17,-2.247
2013/12/18,-1.527
