Date,median_transaction_fee3trxUSD
2010/11/12,0
2010/11/13,0
2010/11/14,0
2010/11/15,0
2010/11/16,0
2010/11/17,0
2010/11/18,0
2010/11/19,0
2010/11/20,0
2010/11/21,0
2010/11/22,0
2010/11/23,0
2010/11/24,0
2010/11/25,0
2010/11/26,0
2010/11/27,0
2010/11/28,0
2010/11/29,0
2010/11/30,0
2010/12/01,0
2010/12/02,0
2010/12/03,0
2010/12/04,0
2010/12/05,0
2010/12/06,0
2010/12/07,0
2010/12/08,0
2010/12/09,0
2010/12/10,0
2010/12/11,0
2010/12/12,0
2010/12/13,0
2010/12/14,0
2010/12/15,0
2010/12/16,0
2010/12/17,0
2010/12/18,0
2010/12/19,0
2010/12/20,0
2010/12/21,0
2010/12/22,0
2010/12/23,0
2010/12/24,0
2010/12/25,0
2010/12/26,0
2010/12/27,0
2010/12/28,0
2010/12/29,0
2010/12/30,0
2010/12/31,0
2011/01/01,0
2011/01/02,0
2011/01/03,0
2011/01/04,0
2011/01/05,0
2011/01/06,0
2011/01/07,0
2011/01/08,0
2011/01/09,0
2011/01/10,0
2011/01/11,0
2011/01/12,0
2011/01/13,0
2011/01/14,0
2011/01/15,0
2011/01/16,0
2011/01/17,0
2011/01/18,0
2011/01/19,0
2011/01/20,0
2011/01/21,0
2011/01/22,0
2011/01/23,0
2011/01/24,0
2011/01/25,0
2011/01/26,0
2011/01/27,0
2011/01/28,0
2011/01/29,0
2011/01/30,0
2011/01/31,0
2011/02/01,0
2011/02/02,0
2011/02/03,0
2011/02/04,0
2011/02/05,0
2011/02/06,0
2011/02/07,0
2011/02/08,0
2011/02/09,0
2011/02/10,0
2011/02/11,0
2011/02/12,0
2011/02/13,0
2011/02/14,0
2011/02/15,0
2011/02/16,0
2011/02/17,0
2011/02/18,0
2011/02/19,0
2011/02/20,0
2011/02/21,0
2011/02/22,0
2011/02/23,0
2011/02/24,0
2011/02/25,0
2011/02/26,0
2011/02/27,0
2011/02/28,0
2011/03/01,0
2011/03/02,0
2011/03/03,0
2011/03/04,0
2011/03/05,0
2011/03/06,0
2011/03/07,0
2011/03/08,0
2011/03/09,0
2011/03/10,0
2011/03/11,0
2011/03/12,0
2011/03/13,0
2011/03/14,0
2011/03/15,0
2011/03/16,0
2011/03/17,0
2011/03/18,0
2011/03/19,0
2011/03/20,0
2011/03/21,0
2011/03/22,0
2011/03/23,0
2011/03/24,0
2011/03/25,0
2011/03/26,0
2011/03/27,0
2011/03/28,0
2011/03/29,0
2011/03/30,0
2011/03/31,0
2011/04/01,0
2011/04/02,0
2011/04/03,0
2011/04/04,0
2011/04/05,0
2011/04/06,0
2011/04/07,0
2011/04/08,0
2011/04/09,0
2011/04/10,0
2011/04/11,0
2011/04/12,0
2011/04/13,0
2011/04/14,0
2011/04/15,50
2011/04/16,0
2011/04/17,-16.667
2011/04/18,-25
2011/04/19,-30
2011/04/20,-33.333
2011/04/21,-35.714
2011/04/22,-37.5
2011/04/23,-38.889
2011/04/24,-40
2011/04/25,-40.909
2011/04/26,-41.667
2011/04/27,-42.308
2011/04/28,-42.857
2011/04/29,-43.333
2011/04/30,-43.75
2011/05/01,-44.118
2011/05/02,-44.444
2011/05/03,-44.737
2011/05/04,-45
2011/05/05,-45.238
2011/05/06,-45.455
2011/05/07,-45.652
2011/05/08,-45.833
2011/05/09,-46
2011/05/10,-46.154
2011/05/11,-46.296
2011/05/12,-46.429
2011/05/13,-46.552
2011/05/14,-46.667
2011/05/15,-46.774
2011/05/16,-46.875
2011/05/17,-46.97
2011/05/18,-47.059
2011/05/19,-47.143
2011/05/20,-47.222
2011/05/21,-47.297
2011/05/22,-47.368
2011/05/23,-47.436
2011/05/24,-47.5
2011/05/25,-47.561
2011/05/26,-47.619
2011/05/27,-47.674
2011/05/28,-47.727
2011/05/29,-47.778
2011/05/30,-47.826
2011/05/31,-47.872
2011/06/01,-47.917
2011/06/02,-47.959
2011/06/03,-48
2011/06/04,-48.039
2011/06/05,-48.077
2011/06/06,-48.113
2011/06/07,-48.148
2011/06/08,-48.182
2011/06/09,-48.214
2011/06/10,-48.246
2011/06/11,-48.276
2011/06/12,-48.305
2011/06/13,-48.333
2011/06/14,-48.361
2011/06/15,-48.387
2011/06/16,-48.413
2011/06/17,-48.437
2011/06/18,-48.462
2011/06/19,-48.485
2011/06/20,-48.507
2011/06/21,-48.529
2011/06/22,-48.551
2011/06/23,-48.571
2011/06/24,-48.592
2011/06/25,-48.611
2011/06/26,-48.63
2011/06/27,-48.649
2011/06/28,-48.667
2011/06/29,-48.684
2011/06/30,-48.701
2011/07/01,3.9803929644928E+21
2011/07/02,50
2011/07/03,0
2011/07/04,-16.667
2011/07/05,-25
2011/07/06,-30
2011/07/07,-33.333
2011/07/08,-35.714
2011/07/09,-37.5
2011/07/10,-38.889
2011/07/11,-40
2011/07/12,-40.909
2011/07/13,-41.667
2011/07/14,-42.308
2011/07/15,-42.857
2011/07/16,-43.333
2011/07/17,-43.75
2011/07/18,-44.118
2011/07/19,-44.444
2011/07/20,-44.737
2011/07/21,-45
2011/07/22,393796
2011/07/23,49.987
2011/07/24,-0.002
2011/07/25,-16.667
2011/07/26,-25
2011/07/27,-30
2011/07/28,-33.333
2011/07/29,-35.714
2011/07/30,-37.5
2011/07/31,-38.889
2011/08/01,-40
2011/08/02,-40.909
2011/08/03,-41.667
2011/08/04,-42.308
2011/08/05,-42.857
2011/08/06,-43.333
2011/08/07,-43.75
2011/08/08,-44.118
2011/08/09,-44.444
2011/08/10,-44.737
2011/08/11,-45
2011/08/12,-45.238
2011/08/13,-45.455
2011/08/14,-45.652
2011/08/15,2246902
2011/08/16,150.802
2011/08/17,20.096
2011/08/18,-8.3
2011/08/19,-20.438
2011/08/20,-27.133
2011/08/21,-31.366
2011/08/22,-34.281
2011/08/23,-36.41
2011/08/24,-38.032
2011/08/25,-39.308
2011/08/26,-40.339
2011/08/27,-41.189
2011/08/28,-41.902
2011/08/29,-42.508
2011/08/30,-43.029
2011/08/31,-43.483
2011/09/01,-43.882
2011/09/02,-44.234
2011/09/03,-44.548
2011/09/04,-44.83
2011/09/05,-45.084
2011/09/06,-45.314
2011/09/07,-45.524
2011/09/08,-45.716
2011/09/09,-45.892
2011/09/10,-46.054
2011/09/11,-46.203
2011/09/12,-46.342
2011/09/13,-46.471
2011/09/14,-46.592
2011/09/15,-46.704
2011/09/16,-46.809
2011/09/17,-46.908
2011/09/18,-47
2011/09/19,-47.088
2011/09/20,-47.17
2011/09/21,-47.248
2011/09/22,-47.322
2011/09/23,-47.392
2011/09/24,-47.458
2011/09/25,-47.521
2011/09/26,-47.581
2011/09/27,-47.638
2011/09/28,-47.692
2011/09/29,-47.745
2011/09/30,-47.794
2011/10/01,-47.842
2011/10/02,-47.887
2011/10/03,-47.931
2011/10/04,-47.973
2011/10/05,-48.013
2011/10/06,-48.052
2011/10/07,-48.089
2011/10/08,-48.125
2011/10/09,-48.16
2011/10/10,-48.193
2011/10/11,-48.225
2011/10/12,-48.256
2011/10/13,-48.286
2011/10/14,-48.315
2011/10/15,-48.343
2011/10/16,-48.37
2011/10/17,-48.396
2011/10/18,-48.421
2011/10/19,-48.446
2011/10/20,-48.469
2011/10/21,-48.492
2011/10/22,-48.515
2011/10/23,-48.537
2011/10/24,-48.558
2011/10/25,-48.578
2011/10/26,-48.598
2011/10/27,-48.618
2011/10/28,-48.636
2011/10/29,-48.655
2011/10/30,-48.673
2011/10/31,-48.69
2011/11/01,-48.707
2011/11/02,-48.723
2011/11/03,-48.74
2011/11/04,-48.755
2011/11/05,-48.771
2011/11/06,-48.785
2011/11/07,-48.8
2011/11/08,-48.814
2011/11/09,-48.828
2011/11/10,-48.842
2011/11/11,-48.855
2011/11/12,-48.868
2011/11/13,-48.881
2011/11/14,-48.893
2011/11/15,-48.905
2011/11/16,-48.917
2011/11/17,-48.929
2011/11/18,-48.94
2011/11/19,-48.951
2011/11/20,-48.962
2011/11/21,-48.973
2011/11/22,-48.983
2011/11/23,-48.993
2011/11/24,-49.003
2011/11/25,-49.013
2011/11/26,-49.023
2011/11/27,-49.032
2011/11/28,-49.042
2011/11/29,-49.051
2011/11/30,-49.06
2011/12/01,-49.068
2011/12/02,-49.077
2011/12/03,-49.085
2011/12/04,-49.094
2011/12/05,-49.102
2011/12/06,-49.11
2011/12/07,-49.118
2011/12/08,-49.125
2011/12/09,-49.133
2011/12/10,-49.14
2011/12/11,-49.148
2011/12/12,-49.155
2011/12/13,-49.162
2011/12/14,-49.169
2011/12/15,-49.176
2011/12/16,-49.183
2011/12/17,-49.189
2011/12/18,-49.196
2011/12/19,-49.202
2011/12/20,-49.208
2011/12/21,-49.215
2011/12/22,-49.221
2011/12/23,-49.227
2011/12/24,-49.233
2011/12/25,-49.239
2011/12/26,-49.244
2011/12/27,-49.25
2011/12/28,-49.256
2011/12/29,-49.261
2011/12/30,-49.267
2011/12/31,-49.272
2012/01/01,-49.277
2012/01/02,-49.282
2012/01/03,-49.287
2012/01/04,-49.292
2012/01/05,-49.297
2012/01/06,-49.302
2012/01/07,-49.307
2012/01/08,-49.312
2012/01/09,-49.317
2012/01/10,-49.321
2012/01/11,-49.326
2012/01/12,-49.33
2012/01/13,-49.335
2012/01/14,-49.339
2012/01/15,-49.344
2012/01/16,-49.348
2012/01/17,-49.352
2012/01/18,-49.356
2012/01/19,-49.36
2012/01/20,-49.364
2012/01/21,-49.368
2012/01/22,-49.372
2012/01/23,-49.376
2012/01/24,-49.38
2012/01/25,-49.384
2012/01/26,-49.388
2012/01/27,-49.391
2012/01/28,-49.395
2012/01/29,-49.399
2012/01/30,-49.402
2012/01/31,-49.406
2012/02/01,-49.409
2012/02/02,-49.413
2012/02/03,-49.416
2012/02/04,-49.42
2012/02/05,-49.423
2012/02/06,-49.426
2012/02/07,-49.43
2012/02/08,-49.433
2012/02/09,-49.436
2012/02/10,-49.439
2012/02/11,-49.442
2012/02/12,-49.445
2012/02/13,-49.449
2012/02/14,1.0776789215478E+48
2012/02/15,451978
2012/02/16,147.573
2012/02/17,19.707
2012/02/18,-8.435
2012/02/19,-20.505
2012/02/20,-27.173
2012/02/21,-31.392
2012/02/22,-34.3
2012/02/23,-36.423
2012/02/24,-38.042
2012/02/25,-39.317
2012/02/26,-40.346
2012/02/27,-41.195
2012/02/28,-41.906
2012/02/29,-42.512
2012/03/01,-43.033
2012/03/02,-43.486
2012/03/03,-43.884
2012/03/04,-44.237
2012/03/05,-44.551
2012/03/06,-44.832
2012/03/07,-45.086
2012/03/08,-45.316
2012/03/09,-45.525
2012/03/10,-45.717
2012/03/11,-45.893
2012/03/12,-46.055
2012/03/13,-46.204
2012/03/14,-46.343
2012/03/15,-46.472
2012/03/16,-46.592
2012/03/17,-46.705
2012/03/18,-46.81
2012/03/19,-46.908
2012/03/20,-47.001
2012/03/21,-47.088
2012/03/22,-47.171
2012/03/23,-47.249
2012/03/24,-47.322
2012/03/25,-47.392
2012/03/26,-47.458
2012/03/27,-47.521
2012/03/28,-47.581
2012/03/29,-47.638
2012/03/30,-47.693
2012/03/31,-47.745
2012/04/01,-47.795
2012/04/02,-47.842
2012/04/03,-47.888
2012/04/04,-47.931
2012/04/05,-47.973
2012/04/06,-48.014
2012/04/07,-48.052
2012/04/08,-48.09
2012/04/09,-48.125
2012/04/10,-48.16
2012/04/11,-48.193
2012/04/12,-48.225
2012/04/13,-48.256
2012/04/14,-48.286
2012/04/15,-48.315
2012/04/16,-48.343
2012/04/17,-48.37
2012/04/18,-48.396
2012/04/19,-48.421
2012/04/20,-48.446
2012/04/21,-48.47
2012/04/22,-48.493
2012/04/23,-48.515
2012/04/24,-48.537
2012/04/25,-48.558
2012/04/26,1.8550268449469E+19
2012/04/27,50
2012/04/28,0
2012/04/29,-16.667
2012/04/30,52.133
2012/05/01,61.705
2012/05/02,40.725
2012/05/03,25.257
2012/05/04,15.568
2012/05/05,9.569
2012/05/06,5.845
2012/05/07,3.524
2012/05/08,2.138
2012/05/09,1.236
2012/05/10,0.462
2012/05/11,-0.09
2012/05/12,-0.22
2012/05/13,-0.226
2012/05/14,-0.088
2012/05/15,0.137
2012/05/16,0.33
2012/05/17,0.457
2012/05/18,0.491
2012/05/19,0.441
2012/05/20,0.331
2012/05/21,0.217
2012/05/22,0.131
2012/05/23,0.124
2012/05/24,0.139
2012/05/25,0.14
2012/05/26,0.065
2012/05/27,0.038
2012/05/28,0.055
2012/05/29,0.092
2012/05/30,0.095
2012/05/31,0.117
2012/06/01,0.31
2012/06/02,0.448
2012/06/03,0.367
2012/06/04,0.293
2012/06/05,0.484
2012/06/06,0.782
2012/06/07,1.03
2012/06/08,1.205
2012/06/09,1.09
2012/06/10,0.67
2012/06/11,0.358
2012/06/12,0.457
2012/06/13,0.91
2012/06/14,1.309
2012/06/15,1.957
2012/06/16,2.521
2012/06/17,2.135
2012/06/18,1.453
2012/06/19,1.204
2012/06/20,1.341
2012/06/21,1.459
2012/06/22,1.204
2012/06/23,0.636
2012/06/24,0.048
2012/06/25,-0.374
2012/06/26,-0.428
2012/06/27,-0.011
2012/06/28,0.402
2012/06/29,0.558
2012/06/30,0.613
2012/07/01,0.53
2012/07/02,0.444
2012/07/03,0.203
2012/07/04,-0.198
2012/07/05,-0.186
2012/07/06,0.026
2012/07/07,0.29
2012/07/08,0.484
2012/07/09,0.747
2012/07/10,1.171
2012/07/11,1.363
2012/07/12,1.783
2012/07/13,2.151
2012/07/14,1.85
2012/07/15,1.402
2012/07/16,1.849
2012/07/17,2.855
2012/07/18,3.497
2012/07/19,3.325
2012/07/20,2.253
2012/07/21,1.355
2012/07/22,0.664
2012/07/23,-0.02
2012/07/24,-0.237
2012/07/25,-0.038
2012/07/26,0.374
2012/07/27,0.63
2012/07/28,0.648
2012/07/29,0.41
2012/07/30,0.358
2012/07/31,0.75
2012/08/01,1.234
2012/08/02,2.145
2012/08/03,3.373
2012/08/04,3.759
2012/08/05,3.25
2012/08/06,2.392
2012/08/07,1.798
2012/08/08,1.391
2012/08/09,1.037
2012/08/10,0.983
2012/08/11,1.106
2012/08/12,1.116
2012/08/13,1.257
2012/08/14,1.49
2012/08/15,2.078
2012/08/16,2.821
2012/08/17,1.912
2012/08/18,0.224
2012/08/19,-2.678
2012/08/20,-4.829
2012/08/21,-4.387
2012/08/22,-3.425
2012/08/23,-2.386
2012/08/24,-1.015
2012/08/25,0.114
2012/08/26,0.684
2012/08/27,1.007
2012/08/28,1.222
2012/08/29,1.124
2012/08/30,0.727
2012/08/31,0.037
2012/09/01,-0.827
2012/09/02,-1.136
2012/09/03,-0.767
2012/09/04,-0.293
2012/09/05,0.279
2012/09/06,1.018
2012/09/07,1.278
2012/09/08,1.144
2012/09/09,0.847
2012/09/10,0.642
2012/09/11,0.637
2012/09/12,0.699
2012/09/13,0.61
2012/09/14,0.757
2012/09/15,0.962
2012/09/16,1.011
2012/09/17,0.963
2012/09/18,1.032
2012/09/19,1.279
2012/09/20,1.29
2012/09/21,1.046
2012/09/22,0.629
2012/09/23,0.282
2012/09/24,-0.01
2012/09/25,-0.124
2012/09/26,-0.057
2012/09/27,0.115
2012/09/28,0.191
2012/09/29,0.27
2012/09/30,0.25
2012/10/01,0.19
2012/10/02,0.395
2012/10/03,0.711
2012/10/04,0.792
2012/10/05,0.585
2012/10/06,0.273
2012/10/07,-0.418
2012/10/08,-1.073
2012/10/09,-1.296
2012/10/10,-1.005
2012/10/11,-0.593
2012/10/12,-0.317
2012/10/13,-0.289
2012/10/14,-0.406
2012/10/15,-0.53
2012/10/16,-0.385
2012/10/17,-0.258
2012/10/18,-0.104
2012/10/19,-0.05
2012/10/20,-0.132
2012/10/21,-0.231
2012/10/22,-0.27
2012/10/23,-0.221
2012/10/24,-0.208
2012/10/25,-0.6
2012/10/26,-1.574
2012/10/27,-2.288
2012/10/28,-2.069
2012/10/29,-1.391
2012/10/30,-0.71
2012/10/31,0.075
2012/11/01,0.278
2012/11/02,12.053
2012/11/03,5.112
2012/11/04,-0.183
2012/11/05,-2.6
2012/11/06,-3.197
2012/11/07,-2.81
2012/11/08,-2.13
2012/11/09,-1.537
2012/11/10,-1.081
2012/11/11,-0.705
2012/11/12,-0.387
2012/11/13,-0.123
2012/11/14,0.012
2012/11/15,0.197
2012/11/16,0.706
2012/11/17,1.24
2012/11/18,1.287
2012/11/19,1.098
2012/11/20,0.815
2012/11/21,0.584
2012/11/22,0.78
2012/11/23,1.119
2012/11/24,1.2
2012/11/25,1.104
2012/11/26,0.808
2012/11/27,0.39
2012/11/28,0.172
2012/11/29,0.193
2012/11/30,0.365
2012/12/01,0.434
2012/12/02,0.373
2012/12/03,0.335
2012/12/04,0.716
2012/12/05,1.222
2012/12/06,1.237
2012/12/07,1.121
2012/12/08,0.963
2012/12/09,0.703
2012/12/10,13.141
2012/12/11,5.972
2012/12/12,0.428
2012/12/13,-2.193
2012/12/14,-3.01
2012/12/15,-2.955
2012/12/16,-2.594
2012/12/17,-2.166
2012/12/18,-1.679
2012/12/19,-1.06
2012/12/20,-0.479
2012/12/21,-0.166
2012/12/22,-0.119
2012/12/23,-0.155
2012/12/24,-0.179
2012/12/25,-0.159
2012/12/26,-0.101
2012/12/27,-0.024
2012/12/28,0.01
2012/12/29,0.037
2012/12/30,0.028
2012/12/31,0.034
2013/01/01,-0.006
2013/01/02,-0.223
2013/01/03,-0.316
2013/01/04,-0.302
2013/01/05,-0.287
2013/01/06,-0.292
2013/01/07,-0.223
2013/01/08,0.08
2013/01/09,0.436
2013/01/10,0.704
2013/01/11,0.956
2013/01/12,0.948
2013/01/13,0.737
2013/01/14,0.569
2013/01/15,0.405
2013/01/16,0.483
2013/01/17,1.079
2013/01/18,1.691
2013/01/19,1.762
2013/01/20,1.532
2013/01/21,1.598
2013/01/22,2.136
2013/01/23,2.474
2013/01/24,2.211
2013/01/25,1.634
2013/01/26,1.368
2013/01/27,1.186
2013/01/28,1.274
2013/01/29,1.791
2013/01/30,2.17
2013/01/31,2.572
2013/02/01,2.763
2013/02/02,2.325
2013/02/03,1.732
2013/02/04,1.264
2013/02/05,0.885
2013/02/06,0.825
2013/02/07,1.194
2013/02/08,1.75
2013/02/09,2.298
2013/02/10,2.527
2013/02/11,2.517
2013/02/12,2.373
2013/02/13,2.053
2013/02/14,2.101
2013/02/15,2.524
2013/02/16,2.52
2013/02/17,2.132
2013/02/18,1.61
2013/02/19,1.7
2013/02/20,2.188
2013/02/21,2.334
2013/02/22,2.04
2013/02/23,1.47
2013/02/24,0.864
2013/02/25,0.465
2013/02/26,0.382
2013/02/27,0.639
2013/02/28,1.38
2013/03/01,2.415
2013/03/02,2.567
2013/03/03,1.925
2013/03/04,14.884
2013/03/05,8.062
2013/03/06,3.146
2013/03/07,0.913
2013/03/08,0.387
2013/03/09,0.851
2013/03/10,14.967
2013/03/11,19.389
2013/03/12,6.049
2013/03/13,-1.92
2013/03/14,-5.236
2013/03/15,-4.927
2013/03/16,-4.583
2013/03/17,-3.95
2013/03/18,-2.524
2013/03/19,-0.007
2013/03/20,3.088
2013/03/21,5.785
2013/03/22,6.502
2013/03/23,5.156
2013/03/24,3.86
2013/03/25,3.645
2013/03/26,3.67
2013/03/27,4.659
2013/03/28,5.754
2013/03/29,5.551
2013/03/30,4.664
2013/03/31,3.785
2013/04/01,3.721
2013/04/02,5.183
2013/04/03,6.968
2013/04/04,7.181
2013/04/05,6.652
2013/04/06,5.981
2013/04/07,5.654
2013/04/08,6.915
2013/04/09,9.62
2013/04/10,7.834
2013/04/11,0.335
2013/04/12,-5.735
2013/04/13,-7.92
2013/04/14,-8.509
2013/04/15,-8.286
2013/04/16,-8.563
2013/04/17,-7.698
2013/04/18,-4.014
2013/04/19,0.567
2013/04/20,3.943
2013/04/21,4.759
2013/04/22,4.068
2013/04/23,3.894
2013/04/24,4.945
2013/04/25,5.382
2013/04/26,4.02
2013/04/27,1.987
2013/04/28,0.458
2013/04/29,0.34
2013/04/30,0.79
2013/05/01,0.03
2013/05/02,-1.819
2013/05/03,-3.528
2013/05/04,-3.8
2013/05/05,-2.429
2013/05/06,-1.234
2013/05/07,-0.787
2013/05/08,-0.649
2013/05/09,-0.671
2013/05/10,-0.382
2013/05/11,0.073
2013/05/12,12.858
2013/05/13,5.856
2013/05/14,-0.108
2013/05/15,-3.353
2013/05/16,-4.166
2013/05/17,-3.463
2013/05/18,-2.227
2013/05/19,-1.23
2013/05/20,-0.571
2013/05/21,0.018
2013/05/22,0.456
2013/05/23,0.817
2013/05/24,1.523
2013/05/25,2.043
2013/05/26,2.105
2013/05/27,1.762
2013/05/28,1.052
2013/05/29,0.598
2013/05/30,0.409
2013/05/31,0.215
2013/06/01,0.39
2013/06/02,-0.051
2013/06/03,-0.716
2013/06/04,-1.058
2013/06/05,-1.023
2013/06/06,-0.904
2013/06/07,-1.17
2013/06/08,-1.674
2013/06/09,-2.258
2013/06/10,-2.514
2013/06/11,-2.039
2013/06/12,-1.282
2013/06/13,-0.826
2013/06/14,-1.004
2013/06/15,-1.359
2013/06/16,-1.39
2013/06/17,-1.138
2013/06/18,-0.493
2013/06/19,0.121
2013/06/20,0.495
2013/06/21,0.618
2013/06/22,0.28
2013/06/23,-0.218
2013/06/24,-0.846
2013/06/25,-1.228
2013/06/26,-1.152
2013/06/27,-1.088
2013/06/28,-1.472
2013/06/29,-1.93
2013/06/30,-1.88
2013/07/01,-2.123
2013/07/02,-2.366
2013/07/03,-2.466
2013/07/04,-2.634
2013/07/05,-3.223
2013/07/06,-4.291
2013/07/07,-3.891
2013/07/08,-2.404
2013/07/09,-1.358
2013/07/10,-0.124
2013/07/11,1.474
2013/07/12,2.688
2013/07/13,3.357
2013/07/14,3.153
2013/07/15,2.705
2013/07/16,2.196
2013/07/17,1.486
2013/07/18,0.596
2013/07/19,-0.318
2013/07/20,-0.739
2013/07/21,-0.797
2013/07/22,-0.651
2013/07/23,-0.304
2013/07/24,0.108
2013/07/25,0.522
2013/07/26,0.853
2013/07/27,0.796
2013/07/28,0.597
2013/07/29,0.819
2013/07/30,1.131
2013/07/31,1.561
2013/08/01,1.562
2013/08/02,1.255
2013/08/03,0.891
2013/08/04,0.482
2013/08/05,0.333
2013/08/06,0.439
2013/08/07,0.532
2013/08/08,0.318
2013/08/09,-0.094
2013/08/10,-0.417
2013/08/11,-0.563
2013/08/12,-0.42
2013/08/13,-0.133
2013/08/14,0.225
2013/08/15,0.471
2013/08/16,0.465
2013/08/17,0.405
2013/08/18,0.335
2013/08/19,0.395
2013/08/20,0.793
2013/08/21,1.444
2013/08/22,1.878
2013/08/23,1.665
2013/08/24,1.231
2013/08/25,1.059
2013/08/26,0.993
2013/08/27,1.222
2013/08/28,1.608
2013/08/29,1.661
2013/08/30,1.719
2013/08/31,1.935
2013/09/01,2.083
2013/09/02,1.97
2013/09/03,1.548
2013/09/04,0.682
2013/09/05,-0.233
2013/09/06,-0.905
2013/09/07,-1.111
2013/09/08,-0.855
2013/09/09,-0.43
2013/09/10,0.084
2013/09/11,0.53
2013/09/12,0.879
2013/09/13,0.967
2013/09/14,0.842
2013/09/15,0.62
2013/09/16,0.432
2013/09/17,0.333
2013/09/18,0.333
2013/09/19,0.05
2013/09/20,-0.287
2013/09/21,-0.417
2013/09/22,-0.362
2013/09/23,-0.291
2013/09/24,-0.215
2013/09/25,-0.064
2013/09/26,0.081
2013/09/27,0.115
2013/09/28,0.188
2013/09/29,0.218
2013/09/30,0.172
2013/10/01,0.151
2013/10/02,-0.953
2013/10/03,-1.975
2013/10/04,-1.373
2013/10/05,-0.438
2013/10/06,0.138
2013/10/07,0.472
2013/10/08,0.676
2013/10/09,0.809
2013/10/10,0.825
2013/10/11,0.748
2013/10/12,0.635
2013/10/13,0.768
2013/10/14,1.099
2013/10/15,1.607
2013/10/16,1.808
2013/10/17,1.872
2013/10/18,-3.358
2013/10/19,0.255
2013/10/20,3.555
2013/10/21,5.258
2013/10/22,6.474
2013/10/23,6.925
2013/10/24,-6.029
2013/10/25,-14.326
2013/10/26,-18.611
2013/10/27,-19.91
2013/10/28,-18.793
2013/10/29,-15.958
2013/10/30,-12.276
2013/10/31,1.196
2013/11/01,-0.175
2013/11/02,-2.796
2013/11/03,-3.875
2013/11/04,-3.225
2013/11/05,-1.29
2013/11/06,0.988
2013/11/07,3.445
2013/11/08,5.42
2013/11/09,7.326
2013/11/10,4.976
2013/11/11,3.8
2013/11/12,3.832
2013/11/13,4.796
2013/11/14,5.919
2013/11/15,5.963
2013/11/16,5.23
2013/11/17,5.25
2013/11/18,7.697
2013/11/19,9.326
2013/11/20,5.5
2013/11/21,5.24
2013/11/22,6.569
2013/11/23,8.91
2013/11/24,6.768
2013/11/25,4.832
2013/11/26,4.682
2013/11/27,5.838
2013/11/28,6.362
2013/11/29,6.335
2013/11/30,6.393
2013/12/01,3.536
2013/12/02,1.478
2013/12/03,1.276
2013/12/04,1.922
2013/12/05,1.479
2013/12/06,-0.018
2013/12/07,-3.408
2013/12/08,-4.918
2013/12/09,-3.256
2013/12/10,-0.64
2013/12/11,0.476
2013/12/12,0.275
2013/12/13,0.217
2013/12/14,-0.044
2013/12/15,-0.487
2013/12/16,-1.547
2013/12/17,-3.487
2013/12/18,-6.074
2013/12/19,-6.032
2013/12/20,-4.155
2013/12/21,-3.267
2013/12/22,-2.187
2013/12/23,-1.045
2013/12/24,0.073
2013/12/25,1.906
2013/12/26,2.49
2013/12/27,2.702
2013/12/28,2.125
2013/12/29,1.332
2013/12/30,1.287
2013/12/31,1.116
2014/01/01,1.12
2014/01/02,1.143
2014/01/03,1.239
2014/01/04,1.806
2014/01/05,2.589
