Date,sentinusd90rocUSD
2010/11/08,6192
2010/11/09,252.41
2010/11/10,1116
2010/11/11,310.458
2010/11/12,687.419
2010/11/13,858.654
2010/11/14,125.858
2010/11/15,2016
2010/11/16,894.494
2010/11/17,923.91
2010/11/18,644.711
2010/11/19,482.392
2010/11/20,3247
2010/11/21,2893
2010/11/22,542.08
2010/11/23,1055
2010/11/24,1090
2010/11/25,668.884
2010/11/26,2239
2010/11/27,1144
2010/11/28,648.927
2010/11/29,254.693
2010/11/30,628.793
2010/12/01,456.655
2010/12/02,713.247
2010/12/03,272.299
2010/12/04,76.226
2010/12/05,-6.517
2010/12/06,1742
2010/12/07,1607
2010/12/08,239.941
2010/12/09,940.083
2010/12/10,738.912
2010/12/11,1399
2010/12/12,40.582
2010/12/13,1993
2010/12/14,1028
2010/12/15,1177
2010/12/16,358.054
2010/12/17,489.344
2010/12/18,544.484
2010/12/19,827.045
2010/12/20,1110
2010/12/21,813.156
2010/12/22,159.461
2010/12/23,1199
2010/12/24,708.567
2010/12/25,1908
2010/12/26,769.634
2010/12/27,341.375
2010/12/28,165.089
2010/12/29,1130
2010/12/30,428.879
2010/12/31,-20.544
2011/01/01,252.408
2011/01/02,-59.35
2011/01/03,66.246
2011/01/04,58.311
2011/01/05,75.483
2011/01/06,-18.958
2011/01/07,6.355
2011/01/08,66.34
2011/01/09,142.338
2011/01/10,261.746
2011/01/11,202.72
2011/01/12,3.555
2011/01/13,154.234
2011/01/14,53.593
2011/01/15,102.591
2011/01/16,14.063
2011/01/17,-17.898
2011/01/18,74.877
2011/01/19,-1.594
2011/01/20,34.537
2011/01/21,436.063
2011/01/22,154.701
2011/01/23,113.234
2011/01/24,15.455
2011/01/25,-33.691
2011/01/26,-18.923
2011/01/27,2601
2011/01/28,76.628
2011/01/29,138.268
2011/01/30,2102
2011/01/31,684.426
2011/02/01,588.804
2011/02/02,141.427
2011/02/03,369.921
2011/02/04,-1.384
2011/02/05,68.45
2011/02/06,-51.853
2011/02/07,1030
2011/02/08,357.594
2011/02/09,1248
2011/02/10,2573
2011/02/11,2307
2011/02/12,1300
2011/02/13,52.751
2011/02/14,435.347
2011/02/15,587.281
2011/02/16,339.571
2011/02/17,556.724
2011/02/18,155.314
2011/02/19,355.191
2011/02/20,2106
2011/02/21,1484
2011/02/22,2581
2011/02/23,2186
2011/02/24,745.412
2011/02/25,2298
2011/02/26,2193
2011/02/27,1886
2011/02/28,734.454
2011/03/01,7547
2011/03/02,15215
2011/03/03,2964
2011/03/04,1723
2011/03/05,2556
2011/03/06,701.066
2011/03/07,881.208
2011/03/08,2202
2011/03/09,2218
2011/03/10,5554
2011/03/11,1174
2011/03/12,1276
2011/03/13,367.723
2011/03/14,570.931
2011/03/15,292.243
2011/03/16,540.644
2011/03/17,769.17
2011/03/18,598.378
2011/03/19,283.827
2011/03/20,396.291
2011/03/21,353.208
2011/03/22,685.427
2011/03/23,1252
2011/03/24,1322
2011/03/25,791.462
2011/03/26,1438
2011/03/27,436.198
2011/03/28,612.222
2011/03/29,176.814
2011/03/30,406.301
2011/03/31,505.762
2011/04/01,272.074
2011/04/02,434.355
2011/04/03,221.31
2011/04/04,777.348
2011/04/05,476.849
2011/04/06,570.149
2011/04/07,369.029
2011/04/08,416.171
2011/04/09,747.481
2011/04/10,136.409
2011/04/11,92.261
2011/04/12,495.843
2011/04/13,315.618
2011/04/14,361.461
2011/04/15,348.614
2011/04/16,1272
2011/04/17,6438
2011/04/18,325.081
2011/04/19,16442
2011/04/20,29971
2011/04/21,1956
2011/04/22,594.068
2011/04/23,622.72
2011/04/24,487.911
2011/04/25,589.216
2011/04/26,1005
2011/04/27,5.967
2011/04/28,1424
2011/04/29,6515
2011/04/30,619.127
2011/05/01,460.528
2011/05/02,395.795
2011/05/03,665.398
2011/05/04,1975
2011/05/05,1214
2011/05/06,1456
2011/05/07,1008
2011/05/08,1336
2011/05/09,871.213
2011/05/10,2049
2011/05/11,344.776
2011/05/12,374.567
2011/05/13,2288
2011/05/14,12401
2011/05/15,1487
2011/05/16,2062
2011/05/17,2446
2011/05/18,1205
2011/05/19,973.34
2011/05/20,1250
2011/05/21,1908
2011/05/22,2852
2011/05/23,982.929
2011/05/24,693.387
2011/05/25,1329
2011/05/26,2030
2011/05/27,2895
2011/05/28,980.842
2011/05/29,1934
2011/05/30,152.327
2011/05/31,8.422
2011/06/01,1074
2011/06/02,1207
2011/06/03,6419
2011/06/04,4661
2011/06/05,5292
2011/06/06,8826
2011/06/07,5185
2011/06/08,6836
2011/06/09,10251
2011/06/10,17212
2011/06/11,15379
2011/06/12,16303
2011/06/13,22591
2011/06/14,22568
2011/06/15,61042
2011/06/16,112316
2011/06/17,27788
2011/06/18,19645
2011/06/19,67992
2011/06/20,14010
2011/06/21,26551
2011/06/22,10408
2011/06/23,10951
2011/06/24,29178
2011/06/25,152131
2011/06/26,62505
2011/06/27,35307
2011/06/28,119558
2011/06/29,43365
2011/06/30,40411
2011/07/01,23481
2011/07/02,20881
2011/07/03,8284
2011/07/04,23548
2011/07/05,8432
2011/07/06,9524
2011/07/07,7034
2011/07/08,4130
2011/07/09,47124
2011/07/10,54081
2011/07/11,12804
2011/07/12,9386
2011/07/13,14019
2011/07/14,26655
2011/07/15,2274
2011/07/16,1123
2011/07/17,5019
2011/07/18,1320
2011/07/19,577.75
2011/07/20,1375
2011/07/21,8716
2011/07/22,8146
2011/07/23,4642
2011/07/24,4695
2011/07/25,6581
2011/07/26,3513
2011/07/27,5696
2011/07/28,2249
2011/07/29,616.636
2011/07/30,727.097
2011/07/31,2022
2011/08/01,1051
2011/08/02,419.127
2011/08/03,712.7
2011/08/04,235.025
2011/08/05,545.419
2011/08/06,55.329
2011/08/07,349.187
2011/08/08,197.91
2011/08/09,2116
2011/08/10,828.138
2011/08/11,43.791
2011/08/12,-76.603
2011/08/13,36.692
2011/08/14,124.581
2011/08/15,123.034
2011/08/16,210.203
2011/08/17,187.48
2011/08/18,103.6
2011/08/19,60.188
2011/08/20,-54.15
2011/08/21,-13.16
2011/08/22,17.504
2011/08/23,58.355
2011/08/24,73.213
2011/08/25,-16.927
2011/08/26,30.645
2011/08/27,921.403
2011/08/28,-30.242
2011/08/29,-12.916
2011/08/30,-15.492
2011/08/31,-37.259
2011/09/01,-64.541
2011/09/02,-72.791
2011/09/03,-80.459
2011/09/04,-0.805
2011/09/05,60.635
2011/09/06,7.934
2011/09/07,-80.521
2011/09/08,-89.056
2011/09/09,-91.87
2011/09/10,-95.738
2011/09/11,-77.841
2011/09/12,-87.581
2011/09/13,-97.465
2011/09/14,-98.946
2011/09/15,-94.06
2011/09/16,-84.381
2011/09/17,-97.88
2011/09/18,-93.621
2011/09/19,-96.903
2011/09/20,-91.088
2011/09/21,-91.74
2011/09/22,-97.933
2011/09/23,-98.983
2011/09/24,-98.195
2011/09/25,-94.997
2011/09/26,-98.774
2011/09/27,-95.592
2011/09/28,-93.124
2011/09/29,-91.039
2011/09/30,-89.392
2011/10/01,-76.13
2011/10/02,-91.999
2011/10/03,-63.082
2011/10/04,-73.818
2011/10/05,-71.374
2011/10/06,-42.964
2011/10/07,-94.327
2011/10/08,-96.763
2011/10/09,-91.775
2011/10/10,-91.556
2011/10/11,-93.436
2011/10/12,-95.276
2011/10/13,-85.252
2011/10/14,-93.7
2011/10/15,-80.596
2011/10/16,-97.856
2011/10/17,-96.078
2011/10/18,-88.865
2011/10/19,-96.136
2011/10/20,-96.833
2011/10/21,-83.33
2011/10/22,-78.466
2011/10/23,-91.226
2011/10/24,-93.756
2011/10/25,-94.398
2011/10/26,-97.483
2011/10/27,-84.295
2011/10/28,-68.239
2011/10/29,-81.712
2011/10/30,-90.15
2011/10/31,-75.172
2011/11/01,-61
2011/11/02,-59.999
2011/11/03,-78.069
2011/11/04,-60.321
2011/11/05,-67.421
2011/11/06,-91.989
2011/11/07,-96.481
2011/11/08,-70.477
2011/11/09,-38.122
2011/11/10,-67.8
2011/11/11,-70.271
2011/11/12,-83.132
2011/11/13,-79.872
2011/11/14,-76.902
2011/11/15,-77.362
2011/11/16,13.547
2011/11/17,26.329
2011/11/18,322.925
2011/11/19,211.577
2011/11/20,8.126
2011/11/21,-23.039
2011/11/22,34.172
2011/11/23,-7.311
2011/11/24,41.93
2011/11/25,-88.657
2011/11/26,136.807
2011/11/27,102.264
2011/11/28,375.905
2011/11/29,361.972
2011/11/30,590.679
2011/12/01,194.022
2011/12/02,777.12
2011/12/03,-29.609
2011/12/04,-54.226
2011/12/05,-63.476
2011/12/06,357.878
2011/12/07,527.432
2011/12/08,484.978
2011/12/09,347.947
2011/12/10,-40.266
2011/12/11,-30.688
2011/12/12,6.338
2011/12/13,-41.402
2011/12/14,-36.81
2011/12/15,-60.529
2011/12/16,-16.318
2011/12/17,-32.33
2011/12/18,-50.757
2011/12/19,-29.412
2011/12/20,-22.421
2011/12/21,23.159
2011/12/22,-18.694
2011/12/23,-28.829
2011/12/24,-33.081
2011/12/25,-29.124
2011/12/26,27.392
2011/12/27,47.403
2011/12/28,-41.127
2011/12/29,35.31
2011/12/30,-53.173
2011/12/31,-40.05
2012/01/01,-27.86
2012/01/02,-45.374
2012/01/03,-45.241
2012/01/04,-27.069
2012/01/05,133.59
2012/01/06,190.173
2012/01/07,26.524
2012/01/08,52.276
2012/01/09,81.796
2012/01/10,55.428
2012/01/11,70.631
2012/01/12,74.001
2012/01/13,50.672
2012/01/14,94.75
2012/01/15,3.357
2012/01/16,193.166
2012/01/17,207.513
2012/01/18,161.545
2012/01/19,41.052
2012/01/20,12.297
2012/01/21,-26.016
2012/01/22,11.174
2012/01/23,32.034
2012/01/24,62.328
2012/01/25,40.974
2012/01/26,40.28
2012/01/27,7.798
2012/01/28,45.337
2012/01/29,20.516
2012/01/30,-20.321
2012/01/31,11.375
2012/02/01,91.453
2012/02/02,51.694
2012/02/03,116.989
2012/02/04,166.957
2012/02/05,117.916
2012/02/06,-56.364
2012/02/07,-50.84
2012/02/08,28.813
2012/02/09,30.184
2012/02/10,95.177
2012/02/11,209.118
2012/02/12,58.202
2012/02/13,146.609
2012/02/14,27.011
2012/02/15,-28.137
2012/02/16,-39.355
2012/02/17,-54.042
2012/02/18,-16.486
2012/02/19,-61.957
2012/02/20,-79.61
2012/02/21,-59.184
2012/02/22,-10.168
2012/02/23,14.892
2012/02/24,-32.607
2012/02/25,-61.172
2012/02/26,-86.926
2012/02/27,-85.217
2012/02/28,-91.926
2012/02/29,-79.062
2012/03/01,-81.931
2012/03/02,-75.78
2012/03/03,-80.388
2012/03/04,-64.584
2012/03/05,-92.115
2012/03/06,-91.039
2012/03/07,-88.492
2012/03/08,-60.592
2012/03/09,-20.205
2012/03/10,-38.583
2012/03/11,-24.511
2012/03/12,154.162
2012/03/13,140.516
2012/03/14,118.604
2012/03/15,64.173
2012/03/16,145.02
2012/03/17,152.044
2012/03/18,16.74
2012/03/19,11.696
2012/03/20,1.457
2012/03/21,43.1
2012/03/22,273.877
2012/03/23,286.531
2012/03/24,255.054
2012/03/25,-37.22
2012/03/26,-10.367
2012/03/27,168.792
2012/03/28,62.054
2012/03/29,462.478
2012/03/30,373.705
2012/03/31,175.563
2012/04/01,145.26
2012/04/02,198.71
2012/04/03,109.824
2012/04/04,-13.99
2012/04/05,30.446
2012/04/06,72.411
2012/04/07,-26.999
2012/04/08,141.212
2012/04/09,289.996
2012/04/10,80.828
2012/04/11,276.319
2012/04/12,173.457
2012/04/13,112.591
2012/04/14,208.581
2012/04/15,150.043
2012/04/16,257.793
2012/04/17,205.709
2012/04/18,154.035
2012/04/19,80.073
2012/04/20,1029
2012/04/21,449.319
2012/04/22,263.869
2012/04/23,97.596
2012/04/24,72.86
2012/04/25,154.204
2012/04/26,487.573
2012/04/27,607.148
2012/04/28,182.164
2012/04/29,240.047
2012/04/30,260.048
2012/05/01,140.036
2012/05/02,177.998
2012/05/03,216.087
2012/05/04,212.558
2012/05/05,243.262
2012/05/06,106.869
2012/05/07,648.076
2012/05/08,1359
2012/05/09,898.107
2012/05/10,264.205
2012/05/11,220.005
2012/05/12,978.49
2012/05/13,263.873
2012/05/14,78.238
2012/05/15,227.049
2012/05/16,158.426
2012/05/17,336.84
2012/05/18,239.669
2012/05/19,328.633
2012/05/20,502.5
2012/05/21,1224
2012/05/22,549.748
2012/05/23,205.97
2012/05/24,114.175
2012/05/25,629.309
2012/05/26,1766
2012/05/27,557.426
2012/05/28,610.346
2012/05/29,1117
2012/05/30,295.355
2012/05/31,890.092
2012/06/01,853.103
2012/06/02,243.917
2012/06/03,445.828
2012/06/04,1508
2012/06/05,1442
2012/06/06,484.27
2012/06/07,930.202
2012/06/08,1814
2012/06/09,349.476
2012/06/10,611.313
2012/06/11,615.096
2012/06/12,412.341
2012/06/13,508.28
2012/06/14,1087
2012/06/15,879.495
2012/06/16,1400
2012/06/17,334.062
2012/06/18,633.838
2012/06/19,513.72
2012/06/20,228.492
2012/06/21,63.831
2012/06/22,311.52
2012/06/23,1064
2012/06/24,427.422
2012/06/25,353.097
2012/06/26,243.754
2012/06/27,128.673
2012/06/28,403.161
2012/06/29,309.572
2012/06/30,223.585
2012/07/01,169.376
2012/07/02,91.476
2012/07/03,169.243
2012/07/04,232.334
2012/07/05,394.167
2012/07/06,525.489
2012/07/07,378.238
2012/07/08,-32.131
2012/07/09,280.261
2012/07/10,112.558
2012/07/11,31.545
2012/07/12,148.438
2012/07/13,291.063
2012/07/14,198.741
2012/07/15,26.223
2012/07/16,210.016
2012/07/17,331.659
2012/07/18,321.805
2012/07/19,-30.7
2012/07/20,118.557
2012/07/21,326.068
2012/07/22,276.765
2012/07/23,399.481
2012/07/24,189.334
2012/07/25,-9.745
2012/07/26,172.245
2012/07/27,345.802
2012/07/28,225.242
2012/07/29,80.307
2012/07/30,55.903
2012/07/31,421.391
2012/08/01,252.263
2012/08/02,215.759
2012/08/03,151.932
2012/08/04,375.553
2012/08/05,92.373
2012/08/06,7.049
2012/08/07,80.127
2012/08/08,210.046
2012/08/09,108.935
2012/08/10,16.123
2012/08/11,137.741
2012/08/12,57.088
2012/08/13,14.23
2012/08/14,1.626
2012/08/15,24.667
2012/08/16,184.965
2012/08/17,452.396
2012/08/18,143.996
2012/08/19,199.25
2012/08/20,320.034
2012/08/21,495.571
2012/08/22,1266
2012/08/23,510.975
2012/08/24,366.701
2012/08/25,354.404
2012/08/26,221.66
2012/08/27,318.672
2012/08/28,512.649
2012/08/29,553.842
2012/08/30,713.328
2012/08/31,820.243
2012/09/01,899.754
2012/09/02,146.819
2012/09/03,56.942
2012/09/04,399.31
2012/09/05,269.94
2012/09/06,694.998
2012/09/07,2614
2012/09/08,365.488
2012/09/09,155.205
2012/09/10,1363
2012/09/11,1531
2012/09/12,329.903
2012/09/13,1100
2012/09/14,738.769
2012/09/15,840.471
2012/09/16,969.169
2012/09/17,1065
2012/09/18,1338
2012/09/19,5793
2012/09/20,1241
2012/09/21,1560
2012/09/22,1432
2012/09/23,740.592
2012/09/24,812.176
2012/09/25,61.716
2012/09/26,-11.711
2012/09/27,-2.595
2012/09/28,247.432
2012/09/29,76.172
2012/09/30,126.546
2012/10/01,109.66
2012/10/02,67.471
2012/10/03,18.31
2012/10/04,64.55
2012/10/05,19.553
2012/10/06,360.483
2012/10/07,45.288
2012/10/08,31.412
2012/10/09,90.48
2012/10/10,-1.262
2012/10/11,-22.715
2012/10/12,68.308
2012/10/13,223.399
2012/10/14,-6.697
2012/10/15,-57.335
2012/10/16,129.868
2012/10/17,277.647
2012/10/18,186.207
2012/10/19,52.796
2012/10/20,117.36
2012/10/21,48.524
2012/10/22,77.344
2012/10/23,250.235
2012/10/24,7.862
2012/10/25,-17.963
2012/10/26,-32.196
2012/10/27,77.673
2012/10/28,13.574
2012/10/29,-63.1
2012/10/30,111.288
2012/10/31,137.488
2012/11/01,88.619
2012/11/02,-41.733
2012/11/03,-5.83
2012/11/04,12.204
2012/11/05,15.277
2012/11/06,12.383
2012/11/07,27.478
2012/11/08,-24.288
2012/11/09,-48.602
2012/11/10,-77.438
2012/11/11,-81.947
2012/11/12,-73.156
2012/11/13,-60.76
2012/11/14,-49.429
2012/11/15,-14.375
2012/11/16,68.798
2012/11/17,-47.304
2012/11/18,-72.869
2012/11/19,-71.694
2012/11/20,-76.928
2012/11/21,-86.544
2012/11/22,-85.467
2012/11/23,-71.201
2012/11/24,-60.521
2012/11/25,-86.857
2012/11/26,-82.396
2012/11/27,-89.746
2012/11/28,-82.483
2012/11/29,-85.045
2012/11/30,-89.455
2012/12/01,-88.175
2012/12/02,-67.955
2012/12/03,-68.912
2012/12/04,-67.802
2012/12/05,-84.686
2012/12/06,-79.21
2012/12/07,-67.442
2012/12/08,-69.113
2012/12/09,-91.274
2012/12/10,-94.27
2012/12/11,-83.167
2012/12/12,-81.283
2012/12/13,-75.129
2012/12/14,-51.608
2012/12/15,-86.805
2012/12/16,-84.9
2012/12/17,-85.418
2012/12/18,-92.162
2012/12/19,-92.817
2012/12/20,-96.366
2012/12/21,-88.037
2012/12/22,-81.314
2012/12/23,-88.685
2012/12/24,-35.549
2012/12/25,-63.134
2012/12/26,-52.268
2012/12/27,-68.521
2012/12/28,-12.856
2012/12/29,-24.761
2012/12/30,-49.389
2012/12/31,-35.677
2013/01/01,22.792
2013/01/02,64.083
2013/01/03,-36.22
2013/01/04,22.608
2013/01/05,28.724
2013/01/06,-31.553
2013/01/07,21.825
2013/01/08,187.901
2013/01/09,55.939
2013/01/10,-43.907
2013/01/11,-44.76
2013/01/12,-22.173
2013/01/13,26.043
2013/01/14,-53.237
2013/01/15,-28.334
2013/01/16,-21.59
2013/01/17,-16.601
2013/01/18,-21.446
2013/01/19,-17.061
2013/01/20,-35.072
2013/01/21,-42.766
2013/01/22,4.141
2013/01/23,153.049
2013/01/24,135.116
2013/01/25,48.546
2013/01/26,135.731
2013/01/27,142.205
2013/01/28,-36.575
2013/01/29,3.235
2013/01/30,16.617
2013/01/31,246.877
2013/02/01,78.152
2013/02/02,2.351
2013/02/03,3.144
2013/02/04,52.32
2013/02/05,98.83
2013/02/06,164.523
2013/02/07,294.933
2013/02/08,1037
2013/02/09,843.834
2013/02/10,538.932
2013/02/11,247.068
2013/02/12,103.383
2013/02/13,-11.575
2013/02/14,-14.802
2013/02/15,4.933
2013/02/16,37.115
2013/02/17,77.041
2013/02/18,71.728
2013/02/19,251.94
2013/02/20,87.532
2013/02/21,114.91
2013/02/22,219.366
2013/02/23,243.913
2013/02/24,254.461
2013/02/25,211.454
2013/02/26,79.852
2013/02/27,207.344
2013/02/28,377.389
2013/03/01,572.633
2013/03/02,279.71
2013/03/03,24.972
2013/03/04,-5.396
2013/03/05,82.309
2013/03/06,90.007
2013/03/07,108.831
2013/03/08,258.503
2013/03/09,116.635
2013/03/10,293.181
2013/03/11,101.014
2013/03/12,30.063
2013/03/13,15.958
2013/03/14,11.463
2013/03/15,950.07
2013/03/16,322.389
2013/03/17,55.68
2013/03/18,461.114
2013/03/19,562.12
2013/03/20,781.681
2013/03/21,444.21
2013/03/22,383.463
2013/03/23,598.257
2013/03/24,325.592
2013/03/25,1192
2013/03/26,1365
2013/03/27,1934
2013/03/28,966.405
2013/03/29,812.303
2013/03/30,1461
2013/03/31,742.345
2013/04/01,578.504
2013/04/02,978.768
2013/04/03,1105
2013/04/04,666.977
2013/04/05,746.789
2013/04/06,1063
2013/04/07,589.654
2013/04/08,661.753
2013/04/09,1372
2013/04/10,2410
2013/04/11,1002
2013/04/12,1047
2013/04/13,763.503
2013/04/14,311.339
2013/04/15,178.636
2013/04/16,303.269
2013/04/17,386.307
2013/04/18,2175
2013/04/19,773.365
2013/04/20,542.852
2013/04/21,517.688
2013/04/22,691.547
2013/04/23,367.268
2013/04/24,915.853
2013/04/25,798.186
2013/04/26,594.067
2013/04/27,296.566
2013/04/28,128.337
2013/04/29,162.674
2013/04/30,144.632
2013/05/01,272.026
2013/05/02,157.229
2013/05/03,195.195
2013/05/04,69.867
2013/05/05,92.423
2013/05/06,119.33
2013/05/07,163.417
2013/05/08,131.389
2013/05/09,37.045
2013/05/10,114.396
2013/05/11,115.733
2013/05/12,75.429
2013/05/13,173.423
2013/05/14,188.402
2013/05/15,85.913
2013/05/16,103.005
2013/05/17,134.854
2013/05/18,147.71
2013/05/19,45.293
2013/05/20,57.23
2013/05/21,123.672
2013/05/22,171.407
2013/05/23,71.373
2013/05/24,186.738
2013/05/25,78.086
2013/05/26,-10.554
2013/05/27,93.688
2013/05/28,85.583
2013/05/29,93.746
2013/05/30,54.342
2013/05/31,64.486
2013/06/01,112.806
2013/06/02,57.821
2013/06/03,24.313
2013/06/04,-12.761
2013/06/05,31.212
2013/06/06,77.836
2013/06/07,78.948
2013/06/08,-22.973
2013/06/09,63.787
2013/06/10,-22.548
2013/06/11,-2.583
2013/06/12,27.996
2013/06/13,-73.376
2013/06/14,-28.468
2013/06/15,9.561
2013/06/16,-72.214
2013/06/17,-41.077
2013/06/18,-39.342
2013/06/19,-52.004
2013/06/20,-15.593
2013/06/21,-11.369
2013/06/22,-27.268
2013/06/23,-67.562
2013/06/24,-49.971
2013/06/25,-66.911
2013/06/26,-60.208
2013/06/27,-57.16
2013/06/28,-62.587
2013/06/29,-67.443
2013/06/30,-73.393
2013/07/01,-72.947
2013/07/02,-77.204
2013/07/03,-71.904
2013/07/04,-71.518
2013/07/05,-56.868
2013/07/06,-65.379
2013/07/07,-79.366
2013/07/08,-81.802
2013/07/09,-81.549
2013/07/10,-59.374
2013/07/11,-40.775
2013/07/12,-15.664
2013/07/13,21.038
2013/07/14,-38.951
2013/07/15,-52.654
2013/07/16,-36.165
2013/07/17,-84.045
2013/07/18,-57.777
2013/07/19,-39.233
2013/07/20,-62.52
2013/07/21,-77.652
2013/07/22,-60.947
2013/07/23,-67.814
2013/07/24,-66.917
2013/07/25,-54.82
2013/07/26,-31.992
2013/07/27,-39.444
2013/07/28,-53.687
2013/07/29,-17.277
2013/07/30,-17.226
2013/07/31,-13.981
2013/08/01,50.831
2013/08/02,93.882
2013/08/03,3.51
2013/08/04,-46.272
2013/08/05,-20.798
2013/08/06,-13.875
2013/08/07,17.719
2013/08/08,-16.649
2013/08/09,-15.12
2013/08/10,-12.49
2013/08/11,-50.185
2013/08/12,2.117
2013/08/13,79.976
2013/08/14,91.645
2013/08/15,-2.65
2013/08/16,48.931
2013/08/17,104.173
2013/08/18,30.731
2013/08/19,44.876
2013/08/20,19.351
2013/08/21,72.843
2013/08/22,-4.697
2013/08/23,1.989
2013/08/24,21.509
2013/08/25,-27.433
2013/08/26,-11.257
2013/08/27,10.558
2013/08/28,11.224
2013/08/29,-0.453
2013/08/30,67.918
2013/08/31,64.093
2013/09/01,-19.07
2013/09/02,10.944
2013/09/03,36.194
2013/09/04,15.241
2013/09/05,18.727
2013/09/06,90.056
2013/09/07,0.182
2013/09/08,-11.959
2013/09/09,9.524
2013/09/10,18.456
2013/09/11,20.623
2013/09/12,8.187
2013/09/13,88.708
2013/09/14,27.342
2013/09/15,-18.904
2013/09/16,23.686
2013/09/17,26.619
2013/09/18,18.357
2013/09/19,40.446
2013/09/20,101.832
2013/09/21,64.924
2013/09/22,-2.857
2013/09/23,69.642
2013/09/24,86.1
2013/09/25,80.213
2013/09/26,45.79
2013/09/27,82.947
2013/09/28,80.934
2013/09/29,-11.99
2013/09/30,64.715
2013/10/01,99.298
2013/10/02,89.947
2013/10/03,33.014
2013/10/04,94.131
2013/10/05,9.824
2013/10/06,-21.866
2013/10/07,-1.766
2013/10/08,-1.124
2013/10/09,18.66
2013/10/10,-2.665
2013/10/11,18.951
2013/10/12,60.796
2013/10/13,33.907
2013/10/14,32.821
2013/10/15,27.038
2013/10/16,59.66
2013/10/17,66.651
2013/10/18,222.299
2013/10/19,270.04
2013/10/20,48.744
2013/10/21,106.829
2013/10/22,171.466
2013/10/23,189.295
2013/10/24,171.544
2013/10/25,1112
2013/10/26,111.55
2013/10/27,23.691
2013/10/28,20.543
2013/10/29,310.103
2013/10/30,19.939
2013/10/31,42.837
2013/11/01,77.403
2013/11/02,110.935
2013/11/03,26.807
2013/11/04,161.154
2013/11/05,195.753
2013/11/06,204.415
2013/11/07,424.687
2013/11/08,518.964
2013/11/09,604.327
2013/11/10,162.716
2013/11/11,56.39
2013/11/12,155.12
2013/11/13,432.394
2013/11/14,278.673
2013/11/15,996.452
2013/11/16,698.976
2013/11/17,371.711
2013/11/18,989.55
2013/11/19,848.57
2013/11/20,850.623
2013/11/21,1348
2013/11/22,2687
2013/11/23,1841
2013/11/24,1329
2013/11/25,962.896
2013/11/26,3733
2013/11/27,3680
2013/11/28,3147
2013/11/29,3061
2013/11/30,2675
2013/12/01,1579
2013/12/02,1139
2013/12/03,1068
2013/12/04,1481
2013/12/05,1788
2013/12/06,1392
2013/12/07,3827
2013/12/08,1256
2013/12/09,1400
2013/12/10,886.167
2013/12/11,1125
2013/12/12,928.797
2013/12/13,1164
2013/12/14,1029
2013/12/15,364.427
2013/12/16,2106
2013/12/17,1117
2013/12/18,1008
2013/12/19,881.503
2013/12/20,1054
2013/12/21,964.645
2013/12/22,403.436
2013/12/23,324.04
2013/12/24,532.712
2013/12/25,580.321
2013/12/26,439.263
2013/12/27,590.435
2013/12/28,593.652
2013/12/29,521.739
2013/12/30,348.458
2013/12/31,167.806
2014/01/01,328.239
2014/01/02,489.475
2014/01/03,1325
2014/01/04,985.271
2014/01/05,899.077
2014/01/06,1063
2014/01/07,711.294
2014/01/08,620.292
2014/01/09,387.253
2014/01/10,470.848
2014/01/11,321.092
2014/01/12,209.893
