Date,sentinusd30trxUSD
2010/11/07,3.278
2010/11/08,3.638
2010/11/09,3.845
2010/11/10,3.933
2010/11/11,3.92
2010/11/12,3.829
2010/11/13,3.69
2010/11/14,3.515
2010/11/15,3.465
2010/11/16,3.397
2010/11/17,3.289
2010/11/18,3.153
2010/11/19,3
2010/11/20,2.897
2010/11/21,2.812
2010/11/22,2.689
2010/11/23,2.547
2010/11/24,2.39
2010/11/25,2.23
2010/11/26,2.088
2010/11/27,1.932
2010/11/28,1.766
2010/11/29,1.598
2010/11/30,1.438
2010/12/01,1.284
2010/12/02,1.141
2010/12/03,0.996
2010/12/04,0.864
2010/12/05,0.727
2010/12/06,0.612
2010/12/07,0.514
2010/12/08,0.411
2010/12/09,0.31
2010/12/10,0.206
2010/12/11,0.117
2010/12/12,0.031
2010/12/13,-0.007
2010/12/14,-0.024
2010/12/15,-0.023
2010/12/16,-0.019
2010/12/17,-0.019
2010/12/18,-0.015
2010/12/19,-0.003
2010/12/20,0.012
2010/12/21,0.035
2010/12/22,0.057
2010/12/23,0.071
2010/12/24,0.077
2010/12/25,0.095
2010/12/26,0.11
2010/12/27,0.126
2010/12/28,0.134
2010/12/29,0.159
2010/12/30,0.179
2010/12/31,0.192
2011/01/01,0.198
2011/01/02,0.194
2011/01/03,0.19
2011/01/04,0.175
2011/01/05,0.156
2011/01/06,0.125
2011/01/07,0.097
2011/01/08,0.073
2011/01/09,0.044
2011/01/10,0.032
2011/01/11,0.044
2011/01/12,0.055
2011/01/13,0.091
2011/01/14,0.137
2011/01/15,0.179
2011/01/16,0.221
2011/01/17,0.257
2011/01/18,0.305
2011/01/19,0.341
2011/01/20,0.366
2011/01/21,0.389
2011/01/22,0.419
2011/01/23,0.461
2011/01/24,0.504
2011/01/25,0.537
2011/01/26,0.568
2011/01/27,1.154
2011/01/28,1.606
2011/01/29,1.949
2011/01/30,2.397
2011/01/31,2.797
2011/02/01,3.119
2011/02/02,3.378
2011/02/03,3.535
2011/02/04,3.605
2011/02/05,3.629
2011/02/06,3.627
2011/02/07,3.671
2011/02/08,3.667
2011/02/09,3.689
2011/02/10,3.813
2011/02/11,4.032
2011/02/12,4.203
2011/02/13,4.304
2011/02/14,4.371
2011/02/15,4.375
2011/02/16,4.307
2011/02/17,4.211
2011/02/18,4.106
2011/02/19,4.021
2011/02/20,3.972
2011/02/21,3.944
2011/02/22,3.985
2011/02/23,4.086
2011/02/24,4.162
2011/02/25,4.19
2011/02/26,4.173
2011/02/27,4.132
2011/02/28,4.04
2011/03/01,4.259
2011/03/02,5.23
2011/03/03,5.857
2011/03/04,6.227
2011/03/05,6.339
2011/03/06,6.285
2011/03/07,6.12
2011/03/08,5.878
2011/03/09,5.601
2011/03/10,5.331
2011/03/11,5.048
2011/03/12,4.744
2011/03/13,4.44
2011/03/14,4.144
2011/03/15,3.842
2011/03/16,3.547
2011/03/17,3.262
2011/03/18,2.991
2011/03/19,2.726
2011/03/20,2.471
2011/03/21,2.229
2011/03/22,2.008
2011/03/23,1.815
2011/03/24,1.645
2011/03/25,1.5
2011/03/26,1.381
2011/03/27,1.259
2011/03/28,1.135
2011/03/29,1.007
2011/03/30,0.88
2011/03/31,0.755
2011/04/01,0.627
2011/04/02,0.501
2011/04/03,0.374
2011/04/04,0.256
2011/04/05,0.141
2011/04/06,0.029
2011/04/07,-0.079
2011/04/08,-0.179
2011/04/09,-0.271
2011/04/10,-0.362
2011/04/11,-0.45
2011/04/12,-0.529
2011/04/13,-0.592
2011/04/14,-0.645
2011/04/15,-0.694
2011/04/16,-0.702
2011/04/17,-0.519
2011/04/18,-0.365
2011/04/19,0.205
2011/04/20,1.471
2011/04/21,2.501
2011/04/22,3.254
2011/04/23,3.769
2011/04/24,4.072
2011/04/25,4.205
2011/04/26,4.228
2011/04/27,4.186
2011/04/28,4.08
2011/04/29,4.113
2011/04/30,4.164
2011/05/01,4.146
2011/05/02,4.059
2011/05/03,3.947
2011/05/04,3.848
2011/05/05,3.72
2011/05/06,3.609
2011/05/07,3.495
2011/05/08,3.475
2011/05/09,3.412
2011/05/10,3.475
2011/05/11,3.5
2011/05/12,3.51
2011/05/13,3.641
2011/05/14,4.509
2011/05/15,5.149
2011/05/16,5.581
2011/05/17,5.816
2011/05/18,5.879
2011/05/19,5.816
2011/05/20,5.705
2011/05/21,5.638
2011/05/22,5.666
2011/05/23,5.649
2011/05/24,5.575
2011/05/25,5.473
2011/05/26,5.366
2011/05/27,5.288
2011/05/28,5.145
2011/05/29,4.966
2011/05/30,4.767
2011/05/31,4.561
2011/06/01,4.353
2011/06/02,4.172
2011/06/03,4.104
2011/06/04,4.118
2011/06/05,4.225
2011/06/06,4.485
2011/06/07,4.765
2011/06/08,5.226
2011/06/09,5.804
2011/06/10,6.444
2011/06/11,7.134
2011/06/12,7.819
2011/06/13,8.347
2011/06/14,8.785
2011/06/15,9.701
2011/06/16,11.587
2011/06/17,12.485
2011/06/18,12.64
2011/06/19,12.757
2011/06/20,12.414
2011/06/21,12.013
2011/06/22,11.394
2011/06/23,10.7
2011/06/24,10.214
2011/06/25,10.231
2011/06/26,10.097
2011/06/27,9.738
2011/06/28,9.496
2011/06/29,9.129
2011/06/30,8.64
2011/07/01,8.077
2011/07/02,7.478
2011/07/03,6.868
2011/07/04,6.29
2011/07/05,5.724
2011/07/06,5.184
2011/07/07,4.675
2011/07/08,4.194
2011/07/09,3.777
2011/07/10,3.421
2011/07/11,3.087
2011/07/12,2.775
2011/07/13,2.49
2011/07/14,2.238
2011/07/15,1.993
2011/07/16,1.765
2011/07/17,1.543
2011/07/18,1.369
2011/07/19,1.227
2011/07/20,1.078
2011/07/21,0.938
2011/07/22,0.809
2011/07/23,0.677
2011/07/24,0.543
2011/07/25,0.422
2011/07/26,0.309
2011/07/27,0.205
2011/07/28,0.138
2011/07/29,0.065
2011/07/30,-0.018
2011/07/31,-0.105
2011/08/01,-0.194
2011/08/02,-0.287
2011/08/03,-0.383
2011/08/04,-0.482
2011/08/05,-0.58
2011/08/06,-0.679
2011/08/07,-0.778
2011/08/08,-0.871
2011/08/09,-0.944
2011/08/10,-1.01
2011/08/11,-1.076
2011/08/12,-1.145
2011/08/13,-1.216
2011/08/14,-1.285
2011/08/15,-1.354
2011/08/16,-1.421
2011/08/17,-1.488
2011/08/18,-1.553
2011/08/19,-1.613
2011/08/20,-1.673
2011/08/21,-1.733
2011/08/22,-1.791
2011/08/23,-1.846
2011/08/24,-1.895
2011/08/25,-1.943
2011/08/26,-1.99
2011/08/27,-2.009
2011/08/28,-2.033
2011/08/29,-2.059
2011/08/30,-2.087
2011/08/31,-2.117
2011/09/01,-2.148
2011/09/02,-2.18
2011/09/03,-2.213
2011/09/04,-2.225
2011/09/05,-2.214
2011/09/06,-2.173
2011/09/07,-2.138
2011/09/08,-2.11
2011/09/09,-2.091
2011/09/10,-2.08
2011/09/11,-2.068
2011/09/12,-2.06
2011/09/13,-2.058
2011/09/14,-2.061
2011/09/15,-2.069
2011/09/16,-2.078
2011/09/17,-2.091
2011/09/18,-2.108
2011/09/19,-2.128
2011/09/20,-2.148
2011/09/21,-2.169
2011/09/22,-2.192
2011/09/23,-2.215
2011/09/24,-2.24
2011/09/25,-2.266
2011/09/26,-2.292
2011/09/27,-2.317
2011/09/28,-2.342
2011/09/29,-2.367
2011/09/30,-2.391
2011/10/01,-2.414
2011/10/02,-2.436
2011/10/03,-2.455
2011/10/04,-2.473
2011/10/05,-2.488
2011/10/06,-2.5
2011/10/07,-2.511
2011/10/08,-2.523
2011/10/09,-2.536
2011/10/10,-2.548
2011/10/11,-2.561
2011/10/12,-2.573
2011/10/13,-2.585
2011/10/14,-2.597
2011/10/15,-2.608
2011/10/16,-2.619
2011/10/17,-2.628
2011/10/18,-2.639
2011/10/19,-2.65
2011/10/20,-2.663
2011/10/21,-2.674
2011/10/22,-2.68
2011/10/23,-2.682
2011/10/24,-2.684
2011/10/25,-2.686
2011/10/26,-2.686
2011/10/27,-2.684
2011/10/28,-2.679
2011/10/29,-2.671
2011/10/30,-2.665
2011/10/31,-2.658
2011/11/01,-2.645
2011/11/02,-2.631
2011/11/03,-2.617
2011/11/04,-2.601
2011/11/05,-2.586
2011/11/06,-2.575
2011/11/07,-2.564
2011/11/08,-2.534
2011/11/09,-2.489
2011/11/10,-2.447
2011/11/11,-2.409
2011/11/12,-2.376
2011/11/13,-2.346
2011/11/14,-2.319
2011/11/15,-2.295
2011/11/16,-2.233
2011/11/17,-2.106
2011/11/18,-1.892
2011/11/19,-1.625
2011/11/20,-1.371
2011/11/21,-1.128
2011/11/22,-0.847
2011/11/23,-0.589
2011/11/24,-0.355
2011/11/25,-0.155
2011/11/26,0.027
2011/11/27,0.198
2011/11/28,0.42
2011/11/29,0.682
2011/11/30,1.062
2011/12/01,1.392
2011/12/02,1.786
2011/12/03,2.146
2011/12/04,2.448
2011/12/05,2.695
2011/12/06,3.008
2011/12/07,3.324
2011/12/08,3.596
2011/12/09,3.755
2011/12/10,3.8
2011/12/11,3.755
2011/12/12,3.64
2011/12/13,3.468
2011/12/14,3.257
2011/12/15,3.024
2011/12/16,2.779
2011/12/17,2.527
2011/12/18,2.273
2011/12/19,2.025
2011/12/20,1.787
2011/12/21,1.561
2011/12/22,1.345
2011/12/23,1.134
2011/12/24,0.932
2011/12/25,0.737
2011/12/26,0.56
2011/12/27,0.399
2011/12/28,0.242
2011/12/29,0.096
2011/12/30,-0.045
2011/12/31,-0.182
2012/01/01,-0.31
2012/01/02,-0.433
2012/01/03,-0.55
2012/01/04,-0.657
2012/01/05,-0.743
2012/01/06,-0.814
2012/01/07,-0.882
2012/01/08,-0.945
2012/01/09,-1
2012/01/10,-1.051
2012/01/11,-1.097
2012/01/12,-1.14
2012/01/13,-1.177
2012/01/14,-1.212
2012/01/15,-1.246
2012/01/16,-1.273
2012/01/17,-1.295
2012/01/18,-1.317
2012/01/19,-1.335
2012/01/20,-1.352
2012/01/21,-1.371
2012/01/22,-1.392
2012/01/23,-1.414
2012/01/24,-1.432
2012/01/25,-1.444
2012/01/26,-1.453
2012/01/27,-1.461
2012/01/28,-1.473
2012/01/29,-1.483
2012/01/30,-1.494
2012/01/31,-1.504
2012/02/01,-1.508
2012/02/02,-1.507
2012/02/03,-1.503
2012/02/04,-1.497
2012/02/05,-1.489
2012/02/06,-1.482
2012/02/07,-1.475
2012/02/08,-1.469
2012/02/09,-1.466
2012/02/10,-1.462
2012/02/11,-1.449
2012/02/12,-1.436
2012/02/13,-1.419
2012/02/14,-1.353
2012/02/15,-1.253
2012/02/16,-1.112
2012/02/17,-0.967
2012/02/18,-0.832
2012/02/19,-0.722
2012/02/20,-0.63
2012/02/21,-0.558
2012/02/22,-0.484
2012/02/23,-0.412
2012/02/24,-0.345
2012/02/25,-0.294
2012/02/26,-0.261
2012/02/27,-0.241
2012/02/28,-0.231
2012/02/29,-0.233
2012/03/01,-0.224
2012/03/02,-0.214
2012/03/03,-0.211
2012/03/04,-0.2
2012/03/05,-0.198
2012/03/06,-0.203
2012/03/07,-0.215
2012/03/08,-0.222
2012/03/09,-0.224
2012/03/10,-0.231
2012/03/11,-0.242
2012/03/12,-0.246
2012/03/13,-0.247
2012/03/14,-0.239
2012/03/15,-0.231
2012/03/16,-0.22
2012/03/17,-0.211
2012/03/18,-0.208
2012/03/19,-0.207
2012/03/20,-0.206
2012/03/21,-0.205
2012/03/22,-0.189
2012/03/23,-0.154
2012/03/24,-0.108
2012/03/25,-0.076
2012/03/26,-0.049
2012/03/27,-0.024
2012/03/28,0.006
2012/03/29,0.069
2012/03/30,0.147
2012/03/31,0.229
2012/04/01,0.298
2012/04/02,0.361
2012/04/03,0.427
2012/04/04,0.487
2012/04/05,0.553
2012/04/06,0.602
2012/04/07,0.623
2012/04/08,0.67
2012/04/09,0.76
2012/04/10,0.837
2012/04/11,0.939
2012/04/12,1.048
2012/04/13,1.136
2012/04/14,1.213
2012/04/15,1.295
2012/04/16,1.396
2012/04/17,1.484
2012/04/18,1.555
2012/04/19,1.593
2012/04/20,1.719
2012/04/21,1.825
2012/04/22,1.898
2012/04/23,1.934
2012/04/24,1.938
2012/04/25,1.929
2012/04/26,1.947
2012/04/27,1.967
2012/04/28,1.962
2012/04/29,1.938
2012/04/30,1.906
2012/05/01,1.865
2012/05/02,1.819
2012/05/03,1.775
2012/05/04,1.728
2012/05/05,1.682
2012/05/06,1.617
2012/05/07,1.593
2012/05/08,1.663
2012/05/09,1.746
2012/05/10,1.797
2012/05/11,1.831
2012/05/12,1.906
2012/05/13,1.955
2012/05/14,2.008
2012/05/15,2.107
2012/05/16,2.228
2012/05/17,2.363
2012/05/18,2.455
2012/05/19,2.492
2012/05/20,2.509
2012/05/21,2.558
2012/05/22,2.635
2012/05/23,2.67
2012/05/24,2.651
2012/05/25,2.626
2012/05/26,2.654
2012/05/27,2.65
2012/05/28,2.624
2012/05/29,2.604
2012/05/30,2.571
2012/05/31,2.579
2012/06/01,2.578
2012/06/02,2.547
2012/06/03,2.489
2012/06/04,2.469
2012/06/05,2.475
2012/06/06,2.461
2012/06/07,2.476
2012/06/08,2.525
2012/06/09,2.519
2012/06/10,2.505
2012/06/11,2.478
2012/06/12,2.435
2012/06/13,2.378
2012/06/14,2.354
2012/06/15,2.332
2012/06/16,2.321
2012/06/17,2.272
2012/06/18,2.213
2012/06/19,2.141
2012/06/20,2.053
2012/06/21,1.943
2012/06/22,1.839
2012/06/23,1.75
2012/06/24,1.656
2012/06/25,1.559
2012/06/26,1.458
2012/06/27,1.359
2012/06/28,1.288
2012/06/29,1.223
2012/06/30,1.148
2012/07/01,1.065
2012/07/02,0.973
2012/07/03,0.88
2012/07/04,0.798
2012/07/05,0.723
2012/07/06,0.645
2012/07/07,0.604
2012/07/08,0.547
2012/07/09,0.498
2012/07/10,0.455
2012/07/11,0.405
2012/07/12,0.352
2012/07/13,0.315
2012/07/14,0.291
2012/07/15,0.261
2012/07/16,0.24
2012/07/17,0.236
2012/07/18,0.23
2012/07/19,0.217
2012/07/20,0.203
2012/07/21,0.203
2012/07/22,0.202
2012/07/23,0.207
2012/07/24,0.21
2012/07/25,0.2
2012/07/26,0.201
2012/07/27,0.21
2012/07/28,0.217
2012/07/29,0.211
2012/07/30,0.192
2012/07/31,0.201
2012/08/01,0.218
2012/08/02,0.237
2012/08/03,0.25
2012/08/04,0.259
2012/08/05,0.276
2012/08/06,0.299
2012/08/07,0.328
2012/08/08,0.353
2012/08/09,0.371
2012/08/10,0.388
2012/08/11,0.403
2012/08/12,0.416
2012/08/13,0.434
2012/08/14,0.449
2012/08/15,0.468
2012/08/16,0.5
2012/08/17,0.554
2012/08/18,0.608
2012/08/19,0.721
2012/08/20,0.931
2012/08/21,1.156
2012/08/22,1.425
2012/08/23,1.72
2012/08/24,2.092
2012/08/25,2.397
2012/08/26,2.62
2012/08/27,2.826
2012/08/28,3.02
2012/08/29,3.327
2012/08/30,3.649
2012/08/31,3.922
2012/09/01,4.136
2012/09/02,4.26
2012/09/03,4.283
2012/09/04,4.267
2012/09/05,4.254
2012/09/06,4.398
2012/09/07,4.599
2012/09/08,4.704
2012/09/09,4.693
2012/09/10,4.751
2012/09/11,4.863
2012/09/12,4.914
2012/09/13,5.02
2012/09/14,5.116
2012/09/15,5.102
2012/09/16,5.065
2012/09/17,5.002
2012/09/18,4.919
2012/09/19,4.957
2012/09/20,4.961
2012/09/21,5.001
2012/09/22,4.986
2012/09/23,4.886
2012/09/24,4.728
2012/09/25,4.497
2012/09/26,4.22
2012/09/27,3.915
2012/09/28,3.603
2012/09/29,3.284
2012/09/30,2.968
2012/10/01,2.659
2012/10/02,2.363
2012/10/03,2.078
2012/10/04,1.804
2012/10/05,1.549
2012/10/06,1.308
2012/10/07,1.08
2012/10/08,0.863
2012/10/09,0.658
2012/10/10,0.46
2012/10/11,0.273
2012/10/12,0.1
2012/10/13,-0.059
2012/10/14,-0.21
2012/10/15,-0.357
2012/10/16,-0.491
2012/10/17,-0.611
2012/10/18,-0.719
2012/10/19,-0.819
2012/10/20,-0.911
2012/10/21,-0.998
2012/10/22,-1.079
2012/10/23,-1.153
2012/10/24,-1.225
2012/10/25,-1.295
2012/10/26,-1.365
2012/10/27,-1.433
2012/10/28,-1.501
2012/10/29,-1.568
2012/10/30,-1.621
2012/10/31,-1.664
2012/11/01,-1.702
2012/11/02,-1.743
2012/11/03,-1.781
2012/11/04,-1.816
2012/11/05,-1.846
2012/11/06,-1.875
2012/11/07,-1.902
2012/11/08,-1.929
2012/11/09,-1.958
2012/11/10,-1.991
2012/11/11,-2.028
2012/11/12,-2.066
2012/11/13,-2.105
2012/11/14,-2.141
2012/11/15,-2.166
2012/11/16,-2.176
2012/11/17,-2.177
2012/11/18,-2.175
2012/11/19,-2.172
2012/11/20,-2.169
2012/11/21,-2.168
2012/11/22,-2.167
2012/11/23,-2.166
2012/11/24,-2.165
2012/11/25,-2.167
2012/11/26,-2.17
2012/11/27,-2.169
2012/11/28,-2.163
2012/11/29,-2.157
2012/11/30,-2.153
2012/12/01,-2.153
2012/12/02,-2.153
2012/12/03,-2.146
2012/12/04,-2.125
2012/12/05,-2.088
2012/12/06,-2.03
2012/12/07,-1.968
2012/12/08,-1.913
2012/12/09,-1.86
2012/12/10,-1.813
2012/12/11,-1.766
2012/12/12,-1.694
2012/12/13,-1.597
2012/12/14,-1.491
2012/12/15,-1.393
2012/12/16,-1.301
2012/12/17,-1.216
2012/12/18,-1.129
2012/12/19,-1.057
2012/12/20,-1.001
2012/12/21,-0.949
2012/12/22,-0.905
2012/12/23,-0.875
2012/12/24,-0.853
2012/12/25,-0.846
2012/12/26,-0.849
2012/12/27,-0.86
2012/12/28,-0.873
2012/12/29,-0.889
2012/12/30,-0.909
2012/12/31,-0.927
2013/01/01,-0.939
2013/01/02,-0.94
2013/01/03,-0.935
2013/01/04,-0.915
2013/01/05,-0.886
2013/01/06,-0.863
2013/01/07,-0.841
2013/01/08,-0.808
2013/01/09,-0.774
2013/01/10,-0.744
2013/01/11,-0.717
2013/01/12,-0.699
2013/01/13,-0.69
2013/01/14,-0.684
2013/01/15,-0.665
2013/01/16,-0.631
2013/01/17,-0.591
2013/01/18,-0.549
2013/01/19,-0.507
2013/01/20,-0.473
2013/01/21,-0.445
2013/01/22,-0.416
2013/01/23,-0.365
2013/01/24,-0.315
2013/01/25,-0.266
2013/01/26,-0.223
2013/01/27,-0.18
2013/01/28,-0.134
2013/01/29,-0.068
2013/01/30,0.001
2013/01/31,0.069
2013/02/01,0.141
2013/02/02,0.201
2013/02/03,0.253
2013/02/04,0.303
2013/02/05,0.361
2013/02/06,0.423
2013/02/07,0.485
2013/02/08,0.558
2013/02/09,0.627
2013/02/10,0.685
2013/02/11,0.732
2013/02/12,0.766
2013/02/13,0.787
2013/02/14,0.809
2013/02/15,0.827
2013/02/16,0.841
2013/02/17,0.846
2013/02/18,0.846
2013/02/19,0.849
2013/02/20,0.849
2013/02/21,0.842
2013/02/22,0.848
2013/02/23,0.848
2013/02/24,0.86
2013/02/25,0.888
2013/02/26,0.913
2013/02/27,0.941
2013/02/28,0.969
2013/03/01,1.002
2013/03/02,1.036
2013/03/03,1.048
2013/03/04,1.047
2013/03/05,1.074
2013/03/06,1.133
2013/03/07,1.194
2013/03/08,1.244
2013/03/09,1.278
2013/03/10,1.308
2013/03/11,1.325
2013/03/12,1.351
2013/03/13,1.379
2013/03/14,1.395
2013/03/15,1.564
2013/03/16,1.733
2013/03/17,1.842
2013/03/18,2.016
2013/03/19,2.171
2013/03/20,2.312
2013/03/21,2.449
2013/03/22,2.553
2013/03/23,2.62
2013/03/24,2.642
2013/03/25,2.656
2013/03/26,2.673
2013/03/27,2.75
2013/03/28,2.829
2013/03/29,2.887
2013/03/30,2.949
2013/03/31,2.997
2013/04/01,3.029
2013/04/02,3.121
2013/04/03,3.248
2013/04/04,3.379
2013/04/05,3.507
2013/04/06,3.588
2013/04/07,3.616
2013/04/08,3.64
2013/04/09,3.71
2013/04/10,3.852
2013/04/11,3.937
2013/04/12,3.95
2013/04/13,3.895
2013/04/14,3.775
2013/04/15,3.615
2013/04/16,3.446
2013/04/17,3.273
2013/04/18,3.238
2013/04/19,3.187
2013/04/20,3.098
2013/04/21,2.98
2013/04/22,2.863
2013/04/23,2.75
2013/04/24,2.657
2013/04/25,2.574
2013/04/26,2.479
2013/04/27,2.363
2013/04/28,2.226
2013/04/29,2.084
2013/04/30,1.935
2013/05/01,1.788
2013/05/02,1.64
2013/05/03,1.49
2013/05/04,1.333
2013/05/05,1.176
2013/05/06,1.028
2013/05/07,0.889
2013/05/08,0.757
2013/05/09,0.627
2013/05/10,0.505
2013/05/11,0.386
2013/05/12,0.269
2013/05/13,0.159
2013/05/14,0.056
2013/05/15,-0.042
2013/05/16,-0.136
2013/05/17,-0.222
2013/05/18,-0.304
2013/05/19,-0.386
2013/05/20,-0.464
2013/05/21,-0.536
2013/05/22,-0.601
2013/05/23,-0.66
2013/05/24,-0.71
2013/05/25,-0.753
2013/05/26,-0.798
2013/05/27,-0.838
2013/05/28,-0.872
2013/05/29,-0.899
2013/05/30,-0.923
2013/05/31,-0.944
2013/06/01,-0.965
2013/06/02,-0.989
2013/06/03,-1.007
2013/06/04,-1.021
2013/06/05,-1.033
2013/06/06,-1.038
2013/06/07,-1.042
2013/06/08,-1.052
2013/06/09,-1.06
2013/06/10,-1.07
2013/06/11,-1.08
2013/06/12,-1.09
2013/06/13,-1.099
2013/06/14,-1.103
2013/06/15,-1.112
2013/06/16,-1.123
2013/06/17,-1.132
2013/06/18,-1.139
2013/06/19,-1.144
2013/06/20,-1.144
2013/06/21,-1.14
2013/06/22,-1.14
2013/06/23,-1.146
2013/06/24,-1.15
2013/06/25,-1.15
2013/06/26,-1.147
2013/06/27,-1.146
2013/06/28,-1.142
2013/06/29,-1.141
2013/06/30,-1.145
2013/07/01,-1.142
2013/07/02,-1.136
2013/07/03,-1.125
2013/07/04,-1.11
2013/07/05,-1.091
2013/07/06,-1.075
2013/07/07,-1.063
2013/07/08,-1.049
2013/07/09,-1.025
2013/07/10,-0.994
2013/07/11,-0.955
2013/07/12,-0.909
2013/07/13,-0.862
2013/07/14,-0.822
2013/07/15,-0.786
2013/07/16,-0.744
2013/07/17,-0.695
2013/07/18,-0.643
2013/07/19,-0.596
2013/07/20,-0.561
2013/07/21,-0.538
2013/07/22,-0.513
2013/07/23,-0.483
2013/07/24,-0.451
2013/07/25,-0.421
2013/07/26,-0.392
2013/07/27,-0.376
2013/07/28,-0.364
2013/07/29,-0.352
2013/07/30,-0.329
2013/07/31,-0.303
2013/08/01,-0.262
2013/08/02,-0.219
2013/08/03,-0.184
2013/08/04,-0.162
2013/08/05,-0.139
2013/08/06,-0.117
2013/08/07,-0.095
2013/08/08,-0.076
2013/08/09,-0.065
2013/08/10,-0.063
2013/08/11,-0.073
2013/08/12,-0.077
2013/08/13,-0.058
2013/08/14,-0.019
2013/08/15,0.017
2013/08/16,0.059
2013/08/17,0.102
2013/08/18,0.139
2013/08/19,0.181
2013/08/20,0.224
2013/08/21,0.28
2013/08/22,0.329
2013/08/23,0.371
2013/08/24,0.396
2013/08/25,0.406
2013/08/26,0.411
2013/08/27,0.419
2013/08/28,0.425
2013/08/29,0.428
2013/08/30,0.434
2013/08/31,0.436
2013/09/01,0.432
2013/09/02,0.426
2013/09/03,0.428
2013/09/04,0.433
2013/09/05,0.437
2013/09/06,0.436
2013/09/07,0.429
2013/09/08,0.406
2013/09/09,0.38
2013/09/10,0.351
2013/09/11,0.324
2013/09/12,0.3
2013/09/13,0.276
2013/09/14,0.248
2013/09/15,0.213
2013/09/16,0.182
2013/09/17,0.154
2013/09/18,0.134
2013/09/19,0.124
2013/09/20,0.117
2013/09/21,0.102
2013/09/22,0.081
2013/09/23,0.076
2013/09/24,0.083
2013/09/25,0.093
2013/09/26,0.103
2013/09/27,0.111
2013/09/28,0.112
2013/09/29,0.106
2013/09/30,0.107
2013/10/01,0.126
2013/10/02,0.157
2013/10/03,0.186
2013/10/04,0.211
2013/10/05,0.219
2013/10/06,0.212
2013/10/07,0.205
2013/10/08,0.197
2013/10/09,0.196
2013/10/10,0.195
2013/10/11,0.196
2013/10/12,0.193
2013/10/13,0.19
2013/10/14,0.195
2013/10/15,0.209
2013/10/16,0.237
2013/10/17,0.266
2013/10/18,0.304
2013/10/19,0.354
2013/10/20,0.4
2013/10/21,0.46
2013/10/22,0.544
2013/10/23,0.643
2013/10/24,0.747
2013/10/25,0.95
2013/10/26,1.108
2013/10/27,1.218
2013/10/28,1.296
2013/10/29,1.413
2013/10/30,1.498
2013/10/31,1.552
2013/11/01,1.577
2013/11/02,1.575
2013/11/03,1.552
2013/11/04,1.537
2013/11/05,1.538
2013/11/06,1.545
2013/11/07,1.581
2013/11/08,1.636
2013/11/09,1.698
2013/11/10,1.747
2013/11/11,1.779
2013/11/12,1.832
2013/11/13,1.917
2013/11/14,2.019
2013/11/15,2.277
2013/11/16,2.55
2013/11/17,2.798
2013/11/18,3.136
2013/11/19,3.572
2013/11/20,3.967
2013/11/21,4.397
2013/11/22,4.89
2013/11/23,5.307
2013/11/24,5.632
2013/11/25,5.866
2013/11/26,6.351
2013/11/27,6.918
2013/11/28,7.508
2013/11/29,7.978
2013/11/30,8.251
2013/12/01,8.301
2013/12/02,8.187
2013/12/03,7.95
2013/12/04,7.656
2013/12/05,7.335
2013/12/06,6.972
2013/12/07,6.636
2013/12/08,6.27
2013/12/09,5.9
2013/12/10,5.52
2013/12/11,5.155
2013/12/12,4.796
2013/12/13,4.451
2013/12/14,4.11
