Date,fee_to_reward90emaUSD
2010/11/07,0.003
2010/11/08,0.003
2010/11/09,0.003
2010/11/10,0.003
2010/11/11,0.003
2010/11/12,0.003
2010/11/13,0.003
2010/11/14,0.003
2010/11/15,0.003
2010/11/16,0.003
2010/11/17,0.003
2010/11/18,0.003
2010/11/19,0.003
2010/11/20,0.003
2010/11/21,0.003
2010/11/22,0.003
2010/11/23,0.004
2010/11/24,0.003
2010/11/25,0.003
2010/11/26,0.003
2010/11/27,0.003
2010/11/28,0.003
2010/11/29,0.003
2010/11/30,0.003
2010/12/01,0.003
2010/12/02,0.003
2010/12/03,0.003
2010/12/04,0.003
2010/12/05,0.003
2010/12/06,0.003
2010/12/07,0.003
2010/12/08,0.003
2010/12/09,0.003
2010/12/10,0.003
2010/12/11,0.003
2010/12/12,0.003
2010/12/13,0.003
2010/12/14,0.003
2010/12/15,0.003
2010/12/16,0.003
2010/12/17,0.003
2010/12/18,0.003
2010/12/19,0.003
2010/12/20,0.003
2010/12/21,0.003
2010/12/22,0.003
2010/12/23,0.003
2010/12/24,0.003
2010/12/25,0.002
2010/12/26,0.002
2010/12/27,0.002
2010/12/28,0.002
2010/12/29,0.002
2010/12/30,0.002
2010/12/31,0.002
2011/01/01,0.002
2011/01/02,0.002
2011/01/03,0.003
2011/01/04,0.002
2011/01/05,0.002
2011/01/06,0.002
2011/01/07,0.002
2011/01/08,0.002
2011/01/09,0.002
2011/01/10,0.002
2011/01/11,0.002
2011/01/12,0.002
2011/01/13,0.002
2011/01/14,0.002
2011/01/15,0.002
2011/01/16,0.002
2011/01/17,0.002
2011/01/18,0.002
2011/01/19,0.002
2011/01/20,0.002
2011/01/21,0.002
2011/01/22,0.002
2011/01/23,0.002
2011/01/24,0.002
2011/01/25,0.002
2011/01/26,0.002
2011/01/27,0.002
2011/01/28,0.002
2011/01/29,0.002
2011/01/30,0.003
2011/01/31,0.003
2011/02/01,0.004
2011/02/02,0.003
2011/02/03,0.003
2011/02/04,0.003
2011/02/05,0.003
2011/02/06,0.003
2011/02/07,0.003
2011/02/08,0.003
2011/02/09,0.003
2011/02/10,0.003
2011/02/11,0.004
2011/02/12,0.004
2011/02/13,0.004
2011/02/14,0.004
2011/02/15,0.004
2011/02/16,0.004
2011/02/17,0.004
2011/02/18,0.004
2011/02/19,0.004
2011/02/20,0.004
2011/02/21,0.004
2011/02/22,0.004
2011/02/23,0.004
2011/02/24,0.004
2011/02/25,0.004
2011/02/26,0.004
2011/02/27,0.004
2011/02/28,0.004
2011/03/01,0.004
2011/03/02,0.004
2011/03/03,0.006
2011/03/04,0.006
2011/03/05,0.006
2011/03/06,0.007
2011/03/07,0.008
2011/03/08,0.009
2011/03/09,0.01
2011/03/10,0.011
2011/03/11,0.013
2011/03/12,0.013
2011/03/13,0.014
2011/03/14,0.014
2011/03/15,0.014
2011/03/16,0.015
2011/03/17,0.015
2011/03/18,0.015
2011/03/19,0.015
2011/03/20,0.016
2011/03/21,0.018
2011/03/22,0.022
2011/03/23,0.026
2011/03/24,0.028
2011/03/25,0.029
2011/03/26,0.03
2011/03/27,0.032
2011/03/28,0.032
2011/03/29,0.032
2011/03/30,0.033
2011/03/31,0.033
2011/04/01,0.033
2011/04/02,0.033
2011/04/03,0.034
2011/04/04,0.035
2011/04/05,0.035
2011/04/06,0.036
2011/04/07,0.036
2011/04/08,0.037
2011/04/09,0.037
2011/04/10,0.038
2011/04/11,0.038
2011/04/12,0.039
2011/04/13,0.039
2011/04/14,0.042
2011/04/15,0.042
2011/04/16,0.042
2011/04/17,0.042
2011/04/18,0.042
2011/04/19,0.043
2011/04/20,0.044
2011/04/21,0.044
2011/04/22,0.045
2011/04/23,0.045
2011/04/24,0.046
2011/04/25,0.047
2011/04/26,0.047
2011/04/27,0.049
2011/04/28,0.049
2011/04/29,0.05
2011/04/30,0.051
2011/05/01,0.053
2011/05/02,0.053
2011/05/03,0.053
2011/05/04,0.054
2011/05/05,0.054
2011/05/06,0.055
2011/05/07,0.055
2011/05/08,0.056
2011/05/09,0.056
2011/05/10,0.057
2011/05/11,0.058
2011/05/12,0.059
2011/05/13,0.06
2011/05/14,0.061
2011/05/15,0.063
2011/05/16,0.065
2011/05/17,0.066
2011/05/18,0.067
2011/05/19,0.07
2011/05/20,0.072
2011/05/21,0.075
2011/05/22,0.077
2011/05/23,0.078
2011/05/24,0.08
2011/05/25,0.081
2011/05/26,0.083
2011/05/27,0.085
2011/05/28,0.087
2011/05/29,0.088
2011/05/30,0.092
2011/05/31,0.096
2011/06/01,0.1
2011/06/02,0.103
2011/06/03,0.107
2011/06/04,0.111
2011/06/05,0.113
2011/06/06,0.116
2011/06/07,0.122
2011/06/08,0.13
2011/06/09,0.135
2011/06/10,0.14
2011/06/11,0.143
2011/06/12,0.149
2011/06/13,0.153
2011/06/14,0.156
2011/06/15,0.159
2011/06/16,0.163
2011/06/17,0.167
2011/06/18,0.17
2011/06/19,0.171
2011/06/20,0.171
2011/06/21,0.171
2011/06/22,0.17
2011/06/23,0.169
2011/06/24,0.169
2011/06/25,0.172
2011/06/26,0.176
2011/06/27,0.179
2011/06/28,0.181
2011/06/29,0.182
2011/06/30,0.182
2011/07/01,0.183
2011/07/02,0.183
2011/07/03,0.182
2011/07/04,0.183
2011/07/05,0.185
2011/07/06,0.185
2011/07/07,0.186
2011/07/08,0.186
2011/07/09,0.185
2011/07/10,0.185
2011/07/11,0.186
2011/07/12,0.185
2011/07/13,0.185
2011/07/14,0.185
2011/07/15,0.185
2011/07/16,0.185
2011/07/17,0.184
2011/07/18,0.183
2011/07/19,0.184
2011/07/20,0.183
2011/07/21,0.181
2011/07/22,0.181
2011/07/23,0.18
2011/07/24,0.179
2011/07/25,0.178
2011/07/26,0.176
2011/07/27,0.174
2011/07/28,0.173
2011/07/29,0.171
2011/07/30,0.169
2011/07/31,0.167
2011/08/01,0.165
2011/08/02,0.164
2011/08/03,0.163
2011/08/04,0.162
2011/08/05,0.16
2011/08/06,0.166
2011/08/07,0.164
2011/08/08,0.163
2011/08/09,0.163
2011/08/10,0.163
2011/08/11,0.162
2011/08/12,0.16
2011/08/13,0.159
2011/08/14,0.159
2011/08/15,0.159
2011/08/16,0.158
2011/08/17,0.157
2011/08/18,0.155
2011/08/19,0.155
2011/08/20,0.153
2011/08/21,0.151
2011/08/22,0.15
2011/08/23,0.148
2011/08/24,0.148
2011/08/25,0.147
2011/08/26,0.145
2011/08/27,0.144
2011/08/28,0.142
2011/08/29,0.141
2011/08/30,0.141
2011/08/31,0.139
2011/09/01,0.138
2011/09/02,0.137
2011/09/03,0.135
2011/09/04,0.136
2011/09/05,0.135
2011/09/06,0.134
2011/09/07,0.134
2011/09/08,0.132
2011/09/09,0.132
2011/09/10,0.13
2011/09/11,0.129
2011/09/12,0.128
2011/09/13,0.127
2011/09/14,0.125
2011/09/15,0.125
2011/09/16,0.124
2011/09/17,0.123
2011/09/18,0.122
2011/09/19,0.121
2011/09/20,0.12
2011/09/21,0.119
2011/09/22,0.118
2011/09/23,0.117
2011/09/24,0.117
2011/09/25,0.115
2011/09/26,0.114
2011/09/27,0.113
2011/09/28,0.111
2011/09/29,0.11
2011/09/30,0.109
2011/10/01,0.108
2011/10/02,0.107
2011/10/03,0.107
2011/10/04,0.106
2011/10/05,0.105
2011/10/06,0.106
2011/10/07,0.105
2011/10/08,0.104
2011/10/09,0.102
2011/10/10,0.101
2011/10/11,0.102
2011/10/12,0.101
2011/10/13,0.101
2011/10/14,0.1
2011/10/15,0.099
2011/10/16,0.098
2011/10/17,0.097
2011/10/18,0.096
2011/10/19,0.095
2011/10/20,0.095
2011/10/21,0.094
2011/10/22,0.094
2011/10/23,0.093
2011/10/24,0.092
2011/10/25,0.091
2011/10/26,0.09
2011/10/27,0.089
2011/10/28,0.089
2011/10/29,0.088
2011/10/30,0.088
2011/10/31,0.087
2011/11/01,0.086
2011/11/02,0.085
2011/11/03,0.084
2011/11/04,0.084
2011/11/05,0.083
2011/11/06,0.082
2011/11/07,0.081
2011/11/08,0.081
2011/11/09,0.08
2011/11/10,0.079
2011/11/11,0.078
2011/11/12,0.077
2011/11/13,0.076
2011/11/14,0.076
2011/11/15,0.075
2011/11/16,0.074
2011/11/17,0.074
2011/11/18,0.073
2011/11/19,0.073
2011/11/20,0.072
2011/11/21,0.072
2011/11/22,0.071
2011/11/23,0.071
2011/11/24,0.071
2011/11/25,0.071
2011/11/26,0.07
2011/11/27,0.07
2011/11/28,0.069
2011/11/29,0.069
2011/11/30,0.069
2011/12/01,0.068
2011/12/02,0.068
2011/12/03,0.068
2011/12/04,0.067
2011/12/05,0.067
2011/12/06,0.067
2011/12/07,0.066
2011/12/08,0.066
2011/12/09,0.065
2011/12/10,0.065
2011/12/11,0.127
2011/12/12,0.185
2011/12/13,0.183
2011/12/14,0.18
2011/12/15,0.179
2011/12/16,0.176
2011/12/17,0.173
2011/12/18,0.17
2011/12/19,0.168
2011/12/20,0.166
2011/12/21,0.164
2011/12/22,0.161
2011/12/23,0.159
2011/12/24,0.156
2011/12/25,0.153
2011/12/26,0.151
2011/12/27,0.148
2011/12/28,0.146
2011/12/29,0.144
2011/12/30,0.142
2011/12/31,0.14
2012/01/01,0.138
2012/01/02,0.137
2012/01/03,0.135
2012/01/04,0.136
2012/01/05,0.135
2012/01/06,0.134
2012/01/07,0.132
2012/01/08,0.13
2012/01/09,0.129
2012/01/10,0.128
2012/01/11,0.127
2012/01/12,0.136
2012/01/13,0.136
2012/01/14,0.137
2012/01/15,0.138
2012/01/16,0.145
2012/01/17,0.144
2012/01/18,0.145
2012/01/19,0.15
2012/01/20,0.154
2012/01/21,0.152
2012/01/22,0.15
2012/01/23,0.148
2012/01/24,0.148
2012/01/25,0.147
2012/01/26,0.146
2012/01/27,0.15
2012/01/28,0.15
2012/01/29,0.205
2012/01/30,0.208
2012/01/31,0.205
2012/02/01,0.202
2012/02/02,0.201
2012/02/03,0.199
2012/02/04,0.197
2012/02/05,0.194
2012/02/06,0.191
2012/02/07,0.189
2012/02/08,0.186
2012/02/09,0.185
2012/02/10,0.182
2012/02/11,0.179
2012/02/12,0.176
2012/02/13,0.174
2012/02/14,0.175
2012/02/15,0.173
2012/02/16,0.173
2012/02/17,0.17
2012/02/18,0.167
2012/02/19,0.164
2012/02/20,0.162
2012/02/21,0.16
2012/02/22,0.157
2012/02/23,0.155
2012/02/24,0.153
2012/02/25,0.15
2012/02/26,0.148
2012/02/27,0.147
2012/02/28,0.144
2012/02/29,0.142
2012/03/01,0.141
2012/03/02,0.139
2012/03/03,0.137
2012/03/04,0.136
2012/03/05,0.134
2012/03/06,0.133
2012/03/07,0.131
2012/03/08,0.13
2012/03/09,0.128
2012/03/10,0.126
2012/03/11,0.124
2012/03/12,0.123
2012/03/13,0.123
2012/03/14,0.122
2012/03/15,0.121
2012/03/16,0.121
2012/03/17,0.119
2012/03/18,0.117
2012/03/19,0.116
2012/03/20,0.115
2012/03/21,0.113
2012/03/22,0.112
2012/03/23,0.111
2012/03/24,0.112
2012/03/25,0.112
2012/03/26,0.11
2012/03/27,0.109
2012/03/28,0.108
2012/03/29,0.107
2012/03/30,0.106
2012/03/31,0.105
2012/04/01,0.104
2012/04/02,0.103
2012/04/03,0.103
2012/04/04,0.102
2012/04/05,0.102
2012/04/06,0.101
2012/04/07,0.1
2012/04/08,0.099
2012/04/09,0.098
2012/04/10,0.098
2012/04/11,0.097
2012/04/12,0.098
2012/04/13,0.097
2012/04/14,0.097
2012/04/15,0.096
2012/04/16,0.096
2012/04/17,0.096
2012/04/18,0.096
2012/04/19,0.096
2012/04/20,0.096
2012/04/21,0.095
2012/04/22,0.094
2012/04/23,0.094
2012/04/24,0.094
2012/04/25,0.094
2012/04/26,0.095
2012/04/27,0.095
2012/04/28,0.095
2012/04/29,0.094
2012/04/30,0.093
2012/05/01,0.093
2012/05/02,0.093
2012/05/03,0.094
2012/05/04,0.095
2012/05/05,0.095
2012/05/06,0.095
2012/05/07,0.096
2012/05/08,0.097
2012/05/09,0.099
2012/05/10,0.1
2012/05/11,0.102
2012/05/12,0.103
2012/05/13,0.105
2012/05/14,0.111
2012/05/15,0.116
2012/05/16,0.118
2012/05/17,0.12
2012/05/18,0.122
2012/05/19,0.129
2012/05/20,0.132
2012/05/21,0.136
2012/05/22,0.138
2012/05/23,0.142
2012/05/24,0.145
2012/05/25,0.149
2012/05/26,0.151
2012/05/27,0.152
2012/05/28,0.155
2012/05/29,0.158
2012/05/30,0.16
2012/05/31,0.161
2012/06/01,0.162
2012/06/02,0.161
2012/06/03,0.163
2012/06/04,0.167
2012/06/05,0.173
2012/06/06,0.172
2012/06/07,0.175
2012/06/08,0.176
2012/06/09,0.178
2012/06/10,0.181
2012/06/11,0.183
2012/06/12,0.182
2012/06/13,0.189
2012/06/14,0.196
2012/06/15,0.201
2012/06/16,0.204
2012/06/17,0.207
2012/06/18,0.209
2012/06/19,0.212
2012/06/20,0.214
2012/06/21,0.22
2012/06/22,0.221
2012/06/23,0.221
2012/06/24,0.221
2012/06/25,0.221
2012/06/26,0.222
2012/06/27,0.222
2012/06/28,0.222
2012/06/29,0.221
2012/06/30,0.22
2012/07/01,0.219
2012/07/02,0.219
2012/07/03,0.218
2012/07/04,0.217
2012/07/05,0.216
2012/07/06,0.216
2012/07/07,0.223
2012/07/08,0.221
2012/07/09,0.22
2012/07/10,0.223
2012/07/11,0.224
2012/07/12,0.223
2012/07/13,0.222
2012/07/14,0.221
2012/07/15,0.222
2012/07/16,0.223
2012/07/17,0.224
2012/07/18,0.226
2012/07/19,0.228
2012/07/20,0.234
2012/07/21,0.235
2012/07/22,0.235
2012/07/23,0.237
2012/07/24,0.236
2012/07/25,0.235
2012/07/26,0.234
2012/07/27,0.234
2012/07/28,0.234
2012/07/29,0.234
2012/07/30,0.234
2012/07/31,0.236
2012/08/01,0.237
2012/08/02,0.237
2012/08/03,0.239
2012/08/04,0.238
2012/08/05,0.241
2012/08/06,0.244
2012/08/07,0.243
2012/08/08,0.252
2012/08/09,0.251
2012/08/10,0.258
2012/08/11,0.257
2012/08/12,0.256
2012/08/13,0.258
2012/08/14,0.258
2012/08/15,0.261
2012/08/16,0.264
2012/08/17,0.268
2012/08/18,0.267
2012/08/19,0.266
2012/08/20,0.268
2012/08/21,0.268
2012/08/22,0.268
2012/08/23,0.268
2012/08/24,0.268
2012/08/25,0.27
2012/08/26,0.269
2012/08/27,0.272
2012/08/28,0.273
2012/08/29,0.273
2012/08/30,0.276
2012/08/31,0.279
2012/09/01,0.283
2012/09/02,0.285
2012/09/03,0.288
2012/09/04,0.29
2012/09/05,0.29
2012/09/06,0.29
2012/09/07,0.289
2012/09/08,0.29
2012/09/09,0.289
2012/09/10,0.29
2012/09/11,0.293
2012/09/12,0.292
2012/09/13,0.293
2012/09/14,0.292
2012/09/15,0.29
2012/09/16,0.287
2012/09/17,0.285
2012/09/18,0.285
2012/09/19,0.285
2012/09/20,0.284
2012/09/21,0.285
2012/09/22,0.283
2012/09/23,0.282
2012/09/24,0.284
2012/09/25,0.283
2012/09/26,0.282
2012/09/27,0.281
2012/09/28,0.291
2012/09/29,0.288
2012/09/30,0.285
2012/10/01,0.284
2012/10/02,0.287
2012/10/03,0.287
2012/10/04,0.324
2012/10/05,0.326
2012/10/06,0.325
2012/10/07,0.327
2012/10/08,0.327
2012/10/09,0.328
2012/10/10,0.327
2012/10/11,0.327
2012/10/12,0.326
2012/10/13,0.325
2012/10/14,0.324
2012/10/15,0.323
2012/10/16,0.323
2012/10/17,0.336
2012/10/18,0.334
2012/10/19,0.331
2012/10/20,0.329
2012/10/21,0.329
2012/10/22,0.328
2012/10/23,0.328
2012/10/24,0.327
2012/10/25,0.325
2012/10/26,0.323
2012/10/27,0.319
2012/10/28,0.315
2012/10/29,0.313
2012/10/30,0.313
2012/10/31,0.314
2012/11/01,0.313
2012/11/02,0.315
2012/11/03,0.313
2012/11/04,0.312
2012/11/05,0.312
2012/11/06,0.314
2012/11/07,0.315
2012/11/08,0.315
2012/11/09,0.314
2012/11/10,0.314
2012/11/11,0.312
2012/11/12,0.311
2012/11/13,0.311
2012/11/14,0.311
2012/11/15,0.314
2012/11/16,0.317
2012/11/17,0.318
2012/11/18,0.319
2012/11/19,0.321
2012/11/20,0.322
2012/11/21,0.324
2012/11/22,0.324
2012/11/23,0.324
2012/11/24,0.323
2012/11/25,0.325
2012/11/26,0.325
2012/11/27,0.342
2012/11/28,0.348
2012/11/29,0.356
2012/11/30,0.364
2012/12/01,0.37
2012/12/02,0.371
2012/12/03,0.374
2012/12/04,0.388
2012/12/05,0.399
2012/12/06,0.41
2012/12/07,0.417
2012/12/08,0.424
2012/12/09,0.432
2012/12/10,0.441
2012/12/11,0.451
2012/12/12,0.46
2012/12/13,0.48
2012/12/14,0.496
2012/12/15,0.503
2012/12/16,0.514
2012/12/17,0.525
2012/12/18,0.541
2012/12/19,0.55
2012/12/20,0.564
2012/12/21,0.577
2012/12/22,0.588
2012/12/23,0.597
2012/12/24,0.603
2012/12/25,0.606
2012/12/26,0.609
2012/12/27,0.617
2012/12/28,0.622
2012/12/29,0.627
2012/12/30,0.632
2012/12/31,0.631
2013/01/01,0.631
2013/01/02,0.636
2013/01/03,0.642
2013/01/04,0.65
2013/01/05,0.655
2013/01/06,0.662
2013/01/07,0.666
2013/01/08,0.673
2013/01/09,0.68
2013/01/10,0.753
2013/01/11,0.768
2013/01/12,0.777
2013/01/13,0.786
2013/01/14,0.788
2013/01/15,0.795
2013/01/16,0.805
2013/01/17,0.817
2013/01/18,0.826
2013/01/19,0.844
2013/01/20,0.847
2013/01/21,0.848
2013/01/22,0.85
2013/01/23,0.862
2013/01/24,0.867
2013/01/25,0.875
2013/01/26,0.882
2013/01/27,0.89
2013/01/28,0.896
2013/01/29,0.904
2013/01/30,0.904
2013/01/31,0.906
2013/02/01,0.917
2013/02/02,0.938
2013/02/03,0.942
2013/02/04,0.946
2013/02/05,0.947
2013/02/06,0.945
2013/02/07,0.952
2013/02/08,0.96
2013/02/09,0.966
2013/02/10,0.969
2013/02/11,0.975
2013/02/12,0.983
2013/02/13,0.99
2013/02/14,0.994
2013/02/15,1
2013/02/16,1.001
2013/02/17,1.001
2013/02/18,1.003
2013/02/19,1.007
2013/02/20,1.007
2013/02/21,1.011
2013/02/22,1.016
2013/02/23,1.019
2013/02/24,1.022
2013/02/25,1.028
2013/02/26,1.035
2013/02/27,1.037
2013/02/28,1.045
2013/03/01,1.061
2013/03/02,1.069
2013/03/03,1.069
2013/03/04,1.073
2013/03/05,1.081
2013/03/06,1.143
2013/03/07,1.152
2013/03/08,1.152
2013/03/09,1.154
2013/03/10,1.158
2013/03/11,1.159
2013/03/12,1.176
2013/03/13,1.179
2013/03/14,1.179
2013/03/15,1.186
2013/03/16,1.176
2013/03/17,1.163
2013/03/18,1.155
2013/03/19,1.156
2013/03/20,1.146
2013/03/21,1.141
2013/03/22,1.142
2013/03/23,1.138
2013/03/24,1.132
2013/03/25,1.134
2013/03/26,1.135
2013/03/27,1.15
2013/03/28,1.154
2013/03/29,1.159
2013/03/30,1.165
2013/03/31,1.163
2013/04/01,1.157
2013/04/02,1.161
2013/04/03,1.17
2013/04/04,1.187
2013/04/05,1.193
2013/04/06,1.187
2013/04/07,1.19
2013/04/08,1.19
2013/04/09,1.188
2013/04/10,1.191
2013/04/11,1.2
2013/04/12,1.202
2013/04/13,1.196
2013/04/14,1.2
2013/04/15,1.213
2013/04/16,1.212
2013/04/17,1.227
2013/04/18,1.225
2013/04/19,1.233
2013/04/20,1.232
2013/04/21,1.221
2013/04/22,1.221
2013/04/23,1.226
2013/04/24,1.232
2013/04/25,1.236
2013/04/26,1.229
2013/04/27,1.226
2013/04/28,1.215
2013/04/29,1.211
2013/04/30,1.211
2013/05/01,1.208
2013/05/02,1.216
2013/05/03,1.218
2013/05/04,1.216
2013/05/05,1.209
2013/05/06,1.21
2013/05/07,1.208
2013/05/08,1.209
2013/05/09,1.217
2013/05/10,1.223
2013/05/11,1.225
2013/05/12,1.228
2013/05/13,1.23
2013/05/14,1.235
2013/05/15,1.245
2013/05/16,1.263
2013/05/17,1.265
2013/05/18,1.26
2013/05/19,1.259
2013/05/20,1.261
2013/05/21,1.26
2013/05/22,1.26
2013/05/23,1.261
2013/05/24,1.258
2013/05/25,1.255
2013/05/26,1.244
2013/05/27,1.241
2013/05/28,1.244
2013/05/29,1.244
2013/05/30,1.24
2013/05/31,1.235
2013/06/01,1.225
2013/06/02,1.219
2013/06/03,1.217
2013/06/04,1.212
2013/06/05,1.214
2013/06/06,1.207
2013/06/07,1.202
2013/06/08,1.198
2013/06/09,1.191
2013/06/10,1.182
2013/06/11,1.179
2013/06/12,1.172
2013/06/13,1.165
2013/06/14,1.157
2013/06/15,1.149
2013/06/16,1.138
2013/06/17,1.135
2013/06/18,1.134
2013/06/19,1.133
2013/06/20,1.148
2013/06/21,1.145
2013/06/22,1.147
2013/06/23,1.139
2013/06/24,1.137
2013/06/25,1.131
2013/06/26,1.126
2013/06/27,1.118
2013/06/28,1.118
2013/06/29,1.106
2013/06/30,1.098
2013/07/01,1.088
2013/07/02,1.084
2013/07/03,1.074
2013/07/04,1.063
2013/07/05,1.055
2013/07/06,1.045
2013/07/07,1.031
2013/07/08,1.023
2013/07/09,1.017
2013/07/10,1.007
2013/07/11,1.003
2013/07/12,0.998
2013/07/13,0.995
2013/07/14,0.985
2013/07/15,0.975
2013/07/16,0.973
2013/07/17,0.967
2013/07/18,0.966
2013/07/19,0.956
2013/07/20,0.946
2013/07/21,0.936
2013/07/22,0.933
2013/07/23,0.926
2013/07/24,0.925
2013/07/25,0.925
2013/07/26,0.915
2013/07/27,0.911
2013/07/28,0.903
2013/07/29,0.898
2013/07/30,0.895
2013/07/31,0.898
2013/08/01,0.898
2013/08/02,0.891
2013/08/03,0.885
2013/08/04,0.881
2013/08/05,0.875
2013/08/06,0.875
2013/08/07,0.87
2013/08/08,0.872
2013/08/09,0.873
2013/08/10,0.866
2013/08/11,0.86
2013/08/12,0.852
2013/08/13,0.847
2013/08/14,0.851
2013/08/15,0.865
2013/08/16,0.87
2013/08/17,0.865
2013/08/18,0.866
2013/08/19,0.871
2013/08/20,0.868
2013/08/21,0.863
2013/08/22,0.86
2013/08/23,0.856
2013/08/24,0.851
2013/08/25,0.849
2013/08/26,0.852
2013/08/27,0.854
2013/08/28,0.957
2013/08/29,0.949
2013/08/30,0.947
2013/08/31,0.938
2013/09/01,0.928
2013/09/02,0.926
2013/09/03,0.92
2013/09/04,0.915
2013/09/05,0.91
2013/09/06,0.906
2013/09/07,0.901
2013/09/08,0.896
2013/09/09,0.889
2013/09/10,0.882
2013/09/11,0.872
2013/09/12,0.865
2013/09/13,0.855
2013/09/14,0.845
2013/09/15,0.84
2013/09/16,0.845
2013/09/17,0.966
2013/09/18,1
2013/09/19,1.02
2013/09/20,1.01
2013/09/21,1
2013/09/22,0.989
2013/09/23,0.984
2013/09/24,0.975
2013/09/25,0.967
2013/09/26,0.96
2013/09/27,0.979
2013/09/28,0.971
2013/09/29,0.963
2013/09/30,0.955
2013/10/01,0.953
2013/10/02,0.95
2013/10/03,0.945
2013/10/04,0.937
2013/10/05,0.926
2013/10/06,0.916
2013/10/07,0.914
2013/10/08,0.904
2013/10/09,0.899
2013/10/10,0.893
2013/10/11,0.884
2013/10/12,0.878
2013/10/13,0.871
2013/10/14,0.863
2013/10/15,0.857
2013/10/16,0.858
2013/10/17,0.859
2013/10/18,0.857
2013/10/19,0.853
2013/10/20,0.846
2013/10/21,0.843
2013/10/22,0.84
2013/10/23,0.839
2013/10/24,0.842
2013/10/25,0.842
2013/10/26,0.841
2013/10/27,0.85
2013/10/28,0.847
2013/10/29,0.847
2013/10/30,0.842
2013/10/31,0.836
2013/11/01,0.833
2013/11/02,0.824
2013/11/03,0.825
2013/11/04,0.83
2013/11/05,0.836
2013/11/06,0.893
2013/11/07,0.95
2013/11/08,0.997
2013/11/09,1.008
2013/11/10,1.009
2013/11/11,1.016
2013/11/12,1.003
2013/11/13,0.993
2013/11/14,0.982
2013/11/15,0.97
2013/11/16,0.955
2013/11/17,0.942
2013/11/18,0.937
2013/11/19,0.933
2013/11/20,0.926
2013/11/21,0.921
2013/11/22,0.913
2013/11/23,0.904
2013/11/24,0.893
2013/11/25,0.883
2013/11/26,0.878
2013/11/27,0.874
2013/11/28,0.87
2013/11/29,0.864
2013/11/30,0.855
2013/12/01,0.845
2013/12/02,0.838
2013/12/03,0.828
2013/12/04,0.821
2013/12/05,0.814
2013/12/06,0.804
2013/12/07,0.804
2013/12/08,0.791
2013/12/09,0.782
2013/12/10,0.773
2013/12/11,0.765
2013/12/12,0.756
2013/12/13,0.747
2013/12/14,0.736
2013/12/15,0.726
2013/12/16,0.717
2013/12/17,0.708
2013/12/18,0.7
2013/12/19,0.691
2013/12/20,0.684
2013/12/21,0.676
2013/12/22,0.667
2013/12/23,0.659
2013/12/24,0.65
2013/12/25,0.643
2013/12/26,0.635
2013/12/27,0.627
2013/12/28,0.62
2013/12/29,0.614
2013/12/30,0.607
2013/12/31,0.599
2014/01/01,0.589
2014/01/02,0.585
2014/01/03,0.58
2014/01/04,0.575
2014/01/05,0.569
2014/01/06,0.57
2014/01/07,0.565
2014/01/08,0.559
2014/01/09,0.553
2014/01/10,0.546
2014/01/11,0.539
2014/01/12,0.533
2014/01/13,0.527
2014/01/14,0.524
2014/01/15,0.521
2014/01/16,0.516
2014/01/17,0.513
2014/01/18,0.508
2014/01/19,0.503
2014/01/20,0.499
2014/01/21,0.496
2014/01/22,0.492
