Date,mediantransactionvalueUSD
2012/05/14,6.703
2012/05/15,7.346
2012/05/16,7.379
2012/05/17,5.723
2012/05/18,3.175
2012/05/19,2.689
2012/05/20,4.283
2012/05/21,3.069
2012/05/22,5.53
2012/05/23,5.072
2012/05/24,4.704
2012/05/25,5.132
2012/05/26,4.178
2012/05/27,5.118
2012/05/28,4.118
2012/05/29,7.283
2012/05/30,6.195
2012/05/31,10.367
2012/06/01,5.375
2012/06/02,14.964
2012/06/03,4.201
2012/06/04,2.16
2012/06/05,3.226
2012/06/06,18.879
2012/06/07,6.252
2012/06/08,5.523
2012/06/09,3.93
2012/06/10,2.641
2012/06/11,2.976
2012/06/12,5.727
2012/06/13,2.912
2012/06/14,1.185
2012/06/15,2.437
2012/06/16,3.919
2012/06/17,3.026
2012/06/18,3.602
2012/06/19,4.94
2012/06/20,4.415
2012/06/21,4.917
2012/06/22,5.754
2012/06/23,6.084
2012/06/24,5.291
2012/06/25,4.686
2012/06/26,5.058
2012/06/27,7.471
2012/06/28,7.424
2012/06/29,7.408
2012/06/30,6.712
2012/07/01,6.656
2012/07/02,8.521
2012/07/03,19.272
2012/07/04,16.076
2012/07/05,8.595
2012/07/06,9.323
2012/07/07,9.273
2012/07/08,8.074
2012/07/09,15.312
2012/07/10,8.885
2012/07/11,7.701
2012/07/12,15.057
2012/07/13,15.14
2012/07/14,23.88
2012/07/15,13.126
2012/07/16,16.154
2012/07/17,11.159
2012/07/18,9.515
2012/07/19,10.41
2012/07/20,8.694
2012/07/21,8.789
2012/07/22,8.21
2012/07/23,14.867
2012/07/24,11.553
2012/07/25,17.524
2012/07/26,12.571
2012/07/27,28.542
2012/07/28,14.864
2012/07/29,16.932
2012/07/30,19.693
2012/07/31,25.427
2012/08/01,22.609
2012/08/02,20.207
2012/08/03,64.898
2012/08/04,41.628
2012/08/05,32.029
2012/08/06,22.984
2012/08/07,46.771
2012/08/08,17.805
2012/08/09,21.379
2012/08/10,28.938
2012/08/11,17.414
2012/08/12,13.274
2012/08/13,8.826
2012/08/14,19.336
2012/08/15,12.714
2012/08/16,44.154
2012/08/17,50.131
2012/08/18,40.398
2012/08/19,25.989
2012/08/20,36.191
2012/08/21,42.742
2012/08/22,47.773
2012/08/23,67.435
2012/08/24,43.901
2012/08/25,26.202
2012/08/26,32.103
2012/08/27,26.394
2012/08/28,17.576
2012/08/29,21.65
2012/08/30,12.933
2012/08/31,15.793
2012/09/01,11.612
2012/09/02,20.199
2012/09/03,10.37
2012/09/04,12.886
2012/09/05,13.365
2012/09/06,13.233
2012/09/07,24.411
2012/09/08,43.455
2012/09/09,43.775
2012/09/10,12.042
2012/09/11,8.999
2012/09/12,11.344
2012/09/13,9.93
2012/09/14,11.414
2012/09/15,10.714
2012/09/16,9.454
2012/09/17,14.8
2012/09/18,16.539
2012/09/19,24.804
2012/09/20,24.937
2012/09/21,13.456
2012/09/22,19.029
2012/09/23,12.142
2012/09/24,12.119
2012/09/25,29.745
2012/09/26,12.733
2012/09/27,15.873
2012/09/28,12.299
2012/09/29,17.504
2012/09/30,17.699
2012/10/01,14.571
2012/10/02,25.332
2012/10/03,33.328
2012/10/04,20.58
2012/10/05,12.36
2012/10/06,8.009
2012/10/07,10.746
2012/10/08,8.929
2012/10/09,11.914
2012/10/10,12.128
2012/10/11,12.569
2012/10/12,15.759
2012/10/13,11.925
2012/10/14,13.512
2012/10/15,18.398
2012/10/16,11.371
2012/10/17,22.589
2012/10/18,23.784
2012/10/19,21.997
2012/10/20,14.085
2012/10/21,7.66
2012/10/22,9.049
2012/10/23,12.413
2012/10/24,19.97
2012/10/25,27.242
2012/10/26,50.523
2012/10/27,58.108
2012/10/28,33.061
2012/10/29,22.491
2012/10/30,14.321
2012/10/31,22.102
2012/11/01,28.383
2012/11/02,15.306
2012/11/03,21.106
2012/11/04,16.045
2012/11/05,11.858
2012/11/06,12.014
2012/11/07,13.622
2012/11/08,21.305
2012/11/09,28.698
2012/11/10,10.842
2012/11/11,20.806
2012/11/12,14.627
2012/11/13,12.006
2012/11/14,10.964
2012/11/15,11.505
2012/11/16,12.067
2012/11/17,13.489
2012/11/18,12.682
2012/11/19,11.468
2012/11/20,12.606
2012/11/21,9.878
2012/11/22,13.149
2012/11/23,11.186
2012/11/24,21.236
2012/11/25,12.438
2012/11/26,12.891
2012/11/27,27.868
2012/11/28,17.666
2012/11/29,10.845
2012/11/30,15.078
2012/12/01,13.563
2012/12/02,21.223
2012/12/03,30.085
2012/12/04,19.456
2012/12/05,20.252
2012/12/06,43.26
2012/12/07,19.133
2012/12/08,17.484
2012/12/09,13.375
2012/12/10,19.565
2012/12/11,18.862
2012/12/12,21.404
2012/12/13,16.901
2012/12/14,14.651
2012/12/15,14.879
2012/12/16,9.992
2012/12/17,12.344
2012/12/18,13.261
2012/12/19,13.461
2012/12/20,13.59
2012/12/21,12.34
2012/12/22,11.467
2012/12/23,10.78
2012/12/24,25.395
2012/12/25,17.755
2012/12/26,13.237
2012/12/27,10.416
2012/12/28,11.511
2012/12/29,12.198
2012/12/30,9.057
2012/12/31,13.787
2013/01/01,14.518
2013/01/02,14.514
2013/01/03,19.732
2013/01/04,11.384
2013/01/05,13.945
2013/01/06,17.618
2013/01/07,16.037
2013/01/08,18.512
2013/01/09,20.472
2013/01/10,12.945
2013/01/11,13.592
2013/01/12,13.891
2013/01/13,9.725
2013/01/14,10.311
2013/01/15,15.479
2013/01/16,14.691
2013/01/17,16.337
2013/01/18,19.877
2013/01/19,13.341
2013/01/20,19.702
2013/01/21,21.511
2013/01/22,33.267
2013/01/23,29.426
2013/01/24,25.663
2013/01/25,22.116
2013/01/26,18.762
2013/01/27,17.267
2013/01/28,23.675
2013/01/29,25.136
2013/01/30,34.131
2013/01/31,19.698
2013/02/01,16.154
2013/02/02,20.005
2013/02/03,15.92
2013/02/04,20.178
2013/02/05,30.846
2013/02/06,33.341
2013/02/07,17.012
2013/02/08,21.498
2013/02/09,22.796
2013/02/10,18.597
2013/02/11,21.224
2013/02/12,23.002
2013/02/13,17.88
2013/02/14,25.252
2013/02/15,21.064
2013/02/16,17.723
2013/02/17,18.356
2013/02/18,21.207
2013/02/19,18.93
2013/02/20,18.493
2013/02/21,18.739
2013/02/22,18.241
2013/02/23,18.558
2013/02/24,14.922
2013/02/25,14.371
2013/02/26,18.647
2013/02/27,17.938
2013/02/28,19.41
2013/03/01,20.054
2013/03/02,16.467
2013/03/03,14.556
2013/03/04,18.657
2013/03/05,28.634
2013/03/06,26.829
2013/03/07,25.635
2013/03/08,27.593
2013/03/09,25.58
2013/03/10,21.725
2013/03/11,25.951
2013/03/12,33.695
2013/03/13,30.785
2013/03/14,28.537
2013/03/15,26.181
2013/03/16,43.417
2013/03/17,39.671
2013/03/18,55.488
2013/03/19,61.137
2013/03/20,57.694
2013/03/21,49.529
2013/03/22,52.98
2013/03/23,41.647
2013/03/24,39.966
2013/03/25,48.08
2013/03/26,68.034
2013/03/27,62.769
2013/03/28,59.916
2013/03/29,64.661
2013/03/30,46.52
2013/03/31,51.07
2013/04/01,64.987
2013/04/02,94.955
2013/04/03,102.533
2013/04/04,123.314
2013/04/05,125.183
2013/04/06,90.165
2013/04/07,64.295
2013/04/08,130.618
2013/04/09,193.144
2013/04/10,339.149
2013/04/11,115.115
2013/04/12,98.599
2013/04/13,70.799
2013/04/14,48.534
2013/04/15,69.254
2013/04/16,54.821
2013/04/17,70.344
2013/04/18,91.957
2013/04/19,91.794
2013/04/20,63.022
2013/04/21,73.62
2013/04/22,85.425
2013/04/23,72.2
2013/04/24,77.787
2013/04/25,91.25
2013/04/26,91.286
2013/04/27,85.832
2013/04/28,72.582
2013/04/29,91.261
2013/04/30,75.671
2013/05/01,88.1
2013/05/02,71.153
2013/05/03,71.191
2013/05/04,46.458
2013/05/05,59.378
2013/05/06,64.307
2013/05/07,70.008
2013/05/08,76.058
2013/05/09,59.976
2013/05/10,59.973
2013/05/11,46.253
2013/05/12,52.908
2013/05/13,66.581
2013/05/14,56.878
2013/05/15,61.822
2013/05/16,67.321
2013/05/17,68.267
2013/05/18,80.035
2013/05/19,57.043
2013/05/20,75.782
2013/05/21,88.835
2013/05/22,92.055
2013/05/23,90.044
2013/05/24,99.751
2013/05/25,75.408
2013/05/26,84.322
2013/05/27,73.299
2013/05/28,90.398
2013/05/29,99.887
2013/05/30,91.552
2013/05/31,104.966
2013/06/01,72.57
2013/06/02,78.22
2013/06/03,87.362
2013/06/04,97.318
2013/06/05,82.056
2013/06/06,78.772
2013/06/07,98.733
2013/06/08,77.985
2013/06/09,71.689
2013/06/10,80.152
2013/06/11,81.931
2013/06/12,87.854
2013/06/13,106.838
2013/06/14,96.777
2013/06/15,91.151
2013/06/16,56.682
2013/06/17,65.66
2013/06/18,82.565
2013/06/19,75.327
2013/06/20,64.724
2013/06/21,97.501
2013/06/22,73.044
2013/06/23,65.537
2013/06/24,80.036
2013/06/25,77.311
2013/06/26,83.884
2013/06/27,81.026
2013/06/28,79.156
2013/06/29,75.736
2013/06/30,64.357
2013/07/01,105.117
2013/07/02,99.089
2013/07/03,128.995
2013/07/04,84.779
2013/07/05,73.856
2013/07/06,52.931
2013/07/07,56.401
2013/07/08,74.174
2013/07/09,92.929
2013/07/10,108.816
2013/07/11,147.352
2013/07/12,101.457
2013/07/13,89.857
2013/07/14,59.152
2013/07/15,79.516
2013/07/16,102.289
2013/07/17,89.723
2013/07/18,98.708
2013/07/19,83.83
2013/07/20,50.844
2013/07/21,63.232
2013/07/22,79.024
2013/07/23,87.404
2013/07/24,86.862
2013/07/25,85.942
2013/07/26,91.313
2013/07/27,54.588
2013/07/28,51.291
2013/07/29,91.241
2013/07/30,96.483
2013/07/31,81.197
2013/08/01,75.406
2013/08/02,73.254
2013/08/03,48.742
2013/08/04,44.08
2013/08/05,76.32
2013/08/06,51.849
2013/08/07,48.852
2013/08/08,37.538
2013/08/09,51.316
2013/08/10,46.644
2013/08/11,48.389
2013/08/12,54.588
2013/08/13,61.843
2013/08/14,80.457
2013/08/15,51.663
2013/08/16,27.08
2013/08/17,19.391
2013/08/18,25.583
2013/08/19,27.12
2013/08/20,38.614
2013/08/21,54.953
2013/08/22,44.345
2013/08/23,50.383
2013/08/24,35.544
2013/08/25,43.381
2013/08/26,54.267
2013/08/27,73.413
2013/08/28,48.418
2013/08/29,39.733
2013/08/30,61.477
2013/08/31,71.212
2013/09/01,42.218
2013/09/02,51.916
2013/09/03,64.635
2013/09/04,69.958
2013/09/05,30.521
2013/09/06,39.359
2013/09/07,27.609
2013/09/08,22.763
2013/09/09,23.557
2013/09/10,36.006
2013/09/11,69.232
2013/09/12,66.101
2013/09/13,94.047
2013/09/14,43.611
2013/09/15,18.542
2013/09/16,50.708
2013/09/17,28.502
2013/09/18,38.825
2013/09/19,49.324
2013/09/20,60.492
2013/09/21,40.587
2013/09/22,32.574
2013/09/23,52.037
2013/09/24,61.577
2013/09/25,69.683
2013/09/26,60.267
2013/09/27,100.591
2013/09/28,84.93
2013/09/29,81.081
2013/09/30,122.988
2013/10/01,87.907
2013/10/02,90.653
2013/10/03,62.373
2013/10/04,63.456
2013/10/05,47.235
2013/10/06,43.062
2013/10/07,72.231
2013/10/08,57.924
2013/10/09,64.812
2013/10/10,52.964
2013/10/11,60.771
2013/10/12,40.459
2013/10/13,46.182
2013/10/14,52.044
2013/10/15,76.598
2013/10/16,103.37
2013/10/17,76.211
2013/10/18,57.345
2013/10/19,87.638
2013/10/20,59.531
2013/10/21,84.028
2013/10/22,114.747
2013/10/23,134.917
2013/10/24,99.388
2013/10/25,71.904
2013/10/26,49.297
2013/10/27,53.511
2013/10/28,76.413
2013/10/29,88.826
2013/10/30,120.407
2013/10/31,59.782
2013/11/01,152.133
2013/11/02,102.678
2013/11/03,120.251
2013/11/04,197.269
2013/11/05,231.38
2013/11/06,217.307
2013/11/07,274.863
2013/11/08,308.815
2013/11/09,345.162
2013/11/10,127.081
2013/11/11,100.386
2013/11/12,170.986
2013/11/13,168.37
2013/11/14,200.457
2013/11/15,210.594
2013/11/16,291.213
2013/11/17,246.232
2013/11/18,546.733
2013/11/19,601.887
2013/11/20,409.451
2013/11/21,359.427
2013/11/22,377.202
2013/11/23,375.081
2013/11/24,224.744
2013/11/25,219.454
2013/11/26,438.097
2013/11/27,685.449
2013/11/28,723.303
2013/11/29,676.936
2013/11/30,541.051
2013/12/01,513.02
2013/12/02,484.467
2013/12/03,425.961
2013/12/04,469.457
2013/12/05,627.375
2013/12/06,458.041
2013/12/07,519.03
2013/12/08,303.855
2013/12/09,318.168
2013/12/10,318.081
2013/12/11,290.199
2013/12/12,264.168
2013/12/13,280.678
2013/12/14,271.625
2013/12/15,226.489
2013/12/16,310.291
2013/12/17,298.543
2013/12/18,347.128
2013/12/19,273.498
2013/12/20,249.654
2013/12/21,160.737
2013/12/22,142.9
2013/12/23,150.381
2013/12/24,177.135
2013/12/25,254.285
2013/12/26,224.757
2013/12/27,195.084
2013/12/28,150.854
2013/12/29,130.373
2013/12/30,200.808
2013/12/31,181.591
2014/01/01,156.402
2014/01/02,232.272
2014/01/03,272.484
2014/01/04,231.805
2014/01/05,268.897
2014/01/06,300.783
2014/01/07,241.568
2014/01/08,212.491
2014/01/09,214.963
2014/01/10,208.885
2014/01/11,207.759
2014/01/12,175.241
2014/01/13,206.511
2014/01/14,216.328
2014/01/15,205.34
2014/01/16,200.05
2014/01/17,194.766
2014/01/18,171.801
2014/01/19,174.438
2014/01/20,218.827
2014/01/21,188.209
2014/01/22,198.95
2014/01/23,210.348
2014/01/24,234.68
2014/01/25,192.214
2014/01/26,212.825
2014/01/27,221.655
2014/01/28,228.663
2014/01/29,207.044
2014/01/30,203.793
2014/01/31,232.84
2014/02/01,182.895
2014/02/02,173.167
2014/02/03,164.891
2014/02/04,182.893
2014/02/05,188.263
2014/02/06,195.773
2014/02/07,253.538
2014/02/08,167.039
2014/02/09,156.092
2014/02/10,220.456
2014/02/11,185.752
2014/02/12,158.048
2014/02/13,179.395
2014/02/14,186.211
2014/02/15,150.086
2014/02/16,138.763
2014/02/17,142.692
2014/02/18,138.355
2014/02/19,159.009
2014/02/20,184.785
2014/02/21,246.044
2014/02/22,169.845
2014/02/23,176.013
2014/02/24,204.514
2014/02/25,260.112
2014/02/26,218.533
2014/02/27,160.041
2014/02/28,192.434
2014/03/01,165.668
2014/03/02,140.908
2014/03/03,223.978
2014/03/04,227.079
2014/03/05,175.552
2014/03/06,158.835
2014/03/07,145.575
2014/03/08,185.998
2014/03/09,165.665
2014/03/10,159.774
2014/03/11,146.355
2014/03/12,152.899
2014/03/13,137.014
2014/03/14,102.496
2014/03/15,98.761
2014/03/16,81.884
2014/03/17,110.95
2014/03/18,120.79
2014/03/19,100.208
2014/03/20,118.3
2014/03/21,100.925
2014/03/22,95.977
2014/03/23,77.393
2014/03/24,102.534
2014/03/25,128.171
2014/03/26,118.297
2014/03/27,125.559
2014/03/28,106.149
2014/03/29,89.258
2014/03/30,93.739
2014/03/31,109.988
2014/04/01,133.994
2014/04/02,119.097
2014/04/03,107.848
2014/04/04,112.786
2014/04/05,83.139
2014/04/06,81.812
2014/04/07,95.252
2014/04/08,110.508
2014/04/09,100.42
2014/04/10,120.946
2014/04/11,108.481
2014/04/12,84.408
2014/04/13,69.681
2014/04/14,115.249
2014/04/15,123.089
2014/04/16,129.799
2014/04/17,102.416
2014/04/18,107.713
2014/04/19,84.763
2014/04/20,87.891
2014/04/21,83.943
2014/04/22,88.093
2014/04/23,63.8
2014/04/24,83.931
2014/04/25,73.07
2014/04/26,77.477
2014/04/27,65.825
2014/04/28,88.369
2014/04/29,80.982
2014/04/30,96.06
2014/05/01,81.519
2014/05/02,71.922
2014/05/03,59.135
2014/05/04,61.051
2014/05/05,72.659
2014/05/06,74.424
2014/05/07,82.079
2014/05/08,73.486
2014/05/09,78.103
2014/05/10,61.765
2014/05/11,55.039
2014/05/12,71.054
2014/05/13,76.029
2014/05/14,74.131
2014/05/15,63.165
2014/05/16,79.002
2014/05/17,69.196
2014/05/18,67.876
2014/05/19,92.427
2014/05/20,109.502
2014/05/21,113.513
2014/05/22,108.972
2014/05/23,123.206
2014/05/24,97.066
2014/05/25,108.389
2014/05/26,120.383
2014/05/27,125.148
2014/05/28,111.966
2014/05/29,113.45
2014/05/30,145.138
2014/05/31,121.259
2014/06/01,152.532
2014/06/02,148.137
2014/06/03,162.645
2014/06/04,156.124
2014/06/05,135.918
2014/06/06,131.756
2014/06/07,127.787
2014/06/08,129.174
2014/06/09,141.846
2014/06/10,134.328
2014/06/11,149.904
2014/06/12,148.226
2014/06/13,116.131
2014/06/14,94.236
2014/06/15,74.613
2014/06/16,98.576
2014/06/17,115.87
2014/06/18,115.075
2014/06/19,102.792
2014/06/20,113.763
2014/06/21,99.557
2014/06/22,89.745
2014/06/23,130.83
2014/06/24,119.793
2014/06/25,102.138
2014/06/26,104.453
2014/06/27,111.734
2014/06/28,88.217
2014/06/29,79.418
2014/06/30,124.547
2014/07/01,141.07
2014/07/02,131.776
2014/07/03,126.5
2014/07/04,94.364
2014/07/05,67.358
2014/07/06,67.091
2014/07/07,93.704
2014/07/08,87.178
2014/07/09,89.888
2014/07/10,109.857
2014/07/11,129.459
2014/07/12,89.906
2014/07/13,78.353
2014/07/14,111.285
2014/07/15,96.403
2014/07/16,106.309
2014/07/17,99.53
2014/07/18,106.293
2014/07/19,61.823
2014/07/20,71.989
2014/07/21,102.151
2014/07/22,114.534
2014/07/23,126.196
2014/07/24,131.485
2014/07/25,122.833
2014/07/26,77.897
2014/07/27,73.959
2014/07/28,114.474
2014/07/29,115.234
2014/07/30,122.678
2014/07/31,103.666
2014/08/01,115.646
2014/08/02,95.498
2014/08/03,74.999
2014/08/04,110.791
2014/08/05,120.461
2014/08/06,95.339
2014/08/07,101.726
2014/08/08,99.077
2014/08/09,75.368
2014/08/10,79.471
2014/08/11,93.633
2014/08/12,101.963
2014/08/13,105.354
2014/08/14,120.601
2014/08/15,91.219
2014/08/16,66.782
2014/08/17,93.794
2014/08/18,116.999
2014/08/19,118.492
2014/08/20,124.112
2014/08/21,124.934
2014/08/22,110.473
2014/08/23,94.338
2014/08/24,99.956
2014/08/25,114.946
2014/08/26,123.023
2014/08/27,123.567
2014/08/28,108.88
2014/08/29,115.211
2014/08/30,79.849
2014/08/31,93.017
2014/09/01,97.231
2014/09/02,102.216
2014/09/03,106.199
2014/09/04,119.91
2014/09/05,107.709
2014/09/06,85.963
2014/09/07,72.871
2014/09/08,98.75
2014/09/09,99.998
2014/09/10,113.096
2014/09/11,109.037
2014/09/12,119.984
2014/09/13,98.269
2014/09/14,77.518
2014/09/15,103.054
2014/09/16,90.653
2014/09/17,110.753
2014/09/18,131.235
2014/09/19,130.667
2014/09/20,94.343
2014/09/21,80.706
2014/09/22,112.205
2014/09/23,118.65
2014/09/24,108.534
2014/09/25,99.324
2014/09/26,103.37
2014/09/27,77.177
2014/09/28,68.988
2014/09/29,111.927
2014/09/30,116.777
2014/10/01,102.726
2014/10/02,103.547
2014/10/03,93.107
2014/10/04,83.163
2014/10/05,82.921
2014/10/06,98.609
2014/10/07,103.488
2014/10/08,104.141
2014/10/09,111.183
2014/10/10,105.543
2014/10/11,88.901
2014/10/12,74.164
2014/10/13,97.407
2014/10/14,117.692
2014/10/15,116.996
2014/10/16,99.427
2014/10/17,105.759
2014/10/18,80.402
2014/10/19,72.985
2014/10/20,98.252
2014/10/21,110.221
2014/10/22,95.456
2014/10/23,99.814
2014/10/24,81.493
2014/10/25,101.109
2014/10/26,57.09
2014/10/27,87.341
2014/10/28,88.081
2014/10/29,82.042
2014/10/30,68.448
2014/10/31,73.043
2014/11/01,72
2014/11/02,51.498
2014/11/03,68.135
2014/11/04,82.214
2014/11/05,94.226
2014/11/06,75.033
2014/11/07,78.045
2014/11/08,57.76
2014/11/09,50.591
2014/11/10,88.934
2014/11/11,84.328
2014/11/12,110.466
2014/11/13,129.617
2014/11/14,98.349
2014/11/15,79.429
2014/11/16,66.374
2014/11/17,101.49
2014/11/18,98.598
2014/11/19,106.462
2014/11/20,100.254
2014/11/21,98.152
2014/11/22,98.791
2014/11/23,57.972
2014/11/24,92.883
2014/11/25,111.827
2014/11/26,115.202
2014/11/27,105.041
2014/11/28,123.088
2014/11/29,110.686
2014/11/30,87.469
2014/12/01,116.662
2014/12/02,151.028
2014/12/03,115.03
2014/12/04,110.133
2014/12/05,110.759
2014/12/06,94.152
2014/12/07,91.183
2014/12/08,123.469
2014/12/09,127.325
2014/12/10,137.045
2014/12/11,118.51
2014/12/12,101.057
2014/12/13,102.733
2014/12/14,79.601
2014/12/15,111.27
2014/12/16,125.097
2014/12/17,109.78
2014/12/18,149.413
2014/12/19,151.676
2014/12/20,139.012
2014/12/21,83.508
2014/12/22,136.497
2014/12/23,128.905
2014/12/24,105.418
2014/12/25,99.721
2014/12/26,123.875
2014/12/27,118.706
2014/12/28,87.502
2014/12/29,105.41
2014/12/30,139.882
2014/12/31,122.32
2015/01/01,78.474
2015/01/02,124.895
2015/01/03,97.849
2015/01/04,103.775
2015/01/05,90.598
2015/01/06,100.741
2015/01/07,114.695
2015/01/08,107.161
2015/01/09,104.283
2015/01/10,113.682
2015/01/11,67.85
2015/01/12,64.236
2015/01/13,109.132
2015/01/14,100.75
2015/01/15,118.491
2015/01/16,111.052
2015/01/17,77.238
2015/01/18,67.6
2015/01/19,76.733
2015/01/20,76.932
2015/01/21,73.247
2015/01/22,88.082
2015/01/23,78.988
2015/01/24,65.626
2015/01/25,50.787
2015/01/26,97.951
2015/01/27,77.204
2015/01/28,75.39
2015/01/29,79.12
2015/01/30,95.57
2015/01/31,59.035
2015/02/01,60.332
2015/02/02,88.732
2015/02/03,100.783
2015/02/04,78.365
2015/02/05,74.179
2015/02/06,80.97
2015/02/07,47.375
2015/02/08,39.939
2015/02/09,43.684
2015/02/10,54.262
2015/02/11,54.6
2015/02/12,71.939
2015/02/13,50.671
2015/02/14,37.242
2015/02/15,44.651
2015/02/16,46.414
2015/02/17,56.116
2015/02/18,52.384
2015/02/19,51.351
2015/02/20,50.815
2015/02/21,47.491
2015/02/22,39.64
2015/02/23,49.23
2015/02/24,67.575
2015/02/25,57.774
2015/02/26,52.704
2015/02/27,66.544
2015/02/28,47.321
2015/03/01,43.775
2015/03/02,70.813
2015/03/03,80.431
2015/03/04,72.136
2015/03/05,69.176
2015/03/06,67.324
2015/03/07,38.554
2015/03/08,40.197
2015/03/09,63.57
2015/03/10,73.259
2015/03/11,62.673
2015/03/12,74.505
2015/03/13,63.334
2015/03/14,48.716
2015/03/15,40.543
2015/03/16,67.073
2015/03/17,68.281
2015/03/18,66.551
2015/03/19,50.467
2015/03/20,51.893
2015/03/21,44.972
2015/03/22,41.287
2015/03/23,58.372
2015/03/24,68.294
2015/03/25,59.762
2015/03/26,50.62
2015/03/27,59.352
2015/03/28,44.114
2015/03/29,37.739
2015/03/30,55.32
2015/03/31,62.849
2015/04/01,63.996
2015/04/02,54.615
2015/04/03,46.218
2015/04/04,36.746
2015/04/05,30.305
2015/04/06,46.714
2015/04/07,59.588
2015/04/08,56.799
2015/04/09,48.257
2015/04/10,48.587
2015/04/11,40.789
2015/04/12,44.583
2015/04/13,46.642
2015/04/14,55.352
2015/04/15,48.324
2015/04/16,61.478
2015/04/17,65.202
2015/04/18,44.149
2015/04/19,55.409
2015/04/20,64.105
2015/04/21,95.215
2015/04/22,93.497
2015/04/23,100.695
2015/04/24,91.53
2015/04/25,70.499
2015/04/26,66.573
2015/04/27,71.731
2015/04/28,69.458
2015/04/29,66.086
2015/04/30,73.192
2015/05/01,64.102
2015/05/02,42.784
2015/05/03,65.156
2015/05/04,64.556
2015/05/05,66.058
2015/05/06,73.471
2015/05/07,73.854
2015/05/08,64.586
2015/05/09,50.791
2015/05/10,75.084
2015/05/11,104.683
2015/05/12,101.083
2015/05/13,77.334
2015/05/14,68.751
2015/05/15,61.583
2015/05/16,46.832
2015/05/17,48.204
2015/05/18,66.828
2015/05/19,116.615
2015/05/20,105.549
2015/05/21,104.25
2015/05/22,97.448
2015/05/23,80.779
2015/05/24,48.954
2015/05/25,71.826
2015/05/26,79.237
2015/05/27,78.976
2015/05/28,78.596
2015/05/29,52.439
2015/05/30,28.517
2015/05/31,79.132
2015/06/01,110.615
2015/06/02,106.245
2015/06/03,85.82
2015/06/04,77.833
2015/06/05,103.966
2015/06/06,100.988
2015/06/07,64.398
2015/06/08,77.56
2015/06/09,115.141
2015/06/10,106.217
2015/06/11,100.642
2015/06/12,92.659
2015/06/13,79.412
2015/06/14,64.657
2015/06/15,91.012
2015/06/16,101.152
2015/06/17,126.211
2015/06/18,109.892
2015/06/19,83.052
2015/06/20,75.267
2015/06/21,62.666
2015/06/22,85.673
2015/06/23,71.499
2015/06/24,70.355
2015/06/25,68.443
2015/06/26,80.325
2015/06/27,61.935
2015/06/28,68.625
2015/06/29,116.419
2015/06/30,213.26
2015/07/01,85.796
2015/07/02,136.223
2015/07/03,100.549
2015/07/04,64.802
2015/07/05,157.536
2015/07/06,138.021
2015/07/07,134.29
2015/07/08,150.737
2015/07/09,95.974
2015/07/10,62.953
2015/07/11,46.596
2015/07/12,12.873
2015/07/13,40.582
2015/07/14,99.464
2015/07/15,91.77
2015/07/16,100.965
2015/07/17,67.196
2015/07/18,21.602
2015/07/19,18.328
2015/07/20,67.731
2015/07/21,54.738
2015/07/22,64.012
2015/07/23,105.1
2015/07/24,100.234
2015/07/25,63.596
2015/07/26,76.529
2015/07/27,99.471
2015/07/28,99.073
2015/07/29,110.169
2015/07/30,108.501
2015/07/31,95.867
2015/08/01,53.549
2015/08/02,48.114
2015/08/03,72.779
2015/08/04,129.195
2015/08/05,123.216
2015/08/06,81.601
2015/08/07,98.181
2015/08/08,70.7
2015/08/09,70.711
2015/08/10,97.62
2015/08/11,104.25
2015/08/12,97.851
2015/08/13,78
2015/08/14,80.466
2015/08/15,62.346
2015/08/16,80.013
2015/08/17,108.44
2015/08/18,111.296
2015/08/19,102.556
2015/08/20,100.942
2015/08/21,82.089
2015/08/22,58.619
2015/08/23,60.678
2015/08/24,92.561
2015/08/25,95.281
2015/08/26,85.958
2015/08/27,86.861
2015/08/28,93.071
2015/08/29,59.507
2015/08/30,70.795
2015/08/31,76.852
2015/09/01,80.966
2015/09/02,157.627
2015/09/03,87.814
2015/09/04,84.001
2015/09/05,40.338
2015/09/06,59.806
2015/09/07,76.555
2015/09/08,98.809
2015/09/09,106.895
2015/09/10,85.45
2015/09/11,27.27
2015/09/12,34.27
2015/09/13,18.351
2015/09/14,30.079
2015/09/15,39.88
2015/09/16,30.494
2015/09/17,0.0917
2015/09/18,35.358
2015/09/19,59.52
2015/09/20,61.996
2015/09/21,82.014
2015/09/22,100.984
2015/09/23,99.52
2015/09/24,110.16
2015/09/25,106.67
2015/09/26,74.749
2015/09/27,76.111
2015/09/28,118.082
2015/09/29,125.514
2015/09/30,109.67
2015/10/01,127.828
2015/10/02,112.467
2015/10/03,78.666
2015/10/04,80.727
2015/10/05,102.943
2015/10/06,123.107
2015/10/07,110.704
2015/10/08,101.672
2015/10/09,98.981
2015/10/10,61.227
2015/10/11,82.801
2015/10/12,110.788
2015/10/13,92.739
2015/10/14,109.421
2015/10/15,126.479
2015/10/16,118.993
2015/10/17,86.587
2015/10/18,80.996
2015/10/19,120.157
2015/10/20,109.959
2015/10/21,107.948
2015/10/22,123.089
2015/10/23,93.728
2015/10/24,66.411
2015/10/25,91.195
2015/10/26,117.283
2015/10/27,119.085
2015/10/28,115.107
2015/10/29,110.48
2015/10/30,132.333
2015/10/31,89.62
2015/11/01,116.382
2015/11/02,120.05
2015/11/03,159.407
2015/11/04,204.537
2015/11/05,164.033
