Date,mining_profitability90std
2010/11/10,63678
2010/11/11,60901
2010/11/12,53871
2010/11/13,53358
2010/11/14,52577
2010/11/15,52073
2010/11/16,50834
2010/11/17,49870
2010/11/18,47512
2010/11/19,47527
2010/11/20,46206
2010/11/21,45262
2010/11/22,44180
2010/11/23,43326
2010/11/24,42272
2010/11/25,42280
2010/11/26,42302
2010/11/27,42192
2010/11/28,41989
2010/11/29,41568
2010/11/30,42046
2010/12/01,42242
2010/12/02,42309
2010/12/03,42109
2010/12/04,42181
2010/12/05,42340
2010/12/06,42184
2010/12/07,42318
2010/12/08,42731
2010/12/09,42797
2010/12/10,43559
2010/12/11,43914
2010/12/12,44406
2010/12/13,44535
2010/12/14,44868
2010/12/15,44551
2010/12/16,44902
2010/12/17,44906
2010/12/18,45403
2010/12/19,45802
2010/12/20,46320
2010/12/21,46628
2010/12/22,46885
2010/12/23,47314
2010/12/24,47750
2010/12/25,48042
2010/12/26,48317
2010/12/27,48656
2010/12/28,49040
2010/12/29,49415
2010/12/30,49732
2010/12/31,50019
2011/01/01,50312
2011/01/02,50623
2011/01/03,51012
2011/01/04,51336
2011/01/05,51652
2011/01/06,51967
2011/01/07,51983
2011/01/08,51821
2011/01/09,51834
2011/01/10,51852
2011/01/11,51580
2011/01/12,51101
2011/01/13,50976
2011/01/14,50170
2011/01/15,49909
2011/01/16,49603
2011/01/17,49105
2011/01/18,48727
2011/01/19,48909
2011/01/20,49009
2011/01/21,49058
2011/01/22,48911
2011/01/23,48910
2011/01/24,48440
2011/01/25,47899
2011/01/26,46746
2011/01/27,45681
2011/01/28,43930
2011/01/29,43820
2011/01/30,43423
2011/01/31,42979
2011/02/01,42481
2011/02/02,41609
2011/02/03,40333
2011/02/04,36700
2011/02/05,29636
2011/02/06,25179
2011/02/07,24778
2011/02/08,24252
2011/02/09,24019
2011/02/10,23727
2011/02/11,21979
2011/02/12,20684
2011/02/13,20063
2011/02/14,19324
2011/02/15,18826
2011/02/16,18493
2011/02/17,18632
2011/02/18,18460
2011/02/19,18185
2011/02/20,17809
2011/02/21,17623
2011/02/22,17183
2011/02/23,16596
2011/02/24,16287
2011/02/25,16036
2011/02/26,15685
2011/02/27,15415
2011/02/28,15577
2011/03/01,15694
2011/03/02,15719
2011/03/03,15705
2011/03/04,15697
2011/03/05,15732
2011/03/06,15808
2011/03/07,15943
2011/03/08,15996
2011/03/09,16146
2011/03/10,16286
2011/03/11,16427
2011/03/12,16525
2011/03/13,16665
2011/03/14,16833
2011/03/15,16987
2011/03/16,17130
2011/03/17,17264
2011/03/18,17481
2011/03/19,17674
2011/03/20,17825
2011/03/21,18008
2011/03/22,18161
2011/03/23,18248
2011/03/24,18382
2011/03/25,18438
2011/03/26,18546
2011/03/27,18666
2011/03/28,18746
2011/03/29,18867
2011/03/30,18988
2011/03/31,19087
2011/04/01,19222
2011/04/02,19339
2011/04/03,19426
2011/04/04,19548
2011/04/05,19676
2011/04/06,19843
2011/04/07,20005
2011/04/08,20134
2011/04/09,20295
2011/04/10,20426
2011/04/11,20563
2011/04/12,20683
2011/04/13,20773
2011/04/14,20857
2011/04/15,20939
2011/04/16,20979
2011/04/17,21017
2011/04/18,21066
2011/04/19,21100
2011/04/20,21161
2011/04/21,21219
2011/04/22,21214
2011/04/23,21203
2011/04/24,21167
2011/04/25,21162
2011/04/26,21155
2011/04/27,21155
2011/04/28,21165
2011/04/29,21256
2011/04/30,21364
2011/05/01,21425
2011/05/02,21481
2011/05/03,21438
2011/05/04,21408
2011/05/05,21211
2011/05/06,21025
2011/05/07,20675
2011/05/08,20316
2011/05/09,20359
2011/05/10,19866
2011/05/11,19753
2011/05/12,19612
2011/05/13,20219
2011/05/14,20801
2011/05/15,20894
2011/05/16,21335
2011/05/17,21724
2011/05/18,22080
2011/05/19,22021
2011/05/20,22074
2011/05/21,22057
2011/05/22,22099
2011/05/23,22218
2011/05/24,22289
2011/05/25,22447
2011/05/26,22494
2011/05/27,22440
2011/05/28,22439
2011/05/29,22402
2011/05/30,22378
2011/05/31,22376
2011/06/01,22390
2011/06/02,22397
2011/06/03,22481
2011/06/04,22882
2011/06/05,23222
2011/06/06,23414
2011/06/07,23536
2011/06/08,24125
2011/06/09,25098
2011/06/10,25568
2011/06/11,25652
2011/06/12,25575
2011/06/13,25570
2011/06/14,25605
2011/06/15,25516
2011/06/16,25383
2011/06/17,25246
2011/06/18,25115
2011/06/19,24960
2011/06/20,24777
2011/06/21,24666
2011/06/22,24521
2011/06/23,24455
2011/06/24,24402
2011/06/25,24417
2011/06/26,24433
2011/06/27,24397
2011/06/28,24375
2011/06/29,24373
2011/06/30,24326
2011/07/01,24342
2011/07/02,24357
2011/07/03,24339
2011/07/04,24319
2011/07/05,24303
2011/07/06,24268
2011/07/07,24303
2011/07/08,24243
2011/07/09,24270
2011/07/10,24280
2011/07/11,24282
2011/07/12,24342
2011/07/13,24362
2011/07/14,24453
2011/07/15,24553
2011/07/16,24682
2011/07/17,24745
2011/07/18,24858
2011/07/19,24977
2011/07/20,25058
2011/07/21,25216
2011/07/22,25389
2011/07/23,25576
2011/07/24,25757
2011/07/25,25927
2011/07/26,26094
2011/07/27,26295
2011/07/28,26471
2011/07/29,26609
2011/07/30,26751
2011/07/31,26870
2011/08/01,27009
2011/08/02,27115
2011/08/03,27227
2011/08/04,27357
2011/08/05,27451
2011/08/06,27483
2011/08/07,27559
2011/08/08,27722
2011/08/09,27658
2011/08/10,27598
2011/08/11,26922
2011/08/12,26188
2011/08/13,25822
2011/08/14,24931
2011/08/15,24105
2011/08/16,23399
2011/08/17,23464
2011/08/18,23447
2011/08/19,23452
2011/08/20,23402
2011/08/21,23228
2011/08/22,23066
2011/08/23,22819
2011/08/24,22681
2011/08/25,22752
2011/08/26,22818
2011/08/27,22858
2011/08/28,22913
2011/08/29,22943
2011/08/30,22910
2011/08/31,22889
2011/09/01,22709
2011/09/02,21987
2011/09/03,21231
2011/09/04,20679
2011/09/05,20151
2011/09/06,18582
2011/09/07,16026
2011/09/08,14065
2011/09/09,12813
2011/09/10,12262
2011/09/11,11210
2011/09/12,9630
2011/09/13,8679
2011/09/14,8552
2011/09/15,8303
2011/09/16,8005
2011/09/17,7585
2011/09/18,7183
2011/09/19,6670
2011/09/20,6191
2011/09/21,5666
2011/09/22,5512
2011/09/23,5492
2011/09/24,5406
2011/09/25,5270
2011/09/26,5152
2011/09/27,5035
2011/09/28,4876
2011/09/29,4830
2011/09/30,4761
2011/10/01,4656
2011/10/02,4562
2011/10/03,4546
2011/10/04,4488
2011/10/05,4463
2011/10/06,4354
2011/10/07,4333
2011/10/08,4314
2011/10/09,4244
2011/10/10,4212
2011/10/11,4122
2011/10/12,4108
2011/10/13,4039
2011/10/14,3989
2011/10/15,3904
2011/10/16,3835
2011/10/17,3828
2011/10/18,3775
2011/10/19,3747
2011/10/20,3712
2011/10/21,3680
2011/10/22,3607
2011/10/23,3523
2011/10/24,3408
2011/10/25,3347
2011/10/26,3297
2011/10/27,3200
2011/10/28,3100
2011/10/29,2965
2011/10/30,2901
2011/10/31,2840
2011/11/01,2811
2011/11/02,2806
2011/11/03,2782
2011/11/04,2784
2011/11/05,2794
2011/11/06,2798
2011/11/07,2789
2011/11/08,2774
2011/11/09,2758
2011/11/10,2752
2011/11/11,2742
2011/11/12,2690
2011/11/13,2659
2011/11/14,2562
2011/11/15,2513
2011/11/16,2463
2011/11/17,2404
2011/11/18,2280
2011/11/19,2162
2011/11/20,2075
2011/11/21,2017
2011/11/22,1939
2011/11/23,1850
2011/11/24,1805
2011/11/25,1778
2011/11/26,1733
2011/11/27,1642
2011/11/28,1572
2011/11/29,1507
2011/11/30,1465
2011/12/01,1374
2011/12/02,1301
2011/12/03,1226
2011/12/04,1137
2011/12/05,1089
2011/12/06,1068
2011/12/07,1030
2011/12/08,1010
2011/12/09,1010
2011/12/10,1009
2011/12/11,992.162
2011/12/12,973.307
2011/12/13,963.116
2011/12/14,955.865
2011/12/15,956.272
2011/12/16,951.924
2011/12/17,958.607
2011/12/18,957.707
2011/12/19,939.264
2011/12/20,928.131
2011/12/21,938.876
2011/12/22,960.017
2011/12/23,959.525
2011/12/24,978.983
2011/12/25,1020
2011/12/26,1040
2011/12/27,1040
2011/12/28,1071
2011/12/29,1082
2011/12/30,1113
2011/12/31,1143
2012/01/01,1200
2012/01/02,1270
2012/01/03,1312
2012/01/04,1357
2012/01/05,1499
2012/01/06,1656
2012/01/07,1800
2012/01/08,1905
2012/01/09,1977
2012/01/10,2017
2012/01/11,2096
2012/01/12,2151
2012/01/13,2216
2012/01/14,2269
2012/01/15,2306
2012/01/16,2393
2012/01/17,2400
2012/01/18,2385
2012/01/19,2416
2012/01/20,2444
2012/01/21,2467
2012/01/22,2469
2012/01/23,2485
2012/01/24,2483
2012/01/25,2475
2012/01/26,2473
2012/01/27,2466
2012/01/28,2464
2012/01/29,2474
2012/01/30,2478
2012/01/31,2475
2012/02/01,2471
2012/02/02,2490
2012/02/03,2485
2012/02/04,2483
2012/02/05,2476
2012/02/06,2471
2012/02/07,2462
2012/02/08,2449
2012/02/09,2438
2012/02/10,2432
2012/02/11,2426
2012/02/12,2408
2012/02/13,2381
2012/02/14,2351
2012/02/15,2326
2012/02/16,2294
2012/02/17,2249
2012/02/18,2226
2012/02/19,2186
2012/02/20,2163
2012/02/21,2130
2012/02/22,2092
2012/02/23,2067
2012/02/24,2029
2012/02/25,1990
2012/02/26,1963
2012/02/27,1936
2012/02/28,1926
2012/02/29,1915
2012/03/01,1890
2012/03/02,1887
2012/03/03,1868
2012/03/04,1854
2012/03/05,1842
2012/03/06,1823
2012/03/07,1816
2012/03/08,1801
2012/03/09,1777
2012/03/10,1780
2012/03/11,1765
2012/03/12,1754
2012/03/13,1744
2012/03/14,1714
2012/03/15,1697
2012/03/16,1686
2012/03/17,1662
2012/03/18,1657
2012/03/19,1655
2012/03/20,1656
2012/03/21,1664
2012/03/22,1664
2012/03/23,1677
2012/03/24,1679
2012/03/25,1696
2012/03/26,1697
2012/03/27,1704
2012/03/28,1707
2012/03/29,1723
2012/03/30,1732
2012/03/31,1739
2012/04/01,1752
2012/04/02,1773
2012/04/03,1779
2012/04/04,1751
2012/04/05,1704
2012/04/06,1643
2012/04/07,1606
2012/04/08,1575
2012/04/09,1575
2012/04/10,1534
2012/04/11,1515
2012/04/12,1481
2012/04/13,1445
2012/04/14,1414
2012/04/15,1306
2012/04/16,1286
2012/04/17,1288
2012/04/18,1223
2012/04/19,1161
2012/04/20,1118
2012/04/21,1102
2012/04/22,1042
2012/04/23,1016
2012/04/24,991.249
2012/04/25,973.158
2012/04/26,963.906
2012/04/27,952.737
2012/04/28,916.39
2012/04/29,900.288
2012/04/30,895.472
2012/05/01,872.251
2012/05/02,798.899
2012/05/03,772.786
2012/05/04,731.155
2012/05/05,718.155
2012/05/06,702.685
2012/05/07,691.078
2012/05/08,658.994
2012/05/09,624.84
2012/05/10,633.192
2012/05/11,577.194
2012/05/12,570.194
2012/05/13,569.675
2012/05/14,564.606
2012/05/15,572.562
2012/05/16,572.877
2012/05/17,576.979
2012/05/18,576.907
2012/05/19,574.16
2012/05/20,574.711
2012/05/21,584.622
2012/05/22,588.086
2012/05/23,584.567
2012/05/24,576.467
2012/05/25,572.172
2012/05/26,574.136
2012/05/27,567.269
2012/05/28,555.967
2012/05/29,549.625
2012/05/30,549.281
2012/05/31,548.941
2012/06/01,557.496
2012/06/02,557.132
2012/06/03,553.938
2012/06/04,555.051
2012/06/05,554.24
2012/06/06,554.697
2012/06/07,555.18
2012/06/08,558.683
2012/06/09,572.294
2012/06/10,574.054
2012/06/11,573.998
2012/06/12,599.19
2012/06/13,599.258
2012/06/14,603.866
2012/06/15,612.865
2012/06/16,641.949
2012/06/17,663.434
2012/06/18,708.017
2012/06/19,707.725
2012/06/20,747.878
2012/06/21,757.884
2012/06/22,772.653
2012/06/23,775.951
2012/06/24,774.292
2012/06/25,785.093
2012/06/26,790.224
2012/06/27,797.149
2012/06/28,800.49
2012/06/29,812.23
2012/06/30,809.854
2012/07/01,806.909
2012/07/02,815.24
2012/07/03,826.422
2012/07/04,821.739
2012/07/05,825.322
2012/07/06,828.325
2012/07/07,835.726
2012/07/08,829.659
2012/07/09,836.195
2012/07/10,838.234
2012/07/11,831.194
2012/07/12,860.616
2012/07/13,893.55
2012/07/14,899.944
2012/07/15,904.78
2012/07/16,939.588
2012/07/17,995.675
2012/07/18,1026
2012/07/19,1037
2012/07/20,1079
2012/07/21,1096
2012/07/22,1122
2012/07/23,1131
2012/07/24,1152
2012/07/25,1173
2012/07/26,1192
2012/07/27,1231
2012/07/28,1236
2012/07/29,1284
2012/07/30,1286
2012/07/31,1281
2012/08/01,1295
2012/08/02,1338
2012/08/03,1368
2012/08/04,1404
2012/08/05,1424
2012/08/06,1451
2012/08/07,1510
2012/08/08,1524
2012/08/09,1557
2012/08/10,1556
2012/08/11,1586
2012/08/12,1593
2012/08/13,1602
2012/08/14,1611
2012/08/15,1636
2012/08/16,1663
2012/08/17,1669
2012/08/18,1676
2012/08/19,1658
2012/08/20,1634
2012/08/21,1618
2012/08/22,1595
2012/08/23,1581
2012/08/24,1571
2012/08/25,1556
2012/08/26,1539
2012/08/27,1516
2012/08/28,1503
2012/08/29,1480
2012/08/30,1472
2012/08/31,1457
2012/09/01,1433
2012/09/02,1415
2012/09/03,1406
2012/09/04,1387
2012/09/05,1373
2012/09/06,1359
2012/09/07,1353
2012/09/08,1345
2012/09/09,1307
2012/09/10,1306
2012/09/11,1295
2012/09/12,1291
2012/09/13,1293
2012/09/14,1291
2012/09/15,1287
2012/09/16,1288
2012/09/17,1258
2012/09/18,1258
2012/09/19,1253
2012/09/20,1250
2012/09/21,1242
2012/09/22,1215
2012/09/23,1208
2012/09/24,1197
2012/09/25,1200
2012/09/26,1186
2012/09/27,1181
2012/09/28,1170
2012/09/29,1163
2012/09/30,1156
2012/10/01,1161
2012/10/02,1140
2012/10/03,1133
2012/10/04,1127
2012/10/05,1122
2012/10/06,1103
2012/10/07,1118
2012/10/08,1112
2012/10/09,1119
2012/10/10,1127
2012/10/11,1142
2012/10/12,1147
2012/10/13,1146
2012/10/14,1166
2012/10/15,1162
2012/10/16,1171
2012/10/17,1184
2012/10/18,1184
2012/10/19,1211
2012/10/20,1210
2012/10/21,1219
2012/10/22,1225
2012/10/23,1250
2012/10/24,1251
2012/10/25,1255
2012/10/26,1264
2012/10/27,1275
2012/10/28,1290
2012/10/29,1309
2012/10/30,1337
2012/10/31,1336
2012/11/01,1346
2012/11/02,1350
2012/11/03,1361
2012/11/04,1364
2012/11/05,1328
2012/11/06,1318
2012/11/07,1296
2012/11/08,1293
2012/11/09,1261
2012/11/10,1258
2012/11/11,1231
2012/11/12,1221
2012/11/13,1162
2012/11/14,1112
2012/11/15,1083
2012/11/16,1028
2012/11/17,1002
2012/11/18,1011
2012/11/19,1009
2012/11/20,1005
2012/11/21,998.158
2012/11/22,1002
2012/11/23,998.648
2012/11/24,986.171
2012/11/25,987.077
2012/11/26,975.768
2012/11/27,965.507
2012/11/28,973.113
2012/11/29,1065
2012/11/30,1156
2012/12/01,1205
2012/12/02,1281
2012/12/03,1327
2012/12/04,1386
2012/12/05,1422
2012/12/06,1460
2012/12/07,1501
2012/12/08,1532
2012/12/09,1569
2012/12/10,1598
2012/12/11,1611
2012/12/12,1647
2012/12/13,1662
2012/12/14,1686
2012/12/15,1687
2012/12/16,1702
2012/12/17,1707
2012/12/18,1724
2012/12/19,1722
2012/12/20,1728
2012/12/21,1740
2012/12/22,1732
2012/12/23,1752
2012/12/24,1762
2012/12/25,1763
2012/12/26,1733
2012/12/27,1731
2012/12/28,1711
2012/12/29,1704
2012/12/30,1700
2012/12/31,1678
2013/01/01,1673
2013/01/02,1660
2013/01/03,1646
2013/01/04,1615
2013/01/05,1619
2013/01/06,1590
2013/01/07,1585
2013/01/08,1584
2013/01/09,1581
2013/01/10,1566
2013/01/11,1556
2013/01/12,1552
2013/01/13,1520
2013/01/14,1505
2013/01/15,1501
2013/01/16,1472
2013/01/17,1474
2013/01/18,1435
2013/01/19,1416
2013/01/20,1394
2013/01/21,1388
2013/01/22,1349
2013/01/23,1332
2013/01/24,1316
2013/01/25,1309
2013/01/26,1302
2013/01/27,1295
2013/01/28,1292
2013/01/29,1289
2013/01/30,1288
2013/01/31,1303
2013/02/01,1298
2013/02/02,1298
2013/02/03,1319
2013/02/04,1320
2013/02/05,1310
2013/02/06,1307
2013/02/07,1308
2013/02/08,1316
2013/02/09,1318
2013/02/10,1337
2013/02/11,1339
2013/02/12,1349
2013/02/13,1385
2013/02/14,1384
2013/02/15,1425
2013/02/16,1455
2013/02/17,1462
2013/02/18,1461
2013/02/19,1469
2013/02/20,1514
2013/02/21,1498
2013/02/22,1523
2013/02/23,1532
2013/02/24,1537
2013/02/25,1573
2013/02/26,1592
2013/02/27,1614
2013/02/28,1625
2013/03/01,1644
2013/03/02,1643
2013/03/03,1651
2013/03/04,1652
2013/03/05,1655
2013/03/06,1689
2013/03/07,1736
2013/03/08,1769
2013/03/09,1815
2013/03/10,1868
2013/03/11,1895
2013/03/12,1933
2013/03/13,1963
2013/03/14,1982
2013/03/15,1990
2013/03/16,1999
2013/03/17,2020
2013/03/18,2023
2013/03/19,2034
2013/03/20,2143
2013/03/21,2238
2013/03/22,2347
2013/03/23,2408
2013/03/24,2413
2013/03/25,2403
2013/03/26,2423
2013/03/27,2447
2013/03/28,2556
2013/03/29,2599
2013/03/30,2653
2013/03/31,2710
2013/04/01,2778
2013/04/02,2884
2013/04/03,3037
2013/04/04,3171
2013/04/05,3368
2013/04/06,3486
2013/04/07,3626
2013/04/08,3782
2013/04/09,4185
2013/04/10,4459
2013/04/11,4449
2013/04/12,4431
2013/04/13,4415
2013/04/14,4388
2013/04/15,4348
2013/04/16,4314
2013/04/17,4268
2013/04/18,4235
2013/04/19,4214
2013/04/20,4191
2013/04/21,4161
2013/04/22,4135
2013/04/23,4114
2013/04/24,4117
2013/04/25,4136
2013/04/26,4131
2013/04/27,4103
2013/04/28,4097
2013/04/29,4088
2013/04/30,4062
2013/05/01,4047
2013/05/02,4010
2013/05/03,3981
2013/05/04,3965
2013/05/05,3931
2013/05/06,3895
2013/05/07,3852
2013/05/08,3822
2013/05/09,3790
2013/05/10,3758
2013/05/11,3733
2013/05/12,3703
2013/05/13,3675
2013/05/14,3667
2013/05/15,3645
2013/05/16,3636
2013/05/17,3621
2013/05/18,3603
2013/05/19,3568
2013/05/20,3550
2013/05/21,3538
2013/05/22,3512
2013/05/23,3492
2013/05/24,3465
2013/05/25,3434
2013/05/26,3422
2013/05/27,3395
2013/05/28,3378
2013/05/29,3357
2013/05/30,3333
2013/05/31,3304
2013/06/01,3274
2013/06/02,3254
2013/06/03,3221
2013/06/04,3212
2013/06/05,3235
2013/06/06,3259
2013/06/07,3292
2013/06/08,3322
2013/06/09,3370
2013/06/10,3414
2013/06/11,3444
2013/06/12,3472
2013/06/13,3506
2013/06/14,3539
2013/06/15,3582
2013/06/16,3620
2013/06/17,3693
2013/06/18,3756
2013/06/19,3802
2013/06/20,3845
2013/06/21,3887
2013/06/22,3936
2013/06/23,3990
2013/06/24,4045
2013/06/25,4097
2013/06/26,4130
2013/06/27,4172
2013/06/28,4219
2013/06/29,4261
2013/06/30,4306
2013/07/01,4328
2013/07/02,4322
2013/07/03,4306
2013/07/04,4246
2013/07/05,4222
2013/07/06,4176
2013/07/07,4087
2013/07/08,3718
2013/07/09,3408
2013/07/10,3412
2013/07/11,3449
2013/07/12,3477
2013/07/13,3506
2013/07/14,3535
2013/07/15,3575
2013/07/16,3613
2013/07/17,3644
2013/07/18,3662
2013/07/19,3654
2013/07/20,3651
2013/07/21,3659
2013/07/22,3643
2013/07/23,3609
2013/07/24,3503
2013/07/25,3462
2013/07/26,3447
2013/07/27,3365
2013/07/28,3308
2013/07/29,3276
2013/07/30,3244
2013/07/31,3242
2013/08/01,3249
2013/08/02,3232
2013/08/03,3198
2013/08/04,3188
2013/08/05,3174
2013/08/06,3161
2013/08/07,3145
2013/08/08,3112
2013/08/09,3074
2013/08/10,3055
2013/08/11,3037
2013/08/12,3033
2013/08/13,3031
2013/08/14,3020
2013/08/15,2997
2013/08/16,2972
2013/08/17,2953
2013/08/18,2939
2013/08/19,2887
2013/08/20,2847
2013/08/21,2775
2013/08/22,2706
2013/08/23,2634
2013/08/24,2573
2013/08/25,2503
2013/08/26,2436
2013/08/27,2357
2013/08/28,2254
2013/08/29,2177
2013/08/30,2031
2013/08/31,1944
2013/09/01,1828
2013/09/02,1703
2013/09/03,1649
2013/09/04,1609
2013/09/05,1569
2013/09/06,1521
2013/09/07,1507
2013/09/08,1478
2013/09/09,1425
2013/09/10,1369
2013/09/11,1334
2013/09/12,1286
2013/09/13,1249
2013/09/14,1206
2013/09/15,1209
2013/09/16,1202
2013/09/17,1168
2013/09/18,1136
2013/09/19,1097
2013/09/20,1069
2013/09/21,1051
2013/09/22,1029
2013/09/23,1003
2013/09/24,974.544
2013/09/25,939.881
2013/09/26,923.45
2013/09/27,906.496
2013/09/28,902.7
2013/09/29,896.2
2013/09/30,892.297
2013/10/01,878.565
2013/10/02,879.128
2013/10/03,877.194
2013/10/04,880.095
2013/10/05,881.889
2013/10/06,879.972
2013/10/07,881.927
2013/10/08,872.896
2013/10/09,877.346
2013/10/10,881.261
2013/10/11,871.722
2013/10/12,864.03
2013/10/13,857.572
2013/10/14,849.322
2013/10/15,829.573
2013/10/16,827.315
2013/10/17,821.147
2013/10/18,812.071
2013/10/19,797.418
2013/10/20,797.789
2013/10/21,798.869
2013/10/22,788.204
2013/10/23,783.691
2013/10/24,775.539
2013/10/25,762.854
2013/10/26,761.745
2013/10/27,746.491
2013/10/28,730.215
2013/10/29,715.507
2013/10/30,703.233
2013/10/31,680.465
2013/11/01,673.2
2013/11/02,662.266
2013/11/03,653.094
2013/11/04,638.511
2013/11/05,625.965
2013/11/06,608.065
2013/11/07,599.547
2013/11/08,580.732
2013/11/09,563.35
2013/11/10,547.507
2013/11/11,535.876
2013/11/12,530.565
2013/11/13,523.664
2013/11/14,516.325
2013/11/15,507.071
2013/11/16,497.613
2013/11/17,489.388
2013/11/18,476.315
2013/11/19,463.033
2013/11/20,442.51
2013/11/21,430.488
2013/11/22,421.051
2013/11/23,416.638
2013/11/24,409.074
2013/11/25,401.07
2013/11/26,387.432
2013/11/27,383.893
2013/11/28,376.403
2013/11/29,362.812
2013/11/30,357.991
2013/12/01,345.637
2013/12/02,329.719
2013/12/03,334.343
2013/12/04,332.969
2013/12/05,333.874
2013/12/06,337.13
2013/12/07,333.442
2013/12/08,327.64
2013/12/09,324.369
2013/12/10,320.041
2013/12/11,314.586
2013/12/12,309.354
2013/12/13,303.135
2013/12/14,303.301
2013/12/15,303.041
2013/12/16,300.243
2013/12/17,298.119
2013/12/18,298.162
2013/12/19,297.083
2013/12/20,297.003
2013/12/21,297.143
2013/12/22,297.504
2013/12/23,297.591
2013/12/24,298.481
2013/12/25,299.632
2013/12/26,300.079
2013/12/27,300.508
2013/12/28,301.685
2013/12/29,302.076
2013/12/30,302.623
2013/12/31,303.031
2014/01/01,303.135
2014/01/02,305.453
2014/01/03,305.962
2014/01/04,306.705
2014/01/05,306.283
2014/01/06,306.176
2014/01/07,306.379
2014/01/08,306.772
2014/01/09,306.758
2014/01/10,307.768
2014/01/11,307.797
2014/01/12,307.987
2014/01/13,310.597
2014/01/14,311.353
2014/01/15,310.953
2014/01/16,312.175
2014/01/17,314.12
2014/01/18,314.646
2014/01/19,316.109
2014/01/20,317.04
2014/01/21,319.087
2014/01/22,320.235
2014/01/23,321.885
2014/01/24,321.517
2014/01/25,322.711
2014/01/26,323.809
2014/01/27,324.522
2014/01/28,326.927
2014/01/29,328.639
2014/01/30,329.814
2014/01/31,330.982
2014/02/01,332.419
2014/02/02,333.976
2014/02/03,336.089
2014/02/04,337.401
2014/02/05,339.412
2014/02/06,341.816
2014/02/07,345.795
2014/02/08,349.017
2014/02/09,353.17
2014/02/10,356.508
2014/02/11,360.065
2014/02/12,363.255
2014/02/13,367.055
2014/02/14,370.596
2014/02/15,373.887
2014/02/16,376.772
2014/02/17,378.885
2014/02/18,381.986
2014/02/19,384.006
2014/02/20,383.417
2014/02/21,382.552
2014/02/22,381.417
2014/02/23,379.965
2014/02/24,377.881
2014/02/25,366.506
2014/02/26,354.185
2014/02/27,344.289
2014/02/28,327.594
2014/03/01,320.965
2014/03/02,316.683
2014/03/03,299.403
2014/03/04,287.654
2014/03/05,273.297
2014/03/06,256.419
2014/03/07,252.514
2014/03/08,245.577
2014/03/09,238.104
2014/03/10,226.844
2014/03/11,221.27
2014/03/12,216.484
2014/03/13,209.767
2014/03/14,201.002
2014/03/15,196.892
2014/03/16,189.829
2014/03/17,187.526
2014/03/18,187.658
2014/03/19,185.69
2014/03/20,184.966
2014/03/21,184.92
2014/03/22,185.171
2014/03/23,185.082
2014/03/24,184.943
2014/03/25,185.184
2014/03/26,183.407
2014/03/27,181.497
2014/03/28,181.287
2014/03/29,178.907
2014/03/30,177.223
2014/03/31,174.519
2014/04/01,170.735
2014/04/02,171.096
2014/04/03,169.03
2014/04/04,167.97
2014/04/05,162.78
2014/04/06,158.236
2014/04/07,155.006
2014/04/08,151.493
2014/04/09,146.279
2014/04/10,143.862
2014/04/11,137.983
2014/04/12,131.128
2014/04/13,130.755
2014/04/14,128.885
2014/04/15,125.536
2014/04/16,123.508
2014/04/17,122.385
2014/04/18,118.877
2014/04/19,116.508
2014/04/20,111.241
