Date,median_transaction_fee30rocUSD
2010/11/12,0
2010/11/13,0
2010/11/14,0
2010/11/15,0
2010/11/16,0
2010/11/17,0
2010/11/18,0
2010/11/19,0
2010/11/20,0
2010/11/21,0
2010/11/22,0
2010/11/23,0
2010/11/24,0
2010/11/25,0
2010/11/26,0
2010/11/27,0
2010/11/28,0
2010/11/29,0
2010/11/30,0
2010/12/01,0
2010/12/02,0
2010/12/03,0
2010/12/04,0
2010/12/05,0
2010/12/06,0
2010/12/07,0
2010/12/08,0
2010/12/09,0
2010/12/10,0
2010/12/11,0
2010/12/12,0
2010/12/13,0
2010/12/14,0
2010/12/15,0
2010/12/16,0
2010/12/17,0
2010/12/18,0
2010/12/19,0
2010/12/20,0
2010/12/21,0
2010/12/22,0
2010/12/23,0
2010/12/24,0
2010/12/25,0
2010/12/26,0
2010/12/27,0
2010/12/28,0
2010/12/29,0
2010/12/30,0
2010/12/31,0
2011/01/01,0
2011/01/02,0
2011/01/03,0
2011/01/04,0
2011/01/05,0
2011/01/06,0
2011/01/07,0
2011/01/08,0
2011/01/09,0
2011/01/10,0
2011/01/11,0
2011/01/12,0
2011/01/13,0
2011/01/14,0
2011/01/15,0
2011/01/16,0
2011/01/17,0
2011/01/18,0
2011/01/19,0
2011/01/20,0
2011/01/21,0
2011/01/22,0
2011/01/23,0
2011/01/24,0
2011/01/25,0
2011/01/26,0
2011/01/27,0
2011/01/28,0
2011/01/29,0
2011/01/30,0
2011/01/31,0
2011/02/01,0
2011/02/02,0
2011/02/03,0
2011/02/04,0
2011/02/05,0
2011/02/06,0
2011/02/07,0
2011/02/08,0
2011/02/09,0
2011/02/10,0
2011/02/11,0
2011/02/12,0
2011/02/13,0
2011/02/14,0
2011/02/15,0
2011/02/16,0
2011/02/17,0
2011/02/18,0
2011/02/19,0
2011/02/20,0
2011/02/21,0
2011/02/22,0
2011/02/23,0
2011/02/24,0
2011/02/25,0
2011/02/26,0
2011/02/27,0
2011/02/28,0
2011/03/01,0
2011/03/02,0
2011/03/03,0
2011/03/04,0
2011/03/05,0
2011/03/06,0
2011/03/07,0
2011/03/08,0
2011/03/09,0
2011/03/10,0
2011/03/11,0
2011/03/12,0
2011/03/13,0
2011/03/14,0
2011/03/15,0
2011/03/16,0
2011/03/17,0
2011/03/18,0
2011/03/19,0
2011/03/20,0
2011/03/21,0
2011/03/22,0
2011/03/23,0
2011/03/24,0
2011/03/25,0
2011/03/26,0
2011/03/27,0
2011/03/28,0
2011/03/29,0
2011/03/30,0
2011/03/31,0
2011/04/01,0
2011/04/02,0
2011/04/03,0
2011/04/04,0
2011/04/05,0
2011/04/06,0
2011/04/07,0
2011/04/08,0
2011/04/09,0
2011/04/10,0
2011/04/11,0
2011/04/12,0
2011/04/13,0
2011/04/14,0
2011/04/15,0
2011/04/16,0
2011/04/17,0
2011/04/18,0
2011/04/19,0
2011/04/20,0
2011/04/21,0
2011/04/22,0
2011/04/23,0
2011/04/24,0
2011/04/25,0
2011/04/26,0
2011/04/27,0
2011/04/28,0
2011/04/29,0
2011/04/30,0
2011/05/01,0
2011/05/02,0
2011/05/03,0
2011/05/04,0
2011/05/05,0
2011/05/06,0
2011/05/07,0
2011/05/08,0
2011/05/09,0
2011/05/10,0
2011/05/11,0
2011/05/12,0
2011/05/13,0
2011/05/14,-100
2011/05/15,0
2011/05/16,0
2011/05/17,0
2011/05/18,0
2011/05/19,0
2011/05/20,0
2011/05/21,0
2011/05/22,0
2011/05/23,0
2011/05/24,0
2011/05/25,0
2011/05/26,0
2011/05/27,0
2011/05/28,0
2011/05/29,0
2011/05/30,0
2011/05/31,0
2011/06/01,0
2011/06/02,0
2011/06/03,0
2011/06/04,0
2011/06/05,0
2011/06/06,0
2011/06/07,0
2011/06/08,0
2011/06/09,0
2011/06/10,0
2011/06/11,0
2011/06/12,0
2011/06/13,0
2011/06/14,0
2011/06/15,0
2011/06/16,0
2011/06/17,0
2011/06/18,0
2011/06/19,0
2011/06/20,0
2011/06/21,0
2011/06/22,0
2011/06/23,0
2011/06/24,0
2011/06/25,0
2011/06/26,0
2011/06/27,0
2011/06/28,0
2011/06/29,0
2011/06/30,0
2011/07/01,0
2011/07/02,0
2011/07/03,0
2011/07/04,0
2011/07/05,0
2011/07/06,0
2011/07/07,0
2011/07/08,0
2011/07/09,0
2011/07/10,0
2011/07/11,0
2011/07/12,0
2011/07/13,0
2011/07/14,0
2011/07/15,0
2011/07/16,0
2011/07/17,0
2011/07/18,0
2011/07/19,0
2011/07/20,0
2011/07/21,0
2011/07/22,0
2011/07/23,0
2011/07/24,0
2011/07/25,0
2011/07/26,0
2011/07/27,0
2011/07/28,0
2011/07/29,0
2011/07/30,0
2011/07/31,-100
2011/08/01,0
2011/08/02,0
2011/08/03,0
2011/08/04,0
2011/08/05,0
2011/08/06,0
2011/08/07,0
2011/08/08,0
2011/08/09,0
2011/08/10,0
2011/08/11,0
2011/08/12,0
2011/08/13,0
2011/08/14,0
2011/08/15,0
2011/08/16,0
2011/08/17,0
2011/08/18,0
2011/08/19,0
2011/08/20,0
2011/08/21,-100
2011/08/22,0
2011/08/23,0
2011/08/24,0
2011/08/25,0
2011/08/26,0
2011/08/27,0
2011/08/28,0
2011/08/29,0
2011/08/30,0
2011/08/31,0
2011/09/01,0
2011/09/02,0
2011/09/03,0
2011/09/04,0
2011/09/05,0
2011/09/06,0
2011/09/07,0
2011/09/08,0
2011/09/09,0
2011/09/10,0
2011/09/11,0
2011/09/12,0
2011/09/13,0
2011/09/14,-100
2011/09/15,-100
2011/09/16,0
2011/09/17,0
2011/09/18,0
2011/09/19,0
2011/09/20,0
2011/09/21,0
2011/09/22,0
2011/09/23,0
2011/09/24,0
2011/09/25,0
2011/09/26,0
2011/09/27,0
2011/09/28,0
2011/09/29,0
2011/09/30,0
2011/10/01,0
2011/10/02,0
2011/10/03,0
2011/10/04,0
2011/10/05,0
2011/10/06,0
2011/10/07,0
2011/10/08,0
2011/10/09,0
2011/10/10,0
2011/10/11,0
2011/10/12,0
2011/10/13,0
2011/10/14,0
2011/10/15,0
2011/10/16,0
2011/10/17,0
2011/10/18,0
2011/10/19,0
2011/10/20,0
2011/10/21,0
2011/10/22,0
2011/10/23,0
2011/10/24,0
2011/10/25,0
2011/10/26,0
2011/10/27,0
2011/10/28,0
2011/10/29,0
2011/10/30,0
2011/10/31,0
2011/11/01,0
2011/11/02,0
2011/11/03,0
2011/11/04,0
2011/11/05,0
2011/11/06,0
2011/11/07,0
2011/11/08,0
2011/11/09,0
2011/11/10,0
2011/11/11,0
2011/11/12,0
2011/11/13,0
2011/11/14,0
2011/11/15,0
2011/11/16,0
2011/11/17,0
2011/11/18,0
2011/11/19,0
2011/11/20,0
2011/11/21,0
2011/11/22,0
2011/11/23,0
2011/11/24,0
2011/11/25,0
2011/11/26,0
2011/11/27,0
2011/11/28,0
2011/11/29,0
2011/11/30,0
2011/12/01,0
2011/12/02,0
2011/12/03,0
2011/12/04,0
2011/12/05,0
2011/12/06,0
2011/12/07,0
2011/12/08,0
2011/12/09,0
2011/12/10,0
2011/12/11,0
2011/12/12,0
2011/12/13,0
2011/12/14,0
2011/12/15,0
2011/12/16,0
2011/12/17,0
2011/12/18,0
2011/12/19,0
2011/12/20,0
2011/12/21,0
2011/12/22,0
2011/12/23,0
2011/12/24,0
2011/12/25,0
2011/12/26,0
2011/12/27,0
2011/12/28,0
2011/12/29,0
2011/12/30,0
2011/12/31,0
2012/01/01,0
2012/01/02,0
2012/01/03,0
2012/01/04,0
2012/01/05,0
2012/01/06,0
2012/01/07,0
2012/01/08,0
2012/01/09,0
2012/01/10,0
2012/01/11,0
2012/01/12,0
2012/01/13,0
2012/01/14,0
2012/01/15,0
2012/01/16,0
2012/01/17,0
2012/01/18,0
2012/01/19,0
2012/01/20,0
2012/01/21,0
2012/01/22,0
2012/01/23,0
2012/01/24,0
2012/01/25,0
2012/01/26,0
2012/01/27,0
2012/01/28,0
2012/01/29,0
2012/01/30,0
2012/01/31,0
2012/02/01,0
2012/02/02,0
2012/02/03,0
2012/02/04,0
2012/02/05,0
2012/02/06,0
2012/02/07,0
2012/02/08,0
2012/02/09,0
2012/02/10,0
2012/02/11,0
2012/02/12,0
2012/02/13,0
2012/02/14,0
2012/02/15,0
2012/02/16,0
2012/02/17,0
2012/02/18,0
2012/02/19,0
2012/02/20,0
2012/02/21,0
2012/02/22,0
2012/02/23,0
2012/02/24,0
2012/02/25,0
2012/02/26,0
2012/02/27,0
2012/02/28,0
2012/02/29,0
2012/03/01,0
2012/03/02,0
2012/03/03,0
2012/03/04,0
2012/03/05,0
2012/03/06,0
2012/03/07,0
2012/03/08,0
2012/03/09,0
2012/03/10,0
2012/03/11,0
2012/03/12,0
2012/03/13,0
2012/03/14,0
2012/03/15,-100
2012/03/16,-100
2012/03/17,-100
2012/03/18,0
2012/03/19,0
2012/03/20,0
2012/03/21,0
2012/03/22,0
2012/03/23,0
2012/03/24,0
2012/03/25,0
2012/03/26,0
2012/03/27,0
2012/03/28,0
2012/03/29,0
2012/03/30,0
2012/03/31,0
2012/04/01,0
2012/04/02,0
2012/04/03,0
2012/04/04,0
2012/04/05,0
2012/04/06,0
2012/04/07,0
2012/04/08,0
2012/04/09,0
2012/04/10,0
2012/04/11,0
2012/04/12,0
2012/04/13,0
2012/04/14,0
2012/04/15,0
2012/04/16,0
2012/04/17,0
2012/04/18,0
2012/04/19,0
2012/04/20,0
2012/04/21,0
2012/04/22,0
2012/04/23,0
2012/04/24,0
2012/04/25,0
2012/04/26,0
2012/04/27,0
2012/04/28,0
2012/04/29,0
2012/04/30,0
2012/05/01,0
2012/05/02,0
2012/05/03,0
2012/05/04,0
2012/05/05,0
2012/05/06,0
2012/05/07,0
2012/05/08,0
2012/05/09,0
2012/05/10,0
2012/05/11,0
2012/05/12,0
2012/05/13,0
2012/05/14,0
2012/05/15,0
2012/05/16,0
2012/05/17,0
2012/05/18,0
2012/05/19,0
2012/05/20,0
2012/05/21,0
2012/05/22,0
2012/05/23,0
2012/05/24,0
2012/05/25,0
2012/05/26,-0.104
2012/05/27,0
2012/05/28,0
2012/05/29,0
2012/05/30,4.279
2012/05/31,3.679
2012/06/01,3.982
2012/06/02,3.094
2012/06/03,2.72
2012/06/04,3.37
2012/06/05,5.713
2012/06/06,7.814
2012/06/07,9.092
2012/06/08,11.195
2012/06/09,12.949
2012/06/10,12.426
2012/06/11,11.588
2012/06/12,14.325
2012/06/13,17.094
2012/06/14,18.147
2012/06/15,22.98
2012/06/16,26.612
2012/06/17,23.437
2012/06/18,22.359
2012/06/19,25.475
2012/06/20,29.108
2012/06/21,30.903
2012/06/22,29.201
2012/06/23,26.492
2012/06/24,24.492
2012/06/25,23.838
2012/06/26,24.48
2012/06/27,27.663
2012/06/28,28.793
2012/06/29,28.886
2012/06/30,29.325
2012/07/01,27.152
2012/07/02,26.951
2012/07/03,26.373
2012/07/04,23.594
2012/07/05,23.11
2012/07/06,22.184
2012/07/07,21.729
2012/07/08,20.827
2012/07/09,23.409
2012/07/10,28.954
2012/07/11,29.944
2012/07/12,32.221
2012/07/13,31.681
2012/07/14,27.429
2012/07/15,21.752
2012/07/16,25.442
2012/07/17,37.165
2012/07/18,43.164
2012/07/19,40.371
2012/07/20,32.055
2012/07/21,30.372
2012/07/22,30.542
2012/07/23,30.066
2012/07/24,33.393
2012/07/25,37.094
2012/07/26,38.832
2012/07/27,35.82
2012/07/28,34.222
2012/07/29,32.759
2012/07/30,33.495
2012/07/31,38.365
2012/08/01,41.468
2012/08/02,52.04
2012/08/03,66.625
2012/08/04,66.644
2012/08/05,64.092
2012/08/06,61.38
2012/08/07,62.303
2012/08/08,60.395
2012/08/09,55.82
2012/08/10,57.398
2012/08/11,54.068
2012/08/12,50.685
2012/08/13,56.261
2012/08/14,59.779
2012/08/15,57.211
2012/08/16,54.623
2012/08/17,39.72
2012/08/18,30.253
2012/08/19,12.59
2012/08/20,3.995
2012/08/21,15.676
2012/08/22,16.851
2012/08/23,16.276
2012/08/24,19.315
2012/08/25,19.344
2012/08/26,19.157
2012/08/27,21.092
2012/08/28,24.443
2012/08/29,22.678
2012/08/30,17.013
2012/08/31,10.776
2012/09/01,0.155
2012/09/02,-6.439
2012/09/03,-5.571
2012/09/04,-4.298
2012/09/05,-1.568
2012/09/06,0.777
2012/09/07,0.188
2012/09/08,-0.112
2012/09/09,-2.285
2012/09/10,-3.56
2012/09/11,-2.819
2012/09/12,-4.081
2012/09/13,-6.604
2012/09/14,-9.045
2012/09/15,-12.149
2012/09/16,-5.609
2012/09/17,1.455
2012/09/18,23.51
2012/09/19,37.036
2012/09/20,24.516
2012/09/21,25.586
2012/09/22,23.668
2012/09/23,18.025
2012/09/24,14.804
2012/09/25,14.554
2012/09/26,13.584
2012/09/27,12.689
2012/09/28,12.881
2012/09/29,15.067
2012/09/30,18.274
2012/10/01,23.04
2012/10/02,25.073
2012/10/03,24.06
2012/10/04,23.04
2012/10/05,19.246
2012/10/06,14.039
2012/10/07,9.498
2012/10/08,6.967
2012/10/09,7.082
2012/10/10,8.224
2012/10/11,7.464
2012/10/12,6.267
2012/10/13,5.451
2012/10/14,1.992
2012/10/15,-0.365
2012/10/16,0.288
2012/10/17,-0.528
2012/10/18,-1.789
2012/10/19,-4.55
2012/10/20,-5.597
2012/10/21,-5.64
2012/10/22,-4.773
2012/10/23,-4.244
2012/10/24,-3.921
2012/10/25,-7.348
2012/10/26,-14.067
2012/10/27,-17.21
2012/10/28,-15.006
2012/10/29,-14.158
2012/10/30,-13.268
2012/10/31,-10.78
2012/11/01,-13.931
2012/11/02,63.535
2012/11/03,-17.962
2012/11/04,-15.882
2012/11/05,-14.813
2012/11/06,-11.014
2012/11/07,-7.848
2012/11/08,-7.57
2012/11/09,-9.452
2012/11/10,-10.161
2012/11/11,-9.782
2012/11/12,-8.436
2012/11/13,-6.952
2012/11/14,-6.254
2012/11/15,-6.344
2012/11/16,-2.893
2012/11/17,-0.893
2012/11/18,-0.991
2012/11/19,-0.066
2012/11/20,0.234
2012/11/21,0.552
2012/11/22,3.324
2012/11/23,6.072
2012/11/24,10.152
2012/11/25,18.404
2012/11/26,21.026
2012/11/27,16.628
2012/11/28,15.248
2012/11/29,15.459
2012/11/30,13.685
2012/12/01,15.528
2012/12/02,-40.414
2012/12/03,19.278
2012/12/04,21.491
2012/12/05,24.28
2012/12/06,22.984
2012/12/07,22.824
2012/12/08,23.236
2012/12/09,23.284
2012/12/10,147.145
2012/12/11,24.35
2012/12/12,25.269
2012/12/13,24.773
2012/12/14,24.403
2012/12/15,22.109
2012/12/16,16.728
2012/12/17,12.798
2012/12/18,13.262
2012/12/19,14.632
2012/12/20,15.92
2012/12/21,15.381
2012/12/22,11.169
2012/12/23,8.374
2012/12/24,7.885
2012/12/25,7.537
2012/12/26,8.453
2012/12/27,9.98
2012/12/28,9.424
2012/12/29,8.477
2012/12/30,7.003
2012/12/31,7.061
2013/01/01,6.948
2013/01/02,4.849
2013/01/03,1.397
2013/01/04,-1.281
2013/01/05,-0.955
2013/01/06,-2.071
2013/01/07,-2.217
2013/01/08,0.015
2013/01/09,-49.287
2013/01/10,1.645
2013/01/11,2.215
2013/01/12,2.051
2013/01/13,1.965
2013/01/14,3.222
2013/01/15,4.266
2013/01/16,6.956
2013/01/17,11.91
2013/01/18,13.778
2013/01/19,12.675
2013/01/20,13.253
2013/01/21,17.769
2013/01/22,24.267
2013/01/23,27.26
2013/01/24,26.542
2013/01/25,25.469
2013/01/26,27.699
2013/01/27,28.691
2013/01/28,31.696
2013/01/29,38.032
2013/01/30,41.068
2013/01/31,47.072
2013/02/01,53.155
2013/02/02,51.567
2013/02/03,51.451
2013/02/04,52.708
2013/02/05,53.281
2013/02/06,55.564
2013/02/07,58.272
2013/02/08,61.689
2013/02/09,65.773
2013/02/10,66.298
2013/02/11,69.558
2013/02/12,73.16
2013/02/13,73.454
2013/02/14,80.174
2013/02/15,85.678
2013/02/16,78.678
2013/02/17,73.471
2013/02/18,73.383
2013/02/19,80.596
2013/02/20,82.901
2013/02/21,75.934
2013/02/22,71.861
2013/02/23,71.274
2013/02/24,71.012
2013/02/25,67.771
2013/02/26,68.601
2013/02/27,68.512
2013/02/28,69.187
2013/03/01,75.161
2013/03/02,67.958
2013/03/03,60.54
2013/03/04,233.114
2013/03/05,82.954
2013/03/06,93.831
2013/03/07,98.819
2013/03/08,101.665
2013/03/09,103.415
2013/03/10,303.929
2013/03/11,295.868
2013/03/12,89.622
2013/03/13,80.494
2013/03/14,79.632
2013/03/15,97.743
2013/03/16,75.483
2013/03/17,66.634
2013/03/18,74.278
2013/03/19,93.567
2013/03/20,117.727
2013/03/21,131.061
2013/03/22,127.154
2013/03/23,117.275
2013/03/24,121.396
2013/03/25,138.353
2013/03/26,149.221
2013/03/27,175.133
2013/03/28,194.264
2013/03/29,190.1
2013/03/30,178.822
2013/03/31,167.931
2013/04/01,185.993
2013/04/02,231.964
2013/04/03,79.898
2013/04/04,237.355
2013/04/05,229.992
2013/04/06,235.372
2013/04/07,244.103
2013/04/08,278.959
2013/04/09,119.952
2013/04/10,97.805
2013/04/11,160.724
2013/04/12,116.065
2013/04/13,127.317
2013/04/14,91.529
2013/04/15,97.261
2013/04/16,70.821
2013/04/17,68.039
2013/04/18,84.267
2013/04/19,84.756
2013/04/20,78.906
2013/04/21,73.86
2013/04/22,78.468
2013/04/23,86.477
2013/04/24,94.953
2013/04/25,94.886
2013/04/26,67.781
2013/04/27,47.305
2013/04/28,43.255
2013/04/29,49.29
2013/04/30,51
2013/05/01,31.618
2013/05/02,3.063
2013/05/03,-14.423
2013/05/04,-14.99
2013/05/05,-11.814
2013/05/06,-15.74
2013/05/07,-22.315
2013/05/08,-32.995
2013/05/09,-44.513
2013/05/10,-38.073
2013/05/11,-2.172
2013/05/12,141.737
2013/05/13,14.025
2013/05/14,18.276
2013/05/15,20.053
2013/05/16,42.586
2013/05/17,42.141
2013/05/18,19.155
2013/05/19,5.815
2013/05/20,-1.119
2013/05/21,0.862
2013/05/22,2.775
2013/05/23,-1.725
2013/05/24,-7.563
2013/05/25,-8.598
2013/05/26,-3.155
2013/05/27,1.614
2013/05/28,1.354
2013/05/29,-3.163
2013/05/30,-5.369
2013/05/31,1.413
2013/06/01,16.567
2013/06/02,20.879
2013/06/03,14.559
2013/06/04,5.483
2013/06/05,6.275
2013/06/06,8.166
2013/06/07,4.945
2013/06/08,1.997
2013/06/09,-4.165
2013/06/10,-7.505
2013/06/11,-52.319
2013/06/12,-3.734
2013/06/13,-1.556
2013/06/14,-1.645
2013/06/15,-6.308
2013/06/16,-9.174
2013/06/17,-10.61
2013/06/18,-8.186
2013/06/19,-7.152
2013/06/20,-8.201
2013/06/21,-9.096
2013/06/22,-12.658
2013/06/23,-18.399
2013/06/24,-22.899
2013/06/25,-24.468
2013/06/26,-23.65
2013/06/27,-23.166
2013/06/28,-27.041
2013/06/29,-29.834
2013/06/30,-28.946
2013/07/01,-33.867
2013/07/02,-32.973
2013/07/03,-32.335
2013/07/04,-34.444
2013/07/05,-39.201
2013/07/06,-44.718
2013/07/07,-39.355
2013/07/08,-33.491
2013/07/09,-31.568
2013/07/10,-26.976
2013/07/11,-23.514
2013/07/12,-21.334
2013/07/13,-17.626
2013/07/14,-14.291
2013/07/15,-10.928
2013/07/16,-10.393
2013/07/17,-11.969
2013/07/18,-16.573
2013/07/19,-20.233
2013/07/20,-20.759
2013/07/21,-20.914
2013/07/22,-18.878
2013/07/23,-16.168
2013/07/24,-12.239
2013/07/25,-9.637
2013/07/26,-8.986
2013/07/27,-8.378
2013/07/28,-4.216
2013/07/29,2.193
2013/07/30,3.586
2013/07/31,12.14
2013/08/01,15.229
2013/08/02,17.282
2013/08/03,21.553
2013/08/04,29.493
2013/08/05,44.636
2013/08/06,38.912
2013/08/07,32.415
2013/08/08,32.331
2013/08/09,23.938
2013/08/10,14.579
2013/08/11,9.458
2013/08/12,6.691
2013/08/13,7.693
2013/08/14,7.836
2013/08/15,7.814
2013/08/16,8.75
2013/08/17,11.924
2013/08/18,15.609
2013/08/19,16.86
2013/08/20,20.518
2013/08/21,24.982
2013/08/22,25.87
2013/08/23,22.783
2013/08/24,20.397
2013/08/25,20.705
2013/08/26,22.811
2013/08/27,26.623
2013/08/28,26.347
2013/08/29,24.433
2013/08/30,23.278
2013/08/31,27.318
2013/09/01,30.531
2013/09/02,31.683
2013/09/03,32.058
2013/09/04,26.489
2013/09/05,21.109
2013/09/06,18.133
2013/09/07,19.901
2013/09/08,23.821
2013/09/09,26.196
2013/09/10,28.937
2013/09/11,29.518
2013/09/12,30.264
2013/09/13,28.847
2013/09/14,27.844
2013/09/15,28.122
2013/09/16,27.898
2013/09/17,28.194
2013/09/18,27.594
2013/09/19,21.193
2013/09/20,15.125
2013/09/21,12.878
2013/09/22,14.531
2013/09/23,14.638
2013/09/24,12.678
2013/09/25,12.369
2013/09/26,9.633
2013/09/27,6.154
2013/09/28,6.405
2013/09/29,4.206
2013/09/30,0.806
2013/10/01,-1.025
2013/10/02,-10.201
2013/10/03,-13.101
2013/10/04,-3.077
2013/10/05,1.675
2013/10/06,3.753
2013/10/07,4.679
2013/10/08,4.289
2013/10/09,4.284
2013/10/10,2.953
2013/10/11,1.724
2013/10/12,0.387
2013/10/13,2.218
2013/10/14,4.978
2013/10/15,8.93
2013/10/16,10.028
2013/10/17,11.632
2013/10/18,-31.033
2013/10/19,25.594
2013/10/20,30.016
2013/10/21,36.085
2013/10/22,48.367
2013/10/23,57.831
2013/10/24,-67.38
2013/10/25,-70.419
2013/10/26,-71.795
2013/10/27,-70.839
2013/10/28,-69.474
2013/10/29,-68.679
2013/10/30,-68.213
2013/10/31,-36.541
2013/11/01,-64.91
2013/11/02,-63.209
2013/11/03,-65.384
2013/11/04,-64.16
2013/11/05,-61.228
2013/11/06,-58.759
2013/11/07,-54.935
2013/11/08,-51.484
2013/11/09,-45.753
2013/11/10,-52.857
2013/11/11,-49.414
2013/11/12,-46.913
2013/11/13,-43.276
2013/11/14,-40.478
2013/11/15,-39.543
2013/11/16,-39.678
2013/11/17,5.122
2013/11/18,-28.453
2013/11/19,-23.487
2013/11/20,-39.971
2013/11/21,-33.501
2013/11/22,-29.465
2013/11/23,297.963
2013/11/24,288.89
2013/11/25,318.047
2013/11/26,346.478
2013/11/27,373.989
2013/11/28,383.882
2013/11/29,401.952
2013/11/30,168.81
2013/12/01,362.713
2013/12/02,359.869
2013/12/03,386.105
2013/12/04,384.915
2013/12/05,328.268
2013/12/06,269.039
2013/12/07,163.011
2013/12/08,146.062
2013/12/09,155.635
2013/12/10,214.095
2013/12/11,182.697
2013/12/12,153.579
2013/12/13,135.787
2013/12/14,113.166
2013/12/15,102.672
2013/12/16,85.114
2013/12/17,48.483
2013/12/18,0.731
2013/12/19,2.343
2013/12/20,34.136
2013/12/21,2.46
2013/12/22,-5.969
2013/12/23,-17.438
2013/12/24,-4.529
2013/12/25,1.983
2013/12/26,-8.309
2013/12/27,-15.51
2013/12/28,-21.017
2013/12/29,-25.661
2013/12/30,-27.708
2013/12/31,-17.362
2014/01/01,-15.988
2014/01/02,-20.807
2014/01/03,-23.452
2014/01/04,-15.775
2014/01/05,-4.211
2014/01/06,33.439
2014/01/07,24.71
2014/01/08,-0.934
2014/01/09,-7.306
2014/01/10,-4.672
2014/01/11,5.372
2014/01/12,2.729
2014/01/13,-2.032
2014/01/14,1.177
2014/01/15,10.768
2014/01/16,26.91
2014/01/17,48.364
2014/01/18,35.864
2014/01/19,26.941
2014/01/20,44.241
2014/01/21,35.951
2014/01/22,31.129
2014/01/23,24.924
2014/01/24,9.59
2014/01/25,13.553
2014/01/26,14.356
2014/01/27,16.383
2014/01/28,9.38
2014/01/29,8.522
2014/01/30,7.406
2014/01/31,6.924
2014/02/01,7.54
2014/02/02,5.3
2014/02/03,-2.127
2014/02/04,-6.835
2014/02/05,-13.665
2014/02/06,-12.513
2014/02/07,-14.196
2014/02/08,-18.024
2014/02/09,-20.088
2014/02/10,-26.659
2014/02/11,-26.004
2014/02/12,-24.28
2014/02/13,-31.905
2014/02/14,-36.172
2014/02/15,-31.167
2014/02/16,-22.938
2014/02/17,-24.688
2014/02/18,-25.414
2014/02/19,-29.755
2014/02/20,-30.755
2014/02/21,-33.711
2014/02/22,-30.981
2014/02/23,-23.465
2014/02/24,-31.238
2014/02/25,-41.962
2014/02/26,-33.299
2014/02/27,-27.291
2014/02/28,-31.239
2014/03/01,-31.079
2014/03/02,-31.951
2014/03/03,-27.876
2014/03/04,-18.917
2014/03/05,-18.965
2014/03/06,-19.12
2014/03/07,-22.656
2014/03/08,-22.573
2014/03/09,-13.796
2014/03/10,-9.525
2014/03/11,-7.439
2014/03/12,-3.441
2014/03/13,-3.423
2014/03/14,-0.184
2014/03/15,9.83
2014/03/16,15.365
2014/03/17,6.314
2014/03/18,-3.232
2014/03/19,-2.619
2014/03/20,-5.129
2014/03/21,-6.455
2014/03/22,-5.734
2014/03/23,-0.126
2014/03/24,-2.536
2014/03/25,-6.575
2014/03/26,1.619
2014/03/27,8.683
2014/03/28,-12.275
2014/03/29,-13.965
2014/03/30,-17.304
2014/03/31,-18.404
2014/04/01,-15.112
2014/04/02,-22.897
2014/04/03,-35.811
2014/04/04,-32.871
2014/04/05,-31.684
2014/04/06,-28.475
2014/04/07,-26.731
2014/04/08,-28.06
2014/04/09,-29.064
2014/04/10,-34.864
2014/04/11,-36.682
2014/04/12,-33.42
2014/04/13,-34.293
2014/04/14,-29.387
2014/04/15,-22.795
2014/04/16,-17.227
2014/04/17,-17.612
